"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
588348																																																																																																																															200673	2215	0	0	179377	890	806	84	0	0	0	0	0	0	169	15423	15278	0	345	0	0	345	0	0	0	0	0	4135	0	0	0	4135	1716	15507	32977	153244	646	646	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7004	3502	0	0	0	3502	1716	15507	32977	159787	0	3101	16489	159787	179377	0	0	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
588478																																																																																																																															300848	860	0	0	166295	5521	984	4537	0	167111	976	128126	0	38009	0	0	0	0	0	0	0	0	0	0	0	0	0	18261	0	5478	0	12638	1960	138141	51146	110316	0	0	0	0	0	0	20	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1960	138141	51146	113094	0	27628	25573	113094	166295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
589158																																																																																																																															108319	1291	0	0	103838	2108	1778	330	0	99	0	27	72	0	0	3427	2127	1613	1225	0	1225	0	0	0	0	0	0	3552	0	124	0	3428	1778	9012	7479	85913	0	0	0	0	0	0	0	0	0	0	0	0	206	41	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	9012	7479	90001	0	1802	3740	90001	103838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
589523																																																																																																																															725744	8343	0	2205	491008	70002	60236	9766	0	0	0	0	0	0	20734	126920	24340	6616	100	0	100	0	0	0	0	0	0	34219	90	1604	318	27080	82196	145092	129982	372921	2017	2017	0	0	0	2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30003	15002	0	0	0	15002	85067	145092	129982	389989	0	29018	64991	389989	488803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
589943																																																																																																																															1217900	13465	0	428	1042823	19173	5736	13437	0	0	0	0	0	0	114	110587	10611	0	29176	0	29176	0	0	0	0	0	0	73749	11	5785	474	45356	8736	169641	176753	782802	1842	1842	0	0	0	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12758	12758	0	0	12758	0	22963	11482	0	0	2629	8852	8736	169641	192140	794241	0	33928	96070	794241	1042395	620	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590145																																																																																																																															51473	705	0	319	30913	15828	14297	1531	0	0	0	0	0	0	1501	2516	1187	0	0	0	0	0	0	0	0	0	0	665	17	17	19	612	15815	4064	5686	25692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15815	4064	5686	25796	0	813	2843	25796	30594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590220																																																																																																																															635202	2365	0	0	424624	116726	112392	4334	0	10871	857	5875	1014	3125	17568	67103	5796	5033	0	0	0	0	0	0	0	0	0	37814	509	584	0	33083	134768	82592	136325	271226	935	935	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101777	50889	0	0	14658	36231	134768	82592	150983	313018	0	16518	75492	313018	424624	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590248																																																																																																																															766319	5752	0	0	578252	8223	2951	5272	0	60153	9964	50189	0	0	14018	84451	616	1500	0	0	0	0	0	0	0	0	0	58869	1024	2023	441	46511	28753	152801	134771	443667	1293	1293	0	0	0	1293	722	361	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77369	38685	0	0	18379	20306	28753	152801	153150	467853	0	30560	76575	467853	578252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590640																																																																																																																															312178	2176	0	0	216987	11784	4944	6840	0	0	0	0	0	0	5360	55100	28704	2678	0	0	0	0	0	0	0	0	0	20509	265	843	0	17299	10569	62783	92957	145879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9527	4764	0	0	0	4764	10569	62783	92957	153408	0	12557	46479	153408	216987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590949																																																																																																																															290069	2784	0	0	229730	6538	4395	2143	0	0	0	0	0	0	1629	15119	2532	0	6467	0	6467	0	0	0	0	0	0	9617	237	1959	241	7180	6261	34460	75867	177220	275	275	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13281	6641	0	0	0	6641	6261	34460	76732	184472	0	6892	38366	184472	229730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
590976																																																																																																																															570050	6909	0	501	512616	19515	12436	7079	0	0	0	0	0	0	0	0	0	0	2500	0	2500	0	0	0	0	0	0	7999	107	4461	482	2949	14416	14908	138133	409006	0	0	0	0	0	0	2476	1238	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51922	25961	0	0	10985	14976	14416	14908	156487	430646	0	2982	78244	430646	512115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
591209																																																																																																																															276248	1606	0	0	171329	22778	21626	1152	0	0	0	0	0	0	4802	30226	2768	13280	0	0	0	0	0	0	0	0	0	16681	60	1065	28	17947	26488	32443	163146	59716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30464	15232	0	0	0	15232	26488	32443	163146	77231	0	6489	81573	77231	171329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
591320																																																																																																																															500229	2942	0	0	347114	34577	24935	9642	0	1736	0	1736	0	0	0	92416	5012	1200	0	0	0	0	0	0	0	0	0	26941	0	0	0	26941	24935	103794	165164	211406	0	0	0	0	0	0	993	497	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38335	19168	0	0	0	19168	24935	103794	165164	243171	0	20759	82582	243171	347114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
591357																																																																																																																															84342	610	0	0	60664	3310	1738	1572	0	0	0	0	0	0	0	8397	0	4707	2367	0	2367	0	0	0	0	0	0	3385	153	0	2164	484	1891	12336	27194	42240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	389	0	0	389	0	1891	12800	27583	42240	0	2560	13792	42240	60664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
591366																																																																																																																															420611	5113	0	1472	295451	82543	59137	23406	0	20	20	0	0	0	10665	6161	1415	0	0	0	0	0	0	0	0	0	0	34080	0	0	0	29535	75655	37990	79165	216611	709	709	0	0	0	709	0	0	0	0	0	0	96	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	613	307	0	0	0	307	75655	37990	79165	218770	0	7598	39583	218770	293979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
591740																																																																																																																															29778	342	0	71	21699	2859	2288	571	0	0	0	0	0	0	0	3063	378	9081	0	0	0	0	0	0	0	0	0	412	0	0	0	412	2288	3634	5890	17989	0	0	0	0	0	0	75	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	2366	3634	5890	18027	0	727	2945	18027	21628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
592439																																																																																																																															319013	1185	0	0	165940	119827	82912	36915	0	0	0	0	0	0	0	44803	6176	4643	0	0	0	0	0	0	0	0	0	1674	0	0	0	1674	82912	81718	16432	139548	70	70	0	0	0	70	117	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82912	81718	16432	140405	0	16344	8216	140405	165940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
592448																																																																																																																															489144	6286	0	1407	390320	22704	17782	4914	8	0	0	0	0	0	458	17840	2315	0	0	0	0	0	0	0	0	0	0	29176	724	3246	730	21263	20537	58182	110484	303390	163	163	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29336	14668	0	0	0	14668	20537	58182	110484	322604	0	11636	55242	322604	388913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	26	0	0	0	0	
592550																																																																																																																															159489	1573	0	0	133525	6665	5264	1401	0	0	0	0	0	0	0	18635	2449	4014	0	0	0	0	0	0	0	0	0	10367	29	308	107	9923	6099	20344	12038	122774	106	106	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6099	20344	12038	122880	0	4069	6019	122880	133525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
592644																																																																																																																															546642	3667	0	0	343145	83679	75229	8450	0	39563	15985	17984	5594	0	2182	120911	20455	4018	2360	0	2360	0	0	0	0	0	0	18957	0	0	0	23548	97191	149776	64315	241797	0	0	0	0	0	0	353	177	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5211	2606	0	0	0	2606	97191	149776	64315	269500	0	29955	32158	269500	343145	0	0	0	0	0	0	0	0	3795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
592859																																																																																																																															18400	151	0	38	9097	8502	8293	209	0	0	0	0	0	0	0	598	738	0	0	0	0	0	0	0	0	0	0	559	0	35	0	506	8293	2603	3450	3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	287	0	0	0	287	8293	2603	3450	3775	0	521	1725	3775	9059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593007																																																																																																																															4172075	23526	0	0	2905754	98323	47471	50853	0	92933	0	85028	7905	0	77783	727373	0	8589	0	0	0	0	683	0	0	0	683	304317	5833	13077	3079	153425	135202	887439	1099292	1966820	1268	1268	0	0	0	1268	1408	704	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162205	81103	0	0	22397	56813	135202	1166226	1121689	2078665	0	233245	560845	2078665	2905754	15562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593052																																																																																																																															666212	7778	0	201	606139	13384	4642	8742	0	0	0	0	0	0	0	50494	4489	0	26538	0	26538	0	0	0	0	0	0	33778	0	892	431	24560	5899	98633	62826	441888	621	621	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20535	10268	0	0	0	10268	5899	98633	62826	466144	0	19727	31413	466144	605938	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593249																																																																																																																															398452	2208	0	0	198063	12615	11174	1441	0	126446	6453	114158	5835	0	5106	55547	4049	511	4000	0	4000	0	0	0	0	0	0	20592	0	846	0	18318	22733	184934	67810	124823	1100	1100	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22733	184934	67810	125923	0	36987	33905	125923	198063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593333																																																																																																																															82491	743	0	0	66668	5946	4783	1163	0	0	0	0	0	0	207	12377	259	0	0	0	0	0	0	0	0	0	0	3320	92	140	3	3085	5681	14378	11457	51841	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776	888	0	0	0	888	5681	14378	11627	53868	0	2876	5814	53868	66668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593771																																																																																																																															9000	225	0	149	6098	920	904	16	0	1308	319	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307	0	15	16	1163	1390	1103	2422	4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	1103	2422	4181	0	221	1211	4181	5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
593940																																																																																																																															71136	316	0	0	32010	2001	1882	119	0	0	0	0	0	0	3931	38680	4069	0	0	0	0	0	0	0	0	0	0	1758	0	2	0	1649	5813	38801	9579	19189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5813	38801	9579	19454	0	7760	4790	19454	32010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
594433																																																																																																																															1632520	8250	0	0	1039256	57386	28326	29060	0	0	0	0	0	0	5588	452018	254641	0	0	0	0	0	0	0	0	0	0	123759	0	4430	5817	95034	52266	494512	461779	630209	9	9	0	0	0	9	3148	1574	0	0	0	1574	634	127	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	68340	34170	0	0	0	34170	70089	494512	461783	684287	0	98902	230892	684287	1039256	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
594451																																																																																																																															256815	1207	0	0	177893	42423	13957	28466	0	0	0	0	0	0	0	36362	1444	0	12412	0	12412	0	0	0	0	0	0	16390	0	78	0	5791	13957	77318	12897	141734	7756	7756	0	0	0	7011	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59530	29765	0	0	0	0	13957	77318	12897	148746	0	15464	6449	148746	177893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
594853																																																																																																																															927544	7939	0	0	716134	39354	17779	21575	0	0	0	0	0	0	9940	152291	7549	0	0	0	0	0	0	0	0	0	0	57167	907	3346	0	46553	42632	177212	139087	570356	4946	4946	4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60281	30141	0	0	0	0	47578	177212	139087	570356	0	35442	69544	570356	716134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
594938																																																																																																																															321997	2035	0	0	218651	28383	25019	3364	0	0	0	0	0	0	5451	78422	6069	0	0	0	0	0	0	0	0	0	0	13835	29	770	198	12838	30499	82556	40804	173068	1473	1473	0	0	0	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16155	8078	0	0	3093	4985	30499	82556	44204	180038	0	16511	22102	180038	218651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
594947																																																																																																																															1733181	11560	0	0	1594954	33601	13585	20016	0	40882	28255	11860	605	0	1647	81469	20212	18362	1715	0	1715	0	0	0	0	0	0	106880	1886	2070	0	54798	45373	142290	322410	1134202	11091	11091	0	0	0	11091	2700	1350	0	0	0	1350	11563	2313	0	0	0	2313	0	0	0	0	0	0	2666	2666	0	0	2666	0	79234	39617	0	0	0	39617	45373	142290	325076	1229538	0	28458	162538	1229538	1594954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
595270																																																																																																																															16467846	112520	0	0	10499692	1430689	1363032	67657	0	0	0	0	0	0	1140172	88883	6130	3003	0	0	0	0	0	0	0	0	0	1611905	3769	674476	3822	548184	2506973	4468058	1785866	7074845	72956	72956	0	0	0	72956	14555	7278	0	0	0	7277	0	0	0	0	0	0	0	0	0	0	0	0	8134	8134	0	0	0	8134	2003684	1001842	0	0	0	1001842	2506973	4486208	1785866	8312983	0	897242	892933	8312983	10499692	12252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
595337																																																																																																																															116953	1087	0	368	57543	10113	10113	0	0	0	0	0	0	0	36219	4046	8998	0	0	0	0	0	0	0	0	0	0	2447	0	0	0	2339	46332	4046	30444	37272	1650	1650	0	0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	255	0	0	0	255	46332	4046	30444	39839	0	809	15222	39839	57175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
595430																																																																																																																															1210301	4156	0	0	971654	72873	64816	8057	0	64171	0	61821	2064	0	9955	84449	95	8926	5	0	5	0	310	0	0	0	0	110234	3112	900	0	48339	79762	164715	65208	844533	1797	1797	0	0	0	1797	1043	522	0	0	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87599	43800	0	0	376	43131	79762	165514	65775	896235	0	33103	32888	896235	971654	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
595869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267485	64931		0	0	0	0	72856	0	0	0	0	0	0	0	0	0	0	0	0	0	316020	63204	4826	35	0	58343	0	8373	0	0	21797	0	0	0	21797	0	0	0	0	0	0	0	0	0	0	0	0	0	146160		0	0	0	0	0	0	0	0	0	219240		0	0	0	0	0	0	13540185	0	56056	464601	117026	157755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																													
595944																																																																																																																															63678	563	0	0	49118	4067	3820	247	0	0	0	0	0	0	1000	4439	2499	0	0	0	0	0	0	0	0	0	0	2782	0	329	0	2180	4820	5015	13078	40415	27	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4820	5015	13078	40442	0	1003	6539	40442	49118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596062																																																																																																																															710071	5838	0	0	520118	19797	10915	8882	0	285	0	285	0	0	11851	102874	2951	0	2300	0	2300	0	0	0	0	0	0	50434	1051	813	0	31334	34783	115154	209409	340778	0	0	0	0	0	0	807	404	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	78722	78722	0	0	78722	0	9952	4976	0	0	0	4976	34783	115154	288131	346158	0	23031	144066	346158	520118	0	0	0	0	0	0	0	0	10966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596156																																																																																																																															422808	2984	0	0	348280	32104	28684	3419	0	0	0	0	0	0	7567	29322	0	0	0	0	0	0	0	0	0	0	0	11201	0	682	0	10520	42011	33510	36026	302516	169	169	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	640	0	0	331	309	42011	36059	36397	303283	0	7212	18199	303283	348280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596277																																																																																																																															23586	184	0	0	16179	2192	565	1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3137	0	48	0	2991	891	1675	10608	10436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1675	10608	10436	0	335	5304	10436	16179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596455																																																																																																																															168893	1008	0	0	106062	9641	8976	0	665	327	0	327	0	0	0	57307	7465	0	0	0	0	0	0	0	0	0	0	6653	26	361	17	6036	10129	57995	34473	69043	0	0	0	0	0	0	467	234	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13737	6869	0	0	2246	4623	10129	57995	36719	73900	0	11599	18360	73900	106062	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596642																																																																																																																															70826	1070	0	398	54202	1745	1202	543	0	0	0	0	0	0	0	3380	0	0	2875	0	2875	0	0	0	0	0	0	6270	0	12	62	6196	2183	6810	21954	40560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183	6810	22257	41034	0	1362	11129	41034	53804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596848																																																																																																																															1198036	10893	0	0	1120822	77179	52162	25017	0	0	0	0	0	0	11538	80209	1236	0	0	0	0	0	0	0	0	0	0	57748	1790	3701	0	51081	65490	113448	83011	944945	20781	20781	0	5000	0	15781	2456	1228	0	0	0	1228	0	0	0	0	0	0	0	0	0	0	0	0	12591	12591	0	8328	3338	925	77291	38646	0	0	0	38646	65490	162562	96309	1034572	0	32512	48155	1034572	1120822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
596978																																																																																																																															151997	1548	0	184	109161	5271	3302	1969	0	3009	1	3244	0	0	6416	15822	1190	1650	796	0	796	0	0	0	0	0	0	8155	0	1477	241	5326	9719	23308	52016	63704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	10810	5405	0	0	0	5405	9725	23308	52016	69545	0	4662	26008	69545	108977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
597041																																																																																																																															91917	477	0	0	61988	5149	882	4267	0	500	0	0	0	500	9072	11413	1758	0	1619	0	1619	0	0	0	0	0	0	5073	19	103	115	1864	9973	17402	9267	53393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	209	0	0	68	141	9973	17402	9335	53534	0	3480	4668	53534	61988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
597313																																																																																																																															377338	2569	0	0	236051	45615	43133	2482	0	0	0	0	0	0	0	98438	0	0	0	0	0	0	0	0	0	0	0	12285	0	2005	118	9040	43906	105440	76322	155280	2741	2741	0	0	0	2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	283	0	0	0	283	43906	105440	76322	166534	0	21088	38161	166534	236051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
