"IDRSSD"	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND966	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	
835444																																																																																																																									256921	1642	0	0	185779	19683	8326	0	11357	0	0	0	0	0	60708	0	60544	935	0	0	0	0	0	0	0	0	0	0	9742	0	0	0	9742	8326	61572	45710	136887	409	409	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713	1357	0	0	0	1357	8326	61572	45710	140351	0	12314	22855	140351	185779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835613																																																																																																																									53360	284	0	0	30615	3293	1829	1464	0	18987	0	18511	476	0	0	0	0	0	0	500	0	500	0	0	0	0	0	0	900	0	235	0	665	1829	20710	9812	21294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	433	0	0	433	0	1829	20988	10245	21294	0	4198	5123	21294	30615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835659																																																																																																																									56092	570	0	0	48690	1253	1064	3	186	0	0	0	0	0	11174	0	8606	2198	355	0	0	0	0	0	0	0	0	0	1059	0	67	0	992	1064	8676	2198	44709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	860	0	0	0	860	1064	8676	2198	45856	0	1735	1099	45856	48690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835743																																																																																																																									207355	1638	0	0	140325	11061	6366	4695	0	319	11	308	0	0	26020	15369	10281	0	0	375	0	375	0	0	0	0	0	0	13984	156	450	0	12510	32243	16109	51915	105225	0	0	0	0	0	0	21	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048	524	0	0	123	401	32590	16109	52258	106713	0	3222	26129	106713	140325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835770																																																																																																																									331712	2739	0	0	230722	17918	15190	2727	1	24218	0	23508	710	0	98974	2724	93215	2501	803	3008	0	3008	0	0	0	0	0	0	15479	5	611	192	14671	17919	123419	105561	79119	20	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94282	94282	0	0	93912	370	25408	12704	0	0	0	12704	17919	123419	199473	93249	0	24684	99737	93249	230722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835958																																																																																																																									126389	643	0	0	52385	12751	7743	5008	0	0	0	0	0	0	57440	9276	47089	905	350	12000	0	12000	0	0	0	0	0	0	4910	70	367	13	4460	17729	64988	13248	30895	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	0	0	4	0	0	0	0	0	0	9	9	0	0	0	9	3316	1658	0	0	719	939	17729	64988	14024	31847	0	12998	7012	31847	52385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
836656																																																																																																																									19358	86	0	0	12491	4468	1353	3115	0	0	0	0	0	0	3242	4	3236	0	0	548	0	548	0	0	0	0	0	0	718	0	0	0	718	1357	6899	196	10974	0	0	0	0	0	0	0	0	0	0	0	0	75	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1472	6899	196	10989	0	1380	98	10989	12491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
836843																																																																																																																									3205800	28059	0	0	2670383	50292	22454	27838	0	194858	14450	97023	48992	34393	444268	77852	207860	88649	71561	680	0	680	0	0	0	0	0	0	253192	183	12681	3036	156271	114939	375464	662131	1974868	5842	5842	0	0	0	5842	4418	2209	0	0	0	2209	0	0	0	0	0	0	0	0	0	0	0	0	33876	33876	0	0	33876	0	344048	172024	0	0	0	172024	211168	375464	696007	2156004	0	75093	348004	2156004	2670383	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
836852																																																																																																																									304365	2853	0	0	241009	6803	4106	2602	95	735	0	735	0	0	53031	3298	42515	2798	3287	0	0	0	0	0	0	0	0	0	16319	31	1887	35	14366	7435	47739	60730	179653	851	851	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7435	47739	60730	182304	0	9548	30365	182304	241009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837000																																																																																																																									3893031	33784	0	4971	2317219	69629	61254	8375	0	7636	423	7213	0	0	720128	197852	515373	2647	0	0	0	0	0	0	0	0	0	0	179070	2863	34451	0	144461	265944	565412	1859072	1225760	4244	4244	0	0	0	4244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26486	13243	0	0	0	13243	282085	565939	1882920	1247476	0	113188	941460	1247476	2312248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837037																																																																																																																									464292	3502	0	0	311772	34590	33153	1437	0	35367	0	34867	0	500	69030	24301	26374	0	19752	125	0	125	0	0	0	0	0	0	10524	841	1189	107	8387	59844	66488	113382	229477	173	173	173	0	0	0	1371	686	173	0	510	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23024	11512	0	0	1906	9606	60190	66488	115844	240552	0	13298	57922	240552	311772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837046																																																																																																																									120740	1090	0	0	93993	7577	616	6961	0	0	0	0	0	0	15905	0	7650	8079	0	3000	0	3000	0	0	0	0	0	0	3019	0	130	400	2037	616	20957	21848	76786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	20957	21848	77385	0	4191	10924	77385	93993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837149																																																																																																																									223475	1406	0	0	140220	9576	2670	6906	0	0	0	0	0	0	61212	13584	40056	7320	0	0	0	0	0	0	0	0	0	0	16663	99	1421	284	11061	16353	69513	31498	103468	91	91	0	0	0	91	10	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12679	6340	0	551	790	4999	16353	70113	32545	109921	0	14023	16273	109921	140220	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837158																																																																																																																									138255	924	0	0	82135	14437	11336	3101	0	7701	0	7701	0	0	20632	10493	10275	0	0	2991	0	2991	0	0	0	0	0	0	6340	119	147	0	5650	23436	31510	24008	59936	1010	1010	79	0	0	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3664	1832	0	0	451	1382	23515	31510	24717	63474	0	6302	12359	63474	82135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837354																																																																																																																									134538	1319	0	35	102731	12734	10449	2285	0	0	0	0	0	0	9903	990	4676	4281	0	0	0	0	0	0	0	0	0	0	9802	172	1488	0	7014	11611	8449	41530	72338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8428	4214	0	0	0	4214	11611	8449	41530	77119	0	1690	20765	77119	102696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837448																																																																																																																									175025	1416	0	0	133682	6964	4196	2768	0	0	0	0	0	0	40612	1575	37396	1573	0	1709	0	1709	0	0	0	0	0	0	5996	0	0	0	4773	6342	42168	29853	96570	276	276	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23188	11594	0	0	0	11594	6342	42168	29853	108735	0	8434	14927	108735	133682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837541																																																																																																																									149120	712	0	0	80499	9920	8112	1808	0	0	0	0	0	0	61371	1150	57349	401	3053	4424	0	4424	0	0	0	0	0	0	9032	0	130	0	8665	9262	63711	18915	58289	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9262	63711	18915	58299	0	12742	9458	58299	80499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837608																																																																																																																									641094	6985	0	880	488425	11196	6546	4409	241	0	0	0	0	0	113629	0	88477	510	10297	0	0	0	0	0	0	0	0	0	41294	0	5286	0	34995	6546	98998	204375	314505	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6546	100166	204375	314507	0	20033	102188	314507	487545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837653																																																																																																																									59631	434	0	0	45178	1746	775	971	0	0	0	0	0	0	13341	1807	11154	296	14	0	0	0	0	0	0	0	0	0	4092	140	202	7	1376	2722	15086	777	37250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	373	0	0	0	373	2722	15086	777	37623	0	3017	389	37623	45178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837840																																																																																																																									98310	716	0	7	56752	10118	8310	1808	0	0	0	0	0	0	37423	881	30937	6073	0	300	0	300	0	0	0	0	0	0	5274	31	232	70	4360	9222	33277	16440	38880	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9222	33277	16440	39655	0	6655	8220	39655	56745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837952																																																																																																																									130552	1390	0	499	71274	9703	9179	524	0	0	0	0	0	0	50981	2189	49279	0	0	0	0	0	0	0	0	0	0	0	4413	50	459	47	3857	12602	50440	19784	49603	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	422	0	0	0	422	111	56	0	0	0	56	12602	50440	19784	51294	0	10088	9892	51294	70775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837970																																																																																																																									406162	2249	0	0	195842	14270	13116	1154	0	0	0	0	0	0	70186	5126	65893	0	0	0	0	0	0	0	0	0	0	0	15595	0	811	0	14784	18242	67858	281747	41396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11394	5697	5697	0	0	0	23939	67858	281747	41396	0	13572	140874	41396	195842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
838155																																																																																																																									28445	157	0	0	17809	3566	0	3566	0	0	0	0	0	0	7550	664	6904	95	0	350	0	350	0	0	0	0	0	0	473	0	0	0	473	664	12469	1523	13975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	339	0	0	0	339	664	12469	1523	14427	0	2494	762	14427	17809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839068																																																																																																																									613703	890	0	0	426289	33580	27022	6558	0	0	0	0	0	0	226351	14000	212223	1976	0	0	0	0	0	0	0	0	0	0	18715	134	3796	57	12216	41156	224928	14340	284304	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25210	12605	0	0	0	12605	41156	224928	14340	299867	0	44986	7170	299867	426289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839246																																																																																																																									134522	1698	0	412	102910	3528	1485	2043	0	0	0	0	0	0	24724	0	13553	11543	0	0	0	0	0	0	0	0	0	0	3310	0	513	91	2706	2956	16109	37707	79033	199	199	0	0	0	199	250	125	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2956	16109	37707	79653	0	3222	18854	79653	102498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839255																																																																																																																									456899	3376	0	254	249760	21411	17274	4137	0	0	0	0	0	0	216202	23645	163651	30642	0	16250	0	16250	0	0	0	0	0	0	13653	180	497	0	12803	41099	184535	59938	166815	1892	1892	0	0	0	1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46824	23412	23412	0	0	0	84150	184535	59938	168707	0	36907	29969	168707	249506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839572																																																																																																																									637492	5717	0	1381	346914	16471	6277	9944	250	0	0	0	0	0	48691	0	49210	0	0	0	0	0	0	0	0	0	0	0	48844	0	26785	1224	20835	6277	88084	440532	108835	0	0	0	0	0	0	104	52	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6277	88084	440532	109031	0	17617	220266	109031	345533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839817																																																																																																																									48059	286	0	0	31056	1288	657	631	0	850	0	0	850	0	19592	3001	4953	6774	4781	0	0	0	0	0	0	0	0	0	3577	0	279	0	2725	3658	6202	17217	20612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189	595	0	0	0	595	3658	6202	17217	21207	0	1240	8609	21207	31056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
839974																																																																																																																									119141	906	0	40	69304	15913	0	15913	0	13099	2399	10700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0	0	2068	2399	26613	57449	33208	799	799	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2399	26613	57449	34229	0	5323	28725	34229	69264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840019																																																																																																																									138149	1068	0	0	98680	7164	6490	674	0	0	0	0	0	0	13068	610	9554	2869	0	507	0	507	0	0	0	0	0	0	10515	20	552	21	9189	7120	11287	59752	58723	703	703	0	0	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6479	3240	0	0	0	3240	7120	11287	59752	63264	0	2257	29876	63264	98680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840251																																																																																																																									98855	882	0	0	76566	5973	3600	2373	0	0	0	0	0	0	4134	4011	142	0	0	872	0	872	0	0	0	0	0	0	5092	0	195	0	4897	9039	3867	32897	53923	0	0	0	0	0	0	1263	632	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	462	0	0	462	0	9039	3867	33359	54555	0	773	16680	54555	76566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840354																																																																																																																									44758	241	0	0	33059	4177	3627	550	0	0	0	0	0	0	10442	612	8568	0	1231	0	0	0	0	0	0	0	0	0	1545	0	54	0	1491	4239	9298	3662	27407	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4239	9298	3662	28994	0	1860	1831	28994	33059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840363																																																																																																																									962350	6792	0	0	613357	47737	32087	15650	0	287	287	0	0	0	360235	65669	297835	0	0	0	0	0	0	0	0	0	0	0	50659	185	2093	0	44751	103535	315578	79396	464981	2513	2513	0	0	0	2513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39070	19535	0	0	0	19535	103535	315638	80087	502248	0	63128	40044	502248	613357	631	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840578																																																																																																																									28332	196	0	25	13651	4833	3712	1121	0	1305	5	1300	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	1174	0	299	51	824	3717	2725	18303	3783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3717	2725	18303	3954	0	545	9152	3954	13626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840747																																																																																																																									954308	8000	0	0	749976	16949	8179	8770	0	0	0	0	0	0	133600	0	68459	62242	2135	0	0	0	0	0	0	0	0	0	35576	0	6071	0	29505	8179	95232	269907	583834	4391	4391	0	0	0	4391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8179	95232	269907	588225	0	19046	134954	588225	749976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
841472																																																																																																																									150969	1102	0	0	127014	5416	4792	624	0	13544	0	2266	6156	5122	0	0	0	0	0	4910	0	4910	0	0	0	0	0	0	7763	9	1027	173	5485	4801	8827	44961	84649	985	985	0	0	0	985	1287	644	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5718	2859	0	0	0	2859	4801	8827	44961	90054	0	1765	22481	90054	127014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
841753																																																																																																																									256668	557	0	0	134488	13142	8455	4687	0	899	0	0	899	0	160574	30792	40337	60914	29462	0	0	0	0	0	0	0	0	0	4618	51	837	628	3102	43326	45861	95148	73821	216	216	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4739	2370	0	0	0	2370	43326	45861	95148	77742	0	9172	47574	77742	134488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
841838																																																																																																																									100902	1101	0	229	69704	13340	13037	303	0	0	0	0	0	0	8208	8305	0	0	0	0	0	0	0	0	0	0	0	0	12111	0	494	0	11617	22116	2095	23647	52109	11	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3617	1809	0	0	0	1808	22116	2095	23647	54260	0	419	11824	54260	69475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
842116																																																																																																																									125584	787	0	0	69338	5962	2228	3734	0	0	0	0	0	0	51710	3944	31068	17240	0	743	0	743	0	0	0	0	0	0	8115	33	2124	175	5783	12525	37930	37005	39378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7496	3748	0	0	0	3748	12525	37930	37005	43136	0	7586	18503	43136	69338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
842376																																																																																																																									355476	429	0	0	177384	12156	1928	10228	0	127206	8828	113364	3495	1519	119559	0	29191	1618	88563	0	0	0	0	0	0	0	0	0	13724	0	7234	0	4197	10831	160017	80170	101421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	817	0	0	817	0	10831	160017	81061	101421	0	32003	40531	101421	177384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
842460																																																																																																																									2233845	21960	0	4932	1412248	260547	242468	18076	3	0	0	0	0	0	650321	55048	569225	23670	175	0	0	0	0	0	0	0	0	0	161717	2785	6073	949	151792	347472	608508	181911	1052395	4768	4768	0	0	0	4768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75549	37775	0	0	0	37775	350097	608508	181911	1104803	0	121702	90956	1104803	1407316	0	125	125	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
842853																																																																																																																									30130	275	0	0	22272	3358	2531	827	0	1527	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	16	68	638	2531	2907	7513	17454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	353	0	0	0	353	2531	2907	7513	17934	0	581	3757	17934	22272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
843476																																																																																																																									38774	141	0	0	18347	9690	7788	1902	0	0	0	0	0	0	3953	3960	0	0	0	0	0	0	0	0	0	0	0	0	2578	0	0	0	2578	11748	1902	15473	9799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	240	0	0	0	240	11748	1902	15473	10230	0	380	7737	10230	18347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
843542																																																																																																																									112285	569	0	0	66700	6673	1015	5658	0	28420	0	28420	0	0	28739	0	7528	21902	0	0	0	0	0	0	0	0	0	0	4453	0	0	0	3947	1015	41606	28461	41195	449	449	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	41606	28461	42499	0	8321	14231	42499	66700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
