"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
238755	20110930	First State Bank Of Mineral Wells	26929	Mineral Wells	TX	76067	
239015	20110930	GOTHAM BANK OF NEW YORK	23258	NEW YORK CITY	NY	100183337	
239042	20110930	Community State Bank	15130	Norwalk	WI	54648	
239275	20110930	Macon Bank	31445	Franklin	NC	28744	
239556	20110930	First Bank Upper Michigan	14276	Gladstone	MI	49837	
239613	20110930	First National Community Bank	7472	Dunmore	PA	18512	
239659	20110930	First Bank	3121	Burkburnett	TX	763540458	
239752	20110930	First National Bank of Chadron	16859	Chadron	NE	69337	
240356	20110930	FIRST NATIONAL BANK AND TRUST COMPANY	4701	JUNCTION CITY	KS	66441	
240459	20110930	STATE BANK OF EWEN	1091	EWEN	MI	49924	
240954	20110930	First National Bank of Burleson	23430	Burleson	TX	76097	
241009	20110930	The First National Bank of Dryden	7031	Dryden	NY	13053	
241157	20110930	VISION BANK, NA	4029	ADA	OK	748210669	
241559	20110930	Columbus Bank and Trust Company	15010	Columbus	NE	686014913	
241607	20110930	Gorham Savings Bank	17748	Gorham	ME	04038	
242248	20110930	Pacesetter Bank	19340	Hartford City	IN	47348	
242257	20110930	Peoples Savings Bank of Rhineland	15264	Rhineland	MO	65069	
242444	20110930	Tri City National Bank	18922	Oak Creek	WI	53154	
242949	20110930	First Newton National Bank	4482	Newton	IA	50208	
242958	20110930	BAYBANK	1092	GLADSTONE	MI	49837	
243375	20110930	Bonneville Bank	22653	provo	UT	84604	
243414	20110930	First National Bank Of Bellevue, The	6528	Bellevue	OH	44811	
243647	20110930	The Eudora Bank	11254	Eudora	AR	71640	
243955	20110930	PEOPLES BANK & TRUST CO.	2331	Ryan	OK	73565	
244037	20110930	Slocomb National Bank DBA Friend Bank	2828	Slocomb	AL	36375	
244149	20110930	Bank of England	13303	England	AR	72046	
244158	20110930	FIRST BANK & TRUST COMPANY	5394	COZAD,	NE	69130	
244251	20110930	American State Bank & Trust Company	15444	Williston	ND	588021446	
245016	20110930	Habib American Bank	25093	New York	NY	10016	
245276	20110930	Oriental Bank and Trust	31469	San Juan	PR	9195115	
245351	20110930	First National Bank in Altus	4031	Altus	OK	73521	
245557	20110930	Superior National Bank and Trust Company	5058	Hancock	MI	49930	
245856	20110930	First State Bank Of Wilton	16975	Wilton	ND	58579	
246022	20110930	The Bank of South Carolina	26912	Charleston	SC	29401	
246134	20110930	First Southern State Bank	2829	Stevenson	AL	35772	
246237	20110930	STATE BANK OF CERRO GORDO	11311	CERRO GORDO	IL	618180440	
246451	20110930	Citizens Bank of Rogersville	8572	Rogersville	MO	65742	
246657	20110930	Brotherhood Bank & Trust	1874	Kansas City	KS	66101	
246947	20110930	First National Bank of Sparta	3837	Sparta	IL	622860377	
246956	20110930	Alva State Bank & Trust Company	9465	Alva	OK	73717	
247140	20110930	Oregon Community Bank & Trust	22334	Oregon	WI	53575	
247355	20110930	Security State Bank and Trust	15809	Fredericksburg	TX	78624	
247476	20110930	Roanoke Rapids Savings Bank SSB	28314	Roanoke Rapids	NC	27870	
247551	20110930	High Plains Bank	03017	Flagler	CO	80815	
247908	20110930	Kennebunk Savings Bank	13063	Kennebunk	ME	04043	
248240	20110930	Bank Of Springfield	19506	Springfield	IL	62703	
248352	20110930	Curtis State Bank	1983	Curtis	NE	69025	
248455	20110930	FIRST NATIONAL BANK & TRUST CO.	14801	WILLISTON	ND	58801	
248633	20110930	First Jackson Bank, Inc	23376	Stevenson	AL	357720828	
248745	20110930	Oostburg State Bank	10380	Oostburg	WI	53070	
248969	20110930	Oceanic Bank	23502	San Francisco	CA	94111	
249153	20110930	Southwest State Bank	4195	Sentinel	OK	73664	
249304	20110930	Border Trust Company	20012	Augusta	ME	4330	
249416	20110930	The Union National Bank	7631	Mt.Carmel	PA	17851	
249546	20110930	First Community State Bank	20028	Staunton	IL	62088	
249564	20110930	Merchants National Bank of Sacramento	3502	Sacramento	CA	95812	
249612	20110930	Apple Bank For Savings	16068	Manhasset	NY	110303007	
249658	20110930	Rocky Mountain Bank & Trust Florence	3019	Florence	CO	81226	
249872	20110930	Parkvale Savings Bank	30237	Monroeville	PA	15146	
249957	20110930	Jefferson County Bank	17452	Daykin	NE	68338	
250047	20110930	State Bank of Speer	10825	Speer	IL	61479	
250430	20110930	FIRST STATE BANK OF THE SOUTH, INC.	21050	SULLIGENT	AL	355860596	
250850	20110930	Community Bank	25750	Alva	OK	73717	
251352	20110930	The Central National Bank of Alva	4033	Alva	OK	737170667	
251558	20110930	FIRST NATIONAL BANK & TRUST CO. OF IRON MOUNTAIN, THE	5062	IRON MOUNTAIN	MI	498010370	
251745	20110930	FIRST NATIONAL BANK OF EASTERN ARKANSAS	3863	FORREST CITY	AR	723362019	
251857	20110930	Security State Bank	8642	Wishek	ND	584950577	
252041	20110930	City State Bank	14410	Norwalk	IA	50211	
252256	20110930	Eagle State Bank	21809	Eagle	NE	683470039	
252452	20110930	PREFERRED BANK	10628	ROTHVILLE	MO	64676	
252658	20110930	FIRST STATE BANK OF KANSAS CITY KANSAS	12426	KANSAS CITY	KS	66105	
253262	20110930	CITIZENS BANK	15591	SLATON	TX	76934	
253356	20110930	Moody National Bank	3210	Galveston	TX	77550	
253440	20110930	CAPAHA BANK, SB	17524	TAMMS	IL	62998	
253468	20110930	River City Bank	18983	Sacramento	CA	95833	
253646	20110930	Northwoods State Bank	8094	Mason City	IA	50401	
253730	20110930	Sweet Water State Bank	9615	Sweet Water	AL	36782	
253776	20110930	FIRST SAVANNA SAVINGS BANK	30241	SAVANNA	IL	61074	
254317	20110930	Bank of Utica	13397	Utica	NY	135024385	
254504	20110930	CATTARAUGUS COUNTY BANK	12959	LITTLE VALLEY	NY	14755	
254652	20110930	BANK OF THE WICHITAS	4198	SNYDER	OK	73566	
254670	20110930	Columbus Savings Bank	29416	Chicago	IL	60632	
254849	20110930	FIRST INDEPENDENCE BANK	20179	DETROIT	MI	48226	
255136	20110930	Frontier Bank	16431	LaGrange	GA	30240	
255350	20110930	The Miners State Bank	10928	Iron River	MI	49935	
255547	20110930	Community Bank Of Trenton	18889	Trenton	IL	62293	
255556	20110930	CITIZENS BANK AND TRUST COMPANY	22717	ARDMORE	OK	73402	
255574	20110930	Fidelity Homestead Savings Bank	28316	New Orleans	LA	70170	
255659	20110930	BANK OF COLORADO	16980	FORT COLLINS	CO	80525	
255873	20110930	HOME SAVINGS BANK	30248	MADISON	WI	53703	
256049	20110930	Texico State Bank	19693	Texico	IL	62889	
256058	20110930	American National Bank	24472	Ardmore	OK	73401	
256179	20110930	Utah Independent Bank	22514	Salina	UT	84654	
256553	20110930	Dacotah Bank	17437	Aberdeen	SD	57401	
256964	20110930	First State Bank	2413	New Braunfels	TX	78130	
257233	20110930	The First National Bank of Talladega	02832	Talladega	AL	35160	
257345	20110930	Peshtigo National Bank	5317	Peshtigo	WI	54157	
257466	20110930	COMMUNITY BANK OF SNYDER	14776	SNYDER	TX	79549	
257653	20110930	FARMERS & MERCHANTS BANK	13415	ARNETT	OK	738320279	
257756	20110930	Fort Morgan State Bank	23764	Fort Morgan	CO	80701	
257868	20110930	Panhandle State Bank	23415	Sandpoint	ID	83864	
258146	20110930	North Adams State Bank	23244	Ursa	IL	62376	
258306	20110930	The Milford Bank	16101	Milford	CT	06460	
258351	20110930	THE PENINSULA BANK	11401	ISHPEMING	MI	49849	
258379	20110930	Taylorsville Savings Bank, SSB	32348	Taylorsville	NC	28681	
258445	20110930	Marine Bank	20250	Springfield	IL	62704	
258539	20110930	State Bank of Cherry	11686	Cherry	IL	613179999	
258632	20110930	THE VERNON BANK	10526	LEESVILLE	LA	714961271	
258771	20110930	HomeStreet Bank	32489	Seattle	WA	98101	
259059	20110930	First National Bank and Trust Company	5401	Falls City	NE	683550098	
259330	20110930	First United Security Bank	17077	Thomasville	AL	36784	
259442	20110930	Mound City Bank	9037	Platteville	WI	538180263	
259657	20110930	United Central Bank	25330	Garland	TX	75042	
259956	20110930	THE STATE SAVINGS BANK OF MANISTIQUE	13249	MANISTIQUE	MI	49854	
260055	20110930	Alpine Bank	23091	Glenwood Springs	CO	81601	
260354	20110930	Richardson County Bank & Trust	8598	Falls City	NE	68355	
260831	20110930	The Bank of Soperton	889	Soperton	GA	30457	
260868	20110930	Spirit of Texas Bank, ssb	22327	College Station	TX	77840	
261070	20110930	Fidelity Bank	32511	Baton Rouge	LA	70809	
261146	20110930	Magnolia Bank	08120	Hodgenville	KY	42748	
261258	20110930	Industrial State Bank	18072	Kansas City`	KS	661060007	
261360	20110930	CITIZENS STATE BANK	16753	SOMERVILLE	TX	778790518	
261940	20110930	The First National Bank in Green Forest	3869	Green Forest	AR	72638	
262059	20110930	AVB Bank	2326	Broken Arrow	OK	74012	
262237	20110930	FIRST PORT CITY BANK	21784	BAINBRIDGE	GA	398181070	
262358	20110930	American State Bank	9967	Arp	TX	75750	
262741	20110930	Farmers Bank & Trust Company	12869	Marion	KY	42064	
262844	20110930	Peoples State Bank	12814	Prairie du Chien	WI	53821	
262956	20110930	PEOPLES STATE BANK OF MUNISING	15165	MUNISING	MI	49862	
263243	20110930	FIRST KENTUCKY BANK, INC.	21247	MAYFIELD	KY	42066	
263551	20110930	GLADEWATER NATIONAL BANK	23835	GLADEWATER	TX	75647	
263627	20110930	The First National Bank of Waverly	6725	Waverly	OH	456900147	
264156	20110930	The Carney State Bank	18263	Carney	OK	748320010	
264455	20110930	First State Bank	15206	Athens	TX	75751	
264558	20110930	The Fremont National Bank and Trust Company	5402	Fremont	NE	68025	
265340	20110930	THE FARMERS BANK OF MILTON	12163	MILTON	KY	40045	
265407	20110930	Laconia Savings Bank	18012	Laconia	NH	32463422	
265452	20110930	STOCKGROWERS STATE BANK	18165	MAPLE HILL	KS	66507	
265676	20110930	CENTRAL BANK	31545	SAVANNAH	TN	38372	
266066	20110930	First National Bank	26219	Spearman	TX	79081	
266244	20110930	State Bank Of Waterloo	12706	Waterloo	IL	62298	
266253	20110930	ACB BANK	4061	CHEROKEE	OK	73728	
266271	20110930	TCF National Bank	28330	Sioux Falls	SD	57106	
266655	20110930	First Bank & Trust of Fullerton	5405	Fullerton	NE	68638	
266851	20110930	Farmers & Merchants Bank	14056	St. Clair	MO	63077	
266879	20110930	Colonial Co-operative Bank	26556	Gardner	MA	1440	
266945	20110930	Monticello Banking Company	292	Monticello	KY	42633	
267652	20110930	Security State Bank of Aitkin	16656	Aitkin	MN	56431	
268136	20110930	The Citizens Bank of Swainsboro	11295	Swainsboro	GA	30401	
268257	20110930	Community Bank	20202	Fort Worth	TX	76107	
268556	20110930	Bremer Bank, N.A. Alexandria	12915	Alexandria	MN	56308	
268828	20110930	Grundy National Bank	19011	Grundy	VA	246142080	
268976	20110930	Winchester Cooperative Bank	27238	Winchester	MA	01890	
269049	20110930	Ames Community Bank	11763	Ames	IA	50010	
269058	20110930	Annandale State Bank	10989	Annandale	MN	55302	
269478	20110930	Equitable Cooperative Bank	26453	Lynn	MA	1904	
269759	20110930	Farmers And Merchants State Bank Of Appleton	8845	Appleton	MN	56208	
270148	20110930	State Bank of Whittington	19689	Benton	IL	62812	
270353	20110930	Arlington State Bank	01391	Arlington	MN	55307	
270504	20110930	Community National Bank	6271	Derby	VT	058290259	
270531	20110930	Brickyard Bank	22811	Lincolnwood	IL	60712	
270652	20110930	Security State Bank	16448	Alexandria	SD	573110430	
271136	20110930	Bank of Louisiana	17878	New Orleans	LA	701303148	
271154	20110930	State Bank of Alcester	1116	Alcester	SD	57001	
271275	20110930	Dean Co-operative Bank	27269	Franklin	MA	02038	
271341	20110930	Peoples Bank Mt Washington	5847	Mt Washington	KY	400470095	
271529	20110930	Countybank	9155	Greenwood	SC	29649	
271631	20110930	Farmers & Merchants Bank	11286	Monticello	FL	32344	
271743	20110930	White Hall Bank	03844	White Hall	IL	62092	
271752	20110930	Bank of Cushing	4075	Cushing	OK	74023	
272030	20110930	The Peoples Bank of Talbotton	170	Talbotton	GA	38217	
272058	20110930	STATE BANK OF BELLINGHAM	17062	BELLINGHAM	MN	56212	
272151	20110930	Granger National Bank, The	3232	Granger	TX	76530	
272245	20110930	FIRST STATE BANK OF WEST SALEM	15916	West Salem	IL	62476	
272272	20110930	SOUTHERN BANK	28332	POPLAR BLUFF	MO	63901	
272302	20110930	Institution for Savings	90250	Newburyport	MA	01950	
272870	20110930	Meetinghouse Cooperative Bank	26715	Dorchester	MA	02124	
273149	20110930	First National Bank	3881	Texarkana	TX	75503	
273251	20110930	FIRST STATE BANK	3983	ARMOUR	SD	573130610	
273336	20110930	The Bank of Tampa	21031	Tampa	FL	33601	
273550	20110930	Citizens State Bank, The	17672	Moundridge	KS	67107	
273653	20110930	CONCORDE BANK	9727	BLOMKEST	MN	562160078	
273662	20110930	FIRST STATE BANK OF UVALDE	9978	UVALDE	TX	78801	
273840	20110930	Community First Bank Of The Heartland	3846	Mount Vernon	IL	62864	
273859	20110930	Farmers and Merchants Bank	12284	Duke	OK	735320190	
274025	20110930	The Mt. Victory State Bank	9438	Mt. Victory	OH	43340	
274052	20110930	FARMERS AND MERCHANTS BANK OF MOUND CITY KANSAS	14024	MOUND CITY	KS	66056	
274164	20110930	Texas Star Bank	5567	Van Alstyne	TX	754950608	
274548	20110930	Northwestern Bank	13411	Orange City	IA	51041	
274641	20110930	H.F.GEHANT BANKING CO.	9264	WEST BROOKLYN	IL	61378	
274753	20110930	CNB Community Bank	5413	Greeley	NE	68842	
274829	20110930	TruPoint Bank	21883	Grundy	VA	24614	
274856	20110930	Citizens State Bank Of Arlington	1118	Arlington	SD	57212	
275255	20110930	BANNER COUNTY BANK, INC.	19274	HARRISBURG	NE	69345	
275358	20110930	American Bank & Trust	1117	Wessington Springs	SD	57382	
275509	20110930	COMMUNITY BANK OF BERGEN COUNTY,NJ.	571	MAYWOOD	NJ	76071333	
275657	20110930	FIRST STATE BANK	10503	NESS CITY	KS	67560	
275750	20110930	Bremer Bank, N.A. Brainerd	12917	Brainerd	MN	56401	
276159	20110930	United National Bank	04735	Natoma	KS	67651	
276355	20110930	First National Bank	23891	Groesbeck	TX	76642-0711	
276551	20110930	The First National Bank of Hugo	3029	Hugo	CO	808210158	
276579	20110930	Zions First National Bank	2270	Salt Lake City	UT	84111	
276645	20110930	American State Bank	26944	Osceola	IA	50213	
276654	20110930	First Farmers & Merchants State Bank Brownsdale	1600	Brownsdale	MN	55918	
276775	20110930	Milton Savings Bank	30426	Milton	WI	53563	
276850	20110930	SECURITY FIRST BANK	5415	LINCOLN	NE	68516	
276953	20110930	COMMUNITY BANK	1687	AVON	SD	57315	
277053	20110930	First State Bank of Colorado	12373	Hotchkiss	CO	81419	
277240	20110930	First Nations Bank	22282	Chicago	IL	606311509	
277277	20110930	Slovak Savings Bank	30431	Pittsburgh	PA	15212	
277558	20110930	First State Bank of St. Robert	19191	St. Robert	MO	65584	
277567	20110930	VISALIA COMMUNITY BANK	22496	VISALIA	CA	93291	
277736	20110930	Peoples Bank of the South	4945	LaFollette	TN	377661221	
277820	20110930	PALMETTO STATE BANK	17563	Hampton	SC	29924	
278078	20110930	WELLESLEY BANK	26605	WELLESLEY	MA	02482	
278153	20110930	Peoples Bank	9882	Tulsa	OK	74104	
278256	20110930	The Farmers State Bank of Oakley, Kansas	1867	Oakley	KS	677480160	
278555	20110930	Central National Bank and Trust of Enid	4091	Enid	OK	73702	
278733	20110930	The Citizens Bank of Cochran	16275	Cochran	GA	31014	
278751	20110930	WESTERN NATIONAL BANK CASS LAKE	5110	CASS LAKE	MN	56633	
278818	20110930	Peoples Neighborhood Bank	7514	Hallstead	PA	18822	
278957	20110930	AmFirst Bank National Association	5417	McCook	NE	69001	
279105	20110930	Florence Savings Bank	23293	Florence	MA	010620700	
279338	20110930	First Southern Bank	27044	Boca Raton	FL	33432	
279673	20110930	HOLBROOK CO-OPERATIVE BANK	26600	HOLBROOK	MA	02343	
279842	20110930	River Bank	14995	Stoddard	WI	54658	
279954	20110930	Citizens Alliance Bank	1402	Clara City	Mn	56222	
280044	20110930	Baylake Bank	13060	Sturgeon Bay	WI	542350009	
280110	20110930	KeyBank National Association	17534	Cleveland	OH	44114	
280138	20110930	West Central Georgia Bank	21526	Thomaston	GA	30286	
280352	20110930	FIRST AMERICAN BANK	4092	ERICK	OK	73645	
280558	20110930	First National Bank Of Cokato, The	5115	Cokato	MN	55321	
280950	20110930	The Union Savings Bank	1948	Sedalia	MO	653020814	
281210	20110930	National Bank of Delaware County	7337	Walton	NY	13856	
281751	20110930	CHOICE FINANCIAL SAVINGS BANK	12197	COMFREY	MN	56019	
282048	20110930	PEOPLES BANK & TRUST CO	8129	OWENTON	KY	40359	
282075	20110930	Washington Financial Bank	29520	Washington	PA	153014395	
282226	20110930	Farmers And Merchants Bank Of South Carolina	1660	Holly Hill	SC	29059	
282329	20110930	YADKIN VALLEY BANK AND TRUST COMPANY	19861	ELKIN	NC	28621	
282824	20110930	Elderton State Bank	12985	Elderton	PA	15736	
283157	20110930	State Bank of Danvers	1401	Danvers	MN	56231	
283438	20110930	Liberty Bank and Trust Company	20856	New Orleans	LA	70127	
283652	20110930	Triad Bank N A	24677	Tulsa	OK	74133	
283737	20110930	First National Bank of Tennessee	19502	Livingston	TN	38570	
283858	20110930	STATE BANK OF DELANO	10198	DELANO	MN	55328	
283867	20110930	Wallis State Bank	20845	Wallis	TX	774850339	
284154	20110930	FREEDOM BANK OF OKLAHOMA	18856	TULSA	OK	74126	
284239	20110930	bank of perry county	1713	lobelville	TN	37097	
284248	20110930	First Bank	10007	Tomah	WI	54660	
284556	20110930	STOCKMANS BANK	12285	GOULD	OK	73544	
284958	20110930	FIRST STATE BANK	08604	HORDVILLE	NE	68846	
285151	20110930	The Colorado Bank & Trust Company of La Junta	1141	La Junta	CO	81050	
285348	20110930	State Bank	22971	Wonder Lake	IL	60097	
285544	20110930	Capitol National Bank	24199	Lansing	MI	48933	
285553	20110930	THE SECURITY STATE BANK	15749	EMERY	SD	57332	
285740	20110930	The Paducah Bank and Trust Company	16664	Paducah	KY	42001	
285759	20110930	OKLAHOMA STATE BANK	15611	VINITA	OK	74301	
285777	20110930	Nokomis Savings Bank	29532	Nokomis	IL	62075	
285852	20110930	FIRST OPTION BANK	4746	OSAWATOMIE	KS	66064	
285928	20110930	THE PEOPLES BANK	16968	IVA	SC	296550297	
286251	20110930	Bank of Vici	420	Vici	OK	738590727	
286457	20110930	Park State Bank	8851	Duluth	MN	55806	
286840	20110930	State Savings Bank	8513	Rake	IA	504650139	
287007	20110930	PUTNAM COUNTY NATIONAL BANK	6990	CARMEL	NY	10512	
287342	20110930	Readlyn Savings Bank	9300	Readlyn	IA	50668	
287650	20110930	FARMERS STATE BANK	1123	FAITH	SD	57626	
287856	20110930	THE AMERICAN BANK	2312	WAGONER	OK	74477	
287922	20110930	The Peoples Savings Bank	9439	New Matamoras	OH	45767	
287959	20110930	Kansas State Bank	10505	Ottawa	KS	66067	
288152	20110930	FIRST NATIONAL BANK OF FREDERICK	3985	FREDERICK	SD	57441	
288358	20110930	First National Bank And Trust Company Of Vinita, The	4218	Vinita	OK	74301	
288376	20110930	PINNACLE BANK	29548	JASPER	AL	35502	
288853	20110930	FIRSTBANK	18714	LAKEWOOD	CO	80215	
289056	20110930	FIRST NATIONAL BANK OF NORWAY	13784	NORWAY	MI	49870	
289225	20110930	THE UNION BANKING COMPANY	15326	WEST MANSFIELD	OH	43358	
289449	20110930	Farmers Savings Bank	9297	Remsen	IA	51050	
289515	20110930	Farmers & Merchants Trust Company of Chambersburg	8405	Chambersburg	PA	17201	
289702	20110930	Norway Savings Bank	17658	Norway	ME	4268	
289739	20110930	GUARANTY BANK & TRUST CO.	17767	NEW ROADS	LA	707600010	
289757	20110930	Merchants State Bank	01125	Freeman	SD	57029	
290052	20110930	Empire Bank	17633	Springfield	MO	65804	
290230	20110930	First National Bank of Manchester, TN	4951	Manchester	TN	37355	
290249	20110930	WAUKESHA STATE BANK	16160	WAUKESHA	WI	53188	
290838	20110930	The Citizens Bank of Valley Head	15270	Valley Head	AL	35989	
290922	20110930	THE NATIONAL BANK OF ADAMS COUNTY	6728	WEST UNION	OH	45693	
291059	20110930	Bank of Hydro	10674	Hydro	OK	73048	
291273	20110930	Geauga Savings Bank	32287	Newbury	OH	44065	
291330	20110930	FIRST BANK	1744	WADLEY	AL	36276	
291611	20110930	HAMLIN BANK AND TRUST COMPANY	11113	SMETHPORT	PA	16749	
291732	20110930	Farmers & Merchants	1745	Waterloo	AL	356770128	
292234	20110930	First Financial Bank	19440	Bessemer	AL	35020	
292467	20110930	Pointwest Bank	13600	West	TX	76691	
292524	20110930	Four Oaks Bank & Trust Company	11506	Four Oaks	NC	27524	
292850	20110930	FIRST NATIONAL BANK OF WAKEFIELD	5076	WAKEFIELD	MI	49968	
292908	20110930	Evans Bank, NA	6947	Angola	NY	14006	
293053	20110930	COMMUNITY NATIONAL BANK	24897	MIDLAND	TX	79701	
293352	20110930	ADRIAN STATE BANK	8822	ADRIAN	MN	56110	
293437	20110930	The Citizens Bank of Winfield	52	Winfield	AL	355940550	
293651	20110930	CAMPBELL COUNTY BANK, INC.	16161	HERREID	SD	57632	
293754	20110930	State Bank of Southwest Missouri	26358	Springfield	MO	65808	
294023	20110930	First State Bank	9437	Winchester	OH	45697	
294153	20110930	MINER COUNTY BANK	9933	HOWARD	SD	57349	
294256	20110930	Metropolitan National Bank	24311	Springfield	MO	65802	
294564	20110930	First Bank & Trust Co.	14778	Lubbock	TX	79423	
294751	20110930	City National Bank &amp; Trust Company	4132	Lawton	OK	73501	
294779	20110930	TIMBERLAND BANK	28453	HOQUIAM	WA	98550	
294827	20110930	PIONEER COMMUNITY BANK	2448	IAEGER	WV	248440368	
295011	20110930	Greenville National Bank	13703	Greenville	OH	45331	
295057	20110930	SECURITY BANK MINNESOTA	10984	ALBERT LEA	MN	56007	
295646	20110930	Farmers State Bank of Medora	13902	Medora	IL	620630101	
296456	20110930	FirstBank	14331	Antlers	OK	74523	
296559	20110930	Commercial Bank	11777	Parsons	KS	673570648	
296755	20110930	Citizens State Bank	15519	Miles	TX	76861	
296858	20110930	First National Bank of Lindsay	4134	Lindsay	OK	730520278	
297051	20110930	PATRIOTS BANK	18019	Garnett	KS	66032	
297257	20110930	THE BANK	26967	WEATHERFORD	TX	76086	
297547	20110930	ROWLEY SAVINGS BANK	9102	ROWLEY	IA	52329	
297631	20110930	The First State Bank of Arcadia	21163	Arcadia	FL	34265	
297761	20110930	Monterey County Bank	22460	Monterey	CA	93942	
298049	20110930	IOWA STATE BANK	10497	SAC CITY	IA	505830486	
298218	20110930	Watertown Savings Bank	15990	Watertown	NY	13601	
298245	20110930	CITY NATIONAL BANK	3814	METROPOLIS	IL	62960	
299046	20110930	Boone County National Bank	4536	Columbia	MO	652059983	
299251	20110930	First State Bank of Ashby	08196	Ashby	MN	56309	
299653	20110930	Atwater State Bank	1396	Atwater	MN	56209	
299868	20110930	Community Commerce Bank	26363	Claremont	CA	91711	
300009	20110930	Passumpsic Savings Bank	14134	St. Johnsbury	VT	5819	
300036	20110930	HomeStar Bank and Financial Services	16375	Manteno	IL	60950	
300063	20110930	NEW OMNI BANK N.A.	23086	ALHAMBRA	CA	91801	
300157	20110930	Valley Exchange Bank	9947	Lennox	SD	57039	
300250	20110930	COMMUNITY BANK, N.A.	12238	SUMMERSVILLE	MO	65571	
300353	20110930	Shamrock Bank, National Association	4236	Coalgate	OK	74538	
300456	20110930	PIQUA STATE BANK	18089	PIQUA	KS	66761	
300933	20110930	PLANTERSFIRST	9064	CORDELE	GA	310100879	
300942	20110930	Pioneer Bank	19540	Sergeant Bluff	IA	51054	
300960	20110930	Bank Of Idaho	26403	Idaho Falls	ID	83403	
301640	20110930	Brown County State Bank	11721	Mount Sterling	IL	62353	
301800	20110930	Ulster Savings Bank	15970	Kingston	NY	12401	
302030	20110930	Bank of Belle Glade	18930	Belle Glade	FL	33430	
302133	20110930	camp grove state bank	10471	camp grove	IL	61424	
302553	20110930	THE PLAINS STATE BANK	18118	PLAINS	KS	67869	
302656	20110930	MINNWEST BANK, M.V.	16958	REDWOOD FALLS	MN	56283	
302665	20110930	Citizens National Bank Of Wills Point	23450	Wills Point	TX	75169	
303550	20110930	KleinBank	1414	Big Lake	MN	55309	
303653	20110930	FIRST STATE BANK OF BURNET	11557	BURNET	TX	78611	
303701	20110930	Wells River Savings Bank	14136	Wells River	VT	050810645	
303747	20110930	The First Bank and Trust Company of Murphysboro	3818	Murphysboro	IL	629660219	
303952	20110930	Farmers Bank of Northern Missouri N.A.	4539	Unionville	MO	63565	
304155	20110930	BURTON STATE BANK	13669	BURTON	TX	77835	
304173	20110930	Marquette Savings Bank	30544	Erie	PA	165011486	
304520	20110930	The Chesapeake Bank & Trust Co.	26847	Chestertown	MD	21620	
304762	20110930	The Security State Bank	18677	Winters	TX	79567	
304913	20110930	Deutsche Bank Trust Company Delaware	26392	Wilmington	DE	19805	
305059	20110930	THE FIRST STATE BANK	11175	Abernathy	TX	793110150	
305152	20110930	First National Bank in Pratt	4760	Pratt	KS	67124	
305237	20110930	THE GEO. D. WARTHEN BANK	2154	SANDERSVILLE	GA	31082	
305433	20110930	ESCAMBIA COUNTY BANK	1746	FLOMATON	AL	36441	
305442	20110930	THE NEW WASHINGTON STATE BANK	13305	NEW WASHINGTON	IN	471620010	
305648	20110930	City National Bank Of Shenandoah, The	14051	Shenandoah	IA	51601	
305750	20110930	FORT HOOD NATIONAL BANK	19640	KILLEEN	TX	76540	
306056	20110930	The First National Bank of Fleming	3018	Fleming	CO	80728	
306140	20110930	Security State Bank	15738	Waverly	IA	50677	
306159	20110930	American National Bank of Minnesota	26499	Brainerd	MN	56401	
306337	20110930	Casey State Bank	3614	Casey	IL	62420	
306739	20110930	The State Bank of Blue Mound	5718	Blue Mound	IL	62513	
306908	20110930	The First National Bank of Jeffersonville	7123	Jeffersonville	NY	127485558	
307062	20110930	The Farmers National Bank of Buhl	2850	Buhl	ID	83316	
307334	20110930	Southern Bank	16288	Sardis	GA	30830	
307361	20110930	AMERICAN BANK, NATIONAL ASSOCIATION	23886	WACO	TX	76702	
307679	20110930	Bank of the Pacific	23041	Aberdeen	WA	98520	
307745	20110930	First National Bank	4503	Sioux Center	IA	51250	
307932	20110930	First National Bank Of Catlin, The	3615	Catlin	IL	61817	
307950	20110930	Heritage State Bank	12617	Nevada	MO	64772	
308256	20110930	CenBank	8848	Buffalo Lake	MN	55314	
308340	20110930	Bath State Bank	8035	Bath	IN	47010	
308443	20110930	The Bank of Fayetteville	26975	Fayetteville	AR	72701	
308836	20110930	Bank of Bourbonnais	21635	Bourbonnais	IL	609142513	
309150	20110930	The Missouri Bank	14036	Warrenton	MO	63383	
309570	20110930	First Mariner Bank	31286	Baltimore	MD	21224	
309655	20110930	Regent Bank	4160	Nowata	OK	74048	
309851	20110930	Root River State Bank	1098	Chatfield	MN	55923	
310437	20110930	Southern Commerce Bank, N.A.	26970	Tampa	FL	33610	
310754	20110930	Equity Bank	16635	Minnetonka	MN	55343	
310875	20110930	Shore Bank	31294	Onley	VA	23418	
310950	20110930	FIRST NATIONAL BANK IN OKEENE	4161	OKEENE	OK	73763	
310978	20110930	WaterStone Bank	28513	Wauwatosa	WI	53226	
311050	20110930	American Heritage Bank	4190	SAPULPA	OK	74067	
311144	20110930	Bank of Bearden	16282	Bearden	AR	71720	
311256	20110930	The First National Bank of Cold Spring	5116	Cold Spring	MN	56320	
311265	20110930	YOAKUM NATIONAL BANK	5595	YOAKUM	TX	77995	
311452	20110930	THE OKEMAH NATIONAL BANK	4163	OKEMAH	OK	74859	
311603	20110930	Dime Bank	18200	Norwich	CT	6360	
