"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
291732																																																																																																																															82559	203	0	0	38973	5745	0	5745	0	0	0	0	0	0	0	19223	48548	0	2775	0	2775	0	0	0	0	0	0	1618	0	0	0	1541	0	27743	48745	7625	200	200	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27743	48745	8042	0	5549	24373	8042	38973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
292234																																																																																																																															160194	722	0	0	104584	15221	14384	837	0	0	0	0	0	0	19	32166	22592	948	0	0	0	0	0	0	0	0	0	21990	0	353	234	21403	14403	34710	41777	69730	1013	1013	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3963	1982	0	0	0	1982	14403	34710	41777	72725	0	6942	20889	72725	104584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
292467																																																																																																																															98344	386	0	0	47246	25007	1752	23255	0	5309	0	0	5309	0	0	23621	0	0	3278	0	3278	0	0	0	0	0	0	3880	0	0	0	3880	1752	51117	25381	21663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	520	0	0	0	520	1752	51117	25381	24332	0	10223	12691	24332	47246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
292850																																																																																																																															48341	293	0	24	21546	8281	6574	1707	0	1955	0	1508	447	0	0	16174	0	0	727	0	727	0	0	0	0	0	0	1331	0	0	45	1286	6574	20488	9927	12237	162	162	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6574	20488	9927	12484	0	4098	4964	12484	21522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
292908																																																																																																																															1333819	15235	0	1004	1138509	16733	6621	10112	0	4637	0	4637	0	0	29726	116380	0	0	0	0	0	0	0	0	0	0	0	59856	1924	1475	0	56320	38271	149748	281491	831169	3549	3549	0	0	0	3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123780	61890	0	0	20103	36507	42289	149748	301594	871225	0	29950	150797	871225	1137505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
293053																																																																																																																															1244621	15906	0	4147	964340	251348	160728	90620	0	0	0	0	0	0	0	131749	0	0	0	0	0	0	0	0	0	0	0	59002	2084	120	3595	40969	162812	223038	85407	737255	1064	1064	0	0	0	1064	9310	4655	0	0	0	4655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75606	37803	0	0	0	37803	162812	223038	85407	814508	0	44608	42704	814508	960193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
293352																																																																																																																															46755	375	0	0	39111	4540	414	4126	0	0	0	0	0	0	0	2653	230	0	381	0	381	0	0	0	0	0	0	924	0	58	0	866	414	8758	2264	35696	245	245	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	8758	2264	36207	0	1752	1132	36207	39111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
293437																																																																																																																															243720	1439	0	0	119563	2360	1475	885	0	0	0	0	0	0	149	92643	77854	1000	0	0	0	0	0	0	0	0	0	16942	1	3065	983	8369	1625	96593	90746	50563	64	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	407	0	0	0	407	1625	96593	90746	52306	0	19319	45373	52306	119563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
293651																																																																																																																															100823	1215	0	258	76570	2264	788	1476	0	0	0	0	0	0	0	24810	867	0	1500	0	1500	0	0	0	0	0	0	7536	0	1043	0	5580	788	30531	867	69410	0	0	0	0	0	0	0	0	0	0	0	0	498	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	180	90	0	0	0	90	788	30531	867	69600	0	6106	434	69600	76312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
293754																																																																																																																															115327	358	0	0	78727	9160	5820	3340	0	0	0	0	0	0	998	6950	445	0	0	0	0	0	0	0	0	0	0	3393	2	1983	148	174	6820	12273	41847	53938	65	65	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1676	838	0	0	0	838	6820	12273	41847	55131	0	2455	20924	55131	78727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294023																																																																																																																															469146	4207	0	150	324563	23707	20676	3031	0	0	0	0	0	0	22133	63981	11789	41	1331	0	1331	0	0	0	0	0	0	24546	118	1522	93	20483	42927	69865	110688	242853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21103	10552	0	0	0	10552	42927	69865	110688	253492	0	13973	55344	253492	324413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294564																																																																																																																															1123162	303	0	0	769379	17606	2280	14205	1121	0	0	0	0	0	45997	15503	19632	7267	0	0	0	0	0	0	0	0	0	192943	0	758	0	57130	48277	50984	142028	544149	1762	1762	0	0	0	1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333	2167	0	0	0	2167	48277	50984	142028	548313	0	10197	71014	548313	769379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294676																																																																																																																															119695	1075	0	0	92488	5196	1848	3348	0	0	0	0	0	0	0	0	0	0	12269	0	12269	0	0	0	0	0	0	9813	0	259	0	9554	1848	15876	36384	66661	158	158	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7643	3822	0	0	0	3822	2201	15876	36384	71121	0	3175	18192	71121	92488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294751																																																																																																																															362587	3805	0	1239	205255	78127	71925	6202	0	4615	1	4286	328	0	8142	34072	12328	0	0	0	0	0	0	0	0	0	0	31174	59	369	0	30746	81227	44929	93322	138153	329	329	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81227	44929	93322	138482	0	8986	46661	138482	204016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294779																																																																																																																															1003878	9532	0	1134	685945	217483	195669	21814	0	7462	2996	4466	0	0	0	243	0	924	0	0	0	0	0	0	0	0	0	57623	0	1190	0	51871	198994	29832	242983	505671	155	155	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9287	4644	0	0	4644	0	198994	41109	247627	505826	0	8222	123814	505826	684811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
294827																																																																																																																															115571	1723	0	904	65540	17026	17026	0	0	0	0	0	0	0	516	2146	534	0	0	0	0	0	0	0	0	0	0	9014	0	61	0	8953	17542	2207	65896	31639	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	323	0	0	0	323	17618	2207	65896	32151	0	441	32948	32151	64636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
295011																																																																																																																															440644	4005	0	405	315607	10831	7982	2849	0	0	0	0	0	0	6872	66939	1228	484	7325	0	7325	0	0	0	0	0	0	20553	119	1979	697	17747	14973	83169	115839	226045	410	410	0	0	0	410	119	60	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11314	5657	0	0	0	5657	14973	83169	115839	234772	0	16634	57920	234772	315202	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
295057																																																																																																																															127053	1283	0	0	109979	5802	5419	383	0	0	0	0	0	0	3625	9773	0	502	257	0	257	0	0	0	0	0	0	3229	0	291	0	2354	9044	10807	5109	102425	0	0	0	0	0	0	0	0	0	0	0	0	75	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4233	2117	0	47	0	2070	9044	13445	5109	104708	0	2689	2555	104708	109979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
295646																																																																																																																															19976	69	0	0	11701	2700	2700	0	0	0	0	0	0	0	24	5617	1116	2841	0	0	0	0	0	0	0	0	0	404	0	0	0	404	3127	5617	1630	9733	95	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3222	5617	1630	9763	0	1123	815	9763	11701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
296456																																																																																																																															323184	3269	0	270	239939	30311	24913	5398	0	0	0	0	0	0	0	2051	0	0	0	0	0	0	0	0	0	0	0	20821	314	664	0	18575	32793	8113	100527	182570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7886	3943	354	0	617	2972	33147	8113	101144	185542	0	1623	50572	185542	239669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
296474																																																																																																																															121639	1202	0	32	93622	7000	1609	5391	0	17	0	17	0	0	2413	24379	1615	0	0	0	0	0	0	0	0	0	0	7732	22	1430	109	6171	4044	31217	32729	48939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23080	11540	0	0	1057	10417	4044	31217	33786	59458	0	6243	16893	59458	93590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
296559																																																																																																																															322431	2295	0	0	187103	10786	10655	131	0	0	0	0	0	0	24033	131646	5148	14807	0	0	0	0	0	0	0	0	0	7765	118	381	0	6836	34806	133162	41853	117021	1991	1991	0	0	0	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9206	4603	0	0	356	4247	34806	133167	42389	127173	0	26633	21195	127173	187103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
296755																																																																																																																															128246	1717	0	412	104431	6656	1879	4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5347	0	203	0	5144	1879	4980	50850	71667	180	180	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4656	2328	0	0	0	2328	1879	4980	50850	77131	0	996	25425	77131	104019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
296858																																																																																																																															56353	677	0	179	39886	4454	1722	2732	0	0	0	0	0	0	6	9095	2210	749	2582	0	2582	0	0	0	0	0	0	3274	54	50	0	3170	1782	14459	8552	32409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	50	0	0	0	50	1782	14459	8552	32718	0	2892	4276	32718	39707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
297051																																																																																																																															118163	859	0	0	92746	4883	3672	1211	0	0	0	0	0	0	1753	19909	1196	0	0	0	0	0	0	0	0	0	0	6304	16	393	39	5856	5723	21902	17261	71764	0	0	0	0	0	0	30	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	0	0	0	20	5723	21902	17261	71987	0	4380	8631	71987	92746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
297257																																																																																																																															304565	2176	0	148	162296	36876	33443	3433	0	0	0	0	0	0	768	1950	0	0	2551	0	2551	0	0	0	0	0	0	12338	0	1325	0	11013	34211	17244	206098	49277	229	229	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12583	6292	0	0	0	6292	34211	17244	206098	55798	0	3449	103049	55798	162148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
297547																																																																																																																															16330	136	0	89	3777	10818	10818	0	0	0	0	0	0	0	0	0	0	0	1350	0	1350	0	0	0	0	0	0	259	0	0	0	259	10818	1350	1649	2649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10818	1350	1649	2682	0	270	825	2682	3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
297631																																																																																																																															143165	2895	0	1926	77507	26199	25936	263	0	21988	4983	15002	1996	0	5565	10281	773	0	0	0	0	0	0	0	0	0	0	3789	64	358	28	3339	37194	25904	34086	47967	20	20	20	0	0	0	510	255	34	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10354	5177	330	0	0	4848	37799	25904	34086	53418	0	5181	17043	53418	75581	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
297761																																																																																																																															170425	1029	0	0	136181	12429	1297	11132	0	0	0	0	0	0	0	38219	0	0	0	0	0	0	0	0	0	0	0	32877	0	1119	23	31286	1316	54905	8974	104026	800	800	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12666	6333	0	0	0	6333	1396	54905	8974	113118	0	10981	4487	113118	136181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
298049																																																																																																																															124363	1907	0	679	98263	9722	4668	5054	0	0	0	0	0	0	1887	7124	1090	0	0	0	0	0	0	0	0	0	0	3265	0	148	1037	980	6877	12326	27125	78698	250	250	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6877	12326	27125	81710	0	2465	13563	81710	97584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
298218																																																																																																																															652180	4062	0	0	482786	43327	38494	4833	0	10225	0	7586	2639	0	3007	100730	100	21199	0	0	0	0	0	0	0	0	0	56538	5161	0	0	34658	46662	117284	103310	361598	1072	1072	0	0	0	1072	2293	1147	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13918	6959	0	0	0	6959	46662	117284	103310	384936	0	23457	51655	384936	482786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
298245																																																																																																																															391152	2532	0	317	180099	16117	14100	2017	0	0	0	0	0	0	43367	147436	14188	0	800	0	800	0	53	0	0	0	53	8722	260	1079	192	7191	57727	151332	91581	99544	109	109	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5709	2855	0	0	0	2855	57727	151332	91834	103916	0	30266	45917	103916	179782	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
299046																																																																																																																															1836173	17758	0	200	1421157	188531	163374	25157	0	22848	0	15246	6421	1181	47902	238290	11403	82795	5523	0	5523	0	0	0	0	0	0	66351	587	2255	0	51305	212397	289927	256631	1024795	21788	21788	131	0	0	21657	2455	1228	28	0	0	1200	1044	209	3	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	85449	42725	0	0	0	21439	355063	307238	256776	1103678	0	61448	128388	1103678	1420957	359	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
299251																																																																																																																															34963	252	0	0	21074	7703	4620	3083	0	0	0	0	0	0	0	2445	0	84	2000	0	2000	0	0	0	0	0	0	883	0	47	19	817	4620	8041	7011	15580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4620	8041	7116	15837	0	1608	3558	15837	21074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
299868																																																																																																																															234119	2292	0	0	184496	37305	32427	4878	0	318	318	0	0	0	0	0	0	0	5020	0	5020	0	0	0	0	0	0	23956	0	945	0	17992	32745	11768	20758	165530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	329	0	0	0	329	32745	11768	20758	165859	0	2354	10379	165859	184496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300009																																																																																																																															637788	6045	0	311	458784	29668	18052	11616	0	0	0	0	0	0	6680	34098	3081	6794	0	0	0	0	0	0	0	0	0	54974	46	2428	876	34536	24778	70964	243710	266942	481	481	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	232	0	0	0	232	18718	9359	0	0	9359	0	24778	70964	253069	267665	0	14193	126535	267665	458473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300036																																																																																																																															362684	3150	0	285	232806	24804	24771	33	0	0	0	0	0	0	16651	47104	36025	1626	0	0	0	0	0	0	0	0	0	21936	113	809	431	15863	43706	47946	100450	154310	120	120	0	0	0	120	1090	545	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3580	1790	0	0	0	1790	43706	47946	100450	157766	0	9589	50225	157766	232521	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300063																																																																																																																															453427	4686	0	1229	278917	82682	69184	13498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9914	0	2444	0	7470	70914	16763	205103	165333	0	0	0	0	0	0	784	392	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8018	4009	0	0	0	4009	70914	16763	205103	173012	0	3353	102552	173012	277688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300157																																																																																																																															64326	227	0	0	23299	38058	37025	1033	0	0	0	0	0	0	1995	0	0	0	1750	0	1750	0	0	0	0	0	0	633	0	0	0	551	39020	2783	813	21619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	32	0	0	0	32	39020	2783	813	21651	0	557	407	21651	23299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300353																																																																																																																															311651	2177	0	0	212898	19510	14976	4534	0	5178	0	1149	4028	0	1773	58772	15728	0	179	0	179	0	0	0	0	0	0	11461	0	0	0	11461	16749	64634	79792	150143	0	0	0	0	0	0	1358	679	0	0	0	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16749	64634	79792	154238	0	12927	39896	154238	212898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300456																																																																																																																															29943	294	0	87	16608	6313	679	5634	0	5458	0	0	5458	0	394	1088	0	0	3882	0	3882	0	0	0	0	0	0	439	0	0	0	439	1073	10743	8196	10237	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073	10743	8196	10361	0	2149	4098	10361	16521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300933																																																																																																																															328823	2648	0	0	267400	19165	8890	10275	0	0	0	0	0	0	8129	22104	1616	0	4050	0	4050	0	0	0	0	0	0	22484	0	332	0	17960	17019	37883	57439	213103	477	477	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13036	6518	0	0	0	6518	17019	37883	57459	222074	0	7577	28730	222074	267400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300942																																																																																																																															174086	1790	0	72	137422	7933	5714	2219	0	0	0	0	0	0	0	18305	5233	0	0	0	0	0	0	0	0	0	0	8946	13	999	251	7683	5727	21523	42535	105848	0	0	0	0	0	0	0	0	0	0	0	0	350	70	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	6686	3343	0	0	898	2445	7852	21523	43888	109446	0	4305	21944	109446	137350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
300960																																																																																																																															329844	3568	0	737	249043	23754	18499	5255	0	0	0	0	0	0	22830	59717	2371	0	0	0	0	0	0	0	0	0	0	8623	48	641	43	7891	41377	75484	10591	200800	961	961	0	0	0	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27734	13867	0	464	29	13374	41377	75948	10991	218626	0	15190	5496	218626	248306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
301574																																																																																																																															543776	3474	0	0	378226	8576	5744	2832	0	0	0	0	0	0	10887	73601	503	0	35049	0	35049	0	0	0	0	0	0	32890	31	1929	613	27632	17147	113425	165661	245829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31998	15999	0	0	0	15999	17147	113425	166542	267768	0	22685	83271	267768	378226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
301800																																																																																																																															874679	7566	0	0	616693	38867	23173	15694	0	0	0	0	0	0	6022	61418	0	4530	0	0	0	0	0	0	0	0	0	73717	0	1058	0	66406	29195	78170	416512	342285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	905	0	0	0	905	65340	32670	0	0	0	32670	29609	78170	416512	375860	0	15634	208256	375860	616693	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
302030																																																																																																																															109057	400	0	0	40040	48272	42899	5373	0	12808	1029	0	11779	0	3357	0	14082	0	900	0	900	0	0	0	0	0	0	977	0	101	0	876	47285	6374	39067	17378	394	394	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	449	0	0	0	449	47285	6374	39067	19231	0	1275	19534	19231	40040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
