"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
311050																																																																																																																																		1205993	6469	0	0	524290																																																																												524290																															
311144																																																																																																																																		55320	330																																																																																																														
311256																																																																																																																																		114764	1015	0	0	107557																																																																												107557																															
311265																																																																																																																																		230860	1040	0	0	108264	30070	2091	27979	0	0	0	0	0	0	0	90147	807	0	0	0	0	0	0	0	0	0	0	8124	0	72	2475	5577	2091	119948	47111	60649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2091	120295	47111	60649	0	24059	23556	60649	108264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
311603																																																																																																																																		918446	6832	0	0	631972																																																																												631972																															
311658																																																																																																																																		84329	342	0	0	38376																																																																												38376																															
311845																																																																																																																																		20503724	176664	0	0	15481385	1533265	1468516	64749	0	0	0	0	0	0	407331	3120537	232946	6583	30000	0	30000	0	73506	0	0	0	0	1661506	29515	40094	2546	738004	1964398	3409943	3595501	10519781	67026	67026	0	0	0	67026	27650	13825	0	0	0	13825	2990	598	0	0	0	598	0	0	0	0	0	0	2354	2354	0	0	2354	0	1832038	916019	0	4826	182223	728970	2129456	3416111	3788072	11717791	0	683222	1894036	11717791	15481385	73512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
311939																																																																																																																																		214441	2005																																																																																																														
312244																																																																																																																																		740707	7509	0	385	569965																																																																												569580																															
312356																																																																																																																																		140112	1993	0	789	96376																																																																												95587																															
313009																																																																																																																																		168168	1355	0	0	122137																																																																												122137																															
313157																																																																																																																																		118990	912	0	0	80889																																																																												80889																															
313223																																																																																																																																		285838	3144	0	25	249525																																																																												249500																															
313577																																																																																																																																		607380	4411	0	0	470182																																																																												470182																															
314257																																																																																																																																		725733	3757	0	0	569578																																																																												569578																															
314444																																																																																																																																		175169	1325																																																																																																														
315656																																																																																																																																		168639	1836																																																																																																														
316840																																																																																																																																		5712040	70431	0	0	4985327	312845	128363	184482	0	61664	0	16379	462	44994	80316	436109	0	12513	0	0	0	0	14013	0	0	0	0	280555	282	40108	7946	175206	208961	677078	1084024	3577489	3527	3527	0	0	0	3528	7276	3638	0	0	0	3638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618058	309029	0	0	0	309029	335041	677078	1101386	4022084	0	135416	550693	4022084	4985327	14013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
316859																																																																																																																																		110498	718																																																																																																														
316934																																																																																																																																		41953	195	0	0	25649																																																																												25649																															
317258																																																																																																																																		391364	2555																																																																																																														
317342																																																																																																																																		3780774	42143	0	0	3372089	169123	131039	38084	0	0	0	0	0	0	116884	312861	6701	0	85388	0	85388	0	0	0	0	0	0	177046	718	11990	1064	140552	255572	470732	348643	2605383	16833	16833	0	0	0	16833	5860	2930	0	0	0	2930	1839	368	0	0	0	368	0	0	0	0	0	0	23043	23043	0	0	23043	0	476959	238480	0	0	0	238480	289936	470732	382536	2912791	0	94146	191268	2912791	3372089	10117	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
317379																																																																																																																																		296164	4068	0	1896	225059																																																																												223163																															
317650																																																																																																																																		56938	122	0	0	17137																																																																												17137																															
318639																																																																																																																																		17643	104																																																																																																														
318835																																																																																																																																		455645	2416																																																																																																														
318947																																																																																																																																		151412	1224	0	0	127457	3570	3026	0	544	52	31	21	0	0	2752	9241	610	0	7400	0	0	7400	0	0	0	0	0	8949	13	232	103	8590	8236	10916	30608	99286	129	129	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11404	5702	211	28	243	5052	8447	10944	30851	104698	0	2189	15426	104698	127457	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
318974																																																																																																																																		2049118	8496																																																																																																														
319047																																																																																																																																		245639	1989	0	0	194461																																																																												194461																															
319458																																																																																																																																		116542	493	0	0	54925	17392	8482	8910	0	0	0	0	0	0	7162	40810	8855	0	0	0	0	0	0	0	0	0	0	1941	51	302	103	1485	16842	50455	15669	33582	0	0	0	0	0	0	987	494	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2791	1396	0	0	0	1396	16842	50455	15669	36537	0	10091	7835	36537	54925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
319551																																																																																																																																		304948	2483																																																																																																														
320034																																																																																																																																		96623	519																																																																																																														
320052																																																																																																																																		460807	5209	0	744	357207	14581	11979	2602	0	29809	0	28831	978	0	36383	90	0	0	0	0	0	0	0	0	0	0	0	31282	35	1462	255	29526	53326	37850	68200	304101	519	519	141	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12450	6225	0	0	0	6225	53467	37891	68227	312782	0	7578	34114	312782	356463	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
320070																																																																																																																																		156220	994																																																																																																														
320119																																																																																																																																		10998320	92844	0	0	7850317	648993	462562	185563	868	136364	29656	106708	0	0	2042151	262736	12524	5477	0	0	0	0	204565	14686	2100	0	0	578381	5158	216336	1436	322056	2720797	896932	633772	6439138	147147	147147	0	5534	0	141613	2765	1383	0	0	0	1383	74273	14855	0	478	0	14377	0	0	0	0	0	0	19	19	0	0	0	19	786590	393295	0	0	0	393295	2972309	958142	633772	7249003	0	191628	316886	7249003	7850317	210901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321152																																																																																																																																		25487	74	0	0	10167	2690	250	2440	0	0	0	0	0	0	0	11001	0	0	2095	0	2095	0	0	0	0	0	0	546	0	0	0	546	250	15536	5411	4353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	15536	5411	4354	0	3107	2706	4354	10167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321255																																																																																																																																		33022	325																																																																																																														
321273																																																																																																																																		645988	4666	0	0	534035																																																																												534035																															
321330																																																																																																																																		74551	285	0	0	37704																																																																												37704																															
321947																																																																																																																																		477422	3599	0	0	302372	12681	11778	903	0	0	0	0	0	0	17318	121080	11737	1500	0	0	0	0	0	0	0	0	0	26490	88	1065	338	22880	29184	124886	120759	196699	0	0	0	0	0	0	176	88	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62586	31293	0	0	31293	0	29184	124886	152266	196787	0	24977	76133	196787	302372	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
322056																																																																																																																																		667049	6322	0	0	507045																																																																												507045																															
322449																																																																																																																																		71552	725																																																																																																														
322476																																																																																																																																		8926	38	0	0	4127																																																																												4127																															
322551																																																																																																																																		34305	316	0	83	18691																																																																												18608																															
323204																																																																																																																																		1213742	12462	0	1322	891165																																																																												889843																															
323651																																																																																																																																		226541	2757	0	723	162757																																																																												162034																															
324153																																																																																																																																		230693	2237																																																																																																														
324229																																																																																																																																		43971	169																																																																																																														
324256																																																																																																																																		55420	215	0	0	41133																																																																												41133																															
324274																																																																																																																																		421971	1331	0	0	171902																																																																												171902																															
324340																																																																																																																																		696162	4565	0	0	542312	19894	14827	4344	723	0	0	0	0	0	3178	120155	33022	3885	0	0	0	0	0	0	0	0	0	57760	1576	2928	329	38131	19581	135631	107599	415547	616	616	0	0	0	616	582	291	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48751	24376	0	0	0	24376	19581	135631	107599	456458	0	27126	53800	456458	542312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324854																																																																																																																																		186805	1030																																																																																																														
324863																																																																																																																																		1273538	16983	0	2971	1147985	191073	171993	19080	0	55152	587	51922	2643	0	168	50729	996	0	62251	0	62251	0	0	0	0	0	0	34696	0	1542	0	2088	172748	185524	62169	653251	6040	6040	0	0	0	6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19055	19055	0	0	19055	0	16017	8009	0	0	0	8009	172748	185524	81224	727917	0	37105	40612	727917	1145014	0	0	0	0	0	0	0	0	0	0	0	0	0	31066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324975																																																																																																																																		119011	310	0	0	62472																																																																												62472																															
325141																																																																																																																																		222802	1467																																																																																																														
325459																																																																																																																																		25410	467	0	228	19176																																																																												18948																															
325534																																																																																																																																		279429	1889																																																																																																														
326054																																																																																																																																		315040	2362																																																																																																														
326344																																																																																																																																		464311	3684																																																																																																														
326858																																																																																																																																		1270755	19912	0	8222	1009269																																																																												1001047																															
326979																																																																																																																																		685867	4359																																																																																																														
327220																																																																																																																																		133622	690																																																																																																														
327305																																																																																																																																		903490	6866	0	0	653624	28944	11106	17838	0	5	0	5	0	0	30236	86358	400	2482	0	0	0	0	0	0	0	0	0	43384	0	3087	0	34598	43529	120056	230713	503354	2133	2133	0	0	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43529	120056	233643	505487	0	24011	116822	505487	653624	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327435																																																																																																																																		568546	7022																																																																																																														
327556																																																																																																																																		229411	1860	0	0	168753																																																																												168753																															
327855																																																																																																																																		735717	8354	0	721	610704																																																																												609983																															
328058																																																																																																																																		46448	455	339	116	27138	8847	443	8404	0	0	0	0	0	0	5938	573	1507	0	3150	0	3150	0	0	0	0	0	0	590	0	0	0	590	6381	12127	6878	21244	0	0	0	0	0	0	0	0	0	0	0	0	150	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6936	12127	6878	21274	0	2425	3439	21274	26683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328357																																																																																																																																		202237	1391																																																																																																														
328656																																																																																																																																		154219	2473	0	582	151238																																																																												150656																															
328777																																																																																																																																		2396414	15168	0	0	1744685	85720	64378	21342	0	33019	0	33019	0	0	8348	410542	4870	12118	0	0	0	0	320	0	0	0	0	129295	0	16041	0	92952	72726	480944	792978	1012701	0	0	0	0	0	0	17640	8820	0	0	0	8820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349356	174678	0	0	0	174678	72726	480944	794072	1211132	0	96189	397036	1211132	1744685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329149																																																																																																																																		137723	1415																																																																																																														
329345																																																																																																																																		535772	4267	0	0	440268																																																																												440268																															
329550																																																																																																																																		355293	2898																																																																																																														
329952																																																																																																																																		634457	4131																																																																																																														
330239																																																																																																																																		300206	1628																																																																																																														
330248																																																																																																																																		155408	872	0	0	97959																																																																												97959																															
330855																																																																																																																																		1828398	14422	0	0	1569166	72415	64382	8033	0	0	0	0	0	0	994	167972	36735	100679	0	0	0	0	845	0	0	0	0	137093	29	5015	416	91257	65405	201758	378132	1084062	2040	2040	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43778	43778	0	0	43778	0	222170	111085	0	0	0	111085	109821	202116	421910	1204037	0	40423	210955	1204037	1569166	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330873																																																																																																																																		256560	1620	0	0	145277	15248	11743	3505	0	0	0	0	0	0	13360	20534	312	1995	0	0	0	0	0	0	0	0	0	4586	77	837	294	3629	25180	24876	157614	50305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22385	11193	0	0	3083	8110	25180	24876	162903	58806	0	4975	81452	58806	145277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330949																																																																																																																																		212805	1223	0	0	134072																																																																												134072																															
331076																																																																																																																																		278000	2307	0	0	206883																																																																												206883																															
331375																																																																																																																																		287747	1981	0	0	203679																																																																												203679																															
331544																																																																																																																																		102862	499																																																																																																														
331713																																																																																																																																		501861	4850																																																																																																														
332224																																																																																																																																		264373	2116	0	0	191545																																																																												191545																															
332345																																																																																																																																		21579	167	0	0	14649																																																																												14649																															
332402																																																																																																																																		653134	4996	0	0	534783																																																																												534783																															
332671																																																																																																																																		102675	1759																																																																																																														
332756																																																																																																																																		50577	285	0	0	49683																																																																												49683																															
333034																																																																																																																																		215217	5739																																																																																																														
333203																																																																																																																																		882444	6391	0	0	572448	47878	44232	3646	0	0	0	0	0	0	10715	62676	5638	8970	78	0	78	0	0	0	0	0	0	56228	0	3098	0	49450	54947	161393	305593	353715	1654	1654	0	0	0	1654	652	326	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30798	15399	0	0	7820	7579	54947	161393	313413	363274	0	32279	156707	363274	572448	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333650																																																																																																																																		351192	5355	0	2647	216664																																																																												214017																															
333856																																																																																																																																		266664	1977	0	95	150567	40194	25784	14410	0	289	0	289	0	0	3144	44590	172	0	0	0	0	0	0	0	0	0	0	8645	0	497	0	7617	56001	59908	36751	112394	1280	1280	415	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7207	3604	0	0	3604	0	56416	59908	42643	113259	0	11982	21322	113259	150472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333940																																																																																																																																		68142	182	0	0	39587	8907	871	8036	0	18568	0	0	18568	0	5883	0	0	0	11463	0	0	0	0	0	0	0	0	1112	0	0	0	1018	6754	8036	35097	18278	6	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3842	1921	0	0	0	1921	6754	8036	35097	20431	0	1607	17549	20431	39587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334264																																																																																																																																		505058	3975	0	0	358043																																																																												358043																															
334648																																																																																																																																		188659	1710	0	379	106513																																																																												106134																															
334657																																																																																																																																		88581	741	0	0	62698	16176	14195	1981	0	176	0	176	0	0	0	10	0	0	1320	0	1320	0	0	0	0	0	0	2801	0	99	0	2702	14485	8757	10652	55136	0	0	0	0	0	0	0	0	0	0	0	0	236	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14485	8757	10652	55183	0	1751	5326	55183	62698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
335346																																																																																																																																		242799	1787																																																																																																														
335355																																																																																																																																		141906	1196	0	0	102180	2009	883	1126	0	0	0	0	0	0	7042	26432	0	238	5012	0	5012	0	0	0	0	0	0	11032	0	631	0	10041	7925	33268	20744	77032	204	204	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9178	4589	0	0	0	4589	7925	33268	20744	82795	0	6654	10372	82795	102180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336147																																																																																																																																		115056	916	0	22	71487																																																																												71465																															
336361																																																																																																																																		141054	875	0	0	79626																																																																												79626																															
336576																																																																																																																																		297439	1303																																																																																																														
336950																																																																																																																																		18504	352	0	136	17328																																																																												17192																															
337247																																																																																																																																		51745	295																																																																																																														
337340																																																																																																																																		134796	795																																																																																																														
338178																																																																																																																																		338834	1570	0	0	229471																																																																												229471																															
338646																																																																																																																																		234127	2716																																																																																																														
338851																																																																																																																																		75967	313																																																																																																														
338945																																																																																																																																		64256	477	0	0	49261																																																																												49261																															
339072																																																																																																																																		1052372	4560	0	0	427524	22875	16903	5972	0	0	0	0	0	0	56483	140087	0	6299	0	0	0	0	0	0	0	0	0	256546	0	9394	0	109813	74178	314713	348458	177939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36236	18118	0	0	18118	0	74178	314713	373283	177939	0	62943	186642	177939	427524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339353																																																																																																																																		66978	512	0	0	46523																																																																												46523																															
339456																																																																																																																																		444898	4459	0	443	321272	41185	39734	1451	0	0	0	0	0	0	369	63300	1773	0	0	0	0	0	0	0	0	0	0	28235	1	284	300	27650	49911	74129	80948	237895	2244	2244	244	2000	0	0	4647	2324	2323	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	952	952	0	0	0	952	10757	5379	0	0	192	4448	52478	76129	81183	257772	0	15226	40592	257772	320829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339607																																																																																																																																		1045174	4206																																																																																																														
339773																																																																																																																																		2495379	16677	0	0	2118776	100498	86400	14098	0	0	0	0	0	0	41921	26794	28471	83277	28470	0	28470	0	0	0	0	0	0	110028	5592	13575	4997	84630	133913	82937	1056854	1013765	0	0	0	0	0	0	2714	1357	0	0	0	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491714	245857	25816	0	0	220041	159729	82937	1062032	1238820	0	16587	531016	1238820	2118776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339858																																																																																																																																		46955256	315311	0	0	32643749	1026507	702546	323363	566	251963	0	241695	10161	107	789393	11442189	2305	15501	14169	0	14169	0	4296661	85479	1617759	0	0	6311624	74381	2677680	7262	1486484	1722382	16929848	1996540	21217838	946352	946352	0	197222	0	749128	49309	24655	0	5539	0	19116	1119	224	0	0	0	224	0	0	0	0	0	0	90508	90508	0	0	83746	6761	10666128	5333064	0	1156761	0	4158405	1722382	18302489	2080286	26514894	0	3660498	1040143	26514894	32643749	15538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339876																																																																																																																																		43948	153																																																																																																														
340135																																																																																																																																		1475366	8045	0	0	1210011	33356	18417	14939	0	11057	1529	7633	1895	0	51682	119518	1285	0	0	0	0	0	0	0	0	0	0	105174	241	16608	1339	86684	76540	161371	347130	872100	1808	1808	0	0	0	1808	711	356	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178462	89231	0	0	207	89024	96237	161371	347403	970714	0	32274	173702	970714	1210011	30	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340144																																																																																																																																		968752	7871	0	0	726832																																																																												726832																															
340256																																																																																																																																		561846	2712	0	0	388903																																																																												388903																															
340443																																																																																																																																		102272	319	0	0	46942																																																																												46942																															
340742																																																																																																																																		697474	8089	0	1483	528433	9006	6725	2281	0	0	0	0	0	0	34020	74877	0	150	3622	0	3622	0	0	0	0	0	0	34082	58	3708	343	17440	40803	84488	177815	372696	1626	1626	0	0	0	1626	45	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2600	2600	0	0	0	2600	39017	19509	0	0	55	19454	40803	84488	179411	401453	0	16898	89706	401453	526950	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340751																																																																																																																																		548038	8720																																																																																																														
341310																																																																																																																																		602740	5341	0	355	398956																																																																												398601																															
342054																																																																																																																																		378464	2869	0	330	203162																																																																												202832																															
342362																																																																																																																																		884747	2129																																																																																																														
342410																																																																																																																																		2385843	15803	0	0	1767943	57137	39255	17882	0	0	0	0	0	0	26744	110002	53412	0	0	0	0	0	0	0	0	0	0	200159	4854	11873	732	139533	70853	165927	511042	1315374	0	0	0	0	0	0	9902	4951	0	0	0	4951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115026	57513	0	0	17132	40381	81786	167030	528174	1364378	0	33406	264087	1364378	1767943	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342634																																																																																																																																		14017762	100564	0	0	11425231	404341	305056	99285	0	704276	32680	682846	0	0	103667	1684021	4164	0	2000	0	2000	0	62728	0	0	0	62728	1217893	25284	12921	3644	537168	517314	2838857	2468118	7540181	95812	95812	0	0	0	95812	11085	5543	0	0	0	5543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2719804	1359902	2051	29070	4405	1324376	569598	2869253	2473841	9165279	0	573851	1236921	9165279	11425231	72639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343051																																																																																																																																		99149	329																																																																																																														
343248																																																																																																																																		32138	322	0	0	28093	853	749	104	0	2675	0	1797	878	0	0	3202	0	0	0	0	0	0	0	0	0	0	0	614	7	64	0	543	756	5167	1333	25145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2496	1248	0	0	0	1248	756	5167	1333	26393	0	1033	667	26393	28093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343257																																																																																																																																		47764	327	0	6	25643																																																																												25637																															
343770																																																																																																																																		62980	459																																																																																																														
343903																																																																																																																																		633779	3979	0	0	388295																																																																												388295																															
343958																																																																																																																																		83844	1101																																																																																																														
344647																																																																																																																																		918707	11933	0	4586	587787	32582	24096	8486	0	2730	0	2730	0	0	5496	341465	808	0	3592	0	3592	0	0	0	0	0	0	42644	840	2236	246	36449	30432	369127	87693	423154	0	0	0	0	0	0	559	280	0	0	0	280	20000	4000	4000	0	0	0	77446	77446	77446	0	0	0	0	0	0	0	0	0	17988	8994	0	0	5	8989	111878	369127	87722	446541	0	73825	43861	446541	583201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344816																																																																																																																																		555919	2346	0	0	328060	8128	5569	2559	0	0	0	0	0	0	9734	191276	4405	0	5993	0	5993	0	0	0	0	0	0	23469	23	3702	76	14144	15326	203942	114735	205634	439	439	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20449	10225	0	0	0	10225	15326	203942	114735	218511	0	40788	57368	218511	328060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344852																																																																																																																																		108184	548	0	26	41795																																																																												41769																															
345309																																																																																																																																		1160911	7939	0	0	928904	48753	7004	41749	0	41580	9042	32307	0	231	2318	51491	2528	51216	0	0	0	0	0	0	0	0	0	67277	11	3202	0	63320	18544	129445	537886	435785	125	125	0	0	0	125	364	182	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233804	116902	0	0	0	116902	18544	129445	537886	552994	0	25889	268943	552994	928904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345345																																																																																																																																		361479	4856	0	1033	306063	42076	41187	889	0	0	0	0	0	0	0	3954	2620	0	1550	0	1550	0	0	0	0	0	0	10827	149	2592	0	7454	43297	14730	22353	274103	1031	1031	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43297	14730	22353	275134	0	2946	11177	275134	305030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
