"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD3123	RCFD3128	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA222	RCFDA223	RCFDA250	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC869	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON3123	RCON3128	RCON3411	RCON3429	RCON3433	RCON3545	RCON3809	RCON3812	RCON3821	RCON3833	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA222	RCONA223	RCONA250	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	
67870																																																																																																																																																													35824	0	0	5469	254490	5878	0	27	0	0	0	0	0	0	5878	20506	19464	69080	4096	151275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3470	189182	0	0	213376	0	0	0	0	0	0	0	0	0	19217	14812	1795	0	0	0	0	0	42	0	3879	0	1547	0	0	0	0	0	0	1206	0	68333	143837	0	0	0	0	0	5699	0	83	
68345																																																																																																																																																													7674	0	0	144971	233616	1669	0	0	0	0	0	0	0	449	2287	1574	140600	56039	12651	37956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	94989	0	0	60963	0	0	0	0	0	0	0	0	0	1574	6100	0	0	0	0	0	0	-884	0	125474	20381	0	0	0	0	0	0	0	0	0	35658	25305	0	0	0	0	0	12651	0	0	
68448																																																																																																																																																														0	0	22775	115706	634	0	0	0	0	0	0	0	0	0	0	14616	31772	4805	69352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88161	0	0	75675	0	0	0	0	0	0	0	0	0	0	11683	0	0	0	0	0	0	601	0	1531	20643	0	0	0	0	0	0	0	0	0	11129	64547	0	0	0	0	0	4805	0	0	
68671																																																																																																																																																													12981	0	0	0	90694	452	0	0	0	0	0	0	0	0	0	4124	9864	61617	10179	15541	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48323	0	0	66775	0	0	0	0	0	0	0	0	0	4124	8775	82	0	0	0	0	0	0	0	0	0	0	0	0	594	92	0	0	0	443	61052	5280	0	0	0	0	0	10704	0	0	
68756																																																																																																																																																													40967	0	0	103904	454114	2984	0	0	0	0	0	0	0	0	2949	55368	99158	74100	26297	220357	432	17	0	2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	282833	0	0	277731	0	0	0	4095	4095	0	0	0	4095	35115	5852	0	0	0	0	0	0	2339	15632	82356	3577	0	0	0	0	432	0	0	3527	10053	70091	194060	0	0	0	0	0	33663	5776	1094	
68831																																																																																																																																																													10555	0	402	34060	129842	1112	0	0	0	0	0	0	0	94	0	8698	30648	32421	6832	66931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89319	0	0	79105	0	0	0	0	0	0	0	0	0	6212	3517	826	0	63	339	0	0	-7744	2423	23942	4570	10869	0	0	0	0	0	0	0	2850	27851	48404	0	0	0	0	0	6832	0	0	
68840																																																																																																																																																													7492	0	0	58276	215861	930	0	966	0	0	0	0	0	0	0	14952	49152	40721	11343	110284	0	2	0	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	140682	0	0	138319	0	0	0	0	0	0	0	0	0	2292	5200	0	0	0	0	0	0	1449	12476	41400	904	2047	0	0	0	0	0	0	0	1608	39817	96894	0	0	0	0	0	12383	233	184	
68859																																																																																																																																																													70954	0	0	262997	488093	3594	0	0	0	0	0	0	0	680	3426	67374	138255	70132	11686	211641	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	279294	0	0	143646	0	0	0	0	0	0	0	0	0	62527	8427	0	0	0	0	0	0	4077	4597	122956	52620	78747	0	0	0	0	298	0	0	5654	17082	120910	0	0	0	0	0	13792	208	250	
68943																																																																																																																																																													9259	0	163	15191	121310	1140	0	0	0	0	0	0	0	0	3031	12324	16113	16389	11282	77326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93060	0	0	82389	224	2800	2800	0	0	0	0	0	0	5232	4027	0	0	163	0	0	0	-21	6905	8307	0	0	0	0	0	0	0	0	0	0	16345	66044	0	0	0	0	0	12234	319	24	
69333																																																																																																																																																													43901	0	188232	105566	1112889	10600	0	0	0	0	0	2042	0	0	0	74140	232962	169328	41307	932192	2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070868	0	0	739391	0	0	0	7420	7420	0	0	0	7420	28736	15165	0	-285870	13255	132285	9672	318890	737	19892	84937	0	0	0	0	0	2042	0	0	9782	0	157614	571995	0	0	0	0	0	44257	0	2475	
69678																																																																																																																																																													51173	0	1488	199789	552055	5964	0	0	0	0	0	0	0	5143	44493	86961	139763	88440	20435	241969	0	0	0	3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1727	337244	0	0	285134	0	0	0	0	0	0	0	0	0	50013	1160	0	0	0	1488	0	0	886	36948	137115	24830	10	0	0	0	0	0	0	0	0	63610	221524	0	0	0	0	0	20435	0	0	
70058																																																																																																																																																													8155	0	0	44341	96698	218	0	0	0	0	0	0	0	0	0	3653	25096	10593	9254	57265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67626	0	0	33212	0	0	0	45	45	0	0	0	45	0	0	8155	0	0	0	0	0	-215	3653	23666	0	17237	0	0	0	0	0	0	0	0	10593	22619	0	0	0	0	0	9778	524	0	
70218																																																																																																																																																													16252	0	0	3062	98331	901	0	0	0	0	0	0	0	1	3190	15953	4634	17123	1266	61618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	72660	0	0	77454	0	0	0	0	0	0	0	0	0	15873	379	0	0	0	0	0	0	-96	80	3057	21	0	0	0	0	0	0	0	0	0	17102	60352	0	0	0	0	0	1464	0	0	
70414																																																																																																																																																													13732	0	3621	159928	478283	2553	0	0	0	0	0	0	0	4277	10454	75040	112042	158550	19983	134526	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243574	0	0	278480	0	0	0	0	0	0	0	0	0	5831	7900	1	0	0	2651	720	250	678	69015	85343	4142	750	0	0	0	1249	0	0	0	12789	152149	113542	0	0	0	0	0	23826	0	194	
70638																																																																																																																																																													6327	0	0	27838	243010	2516	0	945	0	0	0	0	0	0	5940	5035	55597	41718	15352	141891	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	176725	0	0	194217	0	0	0	0	0	0	0	0	0	5035	1291	0	0	0	0	0	0	1287	0	19978	6573	0	0	0	0	0	467	0	0	33309	34837	126072	0	0	0	0	0	16677	0	0	
70955																																																																																																																																																													6548	0	0	0	15667	143	0	0	0	0	0	0	0	0	0	51	6497	368	321	8894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10364	0	0	8941	0	0	0	0	0	0	0	0	0	51	6497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	8573	0	0	0	0	0	321	0	0	
71073																																																																																																																																																													4618	0	11	59848	96777	274	0	0	0	0	0	0	0	0	1850	2479	67113	15965	5028	12322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34653	0	0	23143	0	0	0	0	0	0	0	0	0	484	4134	0	0	0	11	0	0	-827	1991	58506	179	0	0	0	0	0	0	0	0	126	15723	7294	0	0	0	0	0	6619	0	4	
71318																																																																																																																																																													12492	0	59453	172184	723265	4906	0	0	0	0	0	0	0	823	101731	34786	225725	120156	24919	348078	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498983	0	0	455603	0	0	0	1342	1342	0	0	0	1342	2856	9636	0	0	0	55502	0	3951	-656	756	158876	0	13208	0	0	0	0	617	0	30097	0	120123	305383	0	0	0	0	0	27822	82	1077	
71457																																																																																																																																																													16050	0	175	126703	348211	3938	0	0	0	0	0	0	0	1060	6450	64720	77507	6487	15985	203408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	248529	0	0	192638	2873	23286	23286	0	0	0	0	0	0	16050	0	0	0	0	0	175	0	27	48446	77214	0	1016	0	0	0	0	0	0	0	0	6231	186407	0	0	0	0	0	16583	0	224	
71859																																																																																																																																																													4984	0	0	2106	14566	82	0	0	0	0	0	0	0	0	0	3183	1247	769	111	9266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9900	0	4644	2637	0	0	0	0	0	0	0	0	0	2545	0	2439	0	0	0	0	0	27	636	1243	200	0	0	0	0	0	0	0	0	0	565	2072	0	0	0	0	0	277	156	2	
72258																																																																																																																																																													49855	0	0	301991	500253	2600	0	0	0	0	0	0	0	390	3970	67762	259278	20531	6665	151418	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215772	0	0	142228	0	0	0	52	52	0	0	0	52	49855	0	0	0	0	0	0	0	3864	17907	255806	0	24414	0	0	0	0	663	0	0	2388	20164	119676	0	0	0	0	0	8116	0	0	
72351																																																																																																																																																													1203	0	0	28914	62669	1106	0	0	0	0	0	0	0	0	0	2657	26667	11496	1177	22734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	33132	0	0	30285	0	0	0	0	0	0	0	0	0	562	641	0	0	0	0	0	0	221	2088	23852	2117	636	0	0	0	0	0	0	0	0	9364	20921	0	0	0	0	0	1345	0	7	
72454																																																																																																																																																													6979	0	11217	0	100711	664	0	495	0	0	0	0	0	0	0	2647	19733	9940	4253	69055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78566	0	0	78637	0	0	0	495	495	0	0	0	495	2637	4342	0	0	0	11217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3895	9940	64802	0	0	0	0	0	4542	0	10	
72678																																																																																																																																																													8191	0	406011	137381	647599	1749	0	0	0	0	0	0	0	0	1564	89385	468546	59126	3201	31183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155237	0	0	87288	0	0	0	0	0	0	0	0	0	4598	3593	0	0	16981	389030	0	0	1108	67564	68664	0	45	0	0	0	0	0	0	0	605	58746	27937	0	0	0	0	0	10477	0	242	
73116																																																																																																																																																													11796	0	0	110356	472587	5653	0	0	0	0	0	0	0	2584	36188	53312	75480	54337	35138	296419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	357050	0	0	320685	0	0	0	155	155	0	0	0	155	8742	3054	0	0	0	0	0	0	-1308	44570	64996	2098	0	0	0	0	0	0	0	0	7165	52239	261281	0	0	0	0	0	35403	0	0	
73152																																																																																																																																																													6326	0	0	58793	105918	939	0	0	0	0	0	0	0	0	5345	7832	45573	23951	3183	28510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	52027	0	0	36192	0	0	0	78	78	0	0	0	78	3768	2558	0	0	0	0	0	0	991	4052	38645	14250	855	0	0	0	0	0	0	0	2776	8944	24472	0	0	0	0	0	4183	0	12	
73554																																																																																																																																																													11793	0	4205	13734	134894	2136	0	0	0	0	0	0	0	0	0	11270	15984	3465	5615	105028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	109195	0	0	99712	0	0	0	0	0	0	0	0	0	10293	1493	7	0	0	3430	775	0	10	966	9214	0	3544	0	0	0	0	0	0	0	1165	2685	95862	0	0	0	0	0	7491	1274	11	
73956																																																																																																																																																													1496	0	1137	28170	64481	1100	0	0	0	0	0	0	0	0	514	2980	26579	10820	1774	24705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	35681	0	0	32223	0	0	0	639	639	0	0	0	639	819	677	0	0	0	966	171	0	459	2155	24194	1362	0	0	0	0	0	0	0	0	25	9266	22931	0	0	0	0	0	2045	37	6	
74056																																																																																																																																																													8298	0	3	26340	119033	902	0	0	0	0	0	0	0	0	7370	2311	13273	16687	6421	86822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98874	0	0	77985	0	0	0	316	316	0	0	0	316	2311	5987	0	0	0	3	0	0	460	0	5520	14539	5821	0	0	0	0	0	0	0	1257	2148	74580	0	0	0	0	0	7278	382	0	
74140																																																																																																																																																													19870	0	0	564240	1493057	10100	0	4985	0	0	0	0	0	0	64962	26763	535611	339835	69724	594889	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904257	0	0	833790	0	0	0	0	0	0	0	0	0	6955	12915	0	0	0	0	0	0	5596	17760	507081	26803	7000	0	0	0	901	0	0	0	3743	311882	518165	0	0	0	0	0	84356	463	2048	
74159																																																																																																																																																														0	0	9769	39154	227	0	0	0	0	0	0	0	0	2373	1901	13302	76	1869	23946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27880	0	0	24987	0	0	0	49	49	0	0	0	49	1870	833	0	0	0	0	0	0	156	31	9582	0	0	0	0	0	0	0	0	0	2834	76	22077	0	0	0	0	0	1922	0	0	
74403																																																																																																																																																													14416	0	0	91473	709762	2006	0	0	0	0	0	0	0	2734	66045	17184	102202	226739	31219	353773	1199	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522133	0	0	556186	0	0	0	160	160	0	0	0	160	8164	6252	0	0	0	0	0	0	10	9020	82443	0	0	0	0	0	1199	0	0	0	8570	225062	322554	0	0	0	0	0	48494	11860	0	
74449																																																																																																																																																													5007	0	4201	0	20903	88	0	0	0	0	0	0	0	0	0	8671	542	7181	330	4597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8312	0	0	11448	0	0	0	16	16	0	0	0	16	4465	542	0	0	4201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7181	4267	0	0	0	0	0	335	0	5	
75053																																																																																																																																																													16040	0	109273	110440	403671	3444	0	0	0	0	0	0	0	0	2421	12809	146458	95983	37893	148464	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	226494	0	0	129707	0	0	0	140	140	0	0	0	140	12809	3231	0	0	0	109273	0	0	3260	0	31188	59771	16221	0	0	0	0	855	0	0	0	36212	93495	0	0	0	0	0	40800	141	0	
75259																																																																																																																																																													35738	0	0	9287	348732	2783	0	0	0	0	0	0	0	195	16061	2448	37155	84764	17413	226936	5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284878	0	0	280293	0	0	0	0	0	0	0	0	0	2444	33294	0	0	0	0	0	0	-310	4	0	4780	4813	0	0	1567	3877	524	0	0	0	76107	204186	0	0	0	0	0	18193	521	0	
75446																																																																																																																																																													6659	0	2000	152714	304587	1848	0	0	0	0	0	0	0	0	0	15199	111170	77360	10017	97988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164290	0	0	128847	419	5238	5238	150	150	0	0	0	150	2754	3905	0	0	0	0	0	2000	1529	12363	101132	35815	1875	0	0	0	0	0	0	0	3740	41011	84096	0	0	0	0	0	16215	3189	82	
75455																																																																																																																																																													21121	0	0	10119	37313	735	0	0	0	0	0	0	0	0	0	22131	9489	1245	165	5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	7056	0	0	6253	0	0	0	0	0	0	0	0	0	18157	2964	0	0	0	0	0	0	10	3974	6135	0	0	0	0	0	0	0	0	0	0	1245	5009	0	0	0	0	0	165	0	0	
75558																																																																																																																																																													15337	0	0	21366	406574	3099	0	0	0	0	0	0	0	0	28758	10100	58026	50206	21326	291472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344569	0	0	351473	0	0	0	2010	2010	0	0	0	2010	10100	5237	0	0	0	0	0	0	-131	0	21497	0	0	0	0	0	0	0	0	0	31121	50206	270146	0	0	0	0	0	21497	0	0	
75633	16519924	0	3211638	12103051	97496905	769838	0	19425	0	4448884	554793	1856937	3096500	320812	17787456	20090288	14722140	8160954	3470388	50172522	104256	225996	15442344	2531572	134124	0	0	0	0	0	0	0	0	0	0	218574	1148195	376801	521503	28278	68839354	0	0	54375205	0	0	0	2327841	2327841	0	399992	0	1927849	12821915	3698009	0	0	754611	2457027	0	0	76174	5313119	5749631	320383	643744	0	0	0	104256	0	0	0	722897	7595047	46057261	211851	0	200546	141268	1129	10537541	4832815	360808	1873530	0	4351002	160406	0	56343	0	104063	3885	0	232	0	3653	0	0	0	0	4448884	4448884	0	0	0	0	0	0	0	0	118692	118692	0	0	0	118692	385008	385008	0	0	0	385008	8893728	0	0	0	8893728	0	382843	138660	24539172	15561550	8299614	61605515	0	3112310	4149807	61605515	68867632	839835	20500	860335	0	0	0	0	0	0	0	0	0	0	0	0	0	16519924		3211638	12103051							554793																																																																										
75651																																																																																																																																																													2664	0	0	12069	45825	620	0	0	0	0	0	0	0	0	641	1966	12637	8270	2142	23424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	36761	0	0	29361	533	6663	6663	12	12	0	0	0	12	472	2192	0	0	0	0	0	0	148	1494	10307	120	0	0	0	0	0	0	0	0	0	8079	21282	0	0	0	0	0	2351	0	0	
76135																																																																																																																																																													9929	0	0	19501	54727	1269	0	0	0	0	0	0	0	0	1553	10860	19075	7170	1571	18993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926	26495	0	0	24788	0	0	0	251	251	0	0	0	251	9827	102	0	0	0	0	0	0	-102	1033	18570	0	0	0	0	0	0	0	0	0	196	7170	17422	0	0	0	0	0	1778	0	0	
76153																																																																																																																																																													457	0	4576	0	36344	535	0	0	0	0	0	0	0	0	8	200	4206	4350	1850	28123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	31018	0	0	29957	0	0	0	20	20	0	0	0	20	200	257	0	0	0	1742	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	2168	1516	26273	0	0	0	0	0	1889	0	0	
76443																																																																																																																																																													13413	0	0	37635	111226	732	0	0	0	0	0	0	0	526	256	6295	41673	27160	2755	36016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	58319	0	0	55490	0	0	0	0	0	0	0	0	0	4429	8984	0	0	0	0	0	0	801	1866	29826	2095	3047	0	0	0	0	0	0	0	211	25065	30214	0	0	0	0	0	4131	13	0	
76854																																																																																																																																																													3198	0	0	31903	231313	3810	0	0	0	0	0	0	0	220	8559	4314	30452	34358	13246	162437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	188662	0	0	183467	0	0	0	0	0	0	0	0	0	1291	1907	0	0	0	0	0	0	2519	84	24349	4160	791	0	0	0	0	0	0	2939	1988	30140	148400	0	0	0	0	0	15045	1042	0	
77150																																																																																																																																																													3268	0	0	6182	54798	585	0	0	0	0	0	0	0	747	2827	722	11482	3208	1370	39825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	45495	0	0	42915	0	0	0	0	0	0	0	0	0	222	3046	0	0	0	0	0	0	146	500	5251	285	0	0	0	0	0	0	0	0	1547	2913	38455	0	0	0	0	0	1554	0	0	
77253																																																																																																																																																														0	17090	79218	235430	1025	0	0	0	0	0	0	0	0	0	8339	115881	26084	5813	85387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122280	0	0	103661	0	0	0	675	675	0	0	0	675	2384	7191	0	0	0	17030	60	0	626	5766	70705	2121	0	0	0	0	0	0	0	0	183	23903	79574	0	0	0	0	0	7561	137	189	
77422																																																																																																																																																													5209	0	0	37063	142550	2348	0	0	0	0	0	0	0	1560	0	15341	34368	1940	7278	93701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	101256	0	0	88363	0	0	0	0	0	0	0	0	0	4446	763	0	0	0	0	0	0	-452	10638	26877	0	0	0	0	0	0	0	0	0	0	1940	86423	0	0	0	0	0	7665	0	257	
77851																																																																																																																																																													42796	0	47588	105627	952344	9351	0	0	0	0	0	1182	0	0	55849	38169	135209	187604	66798	596166	991	145	0	25220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	770704	0	0	689145	3151	20819	20819	5918	5918	1080	0	0	4838	35479	7317	0	0	0	21390	22032	4166	3369	2690	92731	5752	1085	0	0	313	678	0	0	0	5886	159142	524117	0	0	0	0	0	71373	1178	0	
78157																																																																																																																																																													17263	0	3989	0	51066	340	0	0	0	0	0	0	0	0	103	14678	6575	17007	630	13146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	23034	0	0	29524	0	0	0	70	70	0	0	0	70	14678	2586	0	0	0	3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17007	12516	0	0	0	0	0	630	0	0	
78241																																																																																																																																																													4755	0	0	24955	54720	138	0	0	0	0	0	0	0	0	1352	8633	25343	4077	1948	16668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24554	0	0	18300	0	0	0	102	102	0	0	0	102	2066	2689	0	0	0	0	0	0	137	6567	17754	497	0	0	0	0	0	0	0	0	0	3580	14720	0	0	0	0	0	1948	0	0	
78559																																																																																																																																																													4970	0	0	7110	62210	792	0	0	0	0	0	0	0	0	0	3217	14070	7705	4287	37438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	43846	0	0	42755	0	0	0	0	0	0	0	0	0	2426	2544	0	0	0	0	0	0	-104	651	3169	3394	0	0	0	0	0	0	0	0	5292	4311	33151	0	0	0	0	0	5261	675	140	
78858																																																																																																																																																													63514	0	1661	311124	1404489	11112	0	0	0	0	0	2965	7101	1562	234228	128060	254687	104530	67387	923083	10668	1280	150361	14685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1780	50	1148009	0	0	947055	0	0	0	3203	3203	0	0	0	3203	47104	16410	0	0	0	1661	0	0	-1690	80956	228071	0	3787	0	0	0	10668	0	0	0	1284	93862	851909	0	0	0	0	0	80688	6931	0	
79042																																																																																																																																																													10351	0	0	75091	161503	740	0	0	0	0	0	0	0	532	259	15276	69954	51985	6336	25036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65761	0	0	61957	0	0	0	345	345	0	0	0	345	9250	1101	0	0	0	0	0	0	-8	6026	60345	8728	0	0	0	0	0	0	0	0	0	43257	18700	0	0	0	0	0	6519	0	0	
79127																																																																																																																																																													4304	0	0	8728	57933	726	0	0	0	0	0	0	0	0	2874	2106	11573	20202	3691	24663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	38311	0	405	41082	0	0	0	60	60	0	0	0	60	2099	2205	0	0	0	0	0	0	115	0	8613	0	0	0	0	0	0	0	0	0	313	20202	20567	0	0	0	0	0	3890	0	7	
79145																																																																																																																																																													6702	0	0	18626	163853	2028	0	0	0	0	0	0	0	359	11196	0	13033	33802	5927	118744	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	146144	0	0	133623	185	2313	2313	0	0	0	0	0	0	0	6702	0	0	0	0	0	0	302	0	5732	12592	0	0	0	0	0	404	0	0	0	21210	112413	0	0	0	0	0	5927	0	0	
79257																																																																																																																																																													7709	0	450	2201	24403	259	0	85	0	0	0	0	0	0	49	6499	4782	4258	412	9123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	12144	0	0	13890	0	0	0	0	0	0	0	0	0	6498	1211	0	0	0	0	450	0	0	1	2200	0	0	0	0	0	0	0	0	0	1371	3808	8711	0	0	0	0	0	412	0	0	
79855																																																																																																																																																													32460	0	3504	18064	166422	1627	0	0	0	0	0	1513	0	1353	9481	31473	24217	26431	2885	85931	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	109087	0	0	109663	0	0	0	226	226	0	60	0	166	24313	8147	0	0	0	2021	1483	0	-3	7149	10918	0	0	0	0	0	422	0	0	0	2160	24457	83046	0	0	0	0	0	3436	0	11	
80020																																																																																																																																																													4068	0	0	7760	28743	105	0	0	0	0	0	0	0	0	518	2209	9543	11752	837	5185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13229	0	0	15768	0	0	0	0	0	0	0	0	0	2203	1865	0	0	0	0	0	0	159	0	7294	307	0	0	0	0	0	0	0	0	0	11420	4348	0	0	0	0	0	923	0	6	
80150																																																																																																																																																													24686	0	0	170321	367914	241	0	0	0	0	0	0	0	0	8165	21151	151732	19035	13757	177824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223482	0	0	155142	0	0	0	1711	1711	0	0	0	1711	12063	12623	0	0	0	0	0	0	-1587	9088	131056	15235	16529	0	0	0	0	0	0	0	3804	3800	147538	0	0	0	0	0	14163	0	0	
80374																																																																																																																																																														0	0	3	162194	163	0	0	0	0	0	0	0	0	2978	1622	68792	79936	7559	12007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67222	0	0	84075	0	0	0	0	0	0	0	0	0	1622	66990	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	79630	4445	0	0	0	0	0	9667	0	0	
