"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
340555																																																																																																																																																																																																	6736	0	0	0	5151	45312	0	1082	0	4731	46119	0	0	0	0	4762	0	0	94	290	0	0	360	360	8799	8421	4558	2583	24616	0	321	0.0961	0.1698	0.1569	0.0000	0.0000	0.0000	4402	360	8	0	0	0	0	0	0	0	0	
340649																																																																																																																																																																																																	3963	0	0	0	34692	124771	0	1518	0	13959	121025	0	0	0	0	14321	0	0	0	4055	0	0	1158	1158	4303	26748	18707	6301	75262	509	0	0.1088	0.1552	0.1426	0.0000	0.0000	0.0000	13163	1158	796	0	0	0	0	0	0	0	0	
340742																																																																																																																																																																																																	41503	0	0	0	95655	511018	0	15385	0	54883	533860	0	0	0	0	63874	0	0	193	13851	0	0	5636	5636	37028	88776	17707	14266	415597	190	0	0.1091	0.1448	0.1320	0.0000	0.0000	0.0000	58238	5636	-3355	0	0	0	0	0	0	0	0	
340751																																																																																																																																																																																																	60812	0	0	35041	130836	412215	0	3475	0	42704	383620	0	0	0	0	39766	0	0	7517	6966	0	0	2848	2848	55326	99229	109152	6342	146197	0	0	0.0962	0.1750	0.1625	0.0000	0.0000	0.0000	36918	2848	5786	0	0	0	0	0	0	0	0	
341178																																																																																																																																																																																																	14056	0	0	2848	0	161430	0	4752	0	1433	162405	0	0	0	0	2866	0	0	0	101	0	0	1591	1591	9079	17350	32013	49253	107740	0	0	0.0088	0.0231	0.0115	0.0000	0.0000	0.0000	1433	1433	0	0	0	0	0	0	0	0	0	
341851																																																																																																																																																																																																	2110	0	0	0	16258	67398	0	611	0	9171	66436	0	0	0	0	9406	0	0	0	0	0	0	611	611	8150	9709	3102	1281	46672	0	0	0.1324	0.1854	0.1733	0.0000	0.0000	0.0000	8795	611	376	0	0	0	0	0	0	0	0	
341954																																																																																																																																																																																																	10635	0	0	0	14244	38196	0	112	0	3722	38084	0	0	0	0	3720	0	0	0	288	0	0	112	112	8205	16510	7449	825	5980	0	0	0.0947	0.2829	0.2744	0.0000	0.0000	0.0000	3608	112	114	0	0	0	0	0	0	0	0	
342054																																																																																																																																																																																																	7976	0	0	0	112370	288447	0	1548	0	24004	283865	0	0	0	0	22090	0	0	0	5334	0	0	1548	1548	21294	100968	99735	7403	64536	0	0	0.072365	0.159514	0.148336	0.000000	0.000000	0.000000	20542	1548	3462	0	0	0	0	0	0	0	0	
342175																																																																																																																																																																																																	75394	0	0	5373	229913	798888	16	10873	0	67681	760871	135	0	0	0	72498	0	0	0	8523	-3192	0	5514	5530	125213	187487	192468	40236	303697	4239	1451	0.0878	0.1667	0.1539	0.0000	0.0000	0.0000	66968	5530	2454	0	0	0	0	0	0	0	0	
342362																																																																																																																																																																																																	2293	0	0	0	120933	179142	0	638	0	20717	164899	0	0	0	0	14728	0	0	0	1228	0	0	637	637	8047	114787	10620	4934	37910	0	0	0.0871	0.2205	0.2110	0	0	0	14091	637	3473	0	0	0	0	0	0	0	0	
342410																																																																																																																																																																																																	81879	0	0	0	349341	1512118	0	25677	0	152238	1537441	0	0	0	0	137937	0	0	27424	13249	0	0	12458	12458	78497	340246	361652	76331	727415	7470	0	0.0827	0.1403	0.1276	0.0000	0.0000	0.0000	125479	12458	5993	0	0	0	0	0	0	0	0	
342634	241979	0	0	71046	2476905	9590216	0	88057	0	1242845	9458094	0	0	0	0	1059104	240000	0	14605	468806	-30276	49831	80741	130572	270943	2744287	1568602	521648	4727465	210269	0	0.1013	0.1642	0.1439	0.1012	0.1438	0.1638	928532	130572	49882	3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3435	0	7316	6451953	9163387	0	4117	9505	12616	0	5767877	0	0	0	155181	155181	0	0	0	155181	0	0	290341	4366	0	0	0	0	0	119695	122284	0	0	5291	64851	904	0	80781	41998	2334672	19454	0	0	0	0	210269	0	0	61978	166101	1333981	4205817	0	0	0	0	0	907682	286195	41981	53864	3994	278919	7303	0	0	0	7303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	82	0	0	82	0	0	0	0	0	0	0	234403	0	0	0	234403	0	0	3435	270943	2744287	1572119	5124352	0	548857	786060	5124352	6459269	0	2515	2515	932898	2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241979			71046	2476905	9590216									0																																		
343051																																																																																																																																																																																																	4058	0	0	1809	39446	91741	0	970	0	13442	91387	129	0	0	0	13208	0	0	0	706	0	0	554	554	2136	47569	14745	5926	27066	0	0	0.138466	0.300749	0.288134	0.000000	0.000000	0.000000	12654	554	788	0	0	0	0	0	0	0	0	
343248																																																																																																																																																																																																	5606	0	0	2614	6926	29751	0	274	0	4872	29333	0	0	0	0	5046	0	0	0	4955	0	0	234	234	4857	9485	2454	646	13131	0	0	0.1640	0.2700	0.2574	0.0000	0.0000	0.0000	4812	234	60	0	0	0	0	0	0	0	0	
343257																																																																																																																																																																																																	4837	0	0	0	16769	42474	0	96	0	3508	41922	0	0	0	0	3169	0	0	0	349	0	0	96	96	441	22665	1500	2998	17305	0	0	0.0733	0.1392	0.1350	0.0000	0.0000	0.0000	3073	96	435	0	0	0	0	0	0	0	0	
343770																																																																																																																																																																																																	5561	0	0	3644	5415	50273	0	196	0	4660	47970	0	0	0	0	4848	0	0	0	0	0	0	196	196	1434	21186	13386	230	14463	347	0	0.0970	0.1909	0.1832	0.0000	0.0000	0.0000	4652	196	8	0	0	0	0	0	0	0	0	
343903																																																																																																																																																																																																	13545	0	0	2008	8071	201159	311	1508	0	26226	198064	94	0	0	0	27620	0	0	0	0	-269	0	1508	1819	5681	17884	116412	10381	61897	0	0	0.130266	0.223284	0.208579	0.000000	0.000000	0.000000	25801	1819	694	0	0	0	0	0	0	0	0	
343958																																																																																																																																																																																																	1646	0	0	0	1600	44508	0	377	0	4195	44825	0	0	0	0	4537	0	0	0	0	0	0	377	377	413	8238	4054	1970	32127	0	0	0.0928	0.1267	0.1162	0.0000	0.0000	0.0000	4160	377	35	0	0	0	0	0	0	0	0	
344647																																																																																																																																																																																																	25748	0	0	1217	279432	722614	0	4747	0	64234	715457	0	0	0	0	61222	8674	0	2053	15391	0	0	4747	4747	46427	265242	57346	31370	346349	373	0	0.0792	0.1285	0.1185	0	0	0	56475	4747	4935	0	0	0	0	0	0	0	0	
344816																																																																																																																																																																																																	14096	0	0	0	59198	211620	0	1278	0	21335	208181	0	0	0	0	18432	0	0	0	0	0	0	1278	1278	55938	20553	34865	4271	97361	499	0	0.0835	0.1526	0.1420	0.0000	0.0000	0.0000	17154	1278	1398	0	0	0	0	0	0	0	0	
344852																																																																																																																																																																																																	7706	0	0	0	10625	33746	0	331	0	2996	32755	0	0	0	0	3095	0	0	0	0	0	0	305	305	491	10002	1969	2676	21409	0	0	0.0852	0.1270	0.1145	0.0000	0.0000	0.0000	2790	305	206	0	0	0	0	0	0	0	0	
345149																																																																																																																																																																																																	2961	0	0	16142	0	58570	0	251	0	4503	58611	0	0	0	0	4754	0	0	0	824	0	0	251	251	434	19573	17812	2525	21002	0	0	0.0768	0.1386	0.1313	0.0000	0.0000	0.0000	4503	251	0	0	0	0	0	0	0	0	0	
345309																																																																																																																																																																																																	63387	0	0	130048	87129	841642	0	7592	0	120150	834068	0	0	0	0	126487	0	0	1685	56461	-1675	0	6458	6458	49432	195397	307389	57532	294295	580	0	0.1439	0.2454	0.2328	0.0000	0.0000	0.0000	120029	6458	1796	0	0	0	0	0	0	0	0	
345345																																																																																																																																																																																																	23812	0	0	0	17668	231608	0	3262	0	25315	229076	0	0	0	0	26440	0	0	0	0	0	0	2340	2340	22638	25070	11795	8332	174184	989	0	0.105524	0.141954	0.129391	0.000000	0.000000	0.000000	24100	2340	523	0	0	0	0	0	0	0	0	
345747																																																																																																																																																																																																	10879	0	0	3883	128125	375698	0	4796	0	37937	379270	0	0	0	0	39043	0	0	0	7115	0	0	3189	3189	9965	127674	27856	22761	211873	0	0	0.0945	0.1540	0.1414	0.0000	0.0000	0.0000	35854	3189	2083	0	0	0	0	0	0	0	0	
345756																																																																																																																																																																																																	4686	0	0	0	51164	217569	0	2650	0	32043	210432	0	0	0	0	33337	0	0	0	5438	0	0	2028	2028	6599	50802	83460	20482	78135	18795	0	0.1488	0.2073	0.1947	0	0	0	31309	2028	734	0	0	0	0	0	0	0	0	
346566																																																																																																																																																																																																	4963	0	0	617	18485	59796	0	344	0	5741	58687	0	0	0	0	5389	0	0	0	0	0	0	344	344	1691	26523	16473	2388	14757	0	0	0.0860	0.1902	0.1781	0.0000	0.0000	0.0000	5045	344	696	0	0	0	0	0	0	0	0	
347022																																																																																																																																																																																																	35252	0	0	0	25939	158345	0	1808	0	23883	157792	0	0	0	0	24978	0	0	0	1320	0	0	1200	1200	34555	27929	15477	12621	82022	0	0	0.1507	0.2609	0.2483	0.0000	0.0000	0.0000	23778	1200	105	0	0	0	0	0	0	0	0	
347639																																																																																																																																																																																																	23132	0	0	1099	51053	269116	0	8951	0	19820	270235	0	0	0	0	19678	0	0	0	11224	0	0	1884	1884	31121	50282	30578	17268	164061	0	1051	0.066119	0.104434	0.094435	0.000000	0.000000	0.000000	17794	1884	913	0	0	0	0	0	0	0	0	
347657																																																																																																																																																																																																	6820	0	0	6309	1509	38164	0	228	0	5788	37650	0	0	0	0	6011	0	0	0	192	0	0	228	228	2180	10698	2360	639	23145	0	0	0.153599	0.226309	0.217725	0	0	0	5783	228	5	0	0	0	0	0	0	0	0	
347956																																																																																																																																																																																																	49571	0	0	0	1760	222187	0	2730	0	21115	216066	0	0	0	0	23083	0	0	0	5458	0	0	2023	2023	51104	5769	19754	10701	148198	1869	0	0.0975	0.1433	0.1307	0.0000	0.0000	0.0000	21060	2023	55	0	0	0	0	0	0	0	0	
348159																																																																																																																																																																																																	15852	0	0	0	5885	61225	1	900	0	5957	62725	0	0	0	0	6404	0	0	0	0	0	0	505	506	14383	10969	6075	3037	30610	0	0	0.094029	0.160056	0.147409	0.000000	0.000000	0.000000	5898	506	59	0	0	0	0	0	0	0	0	
348207																																																																																																																																																																																																	120834	0	0	89850	2493	688636	0	4044	0	47274	585080	0	0	0	0	51375	0	0	0	0	0	0	4101	4101	117146	59916	244621	21783	270997	2663	0	0.080799	0.126697	0.116584	0.000000	0.000000	0.000000	47274	4101	0	0	0	0	0	0	0	0	0	
348458																																																																																																																																																																																																	8452	0	0	0	24591	169368	0	3322	0	18573	173659	0	0	0	0	19715	0	0	0	9763	0	0	1646	1646	10025	24017	32707	2679	105437	0	0	0.104049	0.151634	0.138974	0.000000	0.000000	0.000000	18069	1646	504	0	0	0	0	0	0	0	0	
348542																																																																																																																																																																																																	21618	0	0	0	15473	241068	0	2856	0	23594	234310	0	0	0	0	25143	9906	0	0	5692	0	0	2268	2268	19857	17435	65993	8449	140547	0	0	0.0977	0.1390	0.1265	0.0000	0.0000	0.0000	22875	2268	469	991	0	0	0	0	0	0	0	
348551																																																																																																																																																																																																	22381	0	0	0	129368	415724	0	3398	0	33158	412959	0	0	0	0	34978	0	0	0	4327	0	0	3398	3398	40411	117620	50508	24546	208020	3142	0	0.076472	0.125535	0.113340	0.000000	0.000000	0.000000	31580	3398	1578	0	0	0	0	0	0	0	0	
348720																																																																																																																																																																																																	66822	0	0	0	23122	591191	0	10641	0	74355	596975	0	0	0	0	79566	415	0	1103	18731	0	0	5747	5747	65537	28500	125821	37575	381362	227	0	0.123741	0.174933	0.162297	0.000000	0.000000	0.000000	73819	5747	120	4	0	0	0	0	0	0	0	
348748																																																																																																																																																																																																	2479	0	0	385	26152	116193	0	1540	0	12004	116080	0	0	0	0	12568	0	0	0	0	0	0	996	996	1670	25085	31248	5333	59013	0	0	0.0997	0.1588	0.1462	0	0	0	11572	996	432	0	0	0	0	0	0	0	0	
349129																																																																																																																																																																																																	15544	0	0	0	60402	140504	0	1005	0	22416	140760	0	0	0	0	21304	0	0	0	0	0	0	792	792	28675	44978	23239	4990	42627	0	0	0.145723	0.337409	0.324865	0.000000	0.000000	0.000000	20512	792	1904	0	0	0	0	0	0	0	0	
349165																																																																																																																																																																																																	21809	0	0	0	89679	194871	0	1368	0	20629	192405	0	0	0	0	18851	672	0	0	0	0	0	1102	1102	28157	81482	23887	8907	59833	672	0	0.092262	0.214657	0.202109	0.000000	0.000000	0.000000	17749	1102	2852	0	0	0	0	0	0	0	0	
349343																																																																																																																																																																																																	7907	0	0	0	3203	104377	0	1020	0	12212	104809	0	0	0	0	13159	0	0	255	0	0	0	1020	1020	3211	8614	13727	6928	79771	534	0	0.1158	0.1473	0.1359	0.0000	0.0000	0.0000	12139	1020	73	0	0	0	0	0	0	0	0	
349370																																																																																																																																																																																																	79665	0	0	7100	33908	489925	0	7366	0	53809	495823	0	0	0	0	56125	0	0	0	9038	0	0	4130	4130	78584	46280	105313	46264	264736	977	0	0.1049	0.1711	0.1585	0.0000	0.0000	0.0000	51995	4130	1752	0	0	0	0	0	0	0	0	
350657																																																																																																																																																																																																	3550	0	0	0	20577	43033	0	219	0	4482	40503	0	0	0	0	3806	0	0	0	1326	0	0	219	219	4727	25001	3246	983	9383	0	0	0.0886	0.2256	0.2127	0.0000	0.0000	0.0000	3587	219	895	0	0	0	0	0	0	0	0	
350750																																																																																																																																																																																																	27773	0	0	0	1702	141822	0	2046	0	13654	139102	0	0	0	0	14837	0	0	0	2782	0	0	1290	1290	28248	1848	25294	7705	88371	0	0	0.0974	0.1459	0.1332	0.0000	0.0000	0.0000	13547	1290	107	0	0	0	0	0	0	0	0	
351131																																																																																																																																																																																																	1200	0	0	0	24074	53857	0	404	0	12004	55965	0	0	0	0	12015	0	0	0	0	0	0	404	404	100	16867	11940	1827	24775	0	0	0.207469	0.350926	0.339126	0	0	0	11611	404	393	0	0	0	0	0	0	0	0	
351560																																																																																																																																																																																																	48029	0	0	399	0	187190	0	3163	0	18846	189923	0	0	0	0	20274	0	0	1245	8512	0	0	1790	1790	4735	53693	8614	11317	123311	0	362	0.097510	0.142938	0.130318	0.000000	0.000000	0.000000	18484	1790	0	0	0	0	0	0	0	0	0	
351850																																																																																																																																																																																																	10363	0	0	0	4907	235950	0	4032	0	25076	234272	0	0	0	0	25663	0	0	123	0	0	0	2292	2292	7023	26775	53040	5216	151438	0	0	0.100459	0.141272	0.128655	0.000000	0.000000	0.000000	23371	2292	75	0	0	0	0	0	0	0	0	
352035																																																																																																																																																																																																	14691	0	0	0	31462	250108	0	4319	0	28849	256246	0	0	0	0	28792	0	0	0	5181	0	0	2559	2559	12208	39461	11889	14930	188147	0	1120	0.1039	0.1419	0.1293	0.0000	0.0000	0.0000	26233	2559	-1252	0	0	0	0	0	0	0	0	
352651																																																																																																																																																																																																	5754	0	0	0	3568	25409	0	219	0	3116	25128	0	0	0	0	3318	0	0	0	923	0	0	219	219	4142	4351	1970	281	15147	0	0	0.1233	0.1881	0.1757	0.0000	0.0000	0.0000	3099	219	17	0	0	0	0	0	0	0	0	
352745																																																																																																																																																																																																	34110	0	0	170	36371	163956	0	1166	0	17275	160073	0	0	0	0	18034	0	0	108	878	0	0	1166	1166	66785	4945	21816	2672	71170	0	0	0.1054	0.1792	0.1676	0.0000	0.0000	0.0000	16868	1166	407	0	0	0	0	0	0	0	0	
352772																																																																																																																																																																																																	250456	0	0	79289	383670	4079006	0	83201	0	496724	4025118	346	0	0	84019	503965	21966	0	529	283949	0	0	40332	40332	285744	536952	783976	261043	2577759	2003	27320	0.116073	0.158296	0.145627	0.000000	0.000000	0.000000	463633	40332	2302	617	6718	12171	0	0	0	0	0	
352820																																																																																																																																																																																																	7818	0	0	9	56617	128312	0	674	0	13904	124393	0	0	0	0	13714	0	0	0	0	0	0	674	674	9232	65395	22352	2787	30591	0	0	0.1048	0.2500	0.2378	0.0000	0.0000	0.0000	13040	674	864	0	0	0	0	0	0	0	0	
353238																																																																																																																																																																																																	15826	0	0	11170	27364	157465	0	1876	0	21045	156762	0	0	0	0	21832	0	0	0	3371	0	0	1338	1338	5434	42153	29445	12274	81707	815	0	0.1307	0.2049	0.1924	0.0000	0.0000	0.0000	20494	1338	551	0	0	0	0	0	0	0	0	
353546																																																																																																																																																																																																	16003	0	0	0	41811	119589	0	1065	0	11964	118616	0	0	0	0	11309	0	0	0	0	0	0	784	784	5146	52147	21451	6174	40799	0	0	0.0893	0.1809	0.1683	0.0000	0.0000	0.0000	10525	784	733	0	0	0	0	0	0	0	0	
353555																																																																																																																																																																																																	598253	0	0	9388	307551	3049186	0	31206	0	312576	2957550	0	0	0	0	342895	380	0	15678	366319	-1845	0	29273	29273	520743	474114	133893	85613	1950843	491	0	0.1060	0.1465	0.1340	0	0	0	313622	29273	708	0	0	13436	0	0	0	0	0	
353724																																																																																																																																																																																																	16883	0	0	7838	0	181771	0	1902	0	25383	179205	0	0	0	0	27285	0	0	9870	15107	0	0	1902	1902	14161	12131	22796	18941	134585	979	0	0.141642	0.169579	0.157758	0.000000	0.000000	0.000000	25383	1902	0	0	0	0	0	0	0	0	0	
353957																																																																																																																																																																																																	736	0	0	0	25874	43231	0	1061	0	9254	42494	64	0	0	0	8626	0	0	0	3682	0	0	205	205	6836	25696	2275	328	8652	0	0	0.1982	0.5560	0.5428	0.0000	0.0000	0.0000	8421	205	833	0	0	0	0	0	0	0	0	
354057																																																																																																																																																																																																	4923	0	0	612	75892	112423	0	283	0	19033	110471	0	0	0	0	16118	0	0	24	96	0	0	283	283	14334	48772	24386	4561	22016	0	0	0.143341	0.366127	0.359698	0.000000	0.000000	0.000000	15835	283	3198	0	0	0	0	0	0	0	0	
354253																																																																																																																																																																																																	1159	0	0	0	13254	42991	0	452	0	5097	43983	0	0	0	0	4969	0	0	0	0	0	0	344	344	1130	17018	1306	2288	23499	0	0	0.1052	0.1810	0.1685	0.0000	0.0000	0.0000	4625	344	472	0	0	0	0	0	0	0	0	
354310																																																																																																																																																																																																	144688	0	0	30526	379313	2148274	0	31002	0	274214	2091042	1301	0	0	0	249511	54972	0	17226	70998	0	0	20489	20489	123985	422488	169154	94865	1400077	1724	0	0.112424	0.153217	0.140636	0.000000	0.000000	0.000000	229022	20489	6278	1359	0	0	0	0	0	0	0	
354552																																																																																																																																																																																																	10228	0	0	0	100866	227002	0	1584	0	24809	225032	0	0	0	0	24505	891	0	0	3990	0	0	1734	1734	44072	60140	27492	18414	94767	0	0	0.1014	0.1650	0.1533	0	0	0	22771	1734	1673	0	0	0	0	0	0	0	0	
354851																																																																																																																																																																																																	17821	0	0	0	4359	58583	0	1674	0	5684	57633	0	0	0	0	6109	0	0	0	0	0	0	429	429	16880	9293	3798	2183	30280	0	0	0.0986	0.1847	0.1717	0.0000	0.0000	0.0000	5680	429	4	0	0	0	0	0	0	0	0	
354954																																																																																																																																																																																																	6087	0	0	0	15191	40398	0	241	0	6169	40703	0	0	0	0	6005	0	0	0	1584	0	0	245	245	236	20259	4318	965	15177	0	0	0.1415	0.2707	0.2597	0.0000	0.0000	0.0000	5760	245	409	0	0	0	0	0	0	0	0	
355120																																																																																																																																																																																																	10571	0	0	0	45751	358604	0	3095	0	41549	356842	0	0	0	0	44008	0	0	0	0	0	0	3095	3095	6632	84664	52970	21374	215771	0	0	0.114653	0.169311	0.157404	0.000000	0.000000	0.000000	40913	3095	636	0	0	0	0	0	0	0	0	
355559																																																																																																																																																																																																	54085	0	0	0	57097	282730	0	1988	0	27185	272092	1348	0	0	0	25970	0	0	0	15319	0	0	1988	1988	37671	54334	39299	10018	149334	0	0	0.0887	0.1383	0.1277	0.0000	0.0000	0.0000	23982	1988	1431	0	0	0	0	0	0	0	0	
355737																																																																																																																																																																																																	5773	0	0	811	0	14332	0	141	0	1831	14369	54	0	0	0	1895	0	0	0	0	0	0	64	64	1008	8284	1311	295	3870	0	0	0.1274	0.3098	0.2993	0.0000	0.0000	0.0000	1831	64	0	0	0	0	0	0	0	0	0	
355746																																																																																																																																																																																																	31156	0	0	39274	8545	179782	0	1488	0	17144	169004	0	0	0	0	17455	0	0	0	0	0	0	1330	1330	19548	52422	24939	7757	83191	0	0	0.0960	0.1646	0.1520	0.0000	0.0000	0.0000	16125	1330	27	0	0	0	0	0	0	0	0	
355821																																																																																																																																																																																																	12184	0	0	14065	42830	246017	0	2797	0	23605	243014	0	0	0	0	24914	0	0	0	0	0	0	1880	1880	17920	82252	28368	11048	119409	0	0	0.0948	0.1666	0.1541	0.0000	0.0000	0.0000	23034	1880	571	0	0	0	0	0	0	0	0	
355858																																																																																																																																																																																																	53184	0	0	18299	102381	674204	0	26403	0	142276	690855	0	0	0	0	141194	0	0	0	17017	0	0	6274	6274	67289	142906	40699	33635	441346	1595	0	0.196921	0.293294	0.280262	0.000000	0.000000	0.000000	134920	6274	1650	0	0	0	0	0	0	0	0	
356145																																																																																																																																																																																																	5121	0	0	0	2853	27694	0	288	0	3704	28544	89	0	0	0	3060	0	0	0	161	0	0	140	140	4097	9427	4100	554	9593	0	0	0.1051	0.2270	0.2166	0.0000	0.0000	0.0000	2920	140	19	0	0	0	0	0	0	0	0	
356239																																																																																																																																																																																																	5150	0	0	1325	58421	210390	0	1957	0	22421	214449	0	0	0	0	20614	0	0	0	4612	0	0	1884	1884	13038	50972	17179	9050	127467	164	0	0.0882	0.1375	0.1250	0.0000	0.0000	0.0000	18730	1884	1609	0	0	0	0	0	0	0	0	
356659																																																																																																																																																																																																	11764	0	0	329	8481	187565	0	2706	0	22442	189312	604	0	0	0	23887	0	0	0	2071	0	0	1446	1446	14398	11117	104871	2248	59883	0	0	0.1185	0.2087	0.1961	0.0000	0.0000	0.0000	22441	1446	1	0	0	0	0	0	0	0	0	
356752																																																																																																																																																																																																	9571	0	0	0	22903	54089	0	431	0	8181	53316	0	0	0	0	8075	0	0	0	0	0	0	286	286	1023	29041	13584	1673	10278	0	0	0.1461	0.3552	0.3426	0.0000	0.0000	0.0000	7789	286	392	0	0	0	0	0	0	0	0	
356949																																																																																																																																																																																																	2173	0	0	0	45863	93744	0	2636	0	11883	95029	0	0	0	0	9754	0	0	0	2237	0	0	727	727	11516	37962	16205	3455	27431	0	2328	0.0974	0.2023	0.1872	0.0000	0.0000	0.0000	9027	727	528	0	0	0	0	0	0	0	0	
357049																																																																																																																																																																																																	34315	0	0	0	95839	272534	0	4137	0	47751	271533	748	0	0	0	48340	0	0	0	3170	0	0	1915	1915	31544	94331	35418	19691	114095	0	0	0.1710	0.3219	0.3091	0.0000	0.0000	0.0000	46425	1915	1326	0	0	0	0	0	0	0	0	
357151																																																																																																																																																																																																	46046	0	0	0	0	119315	0	763	0	16018	122789	0	0	0	0	16781	0	0	0	420	0	0	763	763	45334	2012	8198	2835	64534	0	0	0.130451	0.241457	0.230478	0.000000	0.000000	0.000000	16018	763	0	0	0	0	0	0	0	0	0	
357526																																																																																																																																																																																																	22990	0	0	4999	40	139457	18	1817	0	17685	135651	0	0	0	0	20930	0	0	0	3941	-1597	0	1657	1675	14044	13415	32843	21161	82547	0	0	0.1403	0.1581	0.1455	0.0000	0.0000	0.0000	19255	1675	27	0	0	0	0	0	0	0	0	
357553																																																																																																																																																																																																	7523	0	0	0	68014	151003	0	1232	0	19353	151571	0	0	0	0	19475	0	0	755	5016	0	0	1103	1103	10434	66932	2824	3619	70559	0	0	0.121211	0.221496	0.208951	0.000000	0.000000	0.000000	18372	1103	981	0	0	0	0	0	0	0	0	
357777																																																																																																																																																																																																	26002	0	0	48410	0	219678	0	1184	0	21611	218861	642	0	0	0	22795	0	0	0	0	0	0	1184	1184	1827	74594	102228	3316	42213	0	0	0.0987	0.1968	0.1866	0.0000	0.0000	0.0000	21611	1184	0	0	0	0	0	0	0	0	0	
357834																																																																																																																																																																																																	7644	0	0	19877	0	62415	0	480	0	6505	64389	0	0	0	0	6960	0	0	0	136	0	0	455	455	417	27439	8486	815	26553	89	0	0.1010	0.1911	0.1786	0.0000	0.0000	0.0000	6505	455	0	0	0	0	0	0	0	0	0	
357937																																																																																																																																																																																																	31772	0	0	15431	3768	214582	0	2692	0	23295	217548	0	0	0	0	25247	0	0	0	2045	0	0	1950	1950	4680	48952	41980	18468	121664	0	0	0.107089	0.162591	0.150033	0	0	0	23297	1950	-2	0	0	0	0	0	0	0	0	
358112																																																																																																																																																																																																	4282	0	0	5034	52692	123615	0	648	0	16587	123864	0	0	0	0	12131	0	0	0	1213	0	0	648	648	5692	56757	26971	5825	29739	0	0	0.0952	0.2190	0.2073	0.0000	0.0000	0.0000	11483	648	1836	0	0	0	0	0	0	0	0	
