"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK075	RCONK076	RCONK077	RCONK078	
758703																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	266	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	140	0	0	299	0	0	186	0	0	0	0	0	0	0	3672	773	447	0	0	0	0	0	1377	0	0	0	0	265	3300	0	0	0	0	301	0	0	0	0	1790	0	0	2075	0	0	0	0	0	0	0	0	458	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
758842																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0				0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
758851																																																																																																																							0	0	0										52	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0				0	0	0	0	0	690	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
759045																																																																																																																							11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	126	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
759625																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	133	200	74	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	346	23	2397	1213	113	217	0	0	0	0	0	0	0	0	162	0	43	0	2430	568	0	398	0	0	0	0	305	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760210																																																																																																																							0	0	0										71	0	172	106	0	109	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	1993	905	0	0	0	0	0	0				0	0	0	0	0	0	600	0	0	0	14	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760331																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	2838	16	1119	0	8	0	0	0	360	0	0	0	0	0	0	0	0	0	0	158	0	0	0	166	1498	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760340																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760434																																																																																																																							0	0	0							0	0	0	19	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	95	69	0	0	0	0	0	0				0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760649																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760854																																																																																																																							0	0	0	0	0	0	0	0	0	77	0	0	119	0	32	9	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	51	0	20	0	0	77	0	0	0	27	7	0	0	0	0	0	418	154	1598	171	63	0	0	0	4962	0	0	0	0	0	0	0	0	0	68	0	489	0	0	2608	47	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760939																																																																																																																							0	0	0										300	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	147	0	0	0	0	0	0				0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760957																																																																																																																							0	0	0										0	89	260	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	65	0				0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761244																																																																																																																							0	0	0										141	114	109	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	223	0	1047	338	0	0	0	0	580	0				0	0	0	0	2204	0	34	0	37	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761347																																																																																																																							0	0	0										0	0	31	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	82	0	0	0	0	0	0	0				0	0	0	0	0	0	217	0	0	0	389	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761459																																																																																																																							0	0	0							0	394	334	599	62	0	104	1283	0	0	0	0	0	0	0						0	0	0	0	0	0	394	334	0	0	0	0	0	0	0	0	0	0	0	96	0	114	248	15	0	0	0	0	0				0	0	0	168	0	0	370	40	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761543																																																																																																																							0	0	0							0	713	297	30	0	0	117	0	0	0	0	0	0	0	0						0	0	0	21	0	0	713	297	0	0	0	0	0	0	0	0	0	0	0	172	37	99	0	152	0	0	0	83	0				373	400	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761806	0	0	0	5864	23	27448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	160	0	0	0	0	0	0	17935	8663	0	0	0	138	0	3	0	0	0	0	0	0	1911	0	8690	335	0	3492	1576	0	5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	0	12607	0	0	0	0	0	0	0	0	0	0	0	0	3109	0	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	561												5382	0	5989														54621	24525	11939	148	6239	0								0	43	0	0	3693	0	154	942	5296	0	9852	274	3756	0	55693																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
761833																																																																																																																							0	0	0										0	0	554	0	0	0	0	0	0	0	0	0						0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	449	179	0	0	0	0	303	0				0	0	0	23	0	0	0	0	0	0	235	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761851																																																																																																																							667	0	43							0	0	0	4	43	216	0	0	222	0	0	0	0	0	0						0	0	0	0	0	0	921	247	678	0	0	0	0	0	0	0	0	0	0	16	0	85	0	0	0	0	0	0	0				0	0	0	0	0	0	695	0	0	0	129	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
761954																																																																																																																							0	0	0							0	0	0	166	0	2107	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	43	3	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	2370	0				160	0	0	0	0	0	59	135	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762045																																																																																																																							0	0	0							0	0	0	171	0	0	0	0	230	0	0	0	0	0	0						0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	299	0	110	0	0	0	0	0	280	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762353																																																																																																																							0	0	0							0	0	0	28	0	0	367	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	40	0	17	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762447																																																																																																																							0	0	0	0	0	0	0	0	0	755	36	0	61	0	750	233	0	474	0	0	535	0	0	1661	0	0	0	0	0	0	0	0	10	0	134	36	0	755	0	0	0	0	0	0	0	0	0	0	1183	254	479	0	63	0	0	0	2057	0	0	0	0	0	0	0	0	0	231	50	0	0	0	420	677	0	0	157	0	0	0	0	0	0	0	0	317	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762474																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	11	0	29	0	0	0	437	0	0	86	25	3938	0	0	0	0	0	0	0	0	377	0	119	39	0	0	0	0	0	0	0	0	0	0	0	0	12950	271	13775	0	129	0	0	0	6886	91	0	0	0	0	0	0	0	0	0	97	0	0	0	115	0	6304	0	5559	0	0	0	0	0	0	12249	0	11868	2414	0	2674	9835	0	9194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762625																																																																																																																							0	0	0							0	0	0	3	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1626	0	1131	0	0	0	0	0	0	0				850	0	0	0	0	374	0	0	0	0	0	211	0	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762773																																																																																																																							0	0	0										0	0	0	0	0	0	388	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	515	48	0	0	0	0	0	0	285	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763211																																																																																																																							0	0	0										200	231	654	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	692	42	0	0	0	0	123	0				0	0	0	0	0	0	0	0	0	0	14	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763556																																																																																																																							0	0	0										186	0	0	0	0	0	0	0	218	0	0	0						0	0	0	0	403	0	18	0	0	0	0	0	0	0	0	0	0	0	0	387	167	577	75	424	0	0	0	0	0				0	154	0	0	0	422	0	654	0	137	0	0	7	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763677																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	174	0	145	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	282	0	283	0	0	0	0	0	0	12	0	0	0	0	0	0	3131	236	1841	0	0	0	0	0	1397	0	0	0	0	0	3903	0	0	0	624	564	171	0	0	1244	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763752																																																																																																																							0	0	0										0	0	518	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	10	0	0	0	0	0	224	0				0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
763930																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	782	218	1489	177	126	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	75	133	9	0	530	0	0	0	53	3	0	0	0	0	0	3605	24	5279	987	150	0	0	0	724	0	0	0	0	139	85	0	0	0	2690	823	822	21	12	3988	1056	63	232	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764030																																																																																																																							0	0	0	0	0	0	0	0	0	622	161	0	1124	0	1563	847	0	3771	0	0	624	0	0	0	0	0	0	0	0	0	0	0	1077	0	1903	161	0	622	0	0	0	0	0	0	0	0	0	0	14654	1396	4883	0	1148	0	0	0	9588	0	0	0	0	645	6133	0	0	0	3718	2141	2204	0	0	9916	2510	590	0	3485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	60	0	0	210	252	0	137	788	0	3898	223	0	42	0	0	103	288	0	1155	0	0	73	0	0	127	0	
764058																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	25	12	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764067																																																																																																																							0	0	0							0	30	0	57	0	433	0	0	0	0	792	0	0	0	0						0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	42	10	0	0	0	1093	0				0	0	0	0	0	0	33	0	0	0	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764142																																																																																																																							0	0	0							13	238	0	17	0	115	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	238	0	492	0	0	0	0	0	0	0	0	0	0	91	36	20	0	0	0	0	0	0	0				0	0	0	0	0	0	89	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764151																																																																																																																							0	0	0							31	30	0	30	0	132	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	30	0	31	30	0	31	0	0	0	0	0	0	0	83	0	197	0	0	0	0	0	93	324				0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764441																																																																																																																							0	0	0							0	62	0	68	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	12	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
764816																																																																																																																							0	0	0										3	0	0	71	40	35	0	0	0	0	0	0						0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1664	63	1814	250	75	0	0	0	427	0				0	0	0	0	0	0	0	59	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765019																																																																																																																							302	0	110	0	0	0	0	0	0	0	0	0	200	0	2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2615	0	0	0	0	0	0	0	0	0	0	0	0	0	2852	981	2273	0	193	0	0	0	993	0	0	0	0	0	0	0	0	0	0	290	0	0	0	1064	0	197	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765318																																																																																																																							0	0	0										0	110	0	0	0	0	0	0	0	0	0	0						0	0	0	30	0	0	14	49	0	0	0	0	15	12	0	0	0	0	0	577	0	178	232	0	0	0	0	4257	0				0	36	0	27	0	289	0	0	0	0	754	3503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765354																																																																																																																							0	0	0										142	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	442	0	28	0	0	0	429	0				0	7	0	0	0	19	562	286	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765505																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	63	6	0	4	0	0	0	0	0	0	0	0	0	0	4119	9	104	0	0	0	0	0	104	0	0	0	0	182	72	0	0	0	0	184	0	0	0	44	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765662																																																																																																																							0	0	0							0	0	0	15	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
765877																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
766052																																																																																																																							0	0	0							0	0	0	16	44	43	145	0	0	0	0	0	0	0	0						0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	119	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
766164																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	24996	2076	32074	1113	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	4134	0	1447	0	0	0	0	0	0	0	0	0	0	1249	74	1191	73	37	0	0	0	17447	0	0	0	0	199	78	0	78	0	276	1145	1387	105	0	1782	1134	16	0	44	0	0	0	0	0	0	913	0	227	819	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
766258																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	664	0	9488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	1906	1156	0	0	0	0	0	482	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	1871	0	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767040																																																																																																																							0	0	0							0	0	0	128	0	177	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	291	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	50	223	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767152																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	13	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	68	0	0	0	0	0	0				0	0	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767246																																																																																																																							0	0	0							74	62	0	23	0	69	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	62	0	74	0	0	0	0	0	0	0	0	0	0	309	9	353	147	5	0	0	0	0	0				104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767255																																																																																																																							0	0	0							0	0	0	0	0	0	40	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	63	24	0	0	0	0	0	56	8				0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
