"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
651448																																																																																																																																																																0																																																																																	
651457																																																																																																																																																																5901																																																																																	
651541																																																																																																																																																																13217																																																																																	
651756																																																																																																																																																																31010																																																																																	
651859																																																																																																																																																																673390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673390	0	0	673390	0	0	0	0	0	
651952																																																																																																																																																																17135									0	0	0																									0			0																																										
652043																																																																																																																																																																41702																																																																																	
652070																																																																																																																																																																0																																																																																	
652445																																																																																																																																																																73403																																																																																	
652753																																																																																																																																																																41081																																																																																	
652874																																																																																																																																																																1527554	0	0	0	0	0	0	0	0				0	0	0	233943	0	0	0	0	0	0	0	0	0	0	233943	0	0	0	0	0	0	0	0	0		0	0		51765	0	0	51765	0	0	1527554	0	0	0	0	0	0	233943	0	0	233943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1813262	0	0	1813262	0	0	0	0	0	
652959																																																																																																																																																																0																																																																																	
652977																																																																																																																																																																23646																																																																																	
653134																																																																																																																																																																42492									0	0	0																									0			0																																										
653349																																																																																																																																																																111328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111328	0	0	111328	0	0	0	0	0	
653433																																																																																																																																																																28639																																																																																	
653611																																																																																																																																																																40643	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	40643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40643	0	0	40643	0	0	0	0	0	
653648																																																																																																																																																																221876	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	221876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221876	0	0	221876	0	0	0	0	0	
653778																																																																																																																																																																88899																																																																																	
653947																																																																																																																																																																26390																																																																																	
654047																																																																																																																																																																21065																																																																																	
654252																																																																																																																																																																145288																																																																																	
654300																																																																																																																																																																23846																																																																																	
654542																																																																																																																																																																30474																																																																																	
654579																																																																																																																																																																3974																																																																																	
655530																																																																																																																																																																2237																																																																																	
655660																																																																																																																																																																7455																																																																																	
655839																																																																																																																																																																21768																																																																																	
656032																																																																																																																																																																77390																																																																																	
656247																																																																																																																																																																6032																																																																																	
656359																																																																																																																																																																46279																																																																																	
656377																																																																																																																																																																1266209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	0	1139	0	522	1265687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267348	0	522	1266826	0	0	0	0	0	
656470																																																																																																																																																																257805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257805	0	0	257805	0	0	0	0	0	
656658																																																																																																																																																																21249																																																																																	
656733	1497543	34076	39914	0	0	0	0	0	0				0	0	0	0	0	0	0	0	737235	722993	0	0		0	0		264504	0	1119	0	0	11077	1486028	438	0	0	0	0	0	722754	0	0	722754	0	14481	0	0	14481	0	0	2366	31710	0	3	0	0	3	0	2533361	0	14562	2254976	263823	0	0	0	0	0	0	1583	38331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41034	0	2702	38332	0	261446				261446	1939				1939	1119		1119																		1			1		1119		1119																		263385	1120	0	1119	1	0	0	0	0	0	1497543	34076	39914										0	0	0	737235	0	0	0	0	0	0	0	0	0	0	722993	0	0	0	0	0	0	0																																																
656779																																																																																																																																																																11438																																																																																	
657178																																																																																																																																																																4617																																																																																	
657271																																																																																																																																																																112503	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		9666	0	0	0	0	87933	24570	0	0	0	0	0	0	14440	0	0	14440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136609	0	87933	39010	9666	0	0	0	0	
657365																																																																																																																																																																598440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22690	575750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598440	0	22690	575750	0	0	0	0	0	
657459																																																																																																																																																																369289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369289	0	0	369289	0	0	0	0	0	
657758																																																																																																																																																																26295																																																																																	
657954																																																																																																																																																																17734																																																																																	
658072																																																																																																																																																																996																																																																																	
658474																																																																																																																																																																0																																																																																	
658924																																																																																																																																																																11841																																																																																	
659341																																																																																																																																																																64546																																																																																	
659453																																																																																																																																																																18707																																																																																	
659556																																																																																																																																																																13854									0	0	0																									0			0																																										
659640																																																																																																																																																																0																																																																																	
659734																																																																																																																																																																83413																																																																																	
659855																																																																																																																																																																2108736	8765	9099	0	0	0	0	0	0				0	0	0	49729	0	0	0	0	0	0	0	0	0	0	49729	0	0	0	0	0	0	0	0	0		0	0		1956	0	0	1956	0	0	2108736	0	0	0	0	0	0	49729	0	0	49729	0	0	0	0	0	0	0	0	8765	0	0	0	0	0	0	2169186	0	0	2169186	0	0	0	0	0	
660066																																																																																																																																																																40485																																																																																	
660253																																																																																																																																																																0																																																																																	
660271																																																																																																																																																																82878																																																																																	
660570																																																																																																																																																																23655																																																																																	
660655																																																																																																																																																																553238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	208	0	4782	548456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553446	0	4782	548664	0	0	0	0	0	
660879																																																																																																																																																																0																																																																																	
660927																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
661072																																																																																																																																																																5943																																																																																	
661157																																																																																																																																																																0																																																																																	
661223																																																																																																																																																																18689									0	0	0																									0			0																																										
661308																																																																																																																																																																1030469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12459	1018010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030469	0	12459	1018010	0	0	0	0	0	
661474																																																																																																																																																																0																																																																																	
661858																																																																																																																																																																25665																																																																																	
662350																																																																																																																																																																12479									0	0	0																									0			0																																										
662369																																																																																																																																																																583200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2674	0	0	2674	0	0	583200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585874	0	0	585874	0	0	0	0	0	
662640																																																																																																																																																																208247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208247	0	0	208247	0	0	0	0	0	
662659																																																																																																																																																																66603																																																																																	
662949																																																																																																																																																																181306																																																																																	
663058																																																																																																																																																																88871									0	0	0																									0			0																																										
663245																																																																																																																																																																1251239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251239	0	0	1251239	0	0	0	0	0	
663450																																																																																																																																																																14766																																																																																	
663638																																																																																																																																																																35544																																																																																	
663647																																																																																																																																																																22447																																																																																	
663656																																																																																																																																																																16585																																																																																	
663834																																																																																																																																																																340922	0	0	0	0	0	0	0	0				0	0	0	0	0	8371	34451	0	0	0	0	0	0	0	0	0	8720	35961	0	0	0	0	0	0		0	0		443	0	0	443	0	4873	336049	0	0	0	0	0	0	147	0	0	0	147	42822	0	0	42822	0	0	0	0	0	0	0	0	0	0	384334	0	4873	379314	147	0	0	0	0	
663955																																																																																																																																																																25268																																																																																	
664176																																																																																																																																																																2467																																																																																	
664206																																																																																																																																																																279961	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		515	0	0	515	0	0	279961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280476	0	0	280476	0	0	0	0	0	
664653																																																																																																																																																																7913																																																																																	
664756																																																																																																																																																																233651	122	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	233773	0	0	233773	0	0	0	0	0	
665146																																																																																																																																																																47874																																																																																	
665258																																																																																																																																																																23647																																																																																	
665865																																																																																																																																																																136470																																																																																	
666059																																																																																																																																																																949																																																																																	
666358																																																																																																																																																																12424																																																																																	
666554																																																																																																																																																																87529																																																																																	
666657																																																																																																																																																																298483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	291082	7401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298991	0	0	291082	7909	0	0	0	0	
666844																																																																																																																																																																24738																																																																																	
666974																																																																																																																																																																12015																																																																																	
667029																																																																																																																																																																113471																																																																																	
667252																																																																																																																																																																4964																																																																																	
667346																																																																																																																																																																23938																																																																																	
667524																																																																																																																																																																19457																																																																																	
667551																																																																																																																																																																23760																																																																																	
667757																																																																																																																																																																385008	3180	3667	12272	0	12272	0	0	0				0	0	0	43192	0	0	21456	5724	0	0	0	0	0	0	42422	0	0	20688	5674	0	0	0	0	0		0	0		27713	0	0	1442	0	0	342038	42970	0	0	0	0	0	43192	0	0	43192	0	27180	0	0	0	27180	0	0	3180	0	12272	0	0	0	12272	498545	0	0	389852	108693	0	0	0	0	
667832																																																																																																																																																																30641																																																																																	
668053																																																																																																																																																																862																																																																																	
668147																																																																																																																																																																38084																																																																																	
669555																																																																																																																																																																88597																																																																																	
670430																																																																																																																																																																42047																																																																																	
670467																																																																																																																																																																116522																																																																																	
670560																																																																																																																																																																98062									0	0	0																									0			0																																										
670654																																																																																																																																																																0									0	0	0																									0			0																																										
670748																																																																																																																																																																26101																																																																																	
670775																																																																																																																																																																0																																																																																	
670878																																																																																																																																																																63934																																																																																	
671053																																																																																																																																																																7073																																																																																	
671147																																																																																																																																																																42555																																																																																	
671334																																																																																																																																																																219403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9400	0	0	0	0	0	219403	0	0	0	0	0	0	476	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229279	0	0	219403	9876	0	0	0	0	
671370																																																																																																																																																																44087																																																																																	
671464																																																																																																																																																																1868310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	84	0	22103	1845087	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1868394	0	22103	1845171	1120	0	0	0	0	
671558																																																																																																																																																																86001																																																																																	
671857																																																																																																																																																																258																																																																																	
672041																																																																																																																																																																0																																																																																	
672238																																																																																																																																																																31066																																																																																	
672247																																																																																																																																																																41216																																																																																	
672537																																																																																																																																																																77834																																																																																	
672573																																																																																																																																																																26938																																																																																	
673244																																																																																																																																																																22614																																																																																	
673440																																																																																																																																																																2602503	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	2590092	12411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2602503	0	0	2590092	12411	0	0	0	0	
673477																																																																																																																																																																9479																																																																																	
673851																																																																																																																																																																5763																																																																																	
673909																																																																																																																																																																33925	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	31142	2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33925	0	31142	2783	0	0	0	0	0	
674344																																																																																																																																																																0																																																																																	
674849																																																																																																																																																																127728																																																																																	
675042																																																																																																																																																																7698																																																																																	
675051																																																																																																																																																																36316									0	0	0																									0			0																																										
675079																																																																																																																																																																13069									0	0	0																									0			0																																										
675248																																																																																																																																																																28738																																																																																	
675332	30818032	903022	156223	0	0	0	206680	206680	0	0	0	0	0	0	0	0	0	0	0	0	2458094	2394992	0	0	0	0	0	0	2127535	160049	2422	163481	0	4255366	26486847	75819	0	0	0	0	0	2251750	0	0	2250507	1243	206344	0	0	0	206344	2753798	347903	3308917	0	3432937	0	306417	3126520	0	39739620	2913847	4912108	35336272	2405087	0	0	0	0	0	3863007	146612	3872618	0	42105	0	42105	0	0	0	0	0	0	0	741198	0	0	741198	0	1366494	4031417	188717	5191906	17288	1627675	0	0	0	1627675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220288	168410	0	371410	17288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121681	220288	168410	0	371410	17288	0	0	0	0	30818032	903022	156223										0	0	0	2253287	0	204807	0	0	0	0	0	0	0	0	2190185	0	204807	0	0	0	0	0																																																
675341																																																																																																																																																																13849																																																																																	
675659																																																																																																																																																																24679																																																																																	
675855																																																																																																																																																																11332																																																																																	
676049																																																																																																																																																																66083																																																																																	
676151																																																																																																																																																																57482																																																																																	
676160	73699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	73699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73714	0	0	73700	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	358	0	0	358	0	0	0	0	0	73699	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
676478																																																																																																																																																																14588	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		376	0	0	376	0	0	14588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14964	0	0	14964	0	0	0	0	0	
677176																																																																																																																																																																580394	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	580394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580394	0	0	580394	0	0	0	0	0	
677354																																																																																																																																																																38164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128	0	0	1128	0	39292	0	0	39292	0	0	0	0	0	
677448																																																																																																																																																																22532																																																																																	
677644																																																																																																																																																																200339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2952	203291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200339	2952	203291	0	0	0	0	0	0	
677756																																																																																																																																																																6761																																																																																	
677970																																																																																																																																																																691																																																																																	
678052																																																																																																																																																																3874																																																																																	
678070																																																																																																																																																																105219																																																																																	
678258																																																																																																																																																																4193																																																																																	
678454																																																																																																																																																																24573																																																																																	
678557																																																																																																																																																																24086									0	0	0																									0			0																																										
678575																																																																																																																																																																0																																																																																	
678717																																																																																																																																																																227395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227395	0	0	227395	0	0	0	0	0	
678744																																																																																																																																																																19114																																																																																	
679246																																																																																																																																																																112																																																																																	
679451																																																																																																																																																																35118																																																																																	
679648																																																																																																																																																																67493																																																																																	
680055																																																																																																																																																																40130																																																																																	
680130																																																																																																																																																																108832																																																																																	
680354																																																																																																																																																																147288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147288	0	0	147288	0	0	0	0	0	
680457																																																																																																																																																																0																																																																																	
680747																																																																																																																																																																0																																																																																	
680813																																																																																																																																																																389618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	723	0	0	389609	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390341	0	0	390332	9	0	0	0	0	
