"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
212465	0	0	0	14932	15198	113269	0	0	0	5508	1908	146	0	0	0	0	102	0	0	0	0	0	0	0	0	0	1788	0	8752	1808	0	3850	0	0	0	10110	0	0	125484	27096	0	0	0	0	0	0	0	0	0	0	0	0	1218	0	2185	881	0	1600	0	0	0	0	146	5376	799	13789	21555	0	0	0	20	25	0	129	281	1895	162	0	932	0	0	0	0	0	0	0	0	0	41302	201127	57829	0	0	12095	0	0	0	84	0	7820	0	0	0	0	0	0	149	129	0	1667	439	1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																367	3171	3413	31165	9494	31668												17355	0	40747														248772	2545	145778	45025	795	6303								2535	8000	77063	28140	8786	29677	16891	25906	17844	50127	36841	193772	1031	0	52195																2535	77063	4654	0	28140	4316	367	3171	369	0	
212522																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1158	0	466	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	51	1533	0	0	0	0	0	364	28	0	0	0	0	0	1332	125	238	241	122	0	0	0	164	0	0	0	0	0	0	0	0	0	0	11	0	0	0	739	0	0	0	100	0	0	0	0	0	0	0	0	213	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	
213538																																																																																																																																												0	0	0							0	0	0	24	29	9	94	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	337	621	0	0	0	0	0	0				0	0	0	67	70	4	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
213912																																																																																																																																												0	0	0										0	0	5	0	0	0	0	0	133	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	442	25	203	0	0	0	0	0	164	0				0	0	0	0	0	0	0	0	0	0	126	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
213958																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0				0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214414																																																																																																																																												0	0	0	0	0	0	0	0	0	4577	0	0	88	7	1716	0	0	223	329	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	88	0	0	4577	0	0	0	40	0	0	0	0	0	0	1015	29	859	0	47	0	0	0	7557	1839	0	0	0	47	0	0	0	0	0	0	0	0	0	1145	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214722																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1155	0	81	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	2961	98	196	0	38	0	0	0	3015	0	0	0	0	0	542	0	0	163	123	432	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214807	0	0	21000	5000	3000	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26000	0	0	22000	0	0	0	0	0	0	80000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21000	0	0	0	0	0	0																0	0	0	0	0	0												0	0	0														146000	0	0	0	0	0								0	0	0	0	0	5000	0	0	0	0	0	63000	0	0	33000																0	0	0	0	0	0	0	0	0	0	
214843																																																																																																																																												0	0	0							16	17	0	21	0	727	32	0	24	0	0	0	0	0	0						0	0	0	0	0	3	17	0	16	0	0	0	0	0	0	0	0	0	0	105	0	225	0	0	0	0	0	2084	0				0	0	0	0	0	0	77	0	0	0	0	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215130																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4970	1538	0	0	0	0	0	0	14267	0	0	0	0	0	0	0	0	781	0	0	3204	0	0	0	24452	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215251																																																																																																																																												0	0	0										51	0	241	0	0	0	0	0	0	0	0	725						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	170	0	0	0	0	0				0	0	0	0	0	0	363	120	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215345																																																																																																																																												0	0	0							106	29	0	222	0	18	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	29	0	106	0	0	0	0	0	0	0	0	0	0	258	58	69	0	5	0	0	0	174	0				0	0	70	977	488	125	86	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215354																																																																																																																																												17	1	0										0	0	105	0	0	0	0	0	0	0	0	0						0	0	0	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0				0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215653																																																																																																																																												0	0	0							0	0	0	73	58	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	34	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215662																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	52	0	3125	0	0	1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	972	0	34	0	41	0	0	0	918	34	0	0	0	0	119	0	0	366	1336	90	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
215710																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	13	0	56	272	0	238	124	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1304	0	0	0	0	0	0	0	0	0	0	0	0	0	3624	210	2075	85	192	11	0	0	0	0	0	0	0	0	999	0	314	0	1150	137	1271	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
216164																																																																																																																																												0	0	0										201	33	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
216230																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839	595	63	0	0	0	0	0	655	0				0	0	0	0	0	39	0	0	0	0	508	5420	0	0	0	0	0	0	0	0	0	0	0	508	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	
216632																																																																																																																																												0	0	0										12	0	123	0	0	0	0	0	0	0	0	0						0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	2800	571	88	0	1040	0	0	0	0	0				0	427	0	0	1412	12945	520	0	0	0	3177	2787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
216922																																																																																																																																												0	0	0	0	0	0	0	0	0	624	25	0	2130	0	2123	680	0	2142	0	0	744	0	0	0	0	0	0	0	0	0	0	0	2576	0	3439	33	0	633	0	0	0	222	0	0	0	0	0	0	27981	3095	13068	0	535	0	0	0	21803	0	0	0	0	0	4729	0	0	1866	43828	3776	1809	0	0	8262	11759	329	0	4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599	0	15055	0	0	0	869	
217059																																																																																																																																												0	0	0							144	0	0	109	0	1318	556	0	0	0	0	0	0	0	0						0	0	0	34	0	0	107	0	144	0	0	0	0	0	0	0	0	0	0	382	0	157	0	0	0	0	0	45	0				0	0	0	0	0	0	0	0	0	0	282	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
217620																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	20	382	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	594	41	421	0	0	0	52	0	0	0	0	0	0	0	375	0	1289	0	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218131																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	55	0	0	0	0	0	0	0	0	0	0	187	0	31	10	7148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218261																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218757																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218775																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	62	698	0	0	0	0	0	7	0				0	0	0	0	0	0	31	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218850																																																																																																																																												0	0	0							0	40	56	14	0	0	0	0	107	0	0	0	0	0	0						0	0	0	0	0	0	40	56	0	0	0	0	0	0	0	0	0	0	0	117	0	165	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218878																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	4073	0	0	0						0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	216	0	0	0	212	0				0	0	0	0	0	4610	1916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	0	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219044																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219259																																																																																																																																												0	0	0										109	0	56	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	1372	0	474	1	0	0	0	0	0	0				0	199	0	0	0	228	0	0	0	0	0	15	0	0	1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219343																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	831	166	367	46	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	321	173	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	3021	2506	110	0	0	0	549	0	0	0	0	109	0	282	139	337	5586	133	356	747	25	2226	192	0	0	0	0	0	0	0	0	0	0	0	165	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	
219651																																																																																																																																												0	0	0										61	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0				0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219857																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220059																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	249	57	225	0	22	0	0	0	3758	0	0	0	0	0	0	0	0	0	22	170	0	0	0	3541	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220527																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	319	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	6185	193	4941	1124	35	0	0	0	4723	0	0	0	0	0	210	0	0	0	19256	75	489	0	0	2894	1028	3287	554	7035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220844																																																																																																																																												0	0	0							0	0	0	84	0	0	0	0	0	0	0	0	0	0	250						0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	447	0				0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
221476																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	63	0	200	119	0	0	627	784	0	0	0	0	0	0	0	0	0	0	0	0	99	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	2211	1507	48	45	0	0	0	228	0	0	0	59	0	0	0	0	0	325	866	0	47	138	163	229	101	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222147																																																																																																																																												0	0	0	0	0	0	0	0	0	212	0	0	1265	1597	15538	0	0	237	346	0	2915	0	0	0	0	0	0	0	0	0	0	0	10975	0	6417	0	0	431	0	0	0	3	0	0	0	0	0	9924	31279	3891	14803	0	4382	0	10	0	42121	9358	0	0	0	1221	1990	0	0	4119	4152	7953	1641	0	0	26710	20088	200	0	13882	0	0	0	0	0	0	1978	0	27305	1470	0	19648	0	0	0	0	0	0	0	0	0	0	0	0	0	
222156																																																																																																																																												0	0	0										333	53	152	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	108	153	737	58	35	0	0	787	0				0	75	0	0	0	1354	291	0	0	0	1819	449	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222446																																																																																																																																												0	0	0	0	0	0	0	0	0	116	0	0	296	0	185	0	0	246	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	116	0	0	0	1	0	22	0	0	0	0	891	117	337	0	1	0	0	0	960	0	0	0	0	0	0	0	0	0	250	218	0	0	0	3894	638	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222558																																																																																																																																												0	0	0							0	0	12	285	28	0	92	18	0	0	0	0	0	0	0						0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	84	6	0	0	0	0	0	0				180	0	141	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222754																																																																																																																																												0	0	0										85	37	174	0	0	0	0	0	487	0	0	7						0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	59	473	487	152	0	0	0	98	0				514	550	0	0	0	692	42	192	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223322																																																																																																																																												0	0	0	0	0	0	0	0	0	5951	21	2	111	40	563	1214	0	266	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	32	5951	0	0	0	0	0	0	0	0	0	0	3712	0	1514	180	503	48	0	0	4878	0	0	0	0	0	146	0	1059	0	8211	0	0	0	402	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223331																																																																																																																																												4	0	18	0	0	0	0	0	0	0	0	0	1128	37	2591	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	24	69	0	15	0	0	0	17	5	0	0	0	0	0	953	56	980	0	81	0	0	0	1422	0	0	0	0	0	102	0	0	0	4993	1680	75	0	0	1142	0	0	0	0	0	0	0	0	0	0	93	0	1230	79	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	
223452																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0				0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223751																																																																																																																																												0	0	0							0	0	0	444	0	1363	80	0	648	0	0	0	0	0	0						0	0	0	0	0	0	0	2	0	0	0	229	0	0	0	0	0	0	0	92	0	206	0	0	0	0	0	0	0				0	0	0	0	208	484	0	0	0	0	289	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223845																																																																																																																																												0	0	0							0	32	0	117	214	194	0	78	0	0	0	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	1	0	3	0	0	0	0	183	0	799	281	0	0	0	0	188	0				0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224178																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	39	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	178	2728	0	42	0	0	0	0	0	3	0	0	0	0	3132	511	1967	0	92	0	0	0	260	0	0	0	0	0	0	0	0	1221	1121	0	593	0	0	1224	7257	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224552																																																																																																																																												0	0	0							0	0	0	12	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224637																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	40	0	397	0	0	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3068	0	3534	0	0	0	0	0	1677	0	0	0	0	0	42	0	0	2805	15155	0	0	0	0	0	0	2531	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224655																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	553	1	865	0	150	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	272	0	201	0	0	0	0	0	0	0	0	0	0	0	1987	171	103	0	191	0	0	0	817	0	0	0	0	0	0	0	0	0	42	182	46	0	0	577	243	25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224954																																																																																																																																												0	0	0										32	0	18	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	396	0	0	0	0	0	0	0				0	0	0	0	0	31	0	1015	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225054																																																																																																																																												0	0	0										37	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0				0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225157																																																																																																																																												0	0	0							0	0	0	31	20	93	15	0	1618	0	0	0	0	0	0						0	0	0	0	0	0	54	7	387	0	0	0	0	0	0	0	0	0	0	26	0	245	0	0	0	0	0	555	0				0	0	0	0	0	53	23	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	685	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	
225241																																																																																																																																												0	0	0							0	78	0	35	0	0	122	0	0	0	0	0	0	0	0						0	0	0	0	0	0	78	118	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0				0	0	0	0	0	0	52	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225335																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	3059	0	0	0	0	1420	7297	0	0	1202	0	0	0	0	0	0	0	0	470	0	1269	13	0	0	0	0	0	0	0	0	0	0	0	0	4672	0	2133	0	0	0	0	0	18211	5827	0	0	0	1304	2879	0	0	15195	38922	4686	145	0	0	3232	669	0	0	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225559																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	387	0	3628	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	6918	0	961	0	0	0	0	0	5575	0	0	0	0	0	1	0	0	0	698	160	0	0	0	1780	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225942																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	6	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226752																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	178	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0	737	0				0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226949																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
