"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
735067																																																																																																																																																																																																	11578	0	0	0	0	46086	0	294	0	10710	46673	0	0	0	0	9743	0	0	0	260	0	0	294	294	4249	8891	11370	1890	20608	0	0	0.208073	0.345484	0.335059	0	0	0	9449	294	0	0	0	0	0	0	0	0	0	
735142																																																																																																																																																																																																	3820	0	0	4470	6721	42942	0	314	0	3782	42164	0	0	0	0	4076	0	0	0	2640	0	0	314	314	800	16147	4179	993	22130	0	0	0.089223	0.141327	0.130439	0.000000	0.000000	0.000000	3762	314	20	0	0	0	0	0	0	0	0	
735357																																																																																																																																																																																																	489	0	0	0	0	15669	0	134	0	1318	15563	0	0	0	0	1452	0	0	6	286	0	0	134	134	476	1965	1667	354	11695	0	0	0.084688	0.111111	0.100857	0	0	0	1318	134	0	0	0	0	0	0	0	0	0	
735414																																																																																																																																																																																																	2338	0	0	10330	0	52230	0	152	0	6610	53077	0	0	0	0	6256	0	0	0	2146	0	0	152	152	867	8629	25605	3173	17281	0	0	0.1161	0.1903	0.1856	0	0	0	6104	152	0	0	0	0	0	0	0	0	0	
735441																																																																																																																																																																																																	58262	0	0	0	10705	567776	0	7771	0	59654	561886	0	0	0	0	65422	0	0	5894	37736	0	0	6178	6178	67242	36304	13754	10075	457823	578	0	0.105463	0.132797	0.120257	0.000000	0.000000	0.000000	59244	6178	275	0	0	0	0	0	0	0	0	
735656																																																																																																																																																																																																	2827	0	0	852	27889	78880	0	574	0	7328	76689	0	0	0	0	8234	495	0	150	0	0	0	574	574	4724	20475	6910	5223	48011	495	0	0.0999	0.1480	0.1377	0	0	0	7660	574	-332	0	0	0	0	0	0	0	0	
735768																																																																																																																																																																																																	25187	0	0	4010	208651	581604	0	7041	0	89552	579933	0	0	0	0	73823	0	0	9324	8920	0	0	4333	4333	98518	142665	33231	21547	291706	0	0	0.123334	0.214645	0.202046	0.000000	0.000000	0.000000	69490	4333	3558	0	0	0	0	0	0	0	0	
735852																																																																																																																																																																																																	74623	0	0	0	49949	638293	0	9666	0	53064	628505	0	0	0	0	64025	39587	0	218	12272	0	6000	5715	11715	73089	71763	144692	50686	357913	14103	374	0.083298	0.141267	0.115418	0.000000	0.000000	0.000000	52310	11715	237	0	0	0	0	0	0	0	0	
736158																																																																																																																																																																																																	6988	0	0	4663	3662	30438	0	204	0	3697	29962	0	0	0	0	3872	0	0	0	0	0	0	204	204	7034	3011	4663	1083	15891	0	0	0.122422	0.205684	0.194847	0	0	0	3668	204	29	0	0	0	0	0	0	0	0	
736206																																																																																																																																																																																																	22513	0	0	74256	470232	1275861	0	10159	0	92418	1245173	0	0	0	0	98825	0	0	7858	0	-6450	0	8448	8448	6529	528945	342669	40523	394766	0	0	0.072607	0.146601	0.134069	0.000000	0.000000	0.000000	90377	8448	8044	0	0	0	0	0	0	0	0	
736448																																																																																																																																																																																																	20261	0	0	0	116861	921053	3	7231	0	107970	920221	0	0	0	0	86747	0	0	0	36423	0	0	7231	7234	10196	151180	146860	76915	594028	0	0	0.0892	0.1208	0.1107	0.0000	0.0000	0.0000	79513	7234	754	0	0	0	0	0	0	0	0	
736550																																																																																																																																																																																																	4799	0	0	0	45405	216869	0	2753	0	22852	215768	0	0	0	0	19695	0	0	0	5947	0	0	2034	2034	5712	34413	48569	7547	125647	0	0	0.083058	0.121597	0.109039	0	0	0	17661	2034	2058	0	0	0	0	0	0	0	0	
736662																																																																																																																																																																																																	4816	0	0	0	47256	122532	0	827	0	13945	127878	0	0	0	0	12275	0	0	257	0	0	0	827	827	15263	34082	14884	6702	56306	0	0	0.090846	0.173638	0.161940	0	0	0	11448	827	635	0	0	0	0	0	0	0	0	
736877																																																																																																																																																																																																	30133	0	0	75919	154583	656388	0	4757	0	54681	656816	0	0	0	0	55324	8009	0	0	4410	0	0	4757	4757	60909	181787	166350	28813	270013	3693	2577	0.077606	0.136130	0.124425	0.000000	0.000000	0.000000	50567	4757	-1179	0	0	945	0	0	0	0	0	
737548																																																																																																																																																																																																	23487	0	0	0	81714	464395	0	3576	0	49219	458036	0	0	0	0	44975	1401	0	0	11816	0	0	3576	3576	15054	102097	63669	23438	279552	6718	0	0.0920	0.1250	0.1162	0.0000	0.0000	0.0000	41816	3576	3741	0	0	0	0	0	0	0	0	
737632																																																																																																																																																																																																	19413	0	0	0	72599	302282	0	2006	0	27650	296412	0	0	0	0	31288	0	0	0	6516	0	0	2006	2006	36702	57619	60873	26288	156703	0	0	0.0988	0.1542	0.1443	0.0000	0.0000	0.0000	29282	2006	-1744	0	0	0	0	0	0	0	0	
737753																																																																																																																																																																																																	8837	0	0	0	19405	68038	0	498	0	18689	64464	0	0	0	0	18917	0	0	0	0	0	0	498	498	56	16719	0	1319	51352	0	0	0.2857	0.3459	0.3368	0.0000	0.0000	0.0000	18419	498	270	0	0	0	0	0	0	0	0	
738013																																																																																																																																																																																																	14847	0	0	0	133551	589411	0	5091	0	55273	574201	0	0	0	0	69426	4443	0	191	62754	0	14278	5091	19369	42274	116418	64679	15282	365915	5202	0	0.0872	0.1531	0.1104	0.0000	0.0000	0.0000	50057	19369	5049	0	0	0	0	0	0	0	0	
738040																																																																																																																																																																																																	106118	0	0	10434	46231	1153520	0	13556	0	114331	1155013	0	0	0	0	118539	0	0	0	22244	0	0	11771	11771	98142	143363	101049	46567	816955	9941	0	0.093040	0.125888	0.113388	0	0	0	106768	11771	96	238	0	0	0	0	0	0	0	
738143																																																																																																																																																																																																	11167	0	0	0	74651	312554	0	2049	0	31565	310161	0	0	0	0	27419	0	0	0	16589	0	0	2049	2049	7082	79016	46865	15536	175409	126	0	0.0828	0.1224	0.1133	0.0000	0.0000	0.0000	25370	2049	2350	0	0	0	0	0	0	0	0	
738255																																																																																																																																																																																																	4076	0	0	0	31085	131058	0	1025	0	13420	129705	0	0	0	0	13770	207	0	0	57	0	0	1025	1025	1524	31738	6518	5527	91279	207	0	0.0983	0.1360	0.1259	0.0000	0.0000	0.0000	12745	1025	675	0	0	0	0	0	0	0	0	
738303																																																																																																																																																																																																	77949	0	0	20212	164726	803587	252	3828	0	83722	806473	0	0	0	0	88083	0	0	0	20994	-3466	0	3828	4080	66757	176781	315778	38657	244282	0	1445	0.104387	0.198646	0.189444	0.000000	0.000000	0.000000	84003	4080	1436	0	0	0	0	0	0	0	0	
738657																																																																																																																																																																																																	2335	0	0	6421	1157	33120	0	190	0	3167	32939	0	0	0	0	3321	0	0	0	240	0	0	190	190	1723	10967	9100	812	11484	0	0	0.0951	0.1810	0.1707	0.0000	0.0000	0.0000	3131	190	36	0	0	0	0	0	0	0	0	
738769																																																																																																																																																																																																	47687	0	0	0	93319	376703	0	3759	0	53180	359920	0	0	0	0	51786	0	0	0	5586	0	0	2934	2934	39791	98040	42391	22876	194263	178	0	0.136157	0.213751	0.201640	0	0	0	48852	2934	3201	0	0	0	0	0	0	0	0	
739159																																																																																																																																																																																																	3184	0	0	0	6313	23497	0	176	0	1661	22989	0	0	0	0	1721	0	0	0	523	0	0	176	176	564	9357	2564	1262	11039	0	101	0.067503	0.120814	0.108459	0.000000	0.000000	0.000000	1545	176	15	0	0	0	0	0	0	0	0	
739346																																																																																																																																																																																																	4338	0	0	0	29976	69800	0	374	0	6312	68431	0	0	0	0	5984	0	0	0	0	0	0	374	374	0	10200	33201	1272	25714	0	0	0.0820	0.1349	0.1265	0.0000	0.0000	0.0000	5610	374	702	0	0	0	0	0	0	0	0	
739355																																																																																																																																																																																																	16198	0	0	0	13536	308492	0	3538	0	27654	305817	0	0	0	0	30538	0	0	0	0	0	0	3020	3020	21502	24630	61773	9152	203918	0	0	0.0900	0.1267	0.1141	0.0000	0.0000	0.0000	27518	3020	136	0	0	0	0	0	0	0	0	
739430																																																																																																																																																																																																	20420	0	0	247	65323	248507	0	2433	0	24703	243092	0	0	0	0	25301	0	0	0	0	0	0	1858	1858	24612	66647	53426	18586	104515	228	462	0.096620	0.171381	0.158796	0.000000	0.000000	0.000000	23443	1858	798	0	0	0	0	0	0	0	0	
739560																																																																																																																																																																																																	315472	0	0	0	122988	2367851	0	43776	0	242747	2410825	0	0	0	0	255921	991943	0	0	80242	-1521	0	21053	21053	300322	154690	732988	108499	1214006	235822	0	0.0976	0.1540	0.1413	0.0000	0.0000	0.0000	234868	21053	6067	289	20600	3561	0	0	0	0	0	
739832																																																																																																																																																																																																	4205	0	0	0	19605	78906	0	514	0	8835	78563	0	0	0	0	8481	0	0	0	1116	0	0	514	514	633	14309	35401	2813	28196	0	0	0.1014	0.1720	0.1615	0.0000	0.0000	0.0000	7967	514	868	0	0	0	0	0	0	0	0	
739850																																																																																																																																																																																																	6715	0	0	3555	0	68148	0	510	0	6357	66588	0	0	0	0	6286	0	0	0	21	0	560	510	1070	6635	4734	3961	3074	52187	0	0	0.0797	0.1064	0.0883	0.0000	0.0000	0.0000	5216	1070	0	0	0	0	0	0	0	0	0	
740249																																																																																																																																																																																																	8193	0	0	0	57198	166354	0	436	0	19727	156729	0	0	0	0	17871	0	0	0	0	0	0	436	436	658	34065	34660	3150	95115	0	0	0.111243	0.143440	0.139940	0.000000	0.000000	0.000000	17435	436	2292	0	0	0	0	0	0	0	0	
741068																																																																																																																																																																																																	7510	0	0	0	2561	80491	0	856	0	8984	82518	0	0	0	0	9632	0	0	0	1203	0	0	670	670	3467	6570	39290	2275	31986	10500	0	0.1086	0.1803	0.1678	0.0000	0.0000	0.0000	8962	670	22	0	0	0	0	0	0	0	0	
741152																																																																																																																																																																																																	9908	0	0	0	21245	49178	0	286	0	6379	48343	0	0	0	0	6081	0	0	0	0	0	0	286	286	3048	23526	2378	918	19927	0	0	0.119873	0.234299	0.223280	0.000000	0.000000	0.000000	5795	286	584	0	0	0	0	0	0	0	0	
741330																																																																																																																																																																																																	13722	0	0	0	81129	790637	48	7003	0	62335	785726	0	0	0	0	74763	33152	0	3738	57903	0	0	7003	7051	18094	104418	199060	59911	473180	34239	0	0.0862	0.1218	0.1103	0.0000	0.0000	0.0000	67712	7051	1699	0	0	0	0	0	0	0	0	
741358																																																																																																																																																																																																	309	0	0	740	0	16734	0	245	0	4327	16349	0	0	0	0	4512	0	0	0	569	0	0	185	185	129	1205	4279	607	11366	0	0	0.2647	0.3229	0.3096	0.0000	0.0000	0.0000	4327	185	0	0	0	0	0	0	0	0	0	
741639																																																																																																																																																																																																	3834	0	0	9032	0	30905	0	170	0	5227	31244	0	0	0	0	5397	0	0	0	0	0	0	170	170	1931	11036	2543	399	15565	0	0	0.1673	0.2834	0.2745	0.0000	0.0000	0.0000	5227	170	0	0	0	0	0	0	0	0	0	
741648																																																																																																																																																																																																	4125	0	0	928	5541	50119	0	614	0	4060	49450	0	0	0	0	4374	200	0	0	0	0	0	401	401	3711	8302	16376	3877	22203	200	0	0.080344	0.137189	0.124612	0.000000	0.000000	0.000000	3973	401	87	0	0	0	0	0	0	0	0	
741844																																																																																																																																																																																																	8042	0	0	0	21862	114422	0	1588	0	13394	120168	0	0	0	0	14253	0	0	0	3494	0	0	1063	1063	8533	18360	24575	6309	64217	0	0	0.109763	0.168601	0.156026	0	0	0	13190	1063	204	0	0	0	0	0	0	0	0	
741871																																																																																																																																																																																																	512116	0	0	0	2547872	9207809	0	177458	0	1089812	9160138	979	0	0	0	1093697	355942	0	13324	678647	0	0	74681	74681	974893	2311793	1732159	411661	4294243	273865	0	0.111362	0.186583	0.173843	0.000000	0.000000	0.000000	1019016	74681	61115	4496	40846	26644	0	0	0	0	0	
741956																																																																																																																																																																																																	3199	0	0	935	7712	41740	0	256	0	5107	43004	0	0	0	0	5138	0	0	0	0	0	0	256	256	1706	22564	2950	1115	14434	0	0	0.1135	0.2512	0.2387	0.0000	0.0000	0.0000	4882	256	225	0	0	0	0	0	0	0	0	
742056																																																																																																																																																																																																	4996	0	0	0	56884	112708	0	437	0	11397	112454	0	0	0	0	10579	0	0	0	152	0	0	437	437	9831	51846	14136	3015	35431	0	0	0.0902	0.1997	0.1914	0.0000	0.0000	0.0000	10142	437	1255	0	0	0	0	0	0	0	0	
742355																																																																																																																																																																																																	5539	0	0	64	13341	90415	0	848	0	9165	89491	0	0	0	0	9586	0	0	0	624	0	0	739	739	2717	10604	41974	4049	35650	0	0	0.0989	0.1624	0.1499	0.0000	0.0000	0.0000	8847	739	318	0	0	0	0	0	0	0	0	
742542																																																																																																																																																																																																	4068	0	0	0	24837	80154	0	891	0	8674	77803	0	0	0	0	8741	154	0	0	2769	0	0	765	765	2910	26371	12854	2317	38213	0	0	0.1025	0.1430	0.1305	0.0000	0.0000	0.0000	7976	765	682	0	0	0	0	0	0	0	0	
742636																																																																																																																																																																																																	12212	0	0	35412	24818	157519	0	1207	0	17704	164328	0	0	0	0	18190	0	0	0	0	0	0	1020	1020	34803	43096	13743	3727	66275	0	0	0.1045	0.2225	0.2100	0.0000	0.0000	0.0000	17170	1020	534	0	0	0	0	0	0	0	0	
742944																																																																																																																																																																																																	24483	0	0	35761	3097	166215	0	1008	0	19923	161209	0	0	0	0	20866	0	0	75	11748	0	0	1008	1008	20141	43347	21821	14582	81815	1623	0	0.1232	0.1994	0.1898	0	0	0	19858	1008	65	0	0	0	0	0	0	0	0	
743053																																																																																																																																																																																																	1595	0	0	0	25309	72121	0	788	0	7926	70642	0	0	0	0	8343	0	0	0	0	0	0	532	532	3584	24832	15193	1089	29106	0	0	0.110572	0.200789	0.187986	0	0	0	7811	532	115	0	0	0	0	0	0	0	0	
743679																																																																																																																																																																																																	17154	0	0	0	74399	378548	0	3230	0	40064	371070	0	0	0	0	39365	888	0	3121	22838	-437	0	3230	3230	14701	77783	95978	14262	188562	3254	0	0.0983	0.1359	0.1247	0.0000	0.0000	0.0000	36135	3230	756	0	0	0	0	0	0	0	0	
743857																																																																																																																																																																																																	26034	0	0	292	31498	266422	3	6819	0	24636	269035	0	0	0	0	25496	0	0	0	8178	0	0	2761	2764	45546	19070	27022	21627	179686	6504	1538	0.0851	0.1173	0.1046	0.0000	0.0000	0.0000	22732	2764	122	0	0	0	0	0	0	0	0	
743950																																																																																																																																																																																																	3594	0	0	0	39220	56748	0	184	0	8865	56757	0	0	0	0	8229	0	0	0	81	0	0	184	184	11228	25861	6775	1246	11711	0	0	0.1417	0.4029	0.3939	0.0000	0.0000	0.0000	8045	184	820	0	0	0	0	0	0	0	0	
744238																																																																																																																																																																																																	2312	0	0	0	74404	221487	0	1999	0	31608	221768	346	0	0	0	25790	0	0	0	6484	-388	0	1745	1745	13416	61293	31533	10604	108259	711	0	0.111603	0.185084	0.172561	0.000000	0.000000	0.000000	24045	1745	1635	0	0	0	0	0	0	0	0	
744256																																																																																																																																																																																																	21043	0	0	2486	25917	215152	0	2929	0	19550	212678	0	0	0	0	21529	0	0	0	0	0	0	2144	2144	18662	7163	44450	7788	147641	2782	0	0.091147	0.126119	0.113559	0	0	0	19385	2144	165	0	0	0	0	0	0	0	0	
744854																																																																																																																																																																																																	61189	0	0	9307	26860	337974	0	2450	0	31754	332226	0	0	0	0	33863	0	0	2431	14875	0	0	2450	2450	48532	111088	20549	19955	159738	0	0	0.0946	0.1674	0.1553	0.0000	0.0000	0.0000	31413	2450	341	0	0	0	0	0	0	0	0	
745150																																																																																																																																																																																																	8559	0	0	455	0	25532	0	123	0	1937	24912	0	0	0	0	2060	0	0	0	0	0	0	123	123	348	13346	2187	602	9774	0	0	0.0778	0.1522	0.1431	0.0000	0.0000	0.0000	1937	123	0	0	0	0	0	0	0	0	0	
745347																																																																																																																																																																																																	6073	0	0	0	60639	118349	0	777	0	13915	118276	0	0	0	0	13715	0	0	0	2028	0	0	815	815	2179	25624	37352	3287	52360	291	0	0.1091	0.1749	0.1645	0.0000	0.0000	0.0000	12900	815	1015	0	0	0	0	0	0	0	0	
745570																																																																																																																																																																																																	18348	0	0	641	60975	255171	0	3977	0	34003	254282	0	0	0	0	35058	56977	0	0	3314	0	0	2101	2101	19886	62483	43689	23537	132044	24361	0	0.1296	0.2101	0.1975	0.0000	0.0000	0.0000	32957	2101	1046	0	0	0	0	0	0	0	0	
745646																																																																																																																																																																																																	6988	0	0	2	26590	106809	0	898	0	11195	107544	1178	0	0	0	9720	0	0	0	5667	0	0	863	863	898	36328	18902	9111	49223	0	0	0.0839	0.1409	0.1284	0.0000	0.0000	0.0000	8857	863	329	0	0	0	0	0	0	0	0	
745954																																																																																																																																																																																																	698	0	0	12	6245	25391	0	831	0	2111	26518	0	0	0	0	2092	0	0	0	976	0	0	212	212	975	10264	621	737	14124	0	150	0.0714	0.1279	0.1149	0.0000	0.0000	0.0000	1880	212	58	0	0	0	0	0	0	0	0	
746157																																																																																																																																																																																																	10525	0	0	0	43315	159938	0	2241	0	21509	152881	1300	0	0	0	14608	0	0	0	4620	0	0	1244	1244	9113	49190	17283	8456	78449	0	0	0.091632	0.148303	0.135674	0	0	0	13364	1244	1108	0	0	0	0	0	0	0	0	
746223																																																																																																																																																																																																	20603	0	0	0	43131	200899	0	3351	0	18720	203983	0	0	0	0	20032	0	0	0	0	0	0	1583	1583	48328	17827	29958	16655	107725	0	0	0.0904	0.1605	0.1478	0.0000	0.0000	0.0000	18449	1583	271	0	0	0	0	0	0	0	0	
746429																																																																																																																																																																																																	8228	0	0	0	24015	205022	0	2250	0	20280	205395	0	0	0	0	22288	0	0	208	7989	0	0	2001	2001	4086	30333	46211	15001	126719	0	0	0.0994	0.1395	0.1278	0.0000	0.0000	0.0000	20417	2001	-137	0	0	0	0	0	0	0	0	
746513																																																																																																																																																																																																	8101	0	0	0	108476	410352	21	5301	0	49409	414158	0	0	0	0	40636	0	0	3510	17490	-33	0	3173	3194	42535	69044	125086	19254	167009	0	0	0.0927	0.1615	0.1488	0.0000	0.0000	0.0000	37442	3194	1699	0	0	0	0	0	0	0	0	
746755																																																																																																																																																																																																	4313	0	0	22275	55695	191057	0	1419	0	14982	191099	0	0	0	0	16106	0	0	0	23951	0	0	1419	1419	8678	87638	22469	4686	73200	73	0	0.0769	0.1406	0.1282	0.0000	0.0000	0.0000	14687	1419	295	0	0	0	0	0	0	0	0	
746942																																																																																																																																																																																																	4158	0	0	0	17173	65362	0	434	0	10280	64297	0	0	0	0	5219	0	0	0	1203	0	0	434	434	1124	13681	18429	1532	27049	0	0	0.0809	0.1318	0.1208	0.0000	0.0000	0.0000	4785	434	354	0	0	0	0	0	0	0	0	
747051																																																																																																																																																																																																	7035	0	0	0	11879	79272	0	724	0	7485	79184	0	0	0	0	7685	0	0	0	395	0	0	655	655	4978	8604	30842	3137	35032	0	0	0.0890	0.1469	0.1344	0.0000	0.0000	0.0000	7030	655	281	0	0	0	0	0	0	0	0	
747257																																																																																																																																																																																																	6351	0	0	268	10662	76500	0	665	0	6249	77068	0	0	0	0	6879	949	0	0	92	0	0	665	665	11068	9173	7399	5321	49490	510	0	0.080630	0.114494	0.103425	0	0	0	6214	665	35	0	0	0	0	0	0	0	0	
747743																																																																																																																																																																																																	3184	0	0	1080	6759	61677	0	540	0	5746	60276	0	0	0	0	5747	0	0	0	270	0	0	540	540	366	11447	2671	1713	47189	0	0	0.0870	0.1128	0.1022	0.0000	0.0000	0.0000	5207	540	84	0	0	0	0	0	0	0	0	
747846																																																																																																																																																																																																	12815	0	0	508	18249	92669	0	946	0	9048	92506	0	0	0	0	9562	0	0	0	0	0	0	772	772	17535	15671	14167	3813	45851	0	0	0.0950	0.1632	0.1500	0.0000	0.0000	0.0000	8790	772	258	0	0	0	0	0	0	0	0	
748254																																																																																																																																																																																																	32402	0	0	0	52586	241141	0	2548	0	13421	238649	0	0	0	0	14509	0	0	340	12298	0	0	1705	1705	58740	55183	20462	19585	108687	0	0	0.0537	0.1071	0.0945	0.0000	0.0000	0.0000	12804	1705	617	0	0	0	0	0	0	0	0	
748357																																																																																																																																																																																																	6570	0	0	1639	0	23152	0	460	0	3078	23353	0	0	0	0	3181	0	0	0	0	0	0	103	103	4354	12520	2038	586	4700	0	0	0.1318	0.4044	0.3913	0.0000	0.0000	0.0000	3078	103	0	0	0	0	0	0	0	0	0	
748441																																																																																																																																																																																																	3547	0	0	0	79224	136219	0	1872	0	21166	134253	0	0	0	0	19812	0	0	0	0	0	0	1088	1088	1896	47316	18149	2928	68288	0	0	0.139468	0.229758	0.217140	0.000000	0.000000	0.000000	18724	1088	2442	0	0	0	0	0	0	0	0	
748964																																																																																																																																																																																																	61869	0	0	0	62499	223291	0	773	0	25103	217708	0	0	0	0	23504	0	0	0	8517	0	0	773	773	42372	79359	35343	10311	64618	0	0	0.104410	0.229484	0.221937	0.000000	0.000000	0.000000	22731	773	2372	0	0	0	0	0	0	0	0	
749242																																																																																																																																																																																																	208076	0	0	332410	461694	4196437	0	44340	0	552524	4166181	0	0	0	0	403407	43595	0	0	208408	-6316	0	35320	35320	250008	1291750	606008	195102	2113033	28222	0	0.092632	0.143227	0.130687	0.000000	0.000000	0.000000	368087	35320	-1767	0	0	0	0	0	0	0	0	
749635																																																																																																																																																																																																	13589	0	0	0	299582	776790	0	6918	0	71843	767473	0	0	0	0	73122	0	0	582	7857	0	0	5580	5580	22029	332381	112300	42465	310078	3346	0	0.088015	0.164852	0.152272	0.000000	0.000000	0.000000	67542	5580	4222	1325	0	11433	0	0	0	0	0	
749840																																																																																																																																																																																																	7568	0	0	7893	0	30266	0	375	0	3302	30094	0	0	0	0	3472	0	0	10	0	0	0	170	170	9087	6291	5906	386	9357	0	0	0.1097	0.2597	0.2470	0.0000	0.0000	0.0000	3302	170	0	0	0	0	0	0	0	0	0	
749943																																																																																																																																																																																																	6110	0	0	0	46917	156212	0	771	0	13832	158820	0	0	0	0	13998	0	0	0	0	0	0	771	771	14058	41162	32518	4647	68328	0	0	0.0833	0.1508	0.1425	0.0000	0.0000	0.0000	13227	771	605	0	0	0	0	0	0	0	0	
749952																																																																																																																																																																																																	1591	0	0	4187	10470	76361	0	359	0	6381	75887	0	0	0	0	6714	0	0	0	0	0	0	359	359	12512	26093	12271	2193	25844	0	0	0.0837	0.1803	0.1707	0.0000	0.0000	0.0000	6355	359	26	0	0	0	0	0	0	0	0	
750051																																																																																																																																																																																																	44987	0	0	35	70264	253676	0	3604	0	18320	250479	0	0	0	0	19874	0	0	0	17380	0	0	1922	1922	60873	47669	25838	19442	122532	0	0	0.0717	0.1307	0.1180	0.0000	0.0000	0.0000	17952	1922	368	0	0	0	0	0	0	0	0	
750127																																																																																																																																																																																																	27614	0	0	4	9076	252170	0	4296	0	22919	248655	2685	0	0	0	26073	0	0	0	4526	0	0	2408	2408	1700	45623	56870	15949	152251	0	0	0.0952	0.1367	0.1241	0.0000	0.0000	0.0000	23665	2408	-746	0	0	0	0	0	0	0	0	
750154																																																																																																																																																																																																	8354	0	0	0	62755	231297	0	2228	0	19553	231090	0	0	0	0	20408	0	0	0	0	0	0	1874	1874	40571	34999	26762	15149	130174	0	0	0.080203	0.134974	0.122580	0.000000	0.000000	0.000000	18534	1874	1019	0	0	0	0	0	0	0	0	
750239																																																																																																																																																																																																	89900	0	0	2871	635740	1170694	0	8559	0	119423	1156636	0	0	0	0	120298	902	0	0	69079	0	0	8559	8559	205405	207252	84564	31755	675089	902	0	0.0967	0.1495	0.1389	0.0000	0.0000	0.0000	111739	8559	7011	0	0	0	0	0	0	0	0	
750341																																																																																																																																																																																																	53801	0	0	1363	44843	251496	0	2440	0	24202	247963	0	0	0	0	23633	0	0	0	5827	0	0	1540	1540	62264	32205	88110	15470	69042	0	1620	0.0897	0.1933	0.1807	0.0000	0.0000	0.0000	22093	1540	473	0	0	0	0	0	0	0	0	
750444																																																																																																																																																																																																	7760	0	0	4311	2930	52167	0	655	0	3760	53669	0	0	0	0	4193	0	0	109	0	0	0	463	463	760	12379	10257	1124	29394	0	0	0.0695	0.1138	0.1013	0.0000	0.0000	0.0000	3730	463	30	0	0	0	0	0	0	0	0	
750846																																																																																																																																																																																																	3789	0	0	0	14344	86152	0	1121	0	9026	84967	0	0	0	0	9559	0	0	215	695	0	0	803	803	2964	12536	7617	2677	63756	0	0	0.1031	0.1361	0.1247	0.0000	0.0000	0.0000	8756	803	270	0	0	0	0	0	0	0	0	
