"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
620752																																																																																																																																																																																																																											8913	0																					
621151																																																																																																																																																																																																																																																	
621245																																																																																																																																																																																																																																																	
621357																																																																																																																																																																																																																																																	
621441																																																																																																																																																																																																																																																	
622037																																																																																																																																																																																																																											211677	0																					
622653																																																																																																																																																																																																																											192183	0	37985																				
622774																																																																																																																																																																																																																																																	
623052																																																																																																																																																																																																																											175545	0																					
623454																																																																																																																																																																																																																											241875	0																					
623548																																																																																																																																																																																																																											116905	0																					
623874																																																																																																																																																																																																																											136921	0																					
624246																																																																																																																																																																																																																											245525	0																					
624648																																																																																																																																																																																																																																																	
624778																																																																																																																																																																																																																											423216	0																					
624956																																																																																																																																																																																																																											65210	0																					
625056																																																																																																																																																																																																																											37506	0																					
625065																																																																																																																																																																																																																											89300	0																					
625140																																																																																																																																																																																																																																																	
625159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7511	7511	0	0	7511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283995	0	0	0	0	0	0	0	0	6445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105610	0	0	9212	96398	0	0	0	1132	0	0	0	0	1132	0	89008	0	17965	122	0	70921	0	0	0	7094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11372	0	0	0	0	0	0	0	0	0	0	1340	1340	0	0	0	1340	0	0	0	0	13921	2784	0	0	99	2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
625654																																																																																																																																																																																																																																																	
625757																																																																																																																																																																																																																											135730	0																					
625850																																																																																																																																																																																																																																																	
625953																																																																																																																																																																																																																											68468	0																					
626101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87565				0	0	0	0	0	3348	0	0	0	0	0	2195	0	0	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587794	0	0	532330	55464	19031	0	19031	11605	0	0	0	0	0	11605	340114	0	1087	5310	1691	330046	1980	0	0	1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4613	32694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57807	11561	0	0	6757	4804	0	5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38108	0	0	0	0	0	0	0	0	0	0	57162	0	0	0	0	0	0	0	852070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6025	1205	0	0	6025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158440				0	0	0	0	0	27877	0	17454	0	0	0	310839	0	0	284690	26149	0	0	0	1080	0	0	0	0	0	1080	124438	0	705	432	55805	67496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	277	0	0	25006	1080	0	17454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	17454	0	0	0	0	277	0	0	0	1620	0	52362	0	0	0	0	3463	396861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627377																																																																																																																																																																																																																											10658	0																					
627425																																																																																																																																																																																																																											115010	0																					
627854																																																																																																																																																																																																																																																	
628039																																																																																																																																																																																																																											66584	0																					
628123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3684	3684	0	0	3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70172				0	0	0	0	0	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94883	0	0	84539	10344	0	0	0	3289	0	0	0	0	0	3289	178788	0	0	0	0	178788	0	0	0	153	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-798	3289	0	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6280	1256	0	0	0	1256	0	0	7528	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	3289	0	0	1199	0	0	0	0	0	0	0	4934	0	0	4796	0	0	0	0	282799	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
628178																																																																																																																																																																																																																											1073403	0																					
628356																																																																																																																																																																																																																											167871	0																					
628552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25057				0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41893	0	0	41031	862	0	0	0	3177	0	0	0	0	3177	0	130489	0	671	912	0	128906	0	0	0	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	10	0	0	18516	3703	0	110	0	3593	0	0	2622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
629148																																																																																																																																																																																																																											78254	0																					
629353																																																																																																																																																																																																																											213176	0																					
629522																																																																																																																																																																																																																																																	
629746																																																																																																																																																																																																																																																	
630041																																																																																																																																																																																																																											15508	0																					
630340																																																																																																																																																																																																																											44033	0																					
630555																																																																																																																																																																																																																																																	
630658																																																																																																																																																																																																																											123241	0																					
631039																																																																																																																																																																																																																																																	
631150																																																																																																																																																																																																																											183474	0																					
631178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	1216	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32494				0	0	0	0	0	530	0	0	0	0	0	321	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70611	0	0	55816	14795	0	0	0	58	0	0	0	0	0	58	104529	0	0	0	0	104529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1171	58	0	0	0	0	0	0	0	0	0	10230	10230	10230	0	0	0	0	0	0	0	26370	5274	0	0	0	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	173986	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472232				0	0	0	0	0	5212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181657	0	0	142893	38764	38946	0	38946	1158	0	0	0	0	0	1158	301886	0	4775	0	0	297111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1259	40297	0	0	0	0	0	0	0	0	0	103710	103710	103710	0	0	0	0	0	0	0	33459	6692	0	0	0	6692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40297	0	0	0	0	0	0	0	0	0	0	60446	0	0	0	0	0	0	0	652561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631570																																																																																																																																																																																																																											666060	0																					
632410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3711	3711	0	0	3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144261				0	0	0	0	0	-729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165323	0	0	147289	18034	0	0	0	1765	0	0	0	1765	0	0	271103	0	34996	0	0	236107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101979	20396	0	0	0	20396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632607																																																																																																																																																																																																																											555256	0																					
632858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72545				0	0	0	0	0	-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88951	0	0	79315	9636	11869	0	11869	14205	0	0	0	0	0	14205	272793	0	2980	0	0	269813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5007	26074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	1451	0	0	0	1451	0	0	0	0	175	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26074	0	0	0	0	0	0	0	0	0	0	39111	0	0	0	0	0	0	0	456414	0	0	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32636	32636	0	0	32636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102677				0	0	0	0	0	30084	0	0	0	0	0	11245	0	0	11245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3070527	0	0	2997919	72608	0	0	0	27416	0	0	0	0	0	27416	1464569	0	3694	426	0	1460449	0	0	0	215157	0	0	0	0	0	0	0	358667	358667	0	75544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566717	27416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102426	20485	0	0	0	20485	0	0	42686	0	7700	0	0	7700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27416	0	0	0	0	0	0	0	0	0	0	41124	0	0	0	0	0	0	0	3908642	0	335000	490000	350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633640																																																																																																																																																																																																																											122765	0																					
633677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7908				0	0	0	0	0	177	0	0	0	0	0	2012	0	0	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64212	0	0	62712	1500	0	0	0	1257	0	0	0	0	0	1257	88287	0	3463	0	0	82751	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1471	3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28290	5658	0	0	985	2429	2244	0	8185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5574	0	0	0	0	0	0	0	0	0	0	8361	0	0	0	0	0	0	0	137783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634544																																																																																																																																																																																																																											105173	0																					
634955																																																																																																																																																																																																																											206743	0																					
634973																																																																																																																																																																																																																											45478	0																					
635457																																																																																																																																																																																																																																																	
635840																																																																																																																																																																																																																											349083	0																					
635907																																																																																																																																																																																																																																																	
636276																																																																																																																																																																																																																											146138	0																					
636753																																																																																																																																																																																																																																																	
636771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54391	10878	0	0	54391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450126				0	0	0	0	0	3712	0	0	0	0	0	64549	0	4010	60539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068197	0	0	905403	162794	30183	0	30183	9505	0	0	0	0	9505	0	1611787	0	0	21358	0	1590429	0	0	0	50981	0	0	0	0	0	0	0	144158	144158	0	35174	0	0	0	0	0	0	282	282	0	72	0	0	0	0	0	0	166638	30183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191461	38292	0	0	0	38292	0	0	83981	0	21773	0	0	21773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30183	0	0	0	0	0	0	0	0	0	0	45275	0	0	0	0	0	0	0	2792560	0	191880	325020	169194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637170																																																																																																																																																																																																																											463890	0																					
637451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52299	0	0	8048	8048	0	0	8048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972414	0	0	0	0	0	0	0	0	27161	0	0	0	0	0	2248985	0	335699	1862219	51067	0	0	0	105794	0	0	101156	0	4638	0	78628	0	0	0	0	78628	0	650168	0	0	542486	107682	305392	0	305392	82932	0	0	0	0	0	82932	5800508	9486	62843	54450	0	5673729	0	0	0	269988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200217	391401	52299	0	0	0	0	0	0	0	0	8026	8026	0	0	0	0	0	8026	0	0	933477	186695	0	0	0	186695	0	42298	0	0	3913	0	0	975	0	2938	0	0	0	0	0	0	0	0	0	0	0	0	433699	52299	0	0	0	0	0	0	0	0	0	650549	130748	0	0	0	0	0	0	9483968	0	4340692	63871	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10986				0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48232	0	0	47951	281	0	0	0	0	0	0	0	0	0	0	341186	0	1590	5056	0	334540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
638131																																																																																																																																																																																																																																																	
638355																																																																																																																																																																																																																											119997	0																					
638850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52952				0	0	0	0	0	1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2770	0	0	1045	1725	0	0	0	214	0	0	0	0	214	0	30555	0	0	0	0	30555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9229	1846	0	0	0	1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
639549																																																																																																																																																																																																																																																	
639567																																																																																																																																																																																																																																																	
639633																																																																																																																																																																																																																											142974	0																					
639857																																																																																																																																																																																																																																																	
640143																																																																																																																																																																																																																											46894	0																					
640246																																																																																																																																																																																																																																																	
640442																																																																																																																																																																																																																																																	
640554																																																																																																																																																																																																																																																	
640956																																																																																																																																																																																																																																																	
641449																																																																																																																																																																																																																											52202	0																					
641579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39769				0	0	0	0	0	1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60301	0	0	42843	17458	0	0	0	0	0	0	0	0	0	0	72781	0	392	0	9203	63186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
641775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511370				0	0	0	0	0	15100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257035	0	0	253449	3586	0	0	0	0	0	0	0	0	0	0	321048	0	0	179	0	320869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063	413	413	0	0	0	0	0	0	0	2341	0	0	2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712941	0	0	205000	87762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
642437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57666				0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2403	0	0	0	0	2403	0	25488	0	0	25316	172	0	0	0	1023	0	0	0	0	0	1023	96562	0	0	0	0	96562	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1023	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0	0	147139	0	0	0	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
642549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16047	3209	0	0	16047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256964	0	0	0	0	0	0	-321	0	7305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120149	0	0	113369	6780	6048	0	6048	11610	0	0	0	0	0	11610	746832	0	10232	11225	0	725375	0	0	0	1020	0	0	0	0	0	0	0	210502	210502	0	67736	0	0	0	0	0	0	0	0	0	0	0	169	0	169	0	0	208672	17658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199865	39973	0	0	0	39973	0	0	18823	0	12657	0	0	2177	0	10480	0	0	0	0	0	0	0	0	0	0	0	0	17658	0	0	0	0	0	0	169	0	0	0	26487	0	0	0	0	0	0	2113	1168746	0	50000	80000	240456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
642857																																																																																																																																																																																																																											216464	0																					
643078																																																																																																																																																																																																																											225029	0																					
643274																																																																																																																																																																																																																											18757	0																					
643340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	1420	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107515				0	0	0	0	0	-324	0	0	0	0	0	80	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44334	0	0	44144	190	0	0	0	1417	0	0	0	0	1089	328	140904	0	0	14874	0	126030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1986	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41835	8367	0	0	385	7982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	217514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
643452																																																																																																																																																																																																																											145889	0																					
643658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37454	0	0	145	3364	33945	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2393	479	0	0	0	479	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644057																																																																																																																																																																																																																																																	
644141																																																																																																																																																																																																																											55222	0																					
644646																																																																																																																																																																																																																																																	
