"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
256179														1425		1389	0					17	0	19							
256553														27781	0	19277	0	0	0	0	0	4865	3639	0	15620	0	0				
257233														5843		2694	1907					153	1089	0							
257345														543		1	0					263	279	0							
257578														12085		9726	1171					56	1132	0							
257653														148		35	0					52	61	0							
257756														718		66	0					43	599	10							
258146														261		1	193					20	47	0							
258306														12140		10657	0					14	1369	100							
258379														3109		2699	0					9	401	0							
258445														3459		1478	0					400	1581	0							
258539														201		29	0					74	98	0							
258771														62605		19704	11542					193	27274	3892							
258874														671		39	308					5	319	0							
259059														128		0	0					26	87	15							
259330														11761		7000	0					330	4431	0		2879	3158				
259442														2234		1018	0					300	916	0							
259956														238		205	0					33	0	0							
260055														51020	0	42586	0	0	0	0	0	141	8293	0	17225	0	20249				
260831														321		84	0					80	157	0							
260868														10658	0	1988	0	1673	0	0	0	653	7899	118	315	0	0				
261146														12589	3500	10962	0	496	5513			124	1503	0		492		Salaries & Bonuses Payable			
261360														8796		4563	0					277	3956	0							
261940														6988		4619	0					571	1730	68							
262059														2536		1778	161					131	466	0							
262237														1604		1079	0					193	332	0							
262358														1481		322	0					79	1080	0							
262741														2405		13	0					209	2183	0							
262844														3594		1525	0					747	1322	0							
262956														1896		1412	0					75	409	0							
263243														3492		1885	0					430	1177	0	1767						
263627														5018		4460	0					21	537	0							
264455														4846		3695	0					96	1055	0							
264772														25816	0	13386	3843	0	473	459	454	729	7839	19	0	10499	0	Deferred Rent	Deferred Tenant Improvement Allowance	Consumer Deposits	
265340														1048		0	207					107	734	0							
265407														21681		9565	0					5	11699	412							
265452														315		206	55					40	14	0							
265676														482		0	0					137	345	0							
266066														1995		1145	0					82	768	0							
266244														519		1	0					184	334	0							
266253														851		686	0					97	68	0							
266271	1148616	0	572613	145549	0	219685	0	0	377485	37855	0	0	0									15114						Due to Broker			
266655														818		0	273					67	478	0							
266851														1030		234	310					98	388	0							
266945														2449		148	0					441	1860	0							
267652														817		600	0					23	194	0							
268006														19422		3902	0					199	15264	57	2048						
268136														3052		2522	0					85	445	0							
268677														35655	0	17881	0	224	541	0	0	98	17380	296	0	0	17116	WTC Loan Repayments			
268828														1164		0	293					68	803	0							
268976														978		751	0					0	227	0							
269049														2318		0	0					995	1323	0							
269058														2534	1359	2157	0					23	354	0	642						
269571														385		384	0					1	0	0							
269759														27		0	0					16	11	0							
270148														1067		870	20					22	155	0							
270353														769		757	0					12	0	0							
270504														3824		2136	0					105	1498	85							
270531														525		15	0					89	421	0							
270652														247		0	0					170	77	0							
271136														470		51	0					7	412	0							
271275														4421		3639	0					0	762	20	2833						
271341														601		81	0					20	500	0							
271529														7942		3993	0					34	3915	0							
272030														365		104	113					51	97	0							
272058														129		0	0					129	0	0							
272151														168		0	131					12	25	0							
272272														13300		3906	0					1384	5557	2453							
272302														20145		15413	0					0	4732	0	13896						
273336														24295		14535	0		8736			29	9211	520		5073		Deferred Fees on PPP Loans			
273550														5318		1574	2982					177	424	161							
273653														238		0	0					124	114	0							
273662														11509		2102	6360					995	2052	0							
273840														1377		890	0					34	453	0							
273859														36		0	0					36	0	0							
274025														37		0	16					2	19	0							
274052														105		0	0					36	69	0							
274548														967		430	0					215	312	10							
274829														4534		1899	0					92	2543	0	1899						
274856														269		35	0					153	81	0							
275255														571	0	347	0	263	14	5	65	175	49	0	0	0	0	Incoming Rate Bridge Payment	Other Liabilities	Deferred Loan Fee	
275358														8241		2462	450					1486	3843	0							
275479														5049		4855	0					3	191	0							
275657														87		0	59					28	0	0							
276074														1383		199	452					18	714	0							
276159														1054		0	650					123	281	0							
276551														528	0	0	0	0	0	0	0	24	504	0	0	0	0				
276579														721768	0	299836	0	0	0	0	0	8968	348721	64243	122078	0	0				
276645														1500		803	64					134	499	0							
276654														415	0	192	0	0	192	0	0	60	163	0	0	0	0	DEFERRED LOAN FEES			
276850														5381		0	0					502	4879	0							
276953														586		0	206					100	280	0							
277240														3432		2540	0					409	483	0							
277277														596		36	0		5			299	261	0			5	Parking Lot Lease Adjustments			
277679														56		52	0		43			1	3	0				Deferred loan fees			
277736														881		309	8					84	480	0							
277820														4610		3210	0					148	1252	0							
278256														978		867	0					74	37	0							
278555														8373		5104	0					653	2616	0							
278733														622		324	0					91	207	0							
278751														225		0	0					39	186	0							
278818														14913		7569	0					614	6730	0			6838				
278872														3876		3340	0					1	535	0							
279105														28234		3162	0					0	25072	0	3162						
279842														2320		0	698					799	823	0							
279954														3771		759	711		233			305	1996	0	298			EMPLOYEE BENEFIT PAYABLE			
280110	2482231	0	1582450	185510	0	479904	0	0	494876	215138	0	0	679855									4257						Low income housing commitments			
280138														2545		78	0					77	2390	0							
280352														815		572	0					17	226	0							
280558														413		0	0					16	397	0							
282075														4296	0	2060	0	0	0	0	0	34	2202	0	0	1123	0				
282226														1567		1000	0					67	495	5							
282824														1214		463	0					111	640	0							
283157														747		578	0					13	156	0							
283438														8134		3496	0					449	4189	0	756						
283652														775		633	0					15	127	0							
283737														2907		1181	0					1216	161	349							
283867														5493	0	2455	0	0	928	0	0	317	2693	28	983	0	0	Good faith deposits and prepaid loan costs			
284154														611		191	97					72	251	0							
284239														454		15	0					301	138	0							
284556														2327		783	0					749	795	0							
284752														833		540	0					22	231	40							
284958														130		0	0					23	107	0							
285151														2080		463	0	10				18	1599	0	160						
285348														1307		113	599					86	509	0							
285544														484	0	0	0	0	0	0	0	26	458	0	0	0	0				
285553														348	0	137	74	0	0	0	0	102	35	0	0	0	0				
285740														7472		1236	0	790				167	6069	0	445						
285759														1172		0	120					89	963	0							
285777														101		31	56					10	4	0							
285852														2666		982	408					158	1118	0							
285928														1684		936	0					175	573	0							
286251														38		0	0					38	0	0							
286457														1305		1004	0					24	277	0							
286840														575		9	78					468	20	0							
287007														1934		0	0					19	1880	35							
287342														159		0	16					93	50	0							
287856														21		0	0					5	16	0							
287922														581		0	0					4	577	0							
287959														470		73	0					34	363	0							
288152														121		0	34					12	75	0							
288358														999		0	0					96	903	0							
288376														3142		681	1419		680			206	836	0				Deferred PPP loan fees			
288853														662473	0	588789	0	0	515890	0	0	111	68703	4870	0	0	0	Securities Purchased not Settled			
289056														1035		20	0					51	964	0							
289225														112		8	0					86	18	0							
289515														10797		4040	0					209	4187	2361							
289702														18518		11312	228					56	6572	350							
289739														630		15	220					59	336	0							
289757														3667		3293	0					203	171	0							
290052														14330		10001	0					350	3804	175		2885	4970				
290249														11670		10874	0		6355			64	732	0				Deferred Income			
290838														147		1	86					8	52	0							
290922														168		54	0					102	12	0							
291059														1947	400	1576	0					278	93	0	1176						
291330														519		462	38					19	0	0							
291376														873		871	0					2	0	0	792						
291611														6476		3422	1765					380	909	0							
291732														616		0	184					110	322	0							
292234														993		809	0					1	183	0							
292467														129	0	0	0	0	0	0	0	20	109	0	0	0	0				
292850														143		0	0					28	115	0							
292908														23173	0	19074	0	0	0	0	0	472	3627	0	8449	0	5544				
293053														7576	0	2495	925	0	0	0	0	149	3712	295	0	0	0				
293352														147		12	0					75	60	0							
293437														3981		635	2669					364	313	0							
293651														1834		1116	26					180	512	0							
293754														138		0	0					19	119	0							
294023														2683		0	666					136	1881	0							
294564														13081	0	5982	1024	0	5360	0	0	522	4434	1119	0	0	0	Other Payable			
294751														10046		5533	0					57	4456	0	5533						
294779														9865	0	5623	192	0	0	0	0	274	3392	384	1627	0	2630				
294827														893		3	0					136	754	0							
295011														2318		0	75					740	948	555							
295057														574		0	0					233	341	0							
295646														109		0	0					20	89	0							
296456														2245		370	0					772	1103	0							
296474														899		6	446					70	377	0							
296559														1087		74	157					502	354	0							
296755														410		0	0					61	349	0							
296858														457		0	0					35	422	0							
297051														811		50	47					44	670	0							
297257														4916		4338	0					331	247	0							
297547														47		7	0					1	39	0							
297631														586		337	0		101			37	212	0	223			Other Liabilities			
297761														4504		4136	0					146	200	22							
298049														416		71	6					158	181	0							
298218														8645		1887	0					9	6749	0							
298245														3543		2657	0		804			160	726	0		1853		PPP DEFERRED LOAN FEES			
299046														23157		18537	0					111	4303	206		9544					
299868														11017	0	10607	0	0	0	0	0	43	366	1	9925	0	0				
300009														12554		2950	15					107	9482	0							
300063														2393		153	0					708	1459	73							
300157														91		0	9					13	69	0							
300353														3330		1378	0					65	1887	0							
300456														77		20	39					9	9	0							
300933														2276		701	0					88	1487	0	564						
300942														1370	0	928	0	0	0	0	0	320	122	0	544	0	0				
300960														5874		2616	39					17	2567	635							
301574														7805		7150	0					1	654	0							
301800														5071		2475	0	371				14	2561	21	1330						
302030														437		93	91					12	241	0							
302133														16		0	0					8	8	0							
302553														855		445	81					205	124	0							
302656														11785	0	2259	1865	0	474	511	0	2301	5360	0	330	901	0	Service Fees Payable	FSA Loss Payable		
303653														235		7	0					51	177	0							
303701														2821		2805	0					10	6	0							
303747														217		0	0					145	67	5							
303952														4179		1624	0		31			182	2373	0	1358			Insurance Reserves			
304155														67		22	0					45	0	0							
304173														7159		1056	3292					45	2766	0							
304520														2433		2031	0					18	264	120							
304575														373		254	4					0	115	0							
304762														509		481	0					10	18	0							
304913														4269	0	2910	0	1905	0	0	0	1	1358	0	0	0	0				
305059														264		137	0					9	118	0							
305077														1023		795	0					6	222	0							
305237														2043		2021	0					20	2	0							
305433														150		109	0					17	24	0							
305442														1023		234	0					53	736	0							
305750														2093		1019	0					22	1052	0							
306056														260		0	19					20	214	7							
306140														259	0	174	38	0	0	0	0	22	25	0	0	0	0				
306159														1083	0	340	0	0	0	0	0	194	549	0	315	0	0				
306337														1857		819	0		427			225	813	0	392			IN HOUSE ESCROW			
306908														5961		5524	0					43	393	1							
307062														3462		1526	803					42	1012	79							
307334														444		217	0					180	47	0							
307361														1700		477	195					168	860	0							
307679														10600		7540	302		3890			87	2468	203				Pension Benefits			
307932														1147		918	0					11	218	0							
308256														175		18	0					72	85	0							
308340														1817		126	0					233	1458	0							
308836														285		15	0					40	230	0							
309150														463		290	0					117	56	0							
309655														3909		400	0					429	3080	0							
309851														351		0	203					30	118	0							
310754														330		69	0					50	211	0							
310950														27		1	0					20	6	0							
310978														48524		9379	0					516	38629	0		6239					
311050														4997		3500	0					791	706	0							
311144														8		0	0					8	0	0							
311256														622		148	0					117	357	0							
311265														1039	0	14	0	0	0	0	0	132	892	1	0	0	0				
311603														6521		67	0					142	6312	0							
311658														543		0	385					25	133	0							
311845														355462		221257	0		75621	106154		1929	117759	14517				GNMA ROAP - buyout-eligible loans at FV	Investments purchased not settled		
311939														1521		913	0					349	259	0							
312244														6526		1807	0					130	4589	0							
312356														372		9	0					363	0	0							
313009														336		54	0					84	198	0							
313157														242		203	0					39	0	0							
313223														2252		1621	550					66	15	0							
313577														10717		3477	564					181	6495	0							
314257														2074		977	217					73	807	0							
314444														444		273	0					94	77	0							
315656														407		114	0					133	160	0							
316840														84407	0	79306	0	0	31042	0	0	546	3632	923	0	0	0	Low Income Housing Commitments			
316859														891		0	456					49	386	0							
316934														25		0	0					8	17	0							
317258														2662		434	0					118	2110	0							
317342														73620		49362	0					241	17767	6250	12716		12615				
317379														9691		8418	0					381	161	731							
317650														291		0	79					12	200	0							
318639														73	0	0	11	0	0	0	0	15	47	0	0	0	0				
318835														3986		2394	0					83	1509	0							
318947														355	0	189	0	0	90	0	0	32	134	0	0	0	0	Escrow Payables			
318974														22237		10176	1818					4	10239	0							
319047														3324		264	0					275	2785	0							
319458														675		593	0					33	49	0	415						
319551														1805		1691	0					74	40	0							
320034														137		25	26					76	10	0							
320052														6744		3046	874			2878		27	2797	0				Unearned Contracts Signing Bonus	Deferred Fee Income On PPP Loans		
320070														3036		2770	0					36	230	0							
320119														162500		120082	0	80901				7580	34557	281							
321152														47	0	0	0	0	0	0	0	47	0	0	0	0	0				
321255														67	0	0	0	0	0	0	0	5	62	0	0	0	0				
321273														5768		0	0					262	5506	0							
321330														255		0	144					6	90	15							
321947														4332	0	1406	637	0	15	0	0	686	1603	0	416	0	975	Investments Payable			
322056														1418		0	0					245	1173	0							
322449														560		185	66					75	234	0							
322476														53		0	0					1	52	0							
322551														114		16	0					10	88	0							
323204														17946		14518	0					223	3205	0							
323651														1254		0	0					178	1076	0							
324153														686		38	211					127	310	0							
324229														91		2	0					9	80	0							
324256														116		0	0					10	106	0							
324340														6717		2346	2028	1773				150	2193	0							
324854														1927		283	1441					126	77	0							
324863														1535	200	206	0	0	0	0	0	336	656	337	0	0	0				
324975														1166		91	324					27	724	0							
325141														497	0	0	0	0	0	0	0	46	451	0	0	0	0				
325459														121		0	78					43	0	0							
325534														672		193	0					161	318	0							
326054														1298		36	498					219	545	0							
326344														2657		2310	139					107	101	0							
326858														16904		7343	0					315	8320	926							
326979														1861		1215	0					3	643	0							
327220														533		95	249					28	161	0							
327305														18523		16587	0					200	1703	33		11517					
327435														6413		5017	0					117	1279	0							
327556														664		0	0					253	411	0							
327855														7867		5965	0					554	1348	0							
328058														36	0	0	0	0	0	0	0	6	30	0	0	0	0				
328357														480		0	0					5	475	0							
328656														373		0	0					143	230	0							
328777														28818		19069	0					413	8184	1152	7818	7133					
329149														823		552	92					130	49	0							
329345														4085		2512	0					259	1314	0							
329550														2879		11	1465					157	1246	0							
329952														2885		1916	0					235	591	143	1424						
330239														387		0	118					154	98	17							
330248														1095		562	0					62	465	6							
330855														17214		6879	0					1325	9010	0	6143						
330873														768	0	35	0	0	0	0	0	110	623	0	0	0	0				
330949														2248		1288	0					163	797	0							
331076														2154		954	0					427	773	0							
331375														1169		17	38					316	798	0							
331544														165		0	0					41	124	0							
331713														3128		2120	0					657	351	0							
332224														4836		3671	0					172	967	26							
332345														100		16	2					11	71	0							
332402														23497		15034	2273					177	6013	0							
332671														3072		2869	0					5	198	0							
332756														47		0	0					35	12	0							
333034														1279		457	0					307	515	0							
333203														8179	0	4362	1294	0	1351	0	0	85	2438	0	0	0	1811	Affordable Housing Investment Payable			
333650														829		387	183					213	46	0							
333856														1260	0	0	175	0	0	0	0	59	1026	0	0	0	0				
333940														205	0	0	0	0	0	0	0	50	151	4	0	0	0				
334264														3753		720	790					135	1859	249							
334648														1531		64	923					148	396	0							
334657														1636	0	1464	0	0	1464	0	0	92	80	0	0	0	0	Long-Term Retirement Per Judgement			
335346														515		203	0		163			174	138	0				Def Tax Liab MTM			
335355														472		44	0	2				69	359	0							
336147														471		119	118					47	187	0							
336361														4559		4191	0					74	294	0							
336576														4030		4	0					35	3991	0							
336950														34		0	4					16	14	0							
337247														138		37	24					72	5	0							
337340														321		14	0					91	213	3							
338646														2420		427	0					114	1879	0							
338851														82	0	64	0	0	0	0	0	18	0	0	0	0	0				
338945														209		1	0					68	140	0							
339072														17292		5317	0	1347				420	10404	1151							
339353														105		69	0					24	12	0							
339456														3722	0	2002	0	2002	0	0	0	257	1463	0	0	0	0				
339607														14031		5379	0					206	8203	243							
339773														33944	0	29881	0	0	0	0	0	86	3977	0	5729	23823	0				
339858														1649305		1293656	24632		515702			6928	290874	33215				Payables from Unsettled Trading securities transactions			
339876														75		64	0					1	0	10							
340135														10873	0	7551	0	0	0	0	0	127	3195	0	7304	0	0				
340144														8099		5219	0					62	2806	12							
340256														2093		1348	0					240	505	0							
340443														1778		744	550					6	476	2							
340742														10747	0	5143	0	0	3009	0	0	317	5287	0	0	1307	0	Right of use liability			
340751														3646		3344	0					210	92	0							
341310														5222		4337	0					1	884	0							
342054														1921		845	0					52	1024	0							
342362														9576	0	1779	5902	152	0	0	0	1344	551	0	1609	0	0				
342410														35751	0	28945	0	0	0	0	0	252	5345	1209	14836	0	0				
342634														228663	0	154525	0	0	0	0	0	750	33729	39659	95113	0	31838				
343051														1538		1388	139					10	1	0							
343248														111	0	0	0	0	0	0	0	22	89	0	0	0	0				
343257														116		14	57					10	35	0							
343770														285		15	0					35	235	0							
343903														4483		3013	0					97	1373	0							
343958														606		0	286					92	228	0							
344647														7763		3594	2455	924	794			419	1295	0	489			Deferred incentive comp			
344816														2690	0	81	1485	0	0	0	0	284	840	0	0	0	0				
344852														734		441	0					31	262	0							
345309														32909	0	2430	0	0	0	0	0	13	30405	61	1898	0	0				
345345														1427		791	0	225	195	54	307	423	210	3				atm settlement	ppp agent loan fee payable	deferred ppp income	
345747														2910	0	750	0	0	0	0	0	206	1954	0	750	0	0				
345756														8329		3826	389	980				376	3697	41	2845						
345877														4378		3495	0					72	811	0							
346379														1181		127	452					53	549	0							
346566														94		26	0					4	64	0							
346771														3303		2833	0					0	432	38							
347022														810		411	0					17	360	22							
347639														2062		9	0					16	2037	0							
347956														11700	0	11302	0	0	0	0	0	324	17	57	0	6729	0				
348159														1342		0	180					30	1132	0							
348720														5979		3695	0					35	2249	0							
349129														631		0	54					64	513	0							
349343														125		63	0					45	17	0							
350572														1228		927	0					56	245	0							
350657														137		65	0					21	51	0							
350750														422		41	0					110	271	0							
351131														305		67	0	67				5	233	0							
351560														7525		6995	0					51	329	150							
351878														279		18	42					0	219	0							
352370														2130		1418	0					84	628	0							
352651														1187		1087	0					17	83	0							
352745														839		180	0					60	599	0							
352772														217389		153383	0					1389	50548	12069	45122		61869				
353238														4424		4351	0					56	17	0							
353546														1225		845	320					60	0	0							
353555														43584		9276	0					4177	28331	1800		6609					
353724														1856		764	0					107	316	669							
353957														44		0	0					44	0	0							
354057														949		630	0					126	193	0							
354253														416		376	0					29	11	0							
354310														68544		46542	0					3257	15398	3347			37891				
354552														5837		4417	546					135	603	136							
354851														150		6	0					47	97	0							
355120														6918		5679	0					296	943	0							
355559														4321		2443	1236					110	532	0							
355858														27983		12247	0		9630			352	13140	2244				DEFERRED ANNUAL FEES CREDIT CARDS			
356239														1558		814	26					125	593	0							
356659														510		0	0					189	321	0							
356752														394		27	83					11	273	0							
357151														80		0	0					38	42	0							
357526														2220		443	0					24	1753	0							
357553														438		0	162					159	117	0							
357777														1081		714	0					13	354	0							
357937														9038		8119	0					420	499	0							
358112														3014		2308	0					85	621	0							
358448														311		0	32					17	262	0							
358756														494		410	25					59	0	0							
359472														93		18	0					1	74	0							
359650														32		0	18					14	0	0							
359744														243		0	132					43	68	0							
360777														126		66	0					12	48	0							
361055														4103		0	371					141	3591	0							
361167														96424		66895	9610		18578			2009	11890	6020			17910	Restoration Plan Liability			
361279														977		205	0					219	553	0							
361354														284		0	0					99	185	0							
361439														3241		1704	0	1665				260	1277	0	39						
362043														201		0	134					30	37	0							
362155														402		0	0					76	326	0							
362717														6131	1117	1215	1458	0	0	0	0	295	3163	0	0	0	0				
362856														262		132	0					5	117	8							
362940														190		148	0					32	10	0							
363442														34		11	2					21	0	0							
363648														505		0	78					106	321	0							
363657														4900		1727	0					566	2607	0		1727					
363778														91		47	0					5	39	0							
364131														2052		1755	0					149	148	0							
364270	1327	0	300	0	169	0	0	0	1021	0	0	0	0									6									
364430														1833		1279	0					204	350	0							
364850														724	0	661	0	0	0	0	0	36	27	0	513	0	0				
365325														262637		126828	0					4493	115356	15960			76604				
365745														2038		3	780					37	1218	0							
365848														449		242	170					37	0	0				Deferred Revenue			
365950														668		349	28					199	92	0							
366078														11605		9609	229					241	1526	0							
366238														7116		5888	0		1514			708	520	0				Accumulated postretirement benefit   obgl			
366247														629	0	58	442	0	0	0	0	129	0	0	0	0	0				
366359														205		51	0					5	149	0							
366658														276		0	75					65	136	0							
366854														122		0	0					10	112	0							
367150														365		27	174					18	146	0							
367178														1208		1109	0					0	99	0							
367431														987		171	0					56	760	0							
367543														2248		0	0					158	2090	0							
368054														354		0	0					33	274	47							
368344														1086	0	0	68	0	0	0	0	190	828	0	0	0	0				
368522														1843		1075	0					17	751	0							
368933														224		117	0					26	81	0							
368951														522		25	94					85	318	0							
369453														614		87	260					72	195	0							
369659														11053		9358	0					285	1410	0							
370020														4064		2190	259					148	1467	0							
370271														92816	0	20160	0	0	15816	0	0	121	72535	0	0	0	0	Intercompany Payables			
370347														156		0	0					65	91	0							
370721														1511		642	278		134	140		185	268	138				COMPUTER/I.T. EXPENSE	ACCRUED AUDITING		
370833														94		49	0					25	20	0							
370954														212		49	0					40	123	0							
371223														2839		1557	0					20	1262	0							
371232														2802		2223	0					7	572	0							
371362														6940		5397	0					417	1126	0							
371559														169		29	0					58	82	0							
371755														40	0	0	0	0	0	0	0	13	27	0	0	0	0				
371849														750		523	0					52	175	0							
371924														7730		2795	125					723	4087	0							
371942														1095		914	11					107	63	0							
372444														527		377	18					49	57	26							
372538														5214		165	0					892	4157	0							
372640														1634		1461	0					15	158	0							
372855														347	0	3	0	0	0	0	0	34	310	0	0	0	0				
373115														26601		20480	121		6884			847	5078	75			7970	Securities Transactions in Process			
373272														165		0	0					11	154	0							
373553														679		545	0					65	69	0							
373601														14979		7267	0		5410			7138	574	0				Accrued pension Liability			
374130														678		290	0					75	313	0							
374354														109		0	0					81	28	0							
374653														15210		2435	0					2084	10691	0	2337						
374774														389		0	0					62	327	0							
375034														13160		8303	0					1778	3079	0	5343						
375043														10453	0	4347	0	0	3925	0	0	192	5801	113	0	0	0	Deferred Fee Income PPP Loans			
375379														359		282	0					0	77	0							
375502														27440		15191	0					0	12249	0							
375566														6240		3250	0					531	2459	0							
375650														62		0	0					1	61	0							
376237														492		153	0					37	302	0							
376273														40262		22716	0					8	17438	100	18913						
376442														2753	0	1729	0	0	0	0	0	335	689	0	1680	0	0				
376947														652		0	194					99	359	0							
377663														1143	0	0	0	0	0	0	0	65	1078	0	0	0	0				
377850														41		0	0					24	17	0							
377908														95857		88457	0					564	6678	158	64134						
378044														46		29	0					17	0	0							
378110														380		108	116					37	119	0							
379050														107		37	0					27	43	0							
379153														203		0	0					18	185	0							
379470														301		170	44					0	87	0							
379649														2558	0	2118	43	0	0	0	0	147	250	0	2118	0	0				
379920														373647		245649	0					6785	106132	15081			124094				
380346														448		0	106					52	290	0							
380458														12814		3987	3883					339	4165	440							
380533														849		2	193					128	526	0							
380654														472		65	0					111	296	0							
380841														63		2	0					5	56	0							
380878														469		180	138					0	151	0							
380944														972		0	0					35	937	0							
381026														478		0	136					91	251	0							
381343														5659		3808	0					399	1452	0			2932				
381839														413		59	0					273	81	0							
381932														1643		950	0					22	671	0							
381950														8247		109	0					205	7933	0							
382050														2148		1407	0					42	699	0							
382069														3511		198	1570					245	1496	2			197				
382256														156		1	142					13	0	0							
382274														1		0	0					1	0	0							
382443														2937		2522	0					73	342	0							
382537														747		124	245					302	76	0							
382649														5626		0	38					237	5351	0							
382658														172		1	0					170	1	0							
382742														557		158	0					47	352	0							
382854														496		206	58					52	180	0	206						
384018														14572		9058	0					4293	692	529							
384278														61174		36100	5626	1328				382	14217	4849	14256	4045	1158				
384353														14		0	0					8	6	0							
384652														3238		737	0					988	1513	0							
384830														1909		1331	0					140	438	0							
385350														896		794	0					73	29	0							
385471														7617		3701	0					80	3836	0							
385547														861		485	194					130	52	0							
385686														2233		2172	0					1	60	0							
386432														497		114	128					92	163	0							
386450														709		504	0		102			52	153	0	402			Accrued Salaries & Wages			
386731														1124		317	290					269	248	0							
386825														505		0	332					12	161	0							
386852														2664		631	1460					67	496	10		405					
387055														438		194	0					18	226	0							
387671														3364		1691	312					1	1360	0							
388155														882		325	525					32	0	0							
388258														311		0	207					30	74	0							
388557														150		0	0					91	59	0							
388744														1137		337	225					27	548	0							
388753														92		1	51					34	6	0							
388874														137		137	0					0	0	0							
388940														421		148	0					58	215	0							
389059														451		51	283					32	85	0							
389358														352		0	0					156	196	0							
389376														517		41	0					1	475	0							
389826														74		0	0					1	73	0							
390372														2169		1816	0					15	338	0							
390840														2452		1145	0					57	1250	0							
391418														2187		0	1013					24	1150	0							
391557														153		28	0					10	115	0							
391575														41588		21887	13579	14209				357	5765	0							
391959														563	0	40	193	0	0	0	0	57	273	0	40	0	0				
391977														17888		9848	0					1	8039	0							
392152														345		0	0					57	288	0							
392255														565		50	1					66	448	0							
392778														6723		5369	0					42	1312	0							
393252														180		0	0					167	13	0							
393355														441	0	0	23	0	0	0	0	73	345	0	0	0	0				
393953														4300		3604	603					93	0	0							
394156														1142		861	0					106	175	0							
394259														5329		4155	230	157	25	161		191	753	0	1211	2601		Promontory Rate Bridge	Promontory Reciprical ICS in Process		
395238														819862		474388	0					25411	259269	60794			393505				
395274														94		2	0					27	65	0							
396057														365		2	49					76	238	0							
396244														3209		2009	0	1554				223	977	0	318						
396253														3018		1305	521					18	1123	51							
396356														135		46	0					31	58	0							
396954														830		801	0					29	0	0							
397456														395	0	0	0	0	0	0	0	27	368	0	0	0	0				
397531														18973		14777	0					225	3971	0							
397540														15171	0	10995	0	0	0	0	0	516	3410	250	0	10808	0				
397559														1143		846	0					207	90	0							
397755														2897		2019	161					297	420	0							
397858														300		0	259					11	30	0							
398051														1726	0	1577	0	1577	0	0	0	18	131	0	0	0	0				
398248														1924		0	1308					67	549	0							
398668	257756	0	59039	187599	0	30835	0	0	11118	0	0	0	20978									0						Deferred Income			
398837														1233		1084	0					147	2	0							
399357														131		0	0					75	56	0							
399517														50216		32032	0					1077	17107	0	1664	4493	17860				
399731														563		123	0					130	310	0							
399973														1021		76	513					7	425	0							
400057														544		73	0					69	402	0							
400141														2415		505	0					340	1570	0							
400365														4120		2599	0					144	1342	35							
400767														968		159	752					1	0	56							
400945														315		35	121					54	105	0							
401072														659		582	0					2	75	0							
401559														1300		1065	48					30	157	0							
401755														712		657	0					45	10	0							
401906														8469		6160	0					6	1763	540							
401951														312		0	0					3	309	0							
402462														381		0	5					44	332	0							
402846														318		133	68					108	9	0							
402873														1161		1056	0					34	71	0							
403067														1063		123	0					119	752	69							
403151														7079		58	0					1066	5955	0							
403179														10630		6824	0					51	3413	342							
403254														521		220	10					1	290	0							
403656														544		0	324					104	116	0							
403870														7939		6110	0					372	1457	0							
403946														9786		5847	0					84	3855	0							
404653														1013		0	0					47	966	0							
404943														63		0	0					32	31	0							
406022														911		207	0					67	613	24							
406059														1101		0	0					108	993	0							
406666														853		447	0					119	287	0							
406778														708		150	426					5	127	0							
406974														688		51	0					6	625	6							
407168														2688		2052	0					273	363	0							
407506														40776		36272	0					9	4495	0							
407645														3001		777	0					868	1356	0							
407850														1		0	0					1	0	0							
408307														7131	0	3594	528	0	3101	0	0	3	3006	0	0	0	0	Investment Purchase committments			
408642														39450		32995	4873					310	1272	0							
408875														2269		473	0					252	1544	0							
409265														84		0	0					39	45	0							
410159														73		44	0					25	4	0							
410560														1098		359	0					284	455	0							
410748														880		431	0					327	122	0	431						
410917														1372		765	0					135	472	0							
410944														131		19	29					29	54	0							
411062														681		620	0					39	22	0							
411174														319		0	66					1	252	0							
411231														629		248	0					39	342	0							
411240														422		122	0					137	148	15							
411473														5141	0	2898	0	0	0	0	2499	4	2231	8	0	0	0			Securities purchased not settled	
411512														4936		3825	0	123				171	786	154	288		3371				
411549														252		240	0					12	0	0							
411576														245	0	2	0	0	0	0	0	83	160	0	0	0	0				
411624														637	250	250	0					205	182	0							
411651														700		158	0					37	505	0				Deferred Revenue per SBA Payment Protection Pro Loan fees			
412153														792		0	0					145	647	0							
412452														325		302	1					22	0	0							
412555														1637		466	655					80	436	0							
412667														952		5	176					21	750	0							
412751														38748		11786	0		3955	5506		264	24803	1895				CLM Miscellaneous Liabilities	Right of Use Liability		
412845														3949		343	2974					86	546	0							
412872														177		74	0					1	102	0							
413141														13479		1045	0	587				3198	9171	65							
413208	3139896	0	2375468	0	0	631878	0	0	475379	223984	0	0	694029									65065						Settlement Account			
413347														304		107	72					17	108	0							
413543														300		0	0					59	241	0							
