"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
308340														1617	0	106	0	0	0	0	0	227	1284	0	0	0	0				
308836														268	0	13	0	0	0	0	0	61	194	0	0	0	0				
309150														400	0	194	0	0	0	0	0	150	56	0	0	0	0				
309655														3607	0	188	0	0	0	0	0	451	2968	0	0	0	0	Accrued expenses payable			
309851														268	0	0	198	0	0	0	0	31	39	0	0	0	0				
310754														197	0	20	0	0	0	0	0	64	113	0	0	0	0				
310950														64	0	1	0	0	0	0	0	30	33	0	0	0	0				
310978														43770		11535	0					593	31642	0		8400					
311050														5406	0	3512	0	0	2271	0	0	1033	861	0	1021	0	0	Pension Obligation			
311144														23	0	0	0	0	0	0	0	23	0	0	0	0	0				
311256														715	0	158	0	0	0	0	0	156	401	0	0	0	0				
311265														1102	0	30	0	0	0	0	0	166	905	1	0	0	0				
311603														6774	0	47	0	0	0	0	0	162	6565	0	0	0	0				
311658														496	0	0	399	0	0	0	0	26	71	0	0	0	0				
311845														271458		115133	0		69147			2129	140081	14115				GNMA ROAP - buyout-eligible loans at FV			
311939														1499	0	807	0	0	0	0	0	466	226	0	807	0	0				
312244														13994	0	1895	0	0	0	0	0	164	11935	0	1113	0	0				
312356														571	0	271	0	0	130	0	0	300	0	0	0	0	0	ATM IN PROCESS			
313009														286	0	56	0	0	0	0	0	83	147	0	0	0	0				
313157														240	0	191	0	0	91	0	0	49	0	0	97	0	0	Reserve for Mortgage Loan Escrow			
313223														1820	0	1181	533	721	0	0	0	88	18	0	460	0	0				
313577														10300	0	3381	493	3381	0	0	0	214	6212	0	0	0	0				
314257														1482	0	1120	289	0	0	0	0	65	8	0	0	1011	0				
314444														500	0	305	0	76	0	0	0	104	91	0	0	0	0	0			
315656														649	0	411	0	0	390	0	0	100	138	0	0	0	0	Deferred income from loan origination fees			
316840														79595	0	77091	0	0	32499	0	0	855	1013	636	0	0	0	Low Income Housing Commitments			
316859														839	0	0	380	0	0	0	0	51	408	0	0	0	0				
316934														55	0	0	0	0	0	0	0	7	48	0	0	0	0				
317258														2492	0	519	0	89	0	0	0	123	1850	0	0	0	0				
317342														70136		45415	0					376	18645	5700	12388		12992				
317379														9018	0	7804	0	836	904	505	0	387	96	731	4492	0	0	Midwest Equity Fund	SRIP Liab		
317650														284	0	0	73	0	0	0	0	17	194	0	0	0	0				
318639														63	0	0	16	0	0	0	0	13	34	0	0	0	0				
318835														4267	0	2837	0	0	0	0	0	145	1285	0	873	0	1374				
318947														278	0	132	0	1	60	0	0	35	111	0	0	0	0	Escrow Payable			
318974														23376	0	10837	1941	226	0	0	0	1	10597	0	5140	2349	0				
319047														3152	0	207	0	207	0	0	0	314	2631	0	0	0	0				
319458														608		536	0					41	31	0	405						
319551														5260	0	4443	0	0	0	0	0	98	719	0	1183	0	0				
320034														208	0	19	43	0	0	0	0	109	37	0	0	0	0				
320052														8246		2903	2346			2724		29	2968	0				Unearned Contracts Signing Bonus	Deferred Fee Income On PPP Loans		
320070														3210	0	2972	0	0	0	0	0	36	202	0	2115	0	0	Pension Liabilities			
320119														113518		72877	0	35483				9948	30448	245		20132					
321152														46	0	0	0	0	0	0	0	45	1	0	0	0	0				
321255														44	0	0	0	0	0	0	0	5	39	0	0	0	0				
321273														5407	0	0	0	0	0	0	0	230	5177	0	0	0	0				
321330														335	0	0	141	0	0	0	0	7	172	15	0	0	0				
321947														4432	0	1449	778	0	16	0	0	742	1463	0	421	0	1012	Investments Payable			
322056														1195	0	0	0	0	0	0	0	259	936	0	0	0	0				
322449														778	0	180	64	0	0	0	0	83	451	0	0	0	0				
322476														37	0	0	0	0	0	0	0	1	36	0	0	0	0				
322551														112	8	16	0	0	8	0	0	10	86	0	0	0	0	RESERVE FOR OTHER LOSSES			
323204														17558	0	13766	0	0	5961	4584	0	302	3490	0	0	0	0	Payable Deferred Benefits	Lease Liability		
323651														1071	0	0	0	0	0	0	0	200	871	0	0	0	0				
324153														621	0	41	58	40	0	0	0	125	397	0	0	0	0				
324229														155	0	14	0	0	0	0	0	10	131	0	0	0	0	State Tax Payable	Points Holding	Escrow Payable	
324256														86	0	0	0	0	0	0	0	12	74	0	0	0	0				
324340														7865		2302	2109	1232				246	3208	0							
324854														1819	0	274	1324	0	248	0	0	186	35	0	0	0	0	Accrued Salary Continuation			
324863														1718	200	203	0	0	0	0	0	473	687	355	0	0	0				
324975														1263	0	308	307	0	0	0	0	27	621	0	0	0	0				
325141														588	0	0	0	0	0	0	0	54	534	0	0	0	0				
325459														114	0	0	80	0	0	0	0	34	0	0	0	0	0				
325534														864	0	182	0	0	0	0	0	211	471	0	173	0	0				
326054														1783	0	38	491	0	0	0	0	252	1002	0	0	0	0				
326344														3251	120	2325	51	0	342	683	593	125	750	0	367	0	0	Accrued empolyee benefits	Plan Reserve	Deferred Income	
326858														15259	0	7458	0	0	3833	0	0	354	6521	926	0	0	0	DEFERRED BUILDING GAIN			
326979														2588	0	2189	0	0	1005	0	0	2	397	0	1184	0	0	Due to Broker			
327220														557	0	102	238	41	0	0	0	25	192	0	0	0	0	Other Misc Liabilities			
327305														16294		14958	32					216	1055	33		11562					
327435														6638	0	5548	0	0	0	0	0	123	967	0	4538	0	0				
327556														802	0	0	0	0	0	0	0	392	410	0	0	0	0				
327855														7184	0	5509	0	0	1159	0	0	666	1009	0	3475	0	0	Mortgage Loan Escrow			
328058														27	0	0	0	0	0	0	0	7	20	0	0	0	0				
328357														480		0	0					5	475	0							
328656														312	0	0	0	0	0	0	0	140	172	0	0	0	0				
328777														28115		18429	0					442	8092	1152	7722	7796					
329149														889	0	566	86	0	0	0	0	178	59	0	565	0	0				
329345														4502	0	2690	0	0	0	0	0	384	1428	0	1485	0	0	Diff Gain on Sale of ORE			
329550														2166	0	11	866	0	0	0	0	169	1120	0	0	0	0				
329952														2786		2001	0					225	417	143	1424						
330239														425	0	0	130	0	0	0	0	155	121	19	0	0	0				
330248														1059	0	559	0	0	0	0	0	85	409	6	559	0	0				
330855														19841		7089	0					1166	11586	0	6072						
330873														561	0	22	0	0	0	0	0	113	426	0	0	0	0				
330949														2143	0	1129	0	0	322	0	0	189	825	0	384	0	0	CSI Contract Credits Payable			
331076														2505	0	882	0	421	0	0	0	350	1273	0	431	0	0				
331375														1073	0	19	38	0	0	0	0	340	676	0	0	0	0				
331544														152	0	0	0	0	0	0	0	50	102	0	0	0	0				
331713														3060	0	2070	0	0	0	0	0	647	343	0	2070	0	0				
332224														4811	0	3730	0	0	1896	0	0	164	899	18	0	0	1235	SERP PLAN			
332345														86	0	12	3	0	0	0	0	12	59	0	0	0	0				
332402														8977	0	5536	0	0	0	0	0	307	3134	0	2319	1547	0				
332671														2971	0	2801	0	0	0	0	0	4	166	0	2781	0	0				
332756														43	0	0	0	0	0	0	0	35	8	0	0	0	0				
333034														1154	0	389	0	0	323	0	0	345	420	0	0	0	0	Escrow reserve			
333203														7985	0	4969	1312	0	1951	1838	0	145	1559	0	0	0	0	Affordable Housing Investment Payable	Operating Lease Liability		
333650														883	0	432	183	0	432	0	0	213	55	0	0	0	0	Deferred PPP Income			
333856														1259	0	0	150	0	0	0	0	122	987	0	0	0	0				
333940														204	0	0	0	0	0	0	0	59	141	4	0	0	0				
334264														3209	0	494	660	80	0	328	0	159	1647	249	0	0	0		REAL ESTATE ESCROW		
334648														1435	0	51	920	0	0	0	0	139	325	0	0	0	0				
334657														1638	0	1472	0	0	1472	0	0	97	69	0	0	0	0	Long-Term Retirement Per Judgement			
335346														745	0	195	0	0	161	0	0	251	299	0	0	0	0	Def Tax Liab MTM			
335355														396		68	0	25				75	253	0							
336147														499	0	138	109	138	0	0	0	53	199	0	0	0	0				
336361														380	0	0	0	0	0	0	0	81	299	0	0	0	0				
336576														3502	0	4	0	4	0	0	0	47	3451	0	0	0	0				
336950														25	0	0	0	0	0	0	0	16	9	0	0	0	0				
337247														142	0	33	22	0	0	0	0	80	7	0	0	0	0				
337340														351	0	19	0	0	0	0	0	112	217	3	0	0	0				
338646														2167	0	586	0	0	191	0	0	107	1474	0	108	0	0	Unearned MasterCard Bonus			
338851														91	0	64	0	0	0	0	0	27	0	0	0	0	0				
338945														200	0	3	0	0	0	0	0	85	112	0	0	0	0				
339072														16321		6903	0		1963			317	7950	1151				Customer Advances - Construction			
339353														136	0	69	0	0	0	0	0	49	18	0	0	0	0				
339456														3894	0	2589	0	2589	0	0	0	261	1044	0	0	0	0				
339607														13889	0	5633	0	0	0	0	0	168	7845	243	0	4244	0				
339773														37952	0	32751	0	0	0	0	0	651	4550	0	5410	26748	0				
339858														1613455		1214189	27851		450533			8044	324411	38960				Payables from Unsettled Trading securities transactions			
339876														110	0	109	0	0	0	0	0	1	0	0	0	0	0				
340135														9542	0	7215	0	0	0	0	0	156	2171	0	7030	0	0				
340144														10212	0	5339	0	0	0	0	0	653	4208	12	5339	0	0				
340256														2996	0	1496	0	0	446	0	0	433	1067	0	557	0	0	Insurance Check Disbursement			
340443														1624	0	731	523	0	0	0	0	7	361	2	726	0	0	'			
340742														8463	0	4988	0	0	2541	0	0	393	3082	0	0	1946	0	Right of use liability			
340751														3542	0	3169	0	0	0	0	0	311	62	0	2158	0	0				
341310														5030	0	3930	0	0	0	0	0	1	1099	0	2738	0	0				
342054														1495	0	841	0	0	289	386	0	52	602	0	0	0	0	Unearned Debit Card Incentives	Debit Card Settlement Clearing		
342362														9314	0	1725	5349	165	0	0	0	1867	373	0	1560	0	0				
342410														36720	0	31293	0	0	0	0	0	386	3832	1209	14288	0	0				
342634														224734	0	153425	0	0	0	0	0	1035	27611	42663	92927	0	31076				
343051														1588	0	1456	119	0	0	0	0	12	1	0	1208	0	0				
343248														80	0	0	0	0	0	0	0	24	56	0	0	0	0				
343257														127	0	20	62	0	19	0	0	16	29	0	0	0	0	CARD HOLDER ACCOUNT			
343770														250	0	21	0	0	0	0	0	36	193	0	0	0	0				
343903														4086	0	3135	0	212	850	466	0	166	785	0	1547	0	0	Non-Qualified Pension	ATM Settlement		
343958														588	0	0	286	0	0	0	0	152	150	0	0	0	0				
344647														7539		2385	2254	964	854			555	2345	0	493			Deferred incentive comp			
344816														3351	0	95	1587	0	0	0	0	343	1326	0	0	0	0				
344852														664	0	429	0	0	429	0	0	34	201	0	0	0	0	ACC LIAB EXEC RETIREMENT PLAN			
345309														30612	0	2068	0	0	0	0	0	10	28484	50	1816	0	0				
345345														1584		1029	0	150	251	54	566	506	46	3				atm settlement	ppp agent loan fee payable	deferred ppp income	
345747														2488	0	710	0	0	0	0	0	295	1483	0	710	0	0				
345756														8409		5137	332	2511				493	2406	41	2626						
345877														3259	0	2372	0	0	0	0	0	100	787	0	2195	0	0				
346379														860	0	92	444	65	0	0	27	56	268	0	0	0	0			Accrued FDIC	
346566														73	0	22	0	0	0	0	0	5	46	0	0	0	0				
346771														3435	0	3012	0	0	2045	0	0	0	385	38	0	0	0	Post Retirement Obligation			
347022														1073	0	621	0	0	618	0	0	19	411	22	0	0	0	PPP Loan Fees - Uncollected			
347639														1740	0	8	0	0	0	0	0	17	1715	0	0	0	0				
347956														9745	0	9203	0	0	0	0	0	437	48	57	0	6771	0				
348159														1458	0	0	169	0	0	0	0	33	1256	0	0	0	0				
348720														7248	0	3883	0	0	0	0	0	35	3330	0	2324	0	0				
349129														640	0	0	61	0	0	0	0	65	514	0	0	0	0				
349343														279	0	144	0	0	0	0	0	124	11	0	0	0	0	atm in process			
350572														341	0	141	0	0	139	0	0	54	146	0	0	0	0	Debit Card Settlemtent			
350657														142	0	77	0	0	0	0	0	27	38	0	0	0	0				
350750														387	0	40	0	0	0	0	0	135	212	0	0	0	0				
351131														306		77	0	77				4	225	0							
351560														7397	0	6791	0	0	1820	0	0	44	412	150	3873	0	0	Capitalized leases			
351878														224	0	14	72	0	0	0	0	0	138	0	0	0	0				
352370														1938	0	1420	0	0	0	0	0	96	422	0	1336	0	0				
352651														1449	0	1352	0	0	1144	180	0	18	79	0	0	0	0	1144	180		
352745														767	0	268	0	0	261	0	0	72	427	0	0	0	0	Unearned Loan Fees			
352772														225226		166002	0					3239	45453	10532	45346		61390				
353238														4446	0	4298	0	53	935	0	0	70	78	0	3238	0	0	unearned loan fees			
353546														1069	0	725	271	0	284	0	0	63	10	0	0	0	0	Director def comp payable			
353555														48470	11764	19897	0					4721	22052	1800		6841					
353724														1765	0	722	0	0	564	0	0	114	176	753	0	0	0	Unearned gain on other real estate sold			
353957														37	0	1	0	0	0	0	0	36	0	0	0	0	0				
354057														988	0	700	0	32	0	0	0	137	151	0	480	0	0				
354253														380	0	337	0	0	0	0	0	37	6	0	337	0	0				
354310														68360		49736	0					3526	10233	4865			37427				
354552														6633	0	5412	559	0	1438	0	0	143	408	111	0	3454	0	UNEARNED REVENUE - IRA FEES			
354851														134	0	7	0	0	0	0	0	59	68	0	6	0	0				
355120														7726	0	6128	0	0	0	0	0	318	1280	0	0	0	0				
355559														4673	0	2460	1602	0	0	0	0	118	493	0	851	0	0	Deferred Revenue			
355858														29187		11952	0		9433			415	14785	2035				DEFERRED ANNUAL FEES CREDIT CARDS			
356239														1580	0	806	26	0	0	0	0	131	617	0	806	0	0				
356659														412	0	0	0	0	0	0	0	212	200	0	0	0	0				
356752														612	0	28	85	0	0	0	0	9	490	0	0	0	0				
357151														178	0	0	0	0	0	0	0	50	128	0	0	0	0				
357526														2596	0	436	0	128	0	0	0	28	2132	0	0	0	0				
357553														678	0	0	138	0	0	0	0	216	324	0	0	0	0				
357777														1033	0	695	0	0	0	0	0	5	333	0	695	0	0				
357937														9329	0	8423	0	0	3120	0	0	591	315	0	3469	0	0	Additional Minimum Pension Liability			
358112														2839	0	2273	0	0	0	0	0	90	476	0	2272	0	0				
358448														254	0	0	27	0	0	0	0	17	210	0	0	0	0				
358756														466	0	401	14	0	0	0	0	51	0	0	401	0	0				
359472														76	0	21	0	0	0	0	0	1	54	0	0	0	0	FDIC DEPOSIT ACCTS			
359650														45	0	0	21	0	0	0	0	24	0	0	0	0	0				
359744														214	0	0	96	0	0	0	0	41	77	0	0	0	0				
360777														97		47	0					9	41	0							
361055														3412	0	0	272	0	0	0	0	157	2983	0	0	0	0				
361167														117313		87485	8093		26359			2726	12644	6365				Unsettled Trades to Purchase Securities			
361279														1102	0	171	36	0	123	0	0	268	627	0	0	0	0	Loan Escrow			
361354														230	0	0	0	0	0	0	0	104	126	0	0	0	0				
361439														2806		1597	0	1555				335	874	0	39						
362043														187	0	2	87	0	0	0	0	33	65	0	0	0	0				
362155														521	0	0	0	0	0	0	0	84	437	0	0	0	0				
362717														7474	1101	1126	1127	0	0	0	0	380	4841	0	0	0	0				
362856														214	0	110	0	0	0	0	0	7	86	11	68	0	0				
362940														189	0	150	0	0	0	0	0	32	7	0	131	0	0				
363442														37	0	12	2	12	0	0	0	23	0	0	0	0	0				
363648														421	0	0	72	0	0	0	0	136	213	0	0	0	0				
363657														4433		1811	0					595	2027	0		1811					
363778														52	0	23	0	6	17	0	0	5	24	0	0	0	0	Miscellaneous			
364131														2253	0	1949	0	0	609	1036	0	210	94	0	0	0	0	NON QUALIFIED PENSION	DEFERRED FEES SBA PPP		
364270	1221	0	305	0	157	0	0	0	910	0	0	0	0									6									
364430														1773	0	1277	0	0	336	0	0	240	256	0	820	0	0	Deferred Revenue from PPP			
364850														786	0	640	0	0	0	0	0	45	101	0	502	0	0				
365325														258419		137770	0					5900	102803	11946			74435				
365745														1909	0	33	702	0	0	0	0	43	1131	0	0	0	0				
365848														367	0	206	126	0	139	0	0	35	0	0	0	0	0	Deferred Revenue			
365950														287	0	18	28	0	0	0	0	183	58	0	0	0	0				
366078														10166	0	8617	144	0	0	0	0	258	1147	0	0	5423	0				
366238														6763		5421	280		1508			761	301	0				Accumulated postretirement benefit   obgl			
366247														676	0	5	501	0	0	0	0	170	0	0	0	0	0				
366359														160	0	74	0	0	0	0	0	5	81	0	0	0	0				
366658														578	0	0	101	0	0	0	0	68	409	0	0	0	0				
366854														232		137	0					5	90	0	137						
367150														307	0	34	155	0	0	0	0	21	97	0	0	0	0				
367178														1187	0	1111	0	0	0	0	0	0	76	0	1111	0	0				
367431														930	0	136	9	0	0	0	0	68	717	0	0	0	0				
367543														2583	0	0	0	0	0	0	0	255	2328	0	0	0	0				
368054														248	0	0	0	0	0	0	0	54	194	0	0	0	0				
368344														999	0	0	59	0	0	0	0	193	747	0	0	0	0				
368522														1744	0	1122	0	360	0	0	0	18	604	0	762	0	0				
368933														210	0	82	0	0	0	0	0	31	97	0	0	0	0				
368951														523	0	29	95	0	0	0	0	139	260	0	0	0	0				
369453														570	0	62	258	62	0	0	0	84	166	0	0	0	0				
369659														11035	0	9696	0	0	2807	0	0	286	1053	0	6889	0	0	UNEARNED REVENUE--PPP LOAN FEES			
370020														4363	0	2155	155	0	0	0	0	166	1887	0	2155	0	0				
370271														259848	0	102461	0	0	53434	0	0	124	157263	0	0	0	0	Other Bank Ops - Investments			
370347														167	0	0	0	0	0	0	0	73	94	0	0	0	0				
370721														1494		508	256		122	123		325	308	97				COMPUTER/I.T. EXPENSE	ACCRUED AUDITING		
370833														72	0	49	0	0	0	0	0	21	2	0	0	0	0				
370954														173	0	23	0	0	0	0	0	44	106	0	0	0	0				
371223														2683	0	1566	0	0	1566	0	0	20	1097	0	0	0	0	LIHTC			
371232														3354	0	2133	0	0	0	0	0	9	1212	0	0	0	0				
371362														6507	0	5192	0	0	0	0	0	436	879	0	5188	0	0				
371559														159	0	29	0	0	0	0	0	76	54	0	0	0	0				
371755														32	0	0	0	0	0	0	0	14	18	0	0	0	0				
371849														715	0	527	0	0	0	0	0	55	133	0	527	0	0				
371924														8505	0	2698	665	0	543	549	0	851	4291	0	0	0	1121	BOLI Split $ Liability	Other Liabilities		
371942														1312	0	892	0	0	0	0	0	111	309	0	888	0	0				
372444														713	0	559	23	0	0	300	0	59	46	26	225	0	0	SHAZAM DAILY SETTLEMENT & CARDHOLDER	ESCROW PAYABLE FHLMC/RURAL		
372538														5327	0	165	0	0	164	0	0	923	4239	0	0	0	0	Unfunded Pension Fund Payable			
372640														1561	0	1449	0	434	0	0	0	19	93	0	774	0	0				
372855														282	0	40	0	0	0	0	0	59	183	0	0	0	0				
373115														23080		17483	0					1064	4458	75			8090	0			
373272														188	0	23	0	0	0	0	0	8	157	0	0	0	0				
373553														638	0	530	0	0	0	0	0	60	48	0	530	0	0				
373601														15695		6560	198		5410			8268	669	0				Accrued Pension Liability			
374130														634	0	221	0	219	0	0	0	82	331	0	0	0	0				
374354														1671	0	1560	0	0	1560	0	0	87	24	0	0	0	0	Investments in Process			
374653														12969		2107	0					2508	8354	0	1992						
374774														247	0	107	0	0	0	0	0	67	73	0	0	0	0				
375034														31189		24179	0	13679				1770	5240	0							
375043														8575	0	4734	0	0	4506	0	0	191	3568	82	0	0	0	Deferred Fee Income PPP Loans			
375379														357	0	243	0	0	215	0	0	0	114	0	0	0	0	Pension Liability			
375502														26606	0	15412	0	0	10136	0	0	0	11194	0	0	0	0	ESOP Payable			
375566														5611	0	3129	0	0	0	0	0	579	1903	0	2562	0	0				
375650														59	0	0	0	0	0	0	0	2	57	0	0	0	0				
376237														442	0	157	0	0	0	0	0	27	258	0	0	24	0				
376273														39196		23779	0					4	15313	100	18004						
376442														3387	0	1712	0	0	0	0	0	421	1254	0	1656	0	0				
376947														865	0	0	176	0	0	0	0	107	582	0	0	0	0				
377663														1091	0	0	0	0	0	0	0	67	1024	0	0	0	0				
377850														54	0	0	0	0	0	0	0	49	5	0	0	0	0				
377908														71592		65830	0					621	4988	153	63726						
378044														43	0	26	0	0	0	0	0	17	0	0	0	0	0				
378110														240	0	50	91	0	0	0	0	40	59	0	0	0	0				
379050														102	0	38	0	0	0	0	0	24	40	0	38	0	0				
379153														181	0	0	0	0	0	0	0	18	163	0	0	0	0				
379470														569	0	220	59	0	187	0	0	0	290	0	0	0	0	Defered loan fee			
379649														2613	0	2117	34	0	0	0	0	201	261	0	2117	0	0				
379920														341577	0	231200	0	0	0	0	0	8264	86745	15368	0	0	127436				
380346														401	0	139	110	0	0	0	0	57	95	0	139	0	0	Outstanding checks	Fed and State W/H	Loan settlement account	
380458														13859	0	6183	3240	899	1990	1178	0	391	3587	458	0	0	0	Deferred Inc-SBA PPP Loan Fees	Int Rate Derivative MTM		
380533														952	0	2	203	0	0	0	0	162	585	0	0	0	0				
380654														435	0	64	0	0	0	0	0	110	261	0	0	0	0				
380841														73	0	16	0	0	0	0	0	5	52	0	0	0	0				
380878														450	0	182	141	0	0	0	0	0	127	0	171	0	0				
380944														899	0	0	0	0	0	0	0	41	858	0	0	0	0				
381026														446		0	136					99	211	0							
381343														6658		4341	0					477	1840	0			3159				
381839														397	0	46	0	0	0	0	0	293	58	0	0	0	0				
381932														1490	0	1112	0	0	172	55	551	29	349	0	138	0	0	ACCD BONUSES	ACCD PROFIT SHARE	ACCD FEES	
381950														8292	0	183	0	175	0	0	0	195	7914	0	0	0	0				
382050														2814	0	2172	0	0	0	0	0	45	597	0	638	0	0				
382069														3603		213	1754					295	1339	2			213				
382256														167	0	1	151	0	0	0	0	15	0	0	0	0	0				
382274														3	0	0	0	0	0	0	0	3	0	0	0	0	0				
382443														2962	0	2587	0	0	0	0	0	88	287	0	2525	0	0				
382537														1463	0	411	247	0	104	120	0	292	513	0	0	0	0	ATM CLEARING	DUE TO HOLDING CO		
382649														5849	0	0	98	0	0	0	0	261	5490	0	0	0	0				
382658														794	0	2	0	0	0	0	0	179	613	0	2	0	0				
382742														419	0	70	0	70	0	0	0	59	290	0	0	0	0				
382854														594		198	0					57	339	0	198						
384018														13184	0	7158	0	5373	0	0	0	4794	910	322	0	0	0				
384278														57967		33158	5566	1171				521	14796	3926	9066	6014	1251				
384353														14	0	0	0	0	0	0	0	9	5	0	0	0	0				
384652														3464	0	755	0	0	256	0	0	1429	1280	0	0	363	0	DEFERRED RENT			
384830														1516	0	1042	0	0	0	0	0	192	282	0	868	0	0				
385350														858	0	761	0	0	0	0	0	75	22	0	736	0	0				
385471														8826	0	3550	0	0	0	0	0	112	5164	0	3221	0	0				
385547														969	0	489	159	0	0	0	0	173	148	0	0	0	0				
385686														2745	0	2680	0	0	0	0	0	1	64	0	1881	0	0				
386432														585	0	188	106	0	0	0	0	109	182	0	0	0	0				
386450														933		544	0		102			66	323	0	386			Accrued Salaries & Wages			
386731														1082	0	349	238	0	0	0	0	309	186	0	0	0	0				
386825														478	0	0	312	0	0	0	0	9	157	0	0	0	0				
386852														3050		658	1427					89	866	10		450					
387055														430	0	194	0	0	0	0	0	19	217	0	194	0	0				
387671														2982	0	1599	302	0	803	0	0	1	1080	0	0	0	0	Loan Purchase Reserve			
388155														759	0	313	412	0	0	0	0	34	0	0	0	0	0				
388258														301	0	0	196	0	0	0	0	43	62	0	0	0	0				
388557														118	0	0	0	0	0	0	0	59	59	0	0	0	0				
388744														1255	0	258	424	0	0	0	0	30	543	0	258	0	0				
388753														128	0	38	51	0	0	0	0	39	0	0	0	0	0				
388874														167	0	167	0	163	0	0	0	0	0	0	0	0	0				
388940														402	0	154	0	0	134	0	0	62	186	0	0	0	0	Salary Continuation Liability			
389059														436	0	55	276	0	0	0	0	36	69	0	0	0	0				
389358														347	0	0	0	0	0	0	0	216	131	0	0	0	0				
389376														494	0	49	0	0	46	0	0	1	444	0	0	0	0	ACCRUED VACATION			
389826														49	0	0	0	0	0	0	0	1	48	0	0	0	0				
390336														2722	0	2090	221	0	1971	0	0	411	0	0	0	0	0	Merger Payables/Reserves			
390372														2234	0	1819	0	127	129	0	0	15	400	0	1556	0	0	Clearing Accounts			
390840														2303	0	1102	0	0	528	0	0	103	1098	0	547	0	0	Director Deferred Plan			
391418														1954	0	0	926	0	0	0	0	29	999	0	0	0	0				
391557														193	0	0	0	0	0	0	0	11	182	0	0	0	0				
391575														39588		19365	14161	11561				492	5570	0							
391959														495	0	44	189	0	0	0	0	58	204	0	44	0	0				
391977														17878	0	9789	0	0	0	0	0	1	8088	0	9663	0	0				
392152														194	0	0	0	0	0	0	0	75	119	0	0	0	0				
392255														552	0	32	1	0	32	0	0	66	453	0	0	0	0	Other Liabilities			
392778														6436	0	5180	0	0	0	0	0	60	1196	0	5180	0	0				
393252														164	0	13	0	0	0	0	0	142	9	0	0	0	0				
393355														338	0	0	25	0	0	0	0	75	238	0	0	0	0				
393953														4607	0	3233	474	0	1403	1752	78	100	800	0	0	0	0	Real Estate Escrow	Other Reserves	Misc.	
394156														1521	0	1279	0	0	472	763	0	119	123	0	0	0	0	Unearned Loan Servicing Income	Participations Payable		
394259														5371		4329	246	338	17			252	544	0	1232	2742		Promontory Rate Bridge			
395238														1752115		1391279	0		922952			39498	260309	61029			392708	AFS payable due to AFS purchases during the quarter to settle after quarter end			
395274														258	0	21	0	0	0	0	0	40	197	0	0	0	0				
396057														327	0	2	55	0	0	0	0	72	198	0	0	0	0				
396244														3468		1632	0	1306				261	1575	0							
396253														2800	0	1234	565	0	0	0	0	18	932	51	988	7	0				
396356														106	0	29	0	0	0	0	0	26	51	0	0	0	0				
396954														720	0	690	0	0	192	0	0	30	0	0	316	0	0	RESERVE INCENTIVE POOL			
397456														276	0	0	0	0	0	0	0	31	245	0	0	0	0				
397531														17653	0	14615	0	4163	4314	0	0	166	2872	0	4623	0	0	DEFERRED RENT			
397540														18686	0	11929	0	0	0	0	0	571	5936	250	0	11739	0				
397559														2134	0	1819	0	0	0	1239	0	257	58	0	342	0	0		Unearned Fee Income (PPP Loans)		
397755														6472	0	4681	1345	0	0	0	0	178	268	0	391	0	0	Deferred Income			
397858														285	0	0	242	0	0	0	0	13	30	0	0	0	0				
398051														1756	0	1609	0	1609	0	0	0	17	130	0	0	0	0				
398248														1871		0	1357					72	442	0							
398668	258356	0	61604	184301	0	31107	0	0	12451	0	0	0	17827									0						Deferred Income			
398837														1046	161	993	0	10	0	0	0	53	0	0	822	0	0				
399357														284	143	143	0	0	0	0	0	86	55	0	0	0	0				
399517														50715		30107	2750					1114	16744	0		4709	18443				
399731														504		176	0					116	212	0							
399973														1129	0	264	431	0	0	0	0	8	426	0	0	0	0				
400057														371	0	7	0	0	0	0	0	77	287	0	0	0	0				
400141														2037	0	456	0	0	0	0	0	337	1244	0	456	0	0				
400365														3877	0	2500	0	257	819	0	0	129	1213	35	1424	0	0	deferred inc ppp loan fees			
400767														916	0	145	714	0	0	0	0	1	0	56	0	0	0				
400945														450	0	149	138	0	0	0	0	55	108	0	0	0	0				
401072														644	0	594	0	0	0	0	0	2	48	0	445	0	0				
401559														1264	0	1060	36	0	0	0	0	44	124	0	1011	0	0				
401755														660	0	588	0	0	0	0	0	65	7	0	0	0	0				
401906														7105	0	4795	258	0	0	0	0	7	1630	415	3168	0	0				
401951														266	0	0	0	0	0	0	0	6	260	0	0	0	0				
402462														608	0	0	153	0	0	0	0	50	405	0	0	0	0				
402846														347	0	131	69	0	0	0	0	136	11	0	131	0	0				
402873														1165	0	1039	0	0	0	0	0	41	85	0	1039	0	0				
403067														846	0	102	0	0	0	0	0	110	565	69	0	0	0				
403106														31322		19974	0	1180				1407	9941	0	1503	17239					
403151														5575		62	0					1287	4226	0							
403179														11211	0	7565	0	0	1540	993	0	253	3110	283	0	0	0	Cashier Check Sweep Payable	Receivable ATM Network Settlement		
403254														482	0	267	11	0	0	0	0	1	203	0	262	0	0				
