"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDJJ30	RCFDJJ31	RCFDJJ32	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	
48374																																																																																																																																																																																																																																																	
48440																																																																																																																																																																																																																																																	
49054																																																																																																																																																																																																																																																	
49148																																																																																																																																																																																																																																																	
49241																																																																																																																																																																																																																																																	
49652																																																																																																																																																																																																																																																	
49858																																																																																																																																																																																																																																																	
49951																																																																																																																																																																																																																																																	
50144																																																																																																																																																																																																																																																	
50461																																																																																																																																																																																																																																																	
50872																																																																																																																																																																																																																																																	
51253																																																																																																																																																																																																																																																	
51356																																																																																																																																																																																																																																																	
51459																																																																																																																																																																																																																																																	
51842																																																																																																																																																																																																																																																	
52719																																																																																																																																																																																																																																																	
52951																																																																																																																																																																																																																																																	
53051																																																																																																																																																																																																																																																	
53752																																																																																																																																																																																																																																																	
54058																																																																																																																																																																																																																																																	
54656																																																																																																																																																																																																																																																	
54973																																																																																																																																																																																																																																																	
55336																																																																																																																																																																																																																																																	
55635																																																																																																																																																																																																																																																	
55653																																																																																																																																																																																																																																																	
55970																																																																																																																																																																																																																																																	
56258																																																																																																																																																																																																																																																	
56351																																																																																																																																																																																																																																																	
56548																																																																																																																																																																																																																																																	
56717																																																																																																																																																																																																																																																	
57040																																																																																																																																																																																																																																																	
57451																																																																																																																																																																																																																																																	
58225																																																																																																																																																																																																																																																	
58243																																																																																																																																																																																																																																																	
58355																																																																																																																																																																																																																																																	
58551																																																																																																																																																																																																																																																	
58636																																																																																																																																																																																																																																																	
58757																																																																																																																																																																																																																																																	
58971																																																																																																																																																																																																																																																	
59316																																																																																																																																																																																																																																																	
59352																																																																																																																																																																																																																																																	
59370																																																																																																																																																																																																																																																	
59754																																																																																																																																																																																																																																																	
60143	72406000	657000	0	0	69168540	3526000	2628000	897000	0	0	0	0	0	0	9110000	3172000	0	0	239000	0	0	0	0	5086000	113000	220000	11000	3422000	11859000	4708000	1979000	52271000	3151000	3151000	687000	855000	2000	1607000	271000	135500	7500	24000	0	104000	31000	6200	0	1200	0	5000	0	0	0	0	0	0	1000	1000	0	0	0	1000	20213000	10106500	0	15500	57000	10018000	12553500	5766700	2038000	65212200	0	1153340	1019000	65212200	69168540	239000	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		1121000	878000	28000	6000	0	0	1149000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12385000				1000	0	0	0	0	103000	0	0	0	4000	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1963000	0	0	1936000	27000	369000	0	369000	214000	0	0	0	0	0	214000	49255000	0	8000	397000	28000	48822000	0	239000	0	170000	0	0	0	0	0	0	0	0	0	0	
60330																																																																																																																																																																																																																																																	
60545																																																																																																																																																																																																																																																	
60554																																																																																																																																																																																																																																																	
60648																																																																																																																																																																																																																																																	
61122																																																																																																																																																																																																																																																	
61355																																																																																																																																																																																																																																																	
61476																																																																																																																																																																																																																																																	
61757																																																																																																																																																																																																																																																	
61832																																																																																																																																																																																																																																																	
61953																																																																																																																																																																																																																																																	
62044																																																																																																																																																																																																																																																	
62110																																																																																																																																																																																																																																																	
62147																																																																																																																																																																																																																																																	
62772																																																																																																																																																																																																																																																	
63050																																																																																																																																																																																																																																																	
63069	55090534	406289	0	0	41321908	1717458	1276539	421928	18932	3931525	1806872	2077522	47808	0	7461364	857698	1070	10303	278480	1372	3929	48921	7054	2572478	69746	60579	32297	1634299	10775701	3926298	12298180	27264529	712614	712614	80375	59878	0	572361	69238	34619	6003	0	0	28616	20825	4165	659	36	274	2587	0	0	0	0	0	0	4079	4079	0	4065	0	14	9881036	4940518	9851	0	9724	4872030	10877872	4006067	12308178	33708702	0	801213	6154089	33708702	41321908	216290	0	0	0	0	0	0	0	240	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	166212	159778	0	0	166212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8315942				0	59	0	-677	0	-14493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12566672	0	3511	11949348	613573	153127	0	153127	70312	0	0	252	0	0	70060	25887473	0	159568	500879	218677	24980368	27981	217204	0	608740	0	0	0	0	0	0	0	0	0	0	
63201																																																																																																																																																																																																																																																	
63573																																																																																																																																																																																																																																																	
63733																																																																																																																																																																																																																																																	
63742																																																																																																																																																																																																																																																	
63751																																																																																																																																																																																																																																																	
64150																																																																																																																																																																																																																																																	
64552																																																																																																																																																																																																																																																	
64730																																																																																																																																																																																																																																																	
65205																																																																																																																																																																																																																																																	
65513	408537	47	0	0	188927	213342	209621	3721	0	87694	0	0	0	87694	0	0	1115	0	0	0	0	0	0	6782	386	0	0	6396	216286	3721	1115	187462	0	0	0	0	0	0	65	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	163	0	0	0	163	216319	3721	1115	187625	0	744	558	187625	188927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114				0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99651	0	6279	0	0	93372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65559																																																																																																																																																																																																																																																	
65746																																																																																																																																																																																																																																																	
65858																																																																																																																																																																																																																																																	
66154																																																																																																																																																																																																																																																	
66275																																																																																																																																																																																																																																																	
66677																																																																																																																																																																																																																																																	
67142																																																																																																																																																																																																																																																	
67151																																																																																																																																																																																																																																																	
67209																																																																																																																																																																																																																																																	
67254																																																																																																																																																																																																																																																	
67656																																																																																																																																																																																																																																																	
67870																																																																																																																																																																																																																																																	
68448																																																																																																																																																																																																																																																	
68671																																																																																																																																																																																																																																																	
68756																																																																																																																																																																																																																																																	
68831																																																																																																																																																																																																																																																	
69333																																																																																																																																																																																																																																																	
69678																																																																																																																																																																																																																																																	
70058																																																																																																																																																																																																																																																	
70218																																																																																																																																																																																																																																																	
70414																																																																																																																																																																																																																																																	
70638																																																																																																																																																																																																																																																	
70955																																																																																																																																																																																																																																																	
71073																																																																																																																																																																																																																																																	
71318																																																																																																																																																																																																																																																	
71457																																																																																																																																																																																																																																																	
71859																																																																																																																																																																																																																																																	
72258																																																																																																																																																																																																																																																	
72351																																																																																																																																																																																																																																																	
72454																																																																																																																																																																																																																																																	
72678																																																																																																																																																																																																																																																	
73116																																																																																																																																																																																																																																																	
73152																																																																																																																																																																																																																																																	
73554																																																																																																																																																																																																																																																	
73956																																																																																																																																																																																																																																																	
74056																																																																																																																																																																																																																																																	
74140																																																																																																																																																																																																																																																	
74403																																																																																																																																																																																																																																																	
74449																																																																																																																																																																																																																																																	
75053																																																																																																																																																																																																																																																	
75259																																																																																																																																																																																																																																																	
75446																																																																																																																																																																																																																																																	
75455																																																																																																																																																																																																																																																	
75558																																																																																																																																																																																																																																																	
75633	129575217	775669	0	0	114002180	12891925	9941466	2855910	42972	5256774	1304767	3952007	0	0	6688887	6858682	363198	0	562192	0	321855	172889	3066	10964442	360937	271650	26943	4928169	18296057	14542991	10176125	78245023	2866135	2866135	0	621406	0	2244729	314281	157141	0	46075	0	111066	21068	4214	0	665	0	3549	0	0	0	0	0	0	350310	350310	0	0	19185	331125	38246255	19123128	0	2367988	47978	15318732	21977830	17604423	10266739	97858689	0	3520885	5133370	97858689	114002180	178371	203643	203643	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	1786412	386075	0	0	1786412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14024149				0	38074	13503	0	0	113382	0	0	0	65130	0	0	21709	43421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11773598	0	33354	9405791	2334453	2701100	0	2700510	628376	0	0	9849	0	0	618527	71276707	0	0	236244	147521	70892942	0	64382	0	3590331	0	0	0	0	0	0	0	0	0	0	
75651																																																																																																																																																																																																																																																	
76153																																																																																																																																																																																																																																																	
76443																																																																																																																																																																																																																																																	
76854																																																																																																																																																																																																																																																	
77150																																																																																																																																																																																																																																																	
77253																																																																																																																																																																																																																																																	
77422																																																																																																																																																																																																																																																	
77851																																																																																																																																																																																																																																																	
78157																																																																																																																																																																																																																																																	
78241																																																																																																																																																																																																																																																	
78559																																																																																																																																																																																																																																																	
79042																																																																																																																																																																																																																																																	
79127																																																																																																																																																																																																																																																	
79145																																																																																																																																																																																																																																																	
79257																																																																																																																																																																																																																																																	
79855																																																																																																																																																																																																																																																	
80150																																																																																																																																																																																																																																																	
80374																																																																																																																																																																																																																																																	
80431																																																																																																																																																																																																																																																	
80552																																																																																																																																																																																																																																																	
81175																																																																																																																																																																																																																																																	
82033																																																																																																																																																																																																																																																	
82257																																																																																																																																																																																																																																																	
82350																																																																																																																																																																																																																																																	
82659																																																																																																																																																																																																																																																	
83151																																																																																																																																																																																																																																																	
83236																																																																																																																																																																																																																																																	
83375																																																																																																																																																																																																																																																	
83638																																																																																																																																																																																																																																																	
83834																																																																																																																																																																																																																																																	
83852																																																																																																																																																																																																																																																	
83955																																																																																																																																																																																																																																																	
84046																																																																																																																																																																																																																																																	
84541																																																																																																																																																																																																																																																	
84804																																																																																																																																																																																																																																																	
85052																																																																																																																																																																																																																																																	
85454																																																																																																																																																																																																																																																	
85472																																																																																																																																																																																																																																																	
85931																																																																																																																																																																																																																																																	
86349																																																																																																																																																																																																																																																	
86554																																																																																																																																																																																																																																																	
86675																																																																																																																																																																																																																																																	
87047																																																																																																																																																																																																																																																	
87159																																																																																																																																																																																																																																																	
87234																																																																																																																																																																																																																																																	
87476																																																																																																																																																																																																																																																	
87579																																																																																																																																																																																																																																																	
88231																																																																																																																																																																																																																																																	
88240																																																																																																																																																																																																																																																	
88259																																																																																																																																																																																																																																																	
88352																																																																																																																																																																																																																																																	
88455																																																																																																																																																																																																																																																	
88950																																																																																																																																																																																																																																																	
89032																																																																																																																																																																																																																																																	
89135																																																																																																																																																																																																																																																	
89854																																																																																																																																																																																																																																																	
89957																																																																																																																																																																																																																																																	
90047																																																																																																																																																																																																																																																	
