"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
818401																																																																																																																																																																																																52237	0	0	94067	462588	1297	3343	0	49532	470	0	0	0	53551	0	0	0	44756	0	0	3343	4640	23439	110952	143458	23568	185583	2662	0	0.107075	0.183715	0.167797	0.000000	0.000000	0.000000	48911	4640	620	0	0	0	0	0	0	0	0	0	0	0	
818540																																																																																																																																																																																																14062	0	0	19583	80139	0	708	10	10985	0	0	0	0	11421	0	0	0	122	0	0	511	511	13454	25900	11401	1755	29969	0	0	0.1433	0.2806	0.2680	0.0000	0.0000	0.0000	10910	511	75	0	0	0	0	0	0	0	0	0	0	0	
818559																																																																																																																																																																																																5324	0	0	43775	70358	0	100	0	5926	0	0	0	0	6550	0	0	0	1243	0	0	100	100	4546	36308	15388	2497	15390	0	0	0.0899	0.2115	0.2083	0.0000	0.0000	0.0000	6450	100	-974	0	0	0	0	0	0	0	0	0	0	0	
818652																																																																																																																																																																																																42660	0	0	33482	99411	0	203	0	7336	0	0	0	0	7435	0	0	0	0	0	0	203	203	36000	6660	1973	2226	54877	0	0	0.074338	0.129992	0.126442	0.000000	0.000000	0.000000	7232	203	104	0	0	0	0	0	0	0	0	0	0	0	
819154																																																																																																																																																																																																5256	0	13329	47490	109629	0	518	0	8000	0	0	0	0	7955	0	0	57	941	0	0	518	518	17692	50806	10886	3792	30200	0	0	0.069431	0.172818	0.161565	0	0	0	7437	518	-75	0	0	0	0	0	0	0	0	0	0	0	
819172																																																																																																																																																																																																6332	0	17	5194	99755	2	788	0	10045	0	0	0	0	11547	0	0	0	0	0	0	788	790	1814	10675	54879	4291	33172	0	0	0.107258	0.184025	0.171434	0.000000	0.000000	0.000000	10757	790	-712	0	0	0	0	0	0	0	0	0	0	0	
819453																																																																																																																																																																																																29075	0	0	90284	231065	0	1298	0	48145	0	0	0	0	49464	0	0	0	0	0	0	1298	1298	32487	84519	50941	3595	64449	0	0	0.205278	0.462181	0.450053	0.000000	0.000000	0.000000	48166	1298	-21	0	0	0	0	0	0	0	0	0	0	0	
819556																																																																																																																																																																																																57758	0	171093	36783	514584	82	924	0	58236	0	0	0	0	56473	0	0	2850	0	0	0	924	1006	65790	186164	93220	19583	167534	0	0	0.1071	0.2232	0.2192	0.0000	0.0000	0.0000	55467	1006	1276	0	0	0	0	0	0	0	0	0	0	0	
819855																																																																																																																																																																																																	0	261	42699	328366	0	2016	0	30765	0	0	0	0	31972	7200	0	1202	13942	0	0	2016	2016	28534	70367	26086	17301	204665	3547	0	0.095053	0.133571	0.125148	0	0	0	29956	2016	-157	55	0	0	0	0	0	0	0	0	0	0	
820048																																																																																																																																																																																																24456	0	0	336925	616445	0	3343	0	60975	0	0	0	0	64722	1364	0	10	6315	0	0	3480	3480	15087	138011	215977	15807	251028	433	0	0.0978	0.1633	0.1545	0.0000	0.0000	0.0000	61242	3480	-267	0	0	3690	0	0	0	0	0	0	0	0	
820178																																																																																																																																																																																																10908	0	9393	34865	192264	0	1037	0	11585	0	0	0	0	13222	0	0	178	14157	0	0	1037	1037	10334	49653	55763	16929	79043	746	295	0.063181	0.107750	0.099299	0.000000	0.000000	0.000000	12185	1037	-895	0	0	0	0	0	0	0	0	0	0	0	
820301																																																																																																																																																																																																27928	0	2149	47938	249140	441	2035	0	40379	0	0	0	0	39824	0	0	85	6284	0	0	1693	2134	28060	44201	105373	13448	70709	0	0	0.1541	0.2948	0.2790	0.0000	0.0000	0.0000	37690	2134	876	0	0	0	0	0	0	0	0	0	0	0	
820477																																																																																																																																																																																																24372	0	523	22301	125945	15	482	0	11301	0	0	0	0	11626	0	0	0	4300	0	0	482	497	41649	5844	64261	4576	14414	0	0	0.088485	0.232818	0.222865	0	0	0	11129	497	172	0	0	0	0	0	0	0	0	0	0	0	
820655																																																																																																																																																																																																5083	0	0	30041	71649	0	357	0	9730	0	0	0	0	10015	0	0	1200	0	0	0	357	357	3240	30295	4023	1790	34394	0	0	0.133251	0.232146	0.223871	0	0	0	9658	357	72	0	0	0	0	0	0	0	0	0	0	0	
820842																																																																																																																																																																																																4244	0	0	74336	196971	0	1718	0	18304	0	0	0	0	19112	0	0	0	0	0	0	1590	1590	6982	52076	45781	5664	93068	464	0	0.0884	0.1504	0.1379	0.0000	0.0000	0.0000	17522	1590	782	0	0	0	0	0	0	0	0	0	0	0	
820879																																																																																																																																																																																																6914	0	0	61539	119829	0	144	0	15725	0	0	0	0	16606	0	0	0	0	0	0	144	144	10746	61665	38634	3565	10045	0	0	0.137379	0.398273	0.394820	0	0	0	16462	144	-737	0	0	0	0	0	0	0	0	0	0	0	
821036																																																																																																																																																																																																9688	0	0	54168	180397	0	2561	0	16089	0	0	0	0	17326	0	0	0	0	0	0	1348	1348	10776	53365	45417	7383	73289	483	0	0.0874	0.1625	0.1498	0.0000	0.0000	0.0000	15978	1348	-2	0	0	0	0	0	0	0	0	0	0	0	
821157																																																																																																																																																																																																14454	0	4093	29948	118017	0	975	0	8722	0	0	0	0	9596	0	0	0	8327	0	0	960	960	15377	37165	2257	3580	64101	0	0	0.0721	0.1249	0.1124	0.0000	0.0000	0.0000	8636	960	86	0	0	0	0	0	0	0	0	0	0	0	
821278																																																																																																																																																																																																6184	0	0	561	36316	0	189	0	3465	0	0	0	0	3603	0	0	0	0	0	0	138	138	0	6820	23732	1112	5958	0	0	0.0945	0.1883	0.1811	0.0000	0.0000	0.0000	3465	138	-4	0	0	0	0	0	0	0	0	0	0	0	
821559																																																																																																																																																																																																2000	0	0	0	29535	0	401	0	3502	0	0	0	0	3767	0	0	0	0	0	0	265	265	746	1312	13901	1253	13977	0	0	0.1192	0.1789	0.1663	0.0000	0.0000	0.0000	3502	265	0	0	0	0	0	0	0	0	0	0	0	0	
821643																																																																																																																																																																																																534	0	0	15157	44646	0	296	0	4550	0	0	0	0	5121	0	0	0	250	0	0	296	296	1714	4953	13294	1472	25270	0	0	0.1053	0.1550	0.1461	0.0000	0.0000	0.0000	4825	296	-275	0	0	0	0	0	0	0	0	0	0	0	
821652																																																																																																																																																																																																2207	0	0	17	97806	0	314	0	8418	0	0	0	0	8732	0	0	12	0	0	0	314	314	714	29088	46210	4128	22108	58432	0	0.090670	0.171092	0.164939	0.000000	0.000000	0.000000	8418	314	0	0	0	0	0	0	0	0	0	0	0	0	
821906																																																																																																																																																																																																33458	0	0	106610	596977	211	4632	0	61124	52	0	0	0	54696	497	0	0	26111	-469	0	4663	4874	37966	86587	246903	21419	222167	864	0	0.084828	0.137214	0.124987	0	0	0	49822	4874	1255	0	0	0	0	0	0	0	0	0	0	0	
822042																																																																																																																																																																																																33272	0	0	79145	521811	0	5594	0	60833	0	0	0	0	51649	1294	0	542	21096	-504	0	4715	4715	30939	74972	113443	30155	293212	1294	0	0.090840	0.137252	0.124722	0.000000	0.000000	0.000000	46934	4715	57	0	0	0	0	0	0	0	0	0	0	0	
822051																																																																																																																																																																																																12530	0	5005	101923	205978	0	1321	0	24053	0	0	0	0	25357	0	0	0	6400	0	0	1321	1321	10448	102935	13200	2345	80699	0	0	0.1155	0.2280	0.2161	0.0000	0.0000	0.0000	24036	1321	17	0	0	0	0	0	0	0	0	0	0	0	
822257																																																																																																																																																																																																16871	0	0	22056	186336	0	3174	0	15642	0	0	0	0	17551	0	0	0	3336	0	0	1692	1692	5265	55602	13695	11315	115004	0	0	0.0820	0.1291	0.1167	0.0000	0.0000	0.0000	15859	1692	-217	0	0	0	0	0	0	0	0	0	0	0	
822275																																																																																																																																																																																																26492	0	51	56251	264137	0	2216	0	25230	0	0	0	0	28364	0	0	0	0	0	0	1912	1912	21085	64321	85673	4337	97223	0	0	0.100145	0.185823	0.173297	0	0	0	26452	1912	-1252	0	0	0	0	0	0	0	0	0	0	0	
822408																																																																																																																																																																																																9245	0	22876	33292	210808	0	1173	0	17638	0	0	0	0	18282	0	0	0	11009	0	0	1194	1194	26017	46035	70887	7471	68768	0	984	0.0827	0.1550	0.1448	0.0000	0.0000	0.0000	17088	1194	-434	0	0	0	0	0	0	0	0	0	0	0	
822556																																																																																																																																																																																																38140	0	300	3619	131999	0	888	0	21945	0	0	0	0	21390	0	0	0	0	0	0	888	888	1399	38018	6693	3223	85383	0	0	0.156760	0.222022	0.212804	0	0	0	20502	888	-21	0	0	0	0	0	0	0	0	0	0	0	
822631																																																																																																																																																																																																973	0	0	17028	50108	0	209	0	4105	0	0	0	0	4538	0	0	0	436	0	0	209	209	3517	14831	16658	1942	15651	0	0	0.0855	0.1601	0.1527	0.0000	0.0000	0.0000	4329	209	-224	0	0	0	0	0	0	0	0	0	0	0	
822846																																																																																																																																																																																																2713	0	0	44139	134995	0	1419	0	12406	0	0	0	0	14197	0	0	0	2754	0	0	1344	1344	922	33775	25512	3171	76678	136	0	0.092412	0.132107	0.119601	0.000000	0.000000	0.000000	12853	1344	-494	0	0	0	0	0	0	0	0	0	0	0	
822976																																																																																																																																																																																																16251	0	0	39094	248124	32	1801	0	25041	0	0	0	0	26711	7334	0	38	0	0	0	1801	1833	21078	61276	54309	10883	113129	4003	0	0.098489	0.164591	0.153296	0.000000	0.000000	0.000000	24878	1833	-34	0	0	0	0	0	0	0	0	0	0	0	
823076																																																																																																																																																																																																11302	0	15088	0	38465	0	47	0	7744	0	0	0	0	7791	0	0	0	998	0	0	47	47	5840	20610	10998	494	1064	0	0	0.201326	0.701955	0.697721	0	0	0	7744	47	0	0	0	0	0	0	0	0	0	0	0	0	
823133																																																																																																																																																																																																36078	0	3951	109544	258566	0	2063	0	40416	2357	0	0	0	36678	0	0	0	8352	-1851	0	2063	2063	25641	33299	90410	10360	106192	0	5150	0.137456	0.213229	0.201236	0	0	0	34615	2063	1727	0	0	0	0	0	0	0	0	0	0	0	
823142																																																																																																																																																																																																1241	0	0	60959	102743	0	404	0	8635	0	0	0	0	8077	0	0	0	22	0	0	415	415	4648	16687	58485	2771	22354	0	0	0.0719	0.1470	0.1394	0.0000	0.0000	0.0000	7662	415	973	0	0	0	0	0	0	0	0	0	0	0	
823450																																																																																																																																																																																																25621	0	0	160089	324673	0	2118	0	33845	0	0	0	0	37343	0	0	10	0	0	0	2114	2114	10331	173152	30047	15253	114644	802	0	0.1070	0.2210	0.2084	0.0000	0.0000	0.0000	35229	2114	-1384	0	0	0	0	0	0	0	0	0	0	0	
823478																																																																																																																																																																																																25397	0	10014	123	414946	0	4205	0	86287	0	0	0	0	82696	0	0	0	0	0	0	3889	3889	11949	24467	154910	45682	227825	0	6528	0.1935	0.2667	0.2542	0.0000	0.0000	0.0000	78807	3889	-172	0	0	0	0	0	0	0	0	0	0	0	
823553																																																																																																																																																																																																2078	0	6238	0	16397	0	94	0	2835	0	0	0	0	2929	0	0	0	0	0	0	94	94	95	8621	3219	691	4556	0	0	0.1763	0.3712	0.3593	0.0000	0.0000	0.0000	2835	94	0	0	0	0	0	0	0	0	0	0	0	0	
823638																																																																																																																																																																																																4948	0	0	71204	122733	0	1374	0	11583	0	0	0	0	13270	0	0	0	829	0	0	793	793	6355	50978	32204	5102	36550	0	1213	0.1011	0.2111	0.1985	0.0000	0.0000	0.0000	12477	793	-2107	0	0	0	0	0	0	0	0	0	0	0	
823656																																																																																																																																																																																																6965	0	0	86783	214102	0	2316	0	21037	0	0	0	0	22670	0	0	0	0	0	0	1613	1613	12630	89535	7213	11338	107060	0	0	0.0974	0.1766	0.1640	0.0000	0.0000	0.0000	21057	1613	-265	0	0	0	0	0	0	0	0	0	0	0	
824000																																																																																																																																																																																																570636	0	0	79280	1759212	0	10223	0	147316	0	0	0	0	143005	11576	0	1001	78997	0	0	10423	10423	419968	249107	49048	42180	1034977	10807	0	0.0779	0.1129	0.1047	0.0000	0.0000	0.0000	132582	10423	2393	0	0	0	0	0	0	0	0	0	0	0	
824242																																																																																																																																																																																																510	0	0	7466	43002	0	243	0	5364	140	0	0	0	5580	0	0	0	478	0	0	243	243	249	6505	7157	1338	29297	0	0	0.1218	0.1620	0.1549	0.0000	0.0000	0.0000	5337	243	27	0	0	0	0	0	0	0	0	0	0	0	
824550																																																																																																																																																																																																13301	0	31411	37461	617119	0	7886	0	58428	13854	0	6683	0	67135	14415	0	0	49802	-2476	0	6905	6905	19760	71703	52110	18251	482785	5695	0	0.0963	0.1219	0.1094	0.0000	0.0000	0.0000	60230	6905	674	242	0	0	0	0	0	0	0	0	0	0	
824653																																																																																																																																																																																																7812	0	0	13500	108289	0	969	0	10883	0	0	0	0	11755	0	0	0	0	0	0	950	950	10514	12966	15169	6877	70532	0	0	0.1022	0.1457	0.1339	0.0000	0.0000	0.0000	10805	950	78	0	0	0	0	0	0	0	0	0	0	0	
824671																																																																																																																																																																																																56168	0	0	73648	395986	0	5084	0	42798	0	0	0	0	46734	0	0	362	20208	0	0	2767	2767	56941	74635	149616	23944	121082	0	0	0.1112	0.2134	0.2008	0.0000	0.0000	0.0000	43967	2767	-1752	0	0	0	0	0	0	0	0	0	0	0	
824738																																																																																																																																																																																																17654	0	4765	3640	67426	0	459	0	5663	0	0	0	0	5965	0	0	418	1190	0	0	459	459	13577	12509	7651	961	33991	0	0	0.0883	0.1451	0.1339	0.0000	0.0000	0.0000	5506	459	157	0	0	0	0	0	0	0	0	0	0	0	
825146																																																																																																																																																																																																99111	0	0	747025	2778525	0	26065	0	309632	0	0	0	0	338999	0	0	15599	144992	973	0	22868	22868	321132	672841	442556	104506	1373012	2431	0	0.1152	0.1856	0.1731	0.0000	0.0000	0.0000	316131	22868	-22590	2819	80000	80000	0	0	0	0	0	0	0	0	
825454																																																																																																																																																																																																22013	0	0	10686	163346	0	2210	0	15503	0	0	0	0	17415	0	0	0	3491	0	0	1446	1446	21741	10508	44515	4422	89258	0	0	0.096544	0.151516	0.138936	0.000000	0.000000	0.000000	15969	1446	-466	0	0	0	0	0	0	0	0	0	0	0	
825548																																																																																																																																																																																																9286	0	0	77293	207278	0	1446	0	25387	0	0	0	0	27206	0	0	0	12118	0	0	1446	1446	853	83870	0	9473	124374	163	0	0.125253	0.157812	0.149424	0.000000	0.000000	0.000000	25760	1446	-373	0	0	0	0	0	0	0	0	0	0	0	
825753																																																																																																																																																																																																6336	0	0	68191	287563	0	6619	0	24130	0	0	0	0	28084	0	0	1095	0	0	0	2593	2593	10055	71750	42634	7854	171104	0	0	0.087536	0.138071	0.125323	0.000000	0.000000	0.000000	25491	2593	-1361	0	0	0	0	0	0	0	0	0	0	0	
825847																																																																																																																																																																																																12686	0	2799	4716	233941	0	2065	0	23094	0	0	0	0	23351	0	0	0	0	0	0	2065	2065	1496	26596	18207	6545	187899	0	0	0.0931	0.1154	0.1052	0.0000	0.0000	0.0000	21286	2065	49	0	0	0	0	0	0	0	0	0	0	0	
825940																																																																																																																																																																																																1483	0	0	30768	72595	0	447	0	8275	0	0	0	0	8468	0	0	0	0	0	0	447	447	1483	3783	43875	1771	23416	0	0	0.110885	0.183644	0.173950	0	0	0	8021	447	254	0	0	0	0	0	0	0	0	0	0	0	
826255																																																																																																																																																																																																10597	0	0	9254	36602	0	513	0	4367	0	0	0	0	3934	0	0	0	270	0	0	173	173	355	14804	854	1694	20496	0	0	0.101094	0.164934	0.157681	0	0	0	3761	173	606	0	0	0	0	0	0	0	0	0	0	0	
826451																																																																																																																																																																																																2192	0	0	31136	49750	0	845	0	5812	0	0	0	0	5870	0	0	89	0	0	0	348	348	1181	9432	27272	3238	12301	117	0	0.1058	0.2145	0.2017	0.0000	0.0000	0.0000	5522	348	181	0	0	0	0	0	0	0	0	0	0	0	
826648																																																																																																																																																																																																7940	0	0	38545	126627	0	881	0	13773	0	0	0	0	15041	0	0	0	4432	0	0	881	881	679	25747	38750	5342	62739	0	0	0.109168	0.162144	0.152647	0	0	0	14160	881	-387	0	0	196	0	0	0	0	0	0	0	0	
826956																																																																																																																																																																																																10678	0	0	65283	662141	17	7052	0	69636	0	0	0	0	73722	0	0	0	56148	0	0	7052	7069	18642	62232	103238	17688	482115	0	0	0.1024	0.1276	0.1153	0.0000	0.0000	0.0000	66653	7069	1693	0	0	0	0	0	0	0	0	0	0	0	
827355																																																																																																																																																																																																2872	0	0	47140	94576	0	568	0	11890	0	0	0	0	12431	0	0	0	1139	0	0	568	568	662	49222	17878	2295	27341	0	0	0.122342	0.265297	0.253175	0	0	0	11863	568	27	0	0	0	0	0	0	0	0	0	0	0	
827458																																																																																																																																																																																																3697	0	0	80311	223946	0	2455	0	21488	0	0	0	0	24587	0	0	0	1577	0	0	1924	1924	21964	52952	21402	7701	131259	0	0	0.099942	0.160334	0.147787	0	0	0	22663	1924	-1175	0	0	0	0	0	0	0	0	0	0	0	
827560	25468	0	0	101026	482226	296	8309	0	58679	0	0	0	0	51019	0	0	0	29454	0	0	3982	4278	34756	94692	114666	63788	234478	824	11331	0.099953	0.162377	0.148761	0.000000	0.000000	0.000000	46741	4278	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4357	314201	0	0	0	0	0	281806	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	13744	11724	0	0	0	0	0	0	497	21012	73902	0	5615	0	0	0	824	0	0	0	2889	113842	165075	0	0	0	0	0	81396	11446	0	6162	0	3634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14727	0	48	13761	918	0	0	0	34756	94740	128427	235396	0	18948	64214	235396	318558	0	15	15	58187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479074	0	467628	25467		0	101026																																														
827953																																																																																																																																																																																																6214	0	0	0	58548	0	823	0	9848	1054	0	0	0	7482	0	0	0	3057	0	0	571	571	5947	2959	5415	2385	42113	0	0	0.1213	0.1608	0.1485	0.0000	0.0000	0.0000	6911	571	0	0	0	0	0	0	0	0	0	0	0	0	
828110																																																																																																																																																																																																14615	0	0	103374	184159	0	819	0	17105	0	0	0	0	17734	0	0	0	3760	0	0	832	832	9629	44407	36355	6537	94280	0	0	0.087905	0.144633	0.137847	0.000000	0.000000	0.000000	16902	832	203	0	0	0	0	0	0	0	0	0	0	0	
828174																																																																																																																																																																																																20714	0	0	4528	167628	0	713	0	28122	0	0	0	0	28598	0	0	0	0	0	0	713	713	18347	7595	101882	11523	40569	0	271	0.166620	0.307410	0.299745	0	0	0	27885	713	-34	0	0	0	0	0	0	0	0	0	0	0	
828473																																																																																																																																																																																																21502	0	2362	41627	321030	0	799	0	40361	0	0	0	0	40479	0	0	0	11547	0	0	799	799	15726	49990	220278	13838	34804	0	0	0.124001	0.251870	0.246898	0	0	0	39680	799	681	0	0	0	0	0	0	0	0	0	0	0	
828651																																																																																																																																																																																																61649	0	8419	1111190	2001365	9	11987	0	187019	0	0	0	0	194472	0	0	7405	116990	0	0	12329	12338	208726	782136	107328	147605	910286	0	0	0.091170	0.164331	0.153906	0.000000	0.000000	0.000000	182134	12338	4885	0	0	0	0	0	0	0	0	0	0	0	
828745																																																																																																																																																																																																6094	0	7014	0	26302	0	134	0	2789	0	0	0	0	2789	0	0	0	0	0	0	0	0	0	6334	0	0	20102	0	0	0.1049	0.1313	0.1313	0.0000	0.0000	0.0000	2789	0	0	0	0	0	0	0	0	0	0	0	0	0	
829032																																																																																																																																																																																																7304	0	0	27178	106640	0	897	0	10699	12	0	0	0	12722	0	0	0	703	-853	0	897	897	7057	18586	24862	13074	57592	0	157	0.1087	0.1712	0.1591	0.0000	0.0000	0.0000	11825	897	-430	0	0	0	0	0	0	0	0	0	0	0	
829041																																																																																																																																																																																																3460	0	0	57503	178646	0	1790	0	26968	0	0	0	0	30156	0	0	0	3374	0	0	1366	1366	17660	42335	45312	3854	76427	0	0	0.155984	0.276930	0.264386	0.000000	0.000000	0.000000	28790	1366	-1856	0	0	0	0	0	0	0	0	0	0	0	
829050																																																																																																																																																																																																9529	0	2552	189751	401388	0	2700	0	32721	0	0	0	0	39242	0	0	0	6246	0	0	2800	2800	77170	63586	108657	14387	158396	0	0	0.090389	0.171270	0.159050	0	0	0	36442	2800	-3721	0	0	0	0	0	0	0	0	0	0	0	
829256																																																																																																																																																																																																32646	0	0	140079	439253	0	888	0	55848	0	0	0	0	54761	0	0	3093	21127	0	0	888	888	25065	144702	38484	10812	229915	0	0	0.124193	0.188696	0.185636	0.000000	0.000000	0.000000	53873	888	-5932	0	0	0	0	0	0	0	0	0	0	0	
829452																																																																																																																																																																																																13912	0	0	28698	79189	0	1549	0	11310	0	0	0	0	10549	0	0	0	136	0	0	454	454	13576	27420	17319	3783	22358	0	1174	0.1292	0.2974	0.2846	0.0000	0.0000	0.0000	10095	454	41	0	0	0	0	0	0	0	0	0	0	0	
830113																																																																																																																																																																																																4334	0	4263	14380	160469	0	1468	0	13636	193	0	0	0	14645	0	0	0	13383	0	0	1468	1468	15525	14008	39858	10062	92033	0	0	0.082349	0.123987	0.111559	0.000000	0.000000	0.000000	13177	1468	105	0	0	0	0	0	0	0	0	0	0	0	
830168																																																																																																																																																																																																16605	0	0	13444	43234	0	110	0	7968	0	0	0	0	7896	0	0	0	2098	0	0	110	110	12074	18390	2729	498	9875	0	0	0.1823	0.4945	0.4876	0.0000	0.0000	0.0000	7786	110	182	0	0	0	0	0	0	0	0	0	0	0	
830252																																																																																																																																																																																																11889	0	0	36934	79797	0	484	0	12491	0	0	0	0	13186	0	0	0	0	0	0	448	448	11496	37270	6987	4825	24903	0	0	0.161701	0.368170	0.355661	0.000000	0.000000	0.000000	12738	448	-247	0	0	0	0	0	0	0	0	0	0	0	
830355																																																																																																																																																																																																8374	0	0	227515	451481	0	3001	0	51937	0	0	0	0	54745	0	0	293	375	0	0	2861	2861	30877	211351	54380	15256	157821	0	0	0.113502	0.239457	0.226943	0.000000	0.000000	0.000000	51884	2861	53	0	0	0	0	0	0	0	0	0	0	0	
830542																																																																																																																																																																																																11683	0	0	99345	309140	0	3029	0	29129	0	0	0	0	28965	0	0	0	22408	0	0	2672	2672	16233	89884	36841	12372	165762	363	1715	0.083550	0.135739	0.123217	0.000000	0.000000	0.000000	26293	2672	1030	0	0	0	0	0	0	0	0	0	0	0	
830645																																																																																																																																																																																																5068	0	0	11774	41272	0	254	0	5933	23	0	0	0	6302	0	0	0	0	0	0	254	254	1646	15628	12547	1231	11913	0	0	0.1446	0.2956	0.2837	0.0000	0.0000	0.0000	6048	254	-115	0	0	0	0	0	0	0	0	0	0	0	
830748																																																																																																																																																																																																6331	0	0	181719	342196	145	1061	0	42327	0	0	0	0	43632	0	0	0	0	0	0	1061	1206	26873	160327	44439	2063	111862	0	0	0.1246	0.2541	0.2471	0.0000	0.0000	0.0000	42426	1206	-99	0	0	0	0	0	0	0	0	0	0	0	
831008																																																																																																																																																																																																15600	0	0	140627	533921	634	3521	0	72269	20	0	0	0	76042	0	0	232	0	-1819	0	3521	4155	12048	126139	236934	33006	161035	0	0	0.1367	0.2494	0.2358	0.0000	0.0000	0.0000	71887	4155	1152	0	0	0	0	0	0	0	0	0	0	0	
831044																																																																																																																																																																																																41724	0	0	55340	123413	0	1200	0	22084	0	0	0	0	22411	0	0	0	1464	0	0	841	841	42360	1623	27203	1725	52585	0	0	0.1697	0.3351	0.3225	0.0000	0.0000	0.0000	21570	841	514	0	0	0	0	0	0	0	0	0	0	0	
831352																																																																																																																																																																																																2769	0	118	7121	41440	0	407	0	3788	0	0	0	0	4138	0	0	0	3091	0	0	359	359	243	11764	1077	919	28749	0	0	0.0890	0.1249	0.1140	0.0000	0.0000	0.0000	3779	359	9	0	0	0	0	0	0	0	0	0	0	0	
831549																																																																																																																																																																																																2858	0	0	17879	38133	0	179	0	5128	0	0	0	0	3975	0	0	0	36	0	0	179	179	4294	11916	6337	785	14433	0	0	0.1020	0.1987	0.1898	0	0	0	3796	179	-10	0	0	0	0	0	0	0	0	0	0	0	
831576																																																																																																																																																																																																8747	0	2200	16618	242668	0	3675	0	28511	1041	0	0	0	27883	0	0	330	8331	0	0	2701	2701	9913	23777	39844	20377	186680	225	0	0.101766	0.129638	0.117080	0.000000	0.000000	0.000000	25182	2701	-137	0	0	0	0	0	0	0	0	0	0	0	
831642																																																																																																																																																																																																13143	0	48531	18396	249146	0	2272	0	40657	0	0	0	0	42616	0	0	0	0	0	0	1959	1959	11116	73386	51518	15252	115398	0	0	0.1632	0.2724	0.2599	0.0000	0.0000	0.0000	40657	1959	0	0	0	0	0	0	0	0	0	0	0	0	
