"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
154770					CONF							0	0	0	0	false		0	0												0	0	0	0																			
155759					CONF							0	0	0	0	false		0	0												0	0	0	0																			
156457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
156635					CONF							0	0	0	0	false		0	0												0	0	0	0																			
156952					CONF							0	0	0	0	false		0	0												0	0	0	0																			
156970					CONF	122						0	0	0	0	false		0	0					391							0	0	0	0				3148 - Debit Card Fee Income															
157155	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0																
157379					CONF							0	0	0	0	false		0	0												0	0	0	0																			
157650	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	263	0	165	122	0	104	0	0	0	0	0	0	0	0																
157744	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
157856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
158376					CONF							0	0	0	0	false		0	0												0	0	0	0																			
158741					CONF							0	0	0	0	false		0	0												0	0	0	0																			
159636	1817		215		CONF							0	0	0	0	false		0	0		627			2393		5467			2035	637	0	0	0	0		30																	
159645					CONF							0	0	0	0	false		0	0												0	0	0	0																			
159953					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
159971					CONF							0	0	0	0	false		0	0												0	0	0	0																			
160360	157	0	0	0	CONF	0	0	0	175	0	0	-42	0	0	0	false	0	0	0	0	134	0	0	351	0	504	0	0	0	0	0	0	0	0	0	0	0				Total Contract Services			Dividend to Bancorp									
160454					CONF							0	0	0	0	false		0	0												0	0	0	0																			
160650	568	0	355	0	CONF	0	0	0	384	0	0	0	0	0	0	false	0	0	0	0	502	0	0	668	0	260	0	0	0	0	0	0	0	0	0	0	0				SOFTWARE PURCHASE AND MAINTENANCE												
160959	137	0	45	122	CONF	673	245	671	2365	0	0	-122	0	0	0	false	62	0	0	25	166	21	23	1392	123	900	250	179	344	185	0	0	0	0	0	16	151	Other Loan Fees	Derivative Gain/Loss	Realized Hedge Gain/Loss	Other Loan Fees			Composite Tax Payments for S-Corp Shareholders									
161273					CONF							0	0	0	0	false		0	0												0	0	0	0																			
161602	1355		492	83	CONF	203	622	275	4183	878	661	-330	0	0	0	false	471	0	0	122		162	398		905	4979	688	1083	1663	462	0	0	0	0		83		Swap fee income	Inter company charges	Service charges on loans	Technology Expenses	Retail Sales Expenses including debit rewards	Resource Recovery Expenses	Adoption of ASU									
162337					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0			0																
163343					CONF							0	0	0	0	false		0	0												0	0	0	0																			
163370					CONF							0	0	0	0	false		0	0												0	0	0	0																			
163549	574	0	312	301	CONF	0	0	0	0	0	0	0	0	0	0	false	214	0	0	121	553	0	113	1271	155	1820	158	372	582	129	0	0	0	0	0	321	0																
163857	216	0	125	17	CONF	0	0	0	0	0	0	0	0	0	0	false	40	0	0	12	144	45	110	1056	118	777	138	0	391	201	0	0	0	0	0	0	0																
164153					CONF							0	0	-63	0	false		0	0												0	0	0	0												ADJ TO REMOVE CREDIT BALANCE SETTING UP SBA RECEIVABLE							
164331	16	0	92	14	CONF	82	0	0	65	60	38	0	0	0	0	false	73	0	0	38	0	31	91	517	62	470	128	0	325	48	0	0	0	0	9	0	0	Insurance Investment			Fidelity & Bond Premium	Currency & Coin Shipment	Dues, Subs, Tuition										
164377					CONF							0	0	0	0	false		0	0												0	0	0	0																			
164854	0	0	0	0	CONF	0	0	0	337	0	0	0	0	0	0	false	0	0	0	0	110	0	0	219	0	291	0	0	224	0	0	0	0	0	0	0	0				OUTSIDE SERVICES												
164957					CONF							0	0	0	0	false		0	0												0	0	0	0																			
164975					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0			0																
165039					CONF							0	0	0	0	false		0	0		414			970		803			419	329	0	0	0	0																			
165628	5947				CONF			5847				1045919	0	0	0	false		0	0		2191		3128	22442		10869					0	0	0	0						Derivatives capital market fees				Infusion of capital from parent holding company									
165758	45	0	31	16	CONF	0	0	0	0	0	0	0	0	0	0	false	19	0	0	10	29	10	5	163	28	132	39	38	67	12	0	0	0	0	4	46	14																
165806	938	0	0	0	CONF	146	0	0	770	332	4045	0	0	0	0	false	0	0	0	0	212	0	294	1113	0	1636	979	0	0	742	0	0	0	0	0	0	0	FAS 91 LOAN SERVICING FEE			AFFILIATE SERVICE CHARGES-HUMAN RESOURCES	AFFILIATE SERVICE CHARGES-INTERNET BANKING	AFFILIATE SERVICE CHARGES-OTHER										
166111					CONF							0	0	0	0	false		0	0												0	0	0	0																			
166531	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	541	0	438	0	0	311	165	0	0	0	0	0	0	0																
166652	92	0	98	442	CONF	33	81	21	178	165	50	0	0	0	0	false	64	0	0	22	0	21	42	1140	84	366	120	16	42	69	0	0	0	0	25	62	53	MasterCard/VISA	Letter of Credit Fees	Internet Banking Fees	Cardbase Fees	Freddie MAC Operating	Mortgage Loan Expense										
166849					CONF							0	0	0	0	false		0	0												0	0	0	0																			
167453					CONF							0	0	0	0	false		-38	0												0	0	0	0															FHLB MPF prepd int collected 2x causing a shortage				
167565	4860	0	0	0	CONF	282800	0	0	15982	14170	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	10184	0	0	0	0	0	0	0	0	0	Commercial real estate brokerage commissions			Intercompany Allocations	Travel and entertainment											
167752	1	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	2	0	2	1	33	1	0	28	0	0	2	0	0	0	0	0	0	0																
167864					CONF							0	0	0	0	false		0	0												0	0	0	0																			
168357	66	0	44	38	CONF	0	0	0	0	0	0	0	0	0	0	false	14	0	0	7	49	11	16	328	23	178	96	108	83	31	0	0	0	0	7	1	17																
168571					CONF							11275	0	0	0	false		0	0												0	0	0	0										Additional Capital from Holding Company									
169327					CONF	0	0	0	0	0	0	-775	0	0	0	false		0	0												0	0	0	0										DIVIDENDS FROM BANK TO HOLDING CO TO PAY INTEREST ON VARIOUS BORROWINGS									
169354					CONF							0	0	0	0	false		0	0												0	0	0	0																			
169653					CONF	1297						0	0	0	0	true		0	0					5737		6368				2167	0	0	0	0				CREDIT CARD FEES										RI.A 10. Includes a reclassification adjustment of $339 between accumulated other compenhensive income and  retained earnings for the stranded tax effects resulting from the 2017 Tax Cuts and Jobs Act enactment.					
169756	58	0	150	3	CONF	0	0	0	0	0	0	0	0	0	0	false	54	0	0	72	0	19	83	118	105	362	117	207	230	172	0	0	0	0	22	0	0																
170257					CONF							0	0	0	0	true		0	0												0	0	0	0														Taxes are computed by Condley and Company, Auditors LLP, PO Box 2996, Abilene, TX 79604.					
170275					CONF							0	0	0	0	false		0	0												0	0	0	0																			
170332	112	0	214	0	CONF	547	0	0	0	0	0	0	0	0	0	false	60	0	0	14	114	23	27	782	6	330	84	127	0	45	0	0	0	0	0	0	0	Oil and Gas Proceeds															
170640					CONF							0	0	0	0	false		0	0												0	0	0	0																			
171133			294	221	CONF	432						0	0	0	0	false		0	0								270	509			0	0	0	0	270			DUE FROM BANKS- EARNING CREDIT															
171656					CONF							0	0	0	0	false		0	0					377		203		126			0	0	0	0																			
171759					CONF							0	0	0	0	false		0	0												0	0	0	0																			
171768	671		663		CONF	583			790			0	0	0	0	false		29	0					808		417					0	0	0	0				TMLP Handling Fees			Software License  Maintenance								Adoption of ASU 2016-01				
172158	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0																
172251					CONF							0	0	0	0	false		0	0												0	0	0	0																			
172457					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
172475					CONF							0	0	0	0	false		0	0												0	0	0	0																			
172859					CONF							0	0	0	0	false		0	0												0	0	0	0																			
173306	194				CONF	418			259			0	0	0	0	false		0	0		145			644		603	221				0	0	0	0				Profit on Trust Company			Vermont Tax	Ltd Partnership Expense	Loss on sale of OREO / Fixed Assets										
173342					CONF							0	0	0	0	false		0	0												0	0	0	0																			
173548					CONF							0	0	0	0	false		0	0												0	0	0	0																			
173557	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
173575	558	0	0	0	CONF	0	0	0	568	463	0	0	0	0	0	false	0	0	0	0	559	0	611	1738	0	0	0	463	0	0	0	0	0	0	0	0	0				DONATIONS	PROFESSIONAL SERVICES											
173641					CONF							0	0	0	0	false		0	0												0	0	0	0																			
173959					CONF							0	0	0	0	false		0	0												0	0	0	0																			
174321					CONF							0	0	0	0	false		0	0												0	0	0	0																			
174367	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0																
174572	3132				CONF						2805	0	0	0	0	false		0	0		3865			1944		1819					0	0	0	0							Employee Expense	Loan Expense	Computer / Software Expense										
175056	686	0	77	41	CONF	11	9	0	36	202	63	0	0	0	0	false	95	0	0	14	53	16	130	501	112	4	90	12	7	90	0	0	0	0	17	30	49	Customer Service & Misc Other Fees	CDARS Fee Income		State Banking Department	Outside Services Other	Loan & Collection										
175140	0	0	0	0	CONF	0	0	0	204	0	0	145	0	0	0	false	0	0	0	0	225	0	0	0	0	213	0	169	0	154	0	0	0	0	0	0	0				Software Support			ESOP Dividend on unallocated shares & associated ESOP transactions									
175458					CONF							0	0	0	0	false		0	0												0	0	0	0																			
175609	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	227	0	112	0	218	0	118	0	0	0	0	0	0	0	0																
176101	622	0	592	265	CONF	0	0	0	1840	0	0	0	0	0	0	false	0	0	0	0	516	0	0	0	0	291	319	1314	0	348	0	0	0	0	0	0	0				Computer Software Expense												
176325	42	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	167	0	113	0	0	46	0	0	0	0	0	0	0	0																
176437					CONF							0	0	0	0	false		0	0												0	0	0	0										Capital Injection									
176464	557	2	274	50	CONF							0	0	0	0	false	148	0	0	65	409	67	274	439	102	1951	120	274	8	223	0	0	0	0				0			0												
176642					CONF							0	0	0	0	false		0	0												0	0	0	0																			
177135	0	0	0	0	CONF	0	0	0	31	0	0	0	0	0	0	false	0	0	0	0	0	1	0	70	0	0	41	0	0	0	0	0	0	0	0	0	0				Ins & Bonds												
177443					CONF							0	0	0	0	false		0	0												0	0	0	0																			
177500	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
177555	24	0	0	0	CONF	0	0	0	212	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Management Fees												
177751					CONF							0	0	0	0	false		0	0												0	0	0	0																			
177920	694	0	0	0	CONF	175	0	0	0	0	0	0	0	0	0	false	0	0	0	0	318	0	686	1285	0	0	0	807	0	0	0	0	0	0	0	0	0	Misc Fees and Changes															
178057					CONF							0	0	-133	0	false		0	0												0	0	0	0												Push Down Accounting Adjustment							
178150					CONF							0	0	0	0	false		0	0												0	0	0	0																			
178244					CONF							0	0	0	0	false		0	0												0	0	0	0																			
178356					CONF							0	0	0	0	false		0	0												0	0	0	0																			
178851					CONF							0	0	0	0	false		0	0												0	0	0	0																			
179148					CONF							0	0	0	0	false		0	0												0	0	0	0																			
179335					CONF							0	0	0	0	false		0	0												0	0	0	0																			
179700	343		226	24	CONF	35			121			0	0	0	0	false	83	0	0	8	369	31	44	474	92	403	166	81	97	154	0	0	0	0				Prepayment Penalties			Software												
180144					CONF							0	0	0	0	false		0	0												0	0	0	0																			
180443					CONF							0	0	0	0	false		0	0												0	0	0	0																			
180537					CONF							0	0	0	0	false		0	0												0	0	0	0																			
180845	17	0	73	5	CONF	0	0	0	31	17	0	0	0	0	0	false	12	0	0	5	0	7	9	82	17	14	35	6	8	20	0	0	0	0	0	6	0				INSURANCE PROPERTY LIABILITY BLANKET BOND	CORRESPONDENCE BANK FEES											
181963					CONF							0	0	0	0	false		0	0												0	0	0	0																			
182353	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
182951					CONF							0	0	0	0	false		0	0												0	0	0	0																			
183668					CONF							3000	0	0	0	false		0	0												0	0	0	0										CAPITAL CONTRIBUTION FROM PARENT COMPANY									
183770					CONF							0	0	0	0	false		0	0												0	0	0	0																			
183846					CONF							0	0	0	0	false		0	0												0	0	0	0																			
183958					CONF							0	0	0	0	false		0	0												0	0	0	0																			
184142			423		CONF							0	0	0	0	false		0	0		251		132	1064		1039			601		0	0	0	0																			
184656	0	0	0	0	CONF	0	0	0	244	0	0	0	0	0	0	false	0	0	0	0	0	0	198	153	0	0	0	0	144	0	0	0	0	0	0	0	0				Security Brokerage Fees												
184759	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
185251	18	0	27	3	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	13	3	4	6	8	18	12	0	18	8	0	0	0	0	1	0	2																
185448	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0				0												
185859	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
186221	0	0	0	0	CONF	815	0	0	523	0	0	0	0	0	0	false	0	0	0	0	584	0	0	0	0	1481	0	676	784	0	0	0	0	0	0	0	598	Merchant Processing			Employee Development Expense												
186548					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
186717	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
186744	690				CONF				834			0	0	0	0	false		0	0		597			675		1093					0	0	0	0				FCB Travel Trip Income			COMPUTER SOFTWARE												
186856					CONF							0	0	0	0	false		0	0												0	0	0	0										Increase in Capital									
187648					CONF							0	0	0	0	false		0	0												0	0	0	0																			
187899	132	0	184	83	CONF	1225	104		718			0	0	0	0	false	54	0	0	26	92	33	60	1405	55	149	122	260		34	0	0	0	0	149	61	70	VISA FEES	OTHER		DEP SER EXP.												
187947	1116	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	327	0	0	2253	0	1294	0	0	624	0	0	0	0	0	0	0	0																
188056					CONF							0	0	0	0	false		0	0												0	0	0	0																			
188177					CONF							0	0	0	0	false		0	0					154							0	0	0	0																			
188430					CONF							0	0	0	0	false		0	0												0	0	0	0										Capital Contribution from holding company									
188449	39		20	7	CONF				204	98	62	0	0	0	0	false	28	0	0	16		13	19		65	268	45	12	63	89	0	0	0	0							SOFTWARE PURCHASED	INTERNET BANKING	OTHER FEES & SC										
188720					CONF							0	0	0	0	false		0	0												0	0	0	0																			
188739					CONF							0	0	0	0	false		0	0												0	0	0	0																			
188917	0	0	0	0	CONF	0	0	0	0	0	0	-55	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Capital returned to parent holding company									
188926	8	0	66	484	CONF	0	0	0	0	0	0	1330	0	0	0	false	29	0	0	0	60	3	6	113	34	95	24	129	81	57	0	0	0	0	0	0	0							Downstream of gains on equity stocks to bank capital									
189044	1149		112	146	CONF				1251	133		0	0	0	0	false	127	0	0	55		49	74	395	186	1561	212	393	559	899	0	0	0	0	67		921				Outsource Services Expense	Mortgage Fulfillment											
189129					CONF							0	0	0	0	false		0	0												0	0	0	0																			
189549					CONF							0	0	0	0	false		0	0												0	0	0	0																			
189745	781	0	0	964	CONF	1293	827	0	538	770	0	0	0	0	0	false	0	0	0	0	263	0	410	1286	0	0	0	813	0	0	0	0	0	0	0	-629	0	Loan processing & underwriting fees	Net gain on derivative instruments other than trading		Other loan & collection expense	Software maintenance											
189950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
190563					CONF							0	0	0	0	false		0	0												0	0	0	0																			
190648	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	437	0	136	0	0	0	0	0	0	0	0	0	0	0																
190947					CONF							0	0	0	0	false		0	0												0	0	0	0																			
190956	21	0	25	57	CONF	45	0	0	23	10	54	0	0	0	0	false	24	0	0	3	89	4	0	82	67	0	0	0	0	10	0	0	0	0	1	0	0	Debit Card Income			Dues	Donations	Misc Inc,Bank Bond,Cont Labor,Ck Exp,Travel,Prom										
191355	113	0	0	0	CONF	0	0	0	107	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	271	0	0	163	121	0	0	0	0	0	0	0				Maintenance & Lease Contracts												
191449					CONF							0	0	0	0	false		0	0												0	0	0	0																			
191935					CONF							0	0	0	0	false		0	0												0	0	0	0																			
192147	84	0	99	38	CONF	27	31	0	63	114	0	0	0	0	0	false	79	0	0	0	96	49	82	100	79	527	121	0	0	104	0	0	0	0	19	0	0	Skip a pay	Credit Card Annual Fees		Public Relations	Credit Card Expense											
192558					CONF				381			0	0	0	0	false		0	0				200	578		1332			570	471	0	0	0	0							Accrued Expenses												
192651					CONF							0	0	0	0	false		0	0												0	0	0	0																			
192857					CONF							0	0	0	0	false		0	0												0	0	0	0																			
193162					CONF							0	0	0	0	false		0	0												0	0	0	0																			
193247					CONF							0	0	0	0	false		0	0												0	0	0	0										Capital Injection									
193537					CONF							0	0	0	0	false		0	0												0	0	0	0																			
193649	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	168	0	187	0	0	128	0	0	0	0	0	0	0	0																
193809	729				CONF							-500	0	0	0	false		0	0		421	135		1347		998		805			0	0	0	0										Formation of MHC									
194440					CONF							0	0	0	0	false		0	0												0	0	0	0																			
194570					CONF							0	0	0	0	false		0	0												0	0	0	0																			
194936	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0																
195111	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
195157					CONF							0	0	-6	0	false		0	0												0	0	0	0												Checking Account Charged off to ALLL							
195456					CONF							0	0	0	0	false		0	0												0	0	0	0																			
196743					CONF							0	0	0	0	false		0	0												0	0	0	0																			
196752	21	0	23	0	CONF	0	0	0	78	0	0	500	0	0	0	false	0	0	0	0	0	1	13	83	0	76	17	0	27	36	0	0	0	0	0	0	10				IT Expenses			Holding Company Capital Contribution									
196800	0	0	0	0	CONF	109	0	0	417	0	0	0	0	0	0	false	0	0	0	0	0	0	139	1813	0	671	0	0	0	0	0	0	0	0	0	0	0	Misc. Fee Income (GL#34030)			Loan Sales in Process Provision (GL#46011)												
197142					CONF							0	0	0	0	false		0	0												0	0	0	0																			
197254	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
197302					CONF							0	0	0	0	false		0	0												0	0	0	0																			
197478	0	0	0	0	CONF	31470	16543	16060	58313	17108	16041	0	0	-724	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gain on sale of the Bank's Desert Community Bank branches	Credit enhancement fee	Derivative commission and other income	Amortization of tax credits and other investments	Deposit insurance	Computer expenses			Foreign exchange revaluation							
197759					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0			0																
198046					CONF							0	0	0	0	false		0	0												0	0	0	0																			
198073					CONF							0	0	0	0	false		0	0												0	0	0	0																			
198149					CONF							0	0	0	0	false		0	0												0	0	0	0																			
198251					CONF							0	0	0	0	false		0	0												0	0	0	0																			
198961					CONF							0	0	0	0	false		0	0					158							0	0	0	0							Debit Cards												
199137					CONF							0	0	0	0	false		0	0												0	0	0	0																			
199351					CONF		54					0	0	0	0	false		0	0												0	0	0	0				other income + insurance agency income + officers life insurance	accretion income from fmv adjustment on purchased loans		management fees												
199436	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	373	639	0	0	0	0	0	0	0	0	0	0	0	0	0																
199463	86	0	42	4	CONF	0	0	0	0	0	0	2800	0	0	0	false	12	0	0	0	82	0	0	214	41	238	69	20	109	150	0	0	0	0	0	0	0							Holding Company injected capital									
200042					CONF							0	0	0	0	false		0	0												0	0	0	0																			
200378	9265		266	3851	CONF	994	1576	3459	4536			0	0	0	0	false	132	0	0	18	1617	49	118	5218	815	529	3011	8422		1512	4249	1171	0	0	222	-106		PROCESSING FEE	LOAN FEES	MISC INCOME	RESTRUCTURING EXPENSES										INCOME FROM DISCONTINUED OPERATIONS		
200435	150	20	14	114	CONF	76	171	117		154		0	0	0	0	false	114	0	0	1		44	60	460	162	1005	156	105	33	384	0	0	0	0	60	105	26	Secondary Market Income	Other Fee Income	Other Non Interest Loan Income		Employee Education Expense											
200640					CONF							0	0	0	0	false		-48	0												0	0	0	0															B/S ran as of last business day 12/29/17 instead of month-end affecting depreciation				
201254					CONF							0	0	0	0	false		0	0												0	0	0	0																			
201647					CONF							0	0	0	0	false		0	0												0	0	0	0																			
201834	900	0	0	0	CONF	157	194	113	420	783	-2476	0	0	0	0	false	0	0	0	0	835	0	0	939	0	0	0	607	0	0	0	0	0	0	207	0	0	Settlement fees	Debit card income	Letters of credit fees	Impaired loan expense	Meals & entertainment	Misc fees, includes deferred loan costs										
202514	0	0	0	0	CONF	0	0	0	212	172	0	0	0	0	0	false	0	0	0	0	0	0	0	258	0	429	0	0	0	111	0	0	0	0	0	0	0				Card Processing	Franchise Tax											
202541					CONF							0	0	0	0	false		0	0												0	0	0	0																			
202907	6833				CONF				3464			168	0	0	0	false		0	0				2285	7113		14365			5618	4013	0	0	0	0							customer processing costs			Minority interest in sub									
203043	120	0	0	50	CONF	535	304	0	471	0	0	0	0	0	0	false	40	0	0	0	0	0	434	803	75	983	99	121	101	165	0	0	0	0	0	0	0	Finance Services	Loan Servicing Fees		Bank Card and Interchange Expense												
203052	18	0	32	0	CONF	0	0	0	0	0	0	0	0	0	0	false	32	0	0	0	0	5	0	0	68	135	0	0	0	31	0	0	0	0	0	0	0																
203070					CONF							0	0	0	0	false		0	0												0	0	0	0																			
203418					CONF				537	3240		0	0	0	0	false		0	0							528					0	0	0	0							Trust/brokerage fees	Affiliate svc fees to holding company											
203575					CONF							500	0	0	0	false		0	0												0	0	0	0										Transfer of capital from Conneaut Bancorp MHC to Conneaut Savings Bank									
204004	0	0	0	0	CONF	2314	3703	0	0	0	0	8043	0	0	0	false	0	0	0	0	4640	0	0	10078	0	3628	0	3404	0	0	0	0	0	0	0	0	0	Prepayment	Hudge Fund fees/ Mutual Fund					ESOP, SAP Option									
204077					CONF							0	0	0	0	false		0	0												0	0	0	0																			
204237					CONF							0	0	0	0	false		0	0												0	0	0	0										Capital Injection from Parent Holding Company									
204826					CONF							0	0	0	0	false		0	0												0	0	0	0																			
205243					CONF							0	0	0	0	true		0	0												0	0	0	0														Other losses of $230,000 are expected to be recovered with insurance claim.					
205346					CONF							0	0	0	0	false		0	0												0	0	0	0																			
205458					CONF							0	0	0	0	false		0	0												0	0	0	0																			
205542					CONF							0	0	0	0	false		0	0												0	0	0	0																			
205654	896	0	390	430	CONF	874	0	0	0	0	0	0	0	0	0	false	172	0	0	0	656	153	89	2876	129	875	766	108	0	132	0	0	0	0	0	263	269	Mortgage referral fee income															
206156					CONF							0	0	0	0	false		0	0												0	0	0	0										Capital									
206174					CONF							0	0	0	0	false		0	0												0	0	0	0																			
206473					CONF							0	0	0	0	false		0	0												0	0	0	0																			
206772					CONF							0	0	0	0	false		0	0												0	0	0	0																			
206950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
207041	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
207050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
207452					CONF							0	0	0	0	false		0	0												0	0	0	0																			
207470					CONF							0	0	0	0	false		0	0												0	0	0	0																			
207555					CONF							0	0	0	0	false		0	0												0	0	0	0																			
207845	933	0	0	0	CONF	0	0	0	621	0	0	169	0	0	0	false	0	0	0	213	0	0	0	2036	0	1867	0	0	815	0	0	0	0	0	0	0	703				OUTSIDE SERVICE FEES			OPTIONS EXERCISED									
207872	368	0	111	0	CONF	95	231	0	248	218	158	0	0	0	0	false	0	0	0	0	0	0	92	372	0	393	0	0	0	136	0	0	0	0	0	0	0	Packaging fees	Gain Visa stock		Credit card suppliy expense	Computer expense	Correspondant lender expense										
207957					CONF							0	0	0	0	false		0	0												0	0	0	0																			
208057	97			108	CONF	5			32			0	0	0	0	false	55	1075	0	4	168	19		315	48	149	39			59	0	0	0	0	26	-90	88	SECONDARY MARKET FEE INCOME			CORRESPONDENT BANK SERVICE CHARGES								RECORD ASSET SERVICING RIGHTS				
208244	7920				CONF	3756	3273	2342	36198	21807		0	0	0	0	false		-4126	0		6759			25022		13628		5247			0	0	0	0				Other Non Fee Based Revenue	Customer Swap Fees	Orig Fees - Sold RE Loans	Allocated Bancorp Services	Amort - Equity Method Tax Credit Investments							Change related to cumulative effect of adopting ASU 2018-02 and ASU 2017-12				
208347	76	14	23	114	CONF	7	35	0	55	65	62	250	0	0	0	false	16	0	0	6	4	3	38	56	12	0	34	0	48	29	0	0	0	0	0	0	0	Collection, Boli	Miscellaneous		Miscellaneous, Service Charge on Correspondence, Dues & Subscriptions, CDARS, Debt Cancellation	Other, Other Property Owned, Check Systems, Reserve	Travel & Education, Bank Car, Trans Union, Flood, WHEDA, Variations, Keyman Life	Capital Injection									
208440					CONF							0	0	0	0	false		0	0												0	0	0	0																			
208459					CONF				249			0	0	0	0	false		0	0												0	0	0	0							Managment Fees												
208570					CONF							0	0	0	0	false		0	0												0	0	0	0																			
208655					CONF							0	0	0	0	false		0	0												0	0	0	0												Reclassify Allowance for Off Balance Credit Exposure to the Reserve for Loan Loss Allowance							
208972					CONF							0	0	0	0	false		0	0												0	0	0	0																			
209148	230		165	124	CONF				293			0	0	0	0	false	59	0	0	47	43	30	60	173	107	591	226			113	0	0	0	0		86					SOFTWARE MAINTENANCE												
209362	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
