"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN512	RCONN514	RCONN515	RCONN516	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
966348																																											0	98	1129	0	14037	true	0	69	0	29	0	0	3298	2	0	0	false	0	0	0	1129	1108	4839	6961	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.simmonsfirst.com	
966722																																											0	0	0	0	5623	true	0	0	0	0	0	0	3840	2	0	0	false	0	0	0	494	934	1861	2334	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	www.kingstonnationalbank.com	
966731																																											0	3049	0	0	0	true	0	1948	0	174	0	927	3125	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fnboneida.com	
966973																																											0	98	0	0	1979	true	0	0	0	98	0	0	682	0	0	0	false	0	0	0	0	0	0	1979	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false	0	0	0	0																	westplainssavingsandloan.com	
967046																																											624	1961	1960	624	17067	true	0	650	0	34	0	1277	1886	1	624	0	false	0	0	0	3310	0	10185	3572	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fsbmiddlebury.com	
967943																																											0	215	0	0	2920	true	0	0	0	215	0	0	1382	1	0	0	false	0	0	0	0	66	710	2144	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.bankofprescott.net																http://www.bankofprescott.com	
967952																																											0	0	0	0	3880	true	0	0	0	0	0	0	2152	2	0	0	false	0	100	0	0	112	0	2651	0	300	131	686	0	0	1117	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.westplainsbk.com	
968070																																											740	3667	598868	740	2514429	true	0	1300	0	2367	0	0	2772	1	846	0	false	0	0	0	598868	768727	599574	500000	0	0	0	0	47260	0	47260	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7226	0	1	true	false	false	false	false	true	false	false	false	true	1	42	123	31																	www.capfed.com	
968155																																											0	135	2000	0	2000	true	0	135	0	0	0	0	1090	1	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fnbcortez.com	
968249																																											0	2257	9045	0	18509	true	0	1781	0	113	0	363	2904	1	0	0	false	0	0	0	9045	3515	0	5949	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.ptsbank.com	
968557																																											0	0	2230	0	5568	true	0	0	0	0	0	0	1485	1	0	0	false	0	0	0	2230	1064	569	1705	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					unionstatebank-web.oflows.net																www.unionstatebankfargo.com	
968744																																											0	243	0	0	1979	true	0	0	0	0	0	243	75	0	0	0	false	0	0	0	0	0	635	1344	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.1stnbpontotoc.com	
969059																																											0	241	0	0	0	true	0	0	0	0	0	241	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.firstsecuritybanks.com	
969255																																											0	0	15	0	16058	true	0	0	0	0	0	0	2613	1	0	0	false	0	0	0	15	393	1035	14615	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.gbankla.com	
969424																																											0	7754	0	0	67839	true	0	1722	0	2567	424	3041	8436	5	0	0	true	0	0	0	20000	0	17500	30339	20000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.hubank.com	
969639																																											0	2337	14000	0	14000	true	0	2097	0	150	0	90	3363	1	0	0	false	0	0	0	14000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	2	1	0																	http://www.fnbromney.com	
969741																																											0	673	0	0	0	true	0	0	0	12	0	661	753	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.ssb-bank.com	
969844																																											0	947	0	0	6691	true	0	718	0	141	0	88	1642	2	0	0	true	0	0	0	6118	241	248	84	6691	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.gcsbank.com	
969956																																											0	0	0	0	0	true	0	0	0	0	0	0	843	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.zcbank.com	
969974																																											121	0	1500	121	4500	true	0	0	0	0	0	0	449	0	121	0	false	0	0	0	1500	0	2250	750	4500	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.familyfederal.com	
970055																																											0	4192	28	0	20361	true	0	1774	0	166	0	2252	5589	1	0	0	true	0	0	0	28	62	20070	201	20000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	60	500	0																	http://www.firstnationalfinancial.com	
971070																																											0	314	1895	0	5519	true	0	13	0	0	0	301	775	0	0	0	false	0	0	0	1895	2597	0	1027	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.dalhartfederal.com	
971379																																											0	45	0	0	0	false	0	0	0	45	0	0	202	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																		
971959																																											6777	34	0	753	0	true	6024	0	0	34	0	0	15752	3	753	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	50	240	0																	http://www.weareamerican.com	
972143																																											0	0	0	0	8974	true	0	0	0	0	0	0	1041	1	0	0	false	0	0	0	4194	1496	2252	1032	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.wsbankonline.com	
972406																																											0	0	0	0	60	false	0	0	0	0	0	0	0	0	0	0	false	1415	0	0	0	0	0	0	0	0	0	60	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bostontrust.com	
972648																																											248	301	0	0	2830	true	248	56	0	245	0	0	30336	7	0	0	false	0	0	0	0	2133	313	384	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.planters-bank.com	
972732																																											0	5888	5000	0	5102	true	0	4833	0	78	372	605	2989	2	0	0	true	0	0	0	5000	50	52	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0			true	false	false	false	true	false	false	false	false																					www.fnbforyou.com	
972750																																											0	273	0	0	1357	true	0	204	0	69	0	0	1393	1	0	0	false	0	0	0	0	0	0	1357	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.conwaybank.net	
972769																																											385	4406	4000	0	5500	true	385	0	0	0	0	4406	0	0	0	0	false	0	0	0	4000	0	0	1500	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	183	976	87																	http://www.gbcib.com	
972862																																											1276	0	0	682	0	true	508	0	0	0	0	0	4802	2	970	86	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.psbplains.com	
973056																																											0	0	0	0	0	true	0	0	0	0	0	0	488	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://WWW.BANKOFHILLSBORO.COM	
973252																																											0	0	500	0	500	true	0	0	0	0	0	0	517	1	0	0	false	0	0	0	500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.mysasb.com	
973364																																											0	767	0	0	71	true	0	35	0	732	0	0	674	0	0	0	false	0	0	0	0	71	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.CheckingFinder.com																http://www.bankoncb.com	
974558																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					netteller.com/firstbottineau	
974754																																											0	304	0	0	0	true	0	0	0	52	0	252	1302	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.communitybankofla.com	
975153																																											0	634	2011	0	13685	true	0	346	0	235	0	53	1027	0	0	0	false	0	0	0	7685	6000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.unicobank.com	
975256																																											0	12	4307	0	5661	true	0	0	0	12	0	0	14452	5	0	0	false	0	0	0	4307	43	795	516	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.deltabk.com	
975452																																											0	48	0	0	0	true	0	0	0	48	0	0	282	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.gilbertbank.com	
975555																																											0	230	0	0	0	true	0	0	0	0	0	230	93	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fnbjasper.com	
975751																																											110	0	0	0	0	false	110	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	34	954	0																		
975854																																											0	1497	0	0	6500	true	0	1128	0	369	0	0	8244	4	0	0	false	0	0	0	0	4500	0	2000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.glenwoodstate.com	
975911																																											447	90	0	141	4000	true	306	0	0	48	0	42	3019	2	141	0	true	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.cbtfinancial.com	
975984																																											1505	1035	131167	1505	347113	true	0	71	0	964	0	0	1503	0	1505	0	false	0	0	0	131167	194166	13333	0	0	0	0	0	8447	0	8447	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	true	false	false	true	true	false	false	true	1	1634	607	0																	www.omniamerican.com	
976226																																											0	1406	0	0	13123	true	0	1406	0	0	0	0	3321	1	0	0	true	0	0	0	0	0	5000	8123	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fauquierbank.com	
976347																																											0	51	100	0	4770	true	0	0	0	0	0	51	3168	3	0	0	false	0	1770	0	100	1400	1500	0	2000	1770	0	0	0	0	1770	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fsbhawarden.com	
976534																																											0	90	0	0	0	true	0	0	0	90	0	0	981	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.bankoffarmington.com	
976552																																											0	2882	0	0	1000	true	0	1775	232	0	0	875	7159	4	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://corebank.com	
976703																																											100	0	0	0	0	true	100	0	0	0	0	0	0	0	0	0	false	27621404	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bessemertrust.com	
976842																																											0	0	0	0	0	false	0	0	0	0	0	0	69	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																						
976954																																											0	0	0	0	0	false	0	0	0	0	0	0	177	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																		
977045																																											0	107	0	0	1000	true	0	107	0	0	0	0	1143	2	0	0	false	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0	http://www.riversidebanc.com																http://www.riversidebanc.com	
977250																																											0	4259	0	0	0	false	0	4151	0	108	0	0	4065	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.mibanc.com	
977616																																											0	74	0	0	4000	true	0	0	0	74	0	0	1502	1	0	0	false	0	0	0	0	1000	3000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.natbankmal.com	
977652																																											0	158	0	0	0	true	0	48	0	110	0	0	917	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	true	true	true	false	true	false	0	0	0	0	http://www.j-cbank.com		http://www.j-cbank.co		http://www.j-cbank.mobi		http://www.j-cbank.net		http://www.johnsoncitybank.biz		http://www.johnsoncitybank.co		http://www.johnsoncitybank.info	http://www.johnsoncitybank.net	http://www.johnsoncitybank.tv	http://www.johnsoncitybank.us	http://j-cbank.com	
977951																																											0	3872	300	0	1400	true	0	1115	0	174	0	2583	1281	1	0	0	true	0	0	0	300	0	1100	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false																					borderstatebank.com	
978118																																											492	1374	22180	492	31180	true	0	0	0	462	0	912	3100	3	492	0	true	0	0	0	22180	0	5000	4000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.vantagechecking.com																http://www.firstcitizensbank.com	
978239																																											0	0	0	0	0	true	0	0	0	0	0	0	2054	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.cornerstonebankwv.com	
978369																																											0	910	0	0	55000	true	0	910	0	0	0	0	400	0	0	0	true	0	0	0	0	5000	7000	3000	0	40000	0	0	0	0	40000	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					www.quickrate.com																www.meridianbank.com	
978417																																											0	0	1000	0	2258	true	0	0	0	0	0	0	2185	1	0	0	false	0	0	0	1000	750	0	508	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.myfirstcitybank.com	
978622																																											0	0	9700	0	9700	true	0	0	0	0	0	0	831	0	0	0	true	0	0	0	9700	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://marsbank.com	
978659																																											0	0	0	0	971	true	0	0	0	0	0	0	464	0	0	0	false	0	100	0	0	0	137	734	0	100	0	0	0	0	100	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.carsonnationalbank.com	
979133																																											610	169	0	610	0	true	0	62	0	0	0	107	0	0	582	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					www.kasasa.com																www.flanaganstatebank.com	
979151																																											0	25	0	0	1510	true	0	0	0	25	0	0	997	0	0	0	true	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.auburnstatebank.com	
979357																																											0	0	0	0	0	true	0	0	0	0	0	0	186	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.kahokastate.com	
979375																																											191	909	20000	191	35000	true	0	787	0	122	0	0	0	0	201	0	true	0	0	0	20000	0	15000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.sterlingbank.com	
979629																																											0	1397	0	0	0	true	0	293	0	954	0	150	345	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.1stnatbk.com																http://www.1stnatbk.com	
979759																																											0	745	0	0	0	true	0	745	0	0	0	0	48	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.kcnb.com	
980045																																											0	0	0	0	0	false	0	0	0	0	0	0	205	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																						
980344																																											0	463	0	0	0	false	0	0	0	96	0	367	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																						
980438																																											0	121	1000	0	8000	true	0	0	0	121	0	0	2935	2	0	0	false	0	0	0	1000	7000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.firststatebankofforrest.com		http://www.theheightsbank.com		http://www.eriestatebank.com		http://www.fsbforrest.com										http://firststatebankofforrest.com	
980531																																											923	53	0	0	0	true	923	0	0	44	0	9	11490	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					http://www.checkingfinder.com		http://www.kasasa.com														http://www.jdbank.com	
980661	12952	1886	0	12952	60	true	0	190843	10	20239	0	true	341701	0	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					60			0	0	1886	0	0								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0							true	false	false	false	true	false	false	false	true	1	1231	23436	1231																	http://www.fhb.com	
980773																																											263	1280	10000	263	20000	true	0	175	0	1105	0	0	1906	1	263	0	false	0	0	0	10000	0	2500	7500	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	false	false	false	true	false	false	false	false																					www.eatonfed.com	
980951																																											130	1069	0	0	1000	true	130	48	0	225	0	796	146	0	346	0	false	0	0	0	0	0	1000	0	1000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	true	true	true	false	true	false																					www.woodlandsnationalbank.com	
980960																																											8821	2315	0	8821	0	false	0	1648	0	317	0	350	5115	4	8821	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	24	152	0																	www.benchmarkbank.com	
