"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
407506																																																																																																																																		1639103	16872	0	2439	1154673																																																																												1152234																															
407645																																																																																																																																		534987	2191	0	0	208333																																																																												208333																															
407850																																																																																																																																		23424	397	0	94	24261																																																																												24167																															
408307																																																																																																																																		506772	4110	0	344	301317	48918	39992	8926	0	0	0	0	0	0	48676	58759	1531	0	4828	0	4828	0	0	0	0	0	0	24768	139	1278	488	22778	104283	78210	201055	104877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43646	21823	0	0	0	21823	104283	78210	201849	127455	0	15642	100925	127455	300973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408642																																																																																																																																		1033016	10926	0	2559	669422																																																																												666863																															
408875																																																																																																																																		674520	6929	0	356	525731																																																																												525375																															
409265																																																																																																																																		49860	51	0	0	17044																																																																												17044																															
410159																																																																																																																																		23948	195																																																																																																														
410560																																																																																																																																		269472	777																																																																																																														
410748																																																																																																																																		341000	4020	0	1571	195935	58959	57990	969	0	19308	13536	0	5772	0	0	0	0	0	3050	0	3050	0	0	0	0	0	0	5532	0	594	0	4938	86464	4613	141851	104787	24	24	0	0	0	24	320	160	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10500	5250	0	0	0	5250	86464	4613	141851	113128	0	923	70926	113128	194364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410917																																																																																																																																		554956	3597																																																																																																														
410944																																																																																																																																		60962	501	0	92	32798																																																																												32706																															
411062																																																																																																																																		196065	312	0	0	49857																																																																												49857																															
411174																																																																																																																																		33981	457	0	203	20280																																																																												20077																															
411231																																																																																																																																		95870	538																																																																																																														
411240																																																																																																																																		83970	405	0	0	37450																																																																												37450																															
411473																																																																																																																																		936487	8638																																																																																																														
411512																																																																																																																																		1073734	10771	0	532	831456	31981	26781	5200	0	11921	0	245	500	11205	7983	10628	0	0	34415	0	34415	0	0	0	0	0	0	38673	39	6030	205	27817	36356	284750	42172	705636	398	398	0	0	0	398	13922	6961	0	0	0	6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9461	4731	0	0	15	4716	36356	284750	42410	727153	0	56950	21205	727153	830924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
411549																																																																																																																																		44745	277																																																																																																														
411576																																																																																																																																		69521	499	0	23	38052	7604	5726	1878	0	0	0	0	0	0	34	1690	230	1000	8327	0	8327	0	0	0	0	0	0	2190	0	184	53	1953	5760	12079	34366	17804	77	77	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	12079	34366	18453	0	2416	17183	18453	38029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
411624																																																																																																																																		235333	1651																																																																																																														
411651																																																																																																																																		142864	1094	0	0	134787																																																																												134787																															
412153																																																																																																																																		280702	1902																																																																																																														
412452																																																																																																																																		63301	310																																																																																																														
412555																																																																																																																																		207352	3283	0	1600	134654																																																																												133054																															
412667																																																																																																																																		179151	1056	0	0	135466																																																																												135466																															
412751																																																																																																																																		8413005	62053	0	0	5784903	1668016	179899	1488117	0	0	0	0	0	0	167447	1133052	282804	2514	73483	0	73483	0	2740	0	0	0	0	334603	2665	2815	0	321000	749046	2699139	853672	4100057	9457	9457	0	0	0	9457	5	3	0	0	0	3	27309	5462	0	0	0	5462	0	0	0	0	0	0	0	0	0	0	0	0	1105453	552727	49	0	0	552678	749196	2699621	853672	4756669	0	539924	426836	4756669	5784903	2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
412845																																																																																																																																		387660	2937																																																																																																														
412872																																																																																																																																		81315	137																																																																																																														
413141																																																																																																																																		2825752	33768	0	14358	1558020	105254	102299	2955	0	0	0	0	0	0	0	9787	0	44642	0	0	0	0	0	0	0	0	0	78885	716	32085	0	46084	103015	44827	2348112	363246	0	0	0	0	0	0	8	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9524	4762	0	0	756	4006	103015	44827	2362771	367669	0	8965	1181386	367669	1543662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
413208	61167	0	146615	131655	14960	84477	0	2961718	2961714	4	716546	0	3162075	3161813	262	853743	0	61276685	1067198	941326	0	0	0	14964	81075	15627	3	0	2104502	2104502	0	1536772	0	74958	0	492773	0	0	13980318	2796064	61105	146695	7705	2541177	0	13292	8436220	0	16739432	73304	0	8545011	14147	7937211	169759	2596141	0	2596141	0	0	0	0	0	4628040	0	0	1346954	941326	0	0	0	124	129	16615	92561	0	0	2020431	2353315	0	0	0	775	1209	207688	106190491	3374362	83709788	122530185	90672108	1077653315	106840308	36326147	7566283	4650874	120750	2902652	11945858	426275	44622331	32066800	7381127	11088883	476857	0	2600699	556889	0	609557171	413926327	208931359	42572515	689123	0	115000	3583635	0	272361	9329971	932800	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
413347																																																																																																																																		61143	360	0	0	39093																																																																												39093																															
413543																																																																																																																																		143471	1343																																																																																																														
413646																																																																																																																																		508582	4796	0	0	423311																																																																												423311																															
413673																																																																																																																																		142896	1416																																																																																																														
413758																																																																																																																																		141847	1601	0	112	119130																																																																												119018																															
414102																																																																																																																																		402829	4340	0	1123	259622																																																																												258499																															
414652																																																																																																																																		135195	1036																																																																																																														
414764																																																																																																																																		586784	3565																																																																																																														
414858																																																																																																																																		188474	1397	0	0	116439																																																																												116439																															
415770																																																																																																																																		102140	2168																																																																																																														
416245																																																																																																																																		10516925	98841	0	0	7358622	471760	304339	167421	0	0	0	0	0	0	321391	1570140	57356	92049	0	0	0	0	0	0	0	0	0	838261	707	10957	5494	422043	1395110	1874499	1436809	5358162	15315	15315	0	0	0	15315	21372	10686	0	0	0	10686	5104	1021	0	0	0	1021	0	0	0	0	0	0	269173	269173	0	3615	265558	0	735738	367869	840	0	5933	350209	1602657	1878114	1708876	5906025	0	375623	854438	5906025	7358622	38144	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
416272																																																																																																																																		96727	745																																																																																																														
416339																																																																																																																																		91652	1133	0	264	69453																																																																												69189																															
416357																																																																																																																																		73073	504																																																																																																														
416656																																																																																																																																		291461	3767																																																																																																														
416674																																																																																																																																		478092	4252	0	298	316349																																																																												316051																															
416973																																																																																																																																		70298	397	0	0	44018																																																																												44018																															
417626																																																																																																																																		640304	6973	0	3323	292055																																																																												288732																															
417710																																																																																																																																		49037	456																																																																																																														
418100																																																																																																																																		472022	3360																																																																																																														
418249																																																																																																																																		1266906	11842																																																																																																														
418436																																																																																																																																		22612	80																																																																																																														
418856																																																																																																																																		48540	180	180	0	18332																																																																												18152																															
419406																																																																																																																																		5571680	46590	0	3287	3493625	125193	97951	27241	0	0	0	0	0	0	110028	938821	25716	27798	0	0	0	0	14762	0	0	0	0	427214	0	8001	0	335994	610731	1003125	1691235	2135039	3809	3809	0	0	0	3809	5643	2822	0	0	0	2822	3369	674	0	0	0	674	0	0	0	0	0	0	233688	233688	233333	0	0	355	227153	113577	0	0	2892	110685	1412635	1020626	1694127	2365894	0	204125	847064	2365894	3490338	15464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
419460																																																																																																																																		215285	1722	0	0	170882																																																																												170882																															
419675																																																																																																																																		1054108	9809	0	0	793650																																																																												793650																															
419947																																																																																																																																		44951	311																																																																																																														
420578																																																																																																																																		241926	2742	0	1100	131325																																																																												130225																															
420644																																																																																																																																		333136	4331																																																																																																														
420653																																																																																																																																		181476	1659																																																																																																														
420877																																																																																																																																		117308	700	0	0	58208																																																																												58208																															
421445																																																																																																																																		166649	793	0	0	99704																																																																												99704																															
421539																																																																																																																																		181495	4036	0	2377	132744																																																																												130367																															
422059																																																																																																																																		53877	944	0	545	31941	3918	1615	2303	0	0	0	0	0	0	7444	2521	230	300	6500	0	6500	0	0	0	0	0	0	2166	36	163	12	1257	10265	15871	5169	17476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	175	0	0	0	175	10265	15871	5169	18355	0	3174	2585	18355	31396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
422116																																																																																																																																		76262	800	0	139	52898																																																																												52759																															
422433																																																																																																																																		2509114	14588	0	0	2001335	191533	191533	0	0	0	0	0	0	0	43700	153224	18405	187015	773	0	773	0	0	0	0	0	0	125617	10663	3892	183	89964	379775	182006	264536	1591787	0	0	0	0	0	0	11758	5879	0	2989	2805	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273189	136595	5143	1069	0	130383	386136	186064	267341	1723130	0	37213	133671	1723130	2001335	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
422657																																																																																																																																		129578	1071																																																																																																														
423159																																																																																																																																		301397	3145																																																																																																														
423449																																																																																																																																		691379	6706	0	0	546925																																																																												546925																															
423636																																																																																																																																		75475	495																																																																																																														
423739																																																																																																																																		1165416	10327																																																																																																														
423841																																																																																																																																		39783	229																																																																																																														
424156																																																																																																																																		141527	1073																																																																																																														
424240																																																																																																																																		243193	1592	0	0	135281																																																																												135281																															
424352																																																																																																																																		219042	2024	0	657	109322																																																																												108665																															
424437																																																																																																																																		21439	130																																																																																																														
424633																																																																																																																																		124024	1305																																																																																																														
425050																																																																																																																																		32538	171																																																																																																														
425108																																																																																																																																		428291	3526	0	196	266477																																																																												266281																															
425818																																																																																																																																		328351	3146																																																																																																														
425845																																																																																																																																		258816	2604																																																																																																														
425911																																																																																																																																		1316278	11996	0	360	979940																																																																												979580																															
426057																																																																																																																																		91728	952	0	372	46455																																																																												46083																															
426141																																																																																																																																		29980	92	0	0	12821																																																																												12821																															
426534																																																																																																																																		3184069	28720	0	15	2296392	189114	188310	804	0	59323	3030	55408	975	0	70163	507309	29103	67929	0	0	0	0	0	0	0	0	0	128195	197	4922	954	72731	267785	737865	338016	1739692	2093	2093	0	0	0	2093	7219	3610	0	0	0	3610	0	0	0	0	0	0	0	0	0	0	0	0	1580	1580	0	0	1580	0	156935	78468	1822	3	480	62329	269639	740204	365116	1852241	0	148041	182558	1852241	2296377	21897	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
426758																																																																																																																																		116613	489																																																																																																														
426945																																																																																																																																		156406	1523	0	0	122280																																																																												122280																															
427241																																																																																																																																		449433	2932	0	0	256062																																																																												256062																															
427353																																																																																																																																		772043	9812																																																																																																														
427858																																																																																																																																		135261	901																																																																																																														
427960																																																																																																																																		121281	609	0	0	63520																																																																												63520																															
428060																																																																																																																																		1105675	10022	0	1254	701424																																																																												700170																															
428462																																																																																																																																		300515	2146	0	355	150441																																																																												150086																															
428547																																																																																																																																		1784996	19175	0	0	1405035	165981	154307	11674	0	8460	0	6222	2230	0	0	71987	972	9940	4	0	4	0	6312	0	0	0	0	117465	4825	9980	0	57922	305103	118036	87701	1230912	5011	5011	0	0	0	5011	6741	3371	0	0	0	3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118946	59473	0	0	250	59223	305103	120025	95144	1320219	0	24005	47572	1320219	1405035	6312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
428855																																																																																																																																		167945	1217																																																																																																														
429021																																																																																																																																		558523	6532	0	2075	358443																																																																												356368																															
429487																																																																																																																																		867748	5988																																																																																																														
430036																																																																																																																																		373099	3996	0	585	272923	45946	19912	26034	0	0	0	0	0	0	5516	21460	11131	272	0	0	0	0	0	0	0	0	0	11834	0	550	238	11046	55860	48044	76962	184583	1439	1439	0	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34211	17106	0	0	0	17106	55860	48044	76962	208571	0	9609	38481	208571	272338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430054																																																																																																																																		207888	1666	0	0	135696																																																																												135696																															
430344																																																																																																																																		260654	1492	0	0	149045																																																																												149045																															
431172																																																																																																																																		19841091	282503	0	0	15063979	1105922	493911	612011	0	27980	2280	24077	0	1623	75086	2973709	132610	355355	0	0	0	0	14697	0	0	0	0	1920514	74577	30462	767	780641	680346	3738589	2481416	12065409	35251	35251	5820	0	0	29431	14928	7464	807	0	0	6657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1744575	872288	4705	77	20510	846883	691692	3739560	2501926	12976797	0	747912	1250963	12976797	15063979	14697	0	0	0	0	0	0	0	1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431323																																																																																																																																		162954	1092	0	0	92930																																																																												92930																															
431350																																																																																																																																		88039	432	0	0	49472																																																																												49472																															
432058																																																																																																																																		63468	270																																																																																																														
432432																																																																																																																																		221181	1041																																																																																																														
433505																																																																																																																																		1097492	8026	0	764	671739	112364	32765	79599	0	0	0	0	0	0	162766	87018	0	16500	0	0	0	0	0	0	0	0	0	50247	665	2878	866	45603	237650	172666	301136	371385	0	0	0	0	0	0	2946	1473	0	0	0	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108644	54322	0	0	25317	25203	244672	183946	326697	401792	0	36789	163349	401792	670975	244	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	
433550																																																																																																																																		246316	653	0	0	128085	7495	3261	4234	0	0	0	0	0	0	10896	83031	30845	1547	8597	0	8597	0	0	0	0	0	0	10579	0	434	0	5268	14157	96296	47685	74226	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861	931	0	931	0	0	14157	98558	47685	74236	0	19712	23843	74236	128085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433608																																																																																																																																		2366849	15026	0	0	1438294	64014	41248	22766	0	0	0	0	0	0	58850	593612	0	2500	0	0	0	0	0	0	0	0	0	131771	153	6875	1399	123044	198653	624336	663449	865168	5263	5263	0	0	0	5263	475	238	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158445	79223	0	0	15204	64019	258192	624336	678653	946464	0	124867	339327	946464	1438294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433859																																																																																																																																		96956	1077																																																																																																														
433943																																																																																																																																		401141	2509	0	0	247543																																																																												247543																															
434203																																																																																																																																		621569	3999	0	52	394840	96090	95389	614	87	4987	0	0	0	4987	5197	92972	1321	1000	0	0	0	0	0	0	0	0	0	32282	117	503	0	31488	134870	94089	79272	314639	38	38	0	0	0	38	75	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23664	11832	0	0	0	11832	134908	94089	79272	336212	0	18818	39636	336212	394788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
434539																																																																																																																																		261514	1581	0	0	178293																																																																												178293																															
435059																																																																																																																																		296975	3106																																																																																																														
435077																																																																																																																																		6095894	56188	0	6841	3950363	428232	376985	51247	0	92610	76211	0	16399	0	412992	672830	158562	2969	0	0	0	0	1987	0	0	0	1987	851840	21148	8960	536	439501	1106303	799087	247091	3554898	0	0	0	0	0	0	338	169	0	0	0	169	497	99	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	75410	37705	0	0	0	37705	1106303	799087	247091	3593756	0	159817	123546	3593756	3943522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435255																																																																																																																																		228886	2885																																																																																																														
435666																																																																																																																																		82406	783																																																																																																														
435750																																																																																																																																		1310944	8762	0	0	788049	82858	66679	16179	0	0	0	0	0	0	36328	356530	1330	7363	0	0	0	0	0	0	0	0	0	93837	1845	579	0	78069	203099	373288	139020	573748	4551	4551	0	0	0	4551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59803	29902	0	0	0	29902	203099	373288	139020	636120	0	74658	69510	636120	788049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436159																																																																																																																																		11052955	183973	0	17091	8440578	938743	587819	350924	0	0	0	0	0	0	50340	954046	122667	2000	118588	0	118588	0	0	0	0	0	0	950176	0	31232	0	658388	948878	1484496	1842385	6502955	1836	1836	0	0	0	1836	16403	8202	0	0	0	8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558616	279308	0	0	0	279308	948878	1522600	1842385	6917835	0	304520	921193	6917835	8423487	42263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436542																																																																																																																																		342992	2939																																																																																																														
436739																																																																																																																																		260213	2735	0	645	167234																																																																												166589																															
436953																																																																																																																																		591754	7633	0	2039	447591																																																																												445552																															
437044																																																																																																																																		79333	170																																																																																																														
437914																																																																																																																																		13796468	232726	0	84372	10243282	1060538	975962	84541	0	113609	501	112013	795	0	27505	2217036	0	0	0	0	0	0	0	0	0	0	0	1032614	4295	20057	4797	549137	1962442	2692545	944699	7239988	51248	51248	0	0	0	51248	39854	19927	0	0	0	19927	13	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1786532	893266	0	0	549	892717	2002124	2692545	946940	8215201	0	538509	473470	8215201	10158910	6339	0	0	0	0	0	0	0	0	0	0	0	0	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
438434																																																																																																																																		209244	501																																																																																																														
439132																																																																																																																																		297619	3091	0	907	174748	24887	19350	5537	0	0	0	0	0	0	11281	42938	15044	250	18193	0	18193	0	0	0	0	0	0	13610	0	268	0	10062	38338	66936	73239	116602	99	99	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4050	2025	0	0	0	2025	38338	66936	73239	121397	0	13387	36620	121397	173841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439338																																																																																																																																		2999572	21958	0	0	1914581	294397	108325	186072	0	0	0	0	0	0	35928	737826	18723	2334	0	0	0	0	0	0	0	0	0	139384	842	9649	838	75621	276078	942469	401872	1297147	11160	11160	0	0	0	11160	3399	1700	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192831	96416	0	0	406	96010	276078	942469	403227	1448698	0	188494	201614	1448698	1914581	391	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439356																																																																																																																																		869195	8202	0	0	675091																																																																												675091																															
439404																																																																																																																																		2261959	15371	0	0	1330140	70853	53733	17120	0	331962	20141	294571	0	17250	71704	261447	0	0	0	0	0	0	3311	0	0	0	3311	88031	1037	9509	0	69080	243954	583701	601212	807473	4415	4415	0	0	0	4415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151562	75781	0	0	74368	1413	310041	583701	675580	815907	0	116740	337790	815907	1330140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439730																																																																																																																																		119910	638																																																																																																														
440857																																																																																																																																		33199	337	0	0	337																																																																												337																															
440978																																																																																																																																		39025	221																																																																																																														
441050																																																																																																																																		445457	1607																																																																																																														
441078																																																																																																																																		223649	1084	0	0	129760																																																																												129760																															
441135																																																																																																																																		41594	382	0	82	24014																																																																												23932																															
441256																																																																																																																																		2000871	25257	0	5186	1661720	72602	60243	12359	0	0	0	0	0	0	52618	135588	11055	14493	0	0	0	0	0	0	0	0	0	116465	1271	7091	0	100288	268467	199288	106277	1403027	11128	11128	0	0	0	11128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59842	29921	0	0	0	29921	268467	209666	106277	1506002	0	41933	53139	1506002	1656534	0	10378	10378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
441359																																																																																																																																		513116	4373																																																																																																														
441434																																																																																																																																		785315	5288	0	0	521503																																																																												521503																															
441470																																																																																																																																		25465	118	0	0	11822																																																																												11822																															
441630																																																																																																																																		124515	853	0	133	57594																																																																												57461																															
442011																																																																																																																																		368775	2116	0	0	260136	12248	10685	1563	0	1616	1244	289	0	83	1	21775	0	25	0	0	0	0	0	0	0	0	0	40682	0	2120	0	38197	27424	27004	124175	189240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27424	27004	124175	190346	0	5401	62088	190346	260136	0	0	0	0	0	0	0	0	5403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
442057																																																																																																																																		59909	451	0	0	44606																																																																												44606																															
442244																																																																																																																																		319346	2886	0	253	210613																																																																												210360																															
