"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
222446																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	110	0	508	116	0	246	0	0	495	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	994	131	956	0	0	0	0	0	2591	0	0	0	0	0	0	0	0	0	1724	867	0	0	0	3032	801	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222558																																																																																																																																												0	0	0							0	0	3	91	17	0	0	18	0	0	0	0	0	0	0						0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	256	6	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222754																																																																																																																																												0	0	0										52	35	57	0	0	0	0	0	89	0	0	7						0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	59	859	279	0	0	0	0	29	0				0	0	0	0	27	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223322																																																																																																																																												0	0	0	0	0	0	0	0	0	5894	45	0	296	0	480	264	0	0	119	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	254	5894	0	0	0	0	0	0	0	0	0	0	2636	101	2979	380	337	66	0	0	384	0	0	0	0	0	75	0	74	0	6312	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223331																																																																																																																																												0	0	0	0	0	0	0	0	0	39	27	0	507	47	4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	24	111	0	39	0	0	0	77	10	0	0	0	0	0	795	28	677	16	79	0	0	0	3370	2657	0	0	0	165	395	0	0	0	988	1378	0	0	0	1492	75	0	0	0	0	0	0	0	0	0	0	0	1203	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	
223452																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	17	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223751																																																																																																																																												0	0	0							0	0	0	382	0	1154	0	0	35	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0				0	0	0	0	146	493	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223845																																																																																																																																												0	0	0							0	0	0	52	322	114	0	78	0	0	0	0	0	0	0						0	0	0	0	0	0	75	4	0	0	0	0	3	0	3	0	0	0	0	185	0	412	490	0	0	0	0	2	0				0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224178																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	40	0	0	0	3	0	0	0	0	0	0	2599	385	2268	0	80	0	0	0	740	0	0	0	0	0	0	0	0	0	0	33	553	0	0	1204	7420	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224552																																																																																																																																												0	0	0							0	0	0	18	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	66	0	0	0	0	0	35	0				0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224637																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	5	0	409	0	0	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3140	161	50	0	0	0	0	0	2388	0	0	0	0	0	234	0	0	494	13514	0	141	0	0	602	0	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224655																																																																																																																																												0	0	0	0	0	0	0	0	0	0	2265	0	641	0	921	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	220	2265	0	0	0	0	0	0	0	0	0	0	0	0	1804	514	152	0	83	0	0	0	647	0	0	0	0	0	0	0	0	0	41	406	0	0	0	139	832	25	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
224954																																																																																																																																												0	0	0										32	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	755	0	0	0	0	0	0	0				0	368	0	0	0	72	0	447	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225054																																																																																																																																												0	0	0										38	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0				250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225157																																																																																																																																												0	0	0							0	0	0	59	0	79	13	0	1631	170	0	0	0	0	0						0	0	0	0	0	0	55	0	300	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	46	0				0	0	0	0	0	53	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	
225241																																																																																																																																												0	0	0							0	300	124	282	1	0	121	0	0	0	0	0	0	0	0						0	0	0	0	0	0	300	124	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0				0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225335																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	12	0	2263	0	0	0	660	0	8124	0	0	1320	0	0	0	0	0	0	0	0	566	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	4198	0	1677	0	0	0	0	0	7480	2974	0	0	0	643	3607	0	0	12033	30941	1615	0	0	0	5767	669	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225559																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	176	0	2947	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	7208	0	343	0	25	0	0	0	2758	0	0	0	0	0	0	0	0	0	423	280	0	0	0	1743	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225942																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0				0	0	0	0	0	0	6	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226752																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	178	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226949																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227151																																																																																																																																												0	0	0							12	0	0	0	0	4	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	12	0	0	0	14	2	0	0	0	0	0	53	11	141	0	0	0	0	0	56	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227179																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	101	0	0	13	0	0	0	114	0	0	0	0	0	0	1537	150	164	0	0	0	0	0	4078	0	0	0	0	0	0	0	0	523	7765	688	0	0	0	1817	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227357																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0				0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227656																																																																																																																																												0	0	0										383	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	597	99	0	0	0	0	0	0				0	0	1380	523	0	15	478	725	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
228000																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	214	0	419	0	0	0	138	0	99	0	0	0	0	0	0	0	0	0	0	0	236	16	135	0	0	0	0	0	0	0	0	0	0	0	0	0	2806	0	976	749	54	14	0	0	679	0	0	0	0	0	0	0	0	123	0	978	0	0	0	2035	45	230	0	391	0	0	0	0	0	0	383	0	906	191	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	
228055																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
228158																																																																																																																																												0	0	0										1113	816	177	46	0	0	0	0	0	0	0	0						0	0	0	17	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	44	299	1382	104	273	11	0	0	0	0				156	159	549	434	0	0	2365	0	0	279	1204	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
228345																																																																																																																																												0	0	0										54	0	123	204	0	571	0	0	325	0	0	0						0	0	0	0	0	0	0	0	10	0	0	0	5	0	9	0	0	0	0	1746	521	1036	0	412	0	0	0	87	0				0	0	0	0	0	1198	0	861	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	0	221	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	
229342																																																																																																																																												0	0	0							0	0	0	33	0	618	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0	70	0	0	0	0	0	97	0				0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229454																																																																																																																																												0	0	0										83	0	0	10	0	37	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	11	337	26	0	0	0	0	0				0	64	0	0	0	0	651	0	349	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229801																																																																																																																																												1233	0	1378	0	0	0	0	0	0	0	0	0	14571	11639	21823	0	0	0	5692	509	31956	0	0	0	0	0	0	0	0	0	0	0	158	483	2917	0	0	687	0	0	0	93	36	0	0	0	0	0	32899	4786	13953	1903	995	0	0	0	14629	0	0	0	0	650	587	0	2216	19807	21287	20834	12020	1521	717	31228	52429	0	0	907	0	0	0	0	0	0	488	0	7958	350	0	5830	0	0	0	650	0	12985	587	0	13661	0	0	0	0	
229913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0												0	0	0														0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0	0	
229940																																																																																																																																												0	0	0										140	0	0	0	0	0	0	0	0	0	0	0						0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	293	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229959																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0				0	0	0	0	0	0	0	51	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230254																																																																																																																																												0	0	0										112	0	0	0	0	0	0	0	0	0	0	0						0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	302	0	0	0	0	0	46	0				36	0	0	0	0	0	0	362	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230357																																																																																																																																												0	0	0							0	0	0	26	0	59	683	0	0	0	0	0	0	0	0						0	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																																																												0	0	0							0	465	0	159	0	0	0	129	0	0	0	0	0	0	0						0	0	0	19	0	0	465	0	0	0	0	0	14	0	0	0	0	0	0	0	0	783	191	12	0	0	0	0	452				0	0	0	0	0	0	0	170	0	290	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230535																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1818	118	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	33	311	0	0	0	0	0	0	63	8	0	0	0	0	0	1235	28	211	96	0	0	0	0	381	2353	0	0	0	5721	3846	0	0	3046	8991	219	0	0	5627	611	4800	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230610																																																																																																																																												0	0	0										7	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	19	0	0	0	0	0	0	17	0	0	0	0	0	0	233	0	604	0	0	0	0	0	384	99				0	0	0	0	0	0	344	13	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230740																																																																																																																																												0	0	0										0	0	210	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	11	0				0	0	0	0	0	0	0	447	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230759																																																																																																																																												0	0	0	410	76	0	0	0	0	0	0	0	134	0	44	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	5	0	0	0	0	0	0	0	0	0	0	0	230	0	401	42	44	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	80	76	0	50	2937	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231149																																																																																																																																												0	0	0	0	0	0	0	0	0	0	1681	85	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	85	0	0	0	0	0	0	0	0	0	0	0	21	0	338	50	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	42	0	117	0	0	2065	0	0	0	0	0	0	0	0	0	0	0	125	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	
231242																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	2684	0	7628	0	0	0	2063	0	1540	0	0	0	0	0	0	0	0	0	0	0	378	0	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	7095	1913	2885	0	550	0	0	0	14074	0	0	0	0	0	0	0	0	1525	3992	2416	123	0	0	13945	9261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231279																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0				0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231336																																																																																																																																												14	0	0										232	0	0	0	0	0	0	0	0	0	0	0						0	0	0	149	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	1842	0	26	0	0	0	194	135				0	0	0	0	0	0	1010	0	0	0	642	0	277	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232258																																																																																																																																												0	0	0							0	0	0	3	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232847																																																																																																																																												0	0	0							0	0	0	42	7	0	181	0	0	0	0	0	0	0	0						0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	765	0	0	0	0	0	25	0				16	0	0	0	22	160	140	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232856																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	856	464	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2034	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233031	0	0	0	72930	7697	361063	0	0	0	12409	818	555	0	0	0	2518	3611	0	0	0	0	0	0	0	0	0	18299	1586	56663	50	1	6485	0	0	0	343903	0	0	921243	299475	0	0	0	794	38	12365	0	0	0	0	0	0	18263	88106	18304	15623	12930	13409	0	73646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13840	378	155037	0	0	0	14467	1395	22215	0	0	0	0	0	0	30019	1464	9	11311	2403	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1729	823	43872	49851	284	202579												132304	57853	121526														301113	20204	314344	386684	18358	3624								22658	20337	655	11626	430009	293387	81499	60933	5010	5860	695069	503316	139553	128928	120753																0	0	0	0	0	0	0	0	0	0	
233246																																																																																																																																												0	0	0							0	0	0	26	0	0	72	0	0	0	0	0	0	0	0						0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233358																																																																																																																																												0	0	0							0	0	0	480	0	600	418	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	150	0	0	0	0	0	0				0	0	0	0	0	0	1527	69	0	0	0	0	16	0	0	0	0	0	0	0	0	1510	150	0	1208	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233442																																																																																																																																												0	0	0							0	0	0	0	0	14	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	73	0	0	0	0	0	86	15				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233451																																																																																																																																												0	0	0							0	8	0	145	80	49	341	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233527																																																																																																																																												0	0	0										0	0	0	685	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	33	0	0	0	0	0	0	0	0				0	540	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233554																																																																																																																																												213	0	461	0	0	0	0	0	0	0	0	0	637	0	522	0	0	155	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0	0	0	0	0	8	0	0	0	0	0	0	0	13	19	0	83	0	0	0	496	0	0	0	0	0	0	0	0	0	1040	210	120	0	0	0	143	0	0	54	0	0	0	0	0	0	0	0	155	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	
234056																																																																																																																																												0	0	0							0	37	0	463	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	36	0	0	0	0	0	0				146	0	0	0	0	0	0	126	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234355																																																																																																																																												0	0	0	0	0	0	0	0	0	127	264	0	618	3	1086	0	0	430	0	0	3992	0	0	0	0	0	0	0	0	0	0	0	33	0	29	264	0	127	0	0	0	0	0	0	0	0	0	0	963	0	487	432	0	0	0	87	489	0	0	0	0	0	19	0	0	0	1846	231	583	0	0	1842	1001	0	0	0	0	0	0	0	0	0	356	345	534	338	243	419	0	87	0	0	0	0	0	0	0	0	0	0	0	
234506																																																																																																																																												0	0	0										8	0	452	0	0	0	0	0	0	0	0	0						0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1447	0	0	0	0	0	187	0				0	0	0	0	0	0	160	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234739																																																																																																																																												0	0	0	0	0	0	0	0	0	316	0	0	624	0	291	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	25	137	0	0	316	0	0	0	13	13	0	0	0	0	0	1195	0	854	739	206	102	0	0	2118	0	0	0	0	175	430	0	0	0	867	683	151	776	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234841																																																																																																																																												0	0	0							0	29	0	17	0	0	18	0	0	0	0	0	0	0	0						0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	82	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
