"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
410748					CONF							0	0	0	0	false		0	0													0	0	0	0								Accounting and Legal Expenses	Insurance and Bonds	Charitable Fund Contribution										
410917					CONF				163			0	0	0	0	false		0	0				355	156				110		134		0	0	0	0								TAXES OTHER												
410944	1	1	3	3	CONF							0	0	0	0	false	3	0	0			2		4	4			6	4	4	5	0	0	0	0		1	1																	
411062	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
411174	2		21		CONF							0	0	0	0	false	1	0	0					23	4			7	20			0	0	0	0			4																	
411231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
411240					CONF							0	0	0	0	false		0	0													0	0	0	0					Other Refund - FDIC INS REFUND			Bank Examination												
411473	231	0	0	0	CONF	0	0	0	0	121	0	0	0	0	0	false	0	0	0	0	0	0	0	262	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0					Licensing and Software											
411512	144				CONF				0	0	0	0	0	0	0	false		0	0					235								0	0	0	0								PA Shares Tax Exp.	Annual License Fees Exp.	Loan and Collection Exp.										
411549	2		13		CONF							0	0	0	0	false		0	0			1	2	24	6		12	4			2	0	0	0	0				12																
411576	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
411624	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
411651					CONF				15	29		0	0	0	0	false	7	0	0	7			6	85	7		39				6	0	0	0	0								Misc Loan Expense	Office Management											
412153	37		48	13	CONF							0	0	0	0	false	4	0	0			15	22	12	7			16		6		0	0	0	0																				
412452	11	0	24	0	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	1	0	27	1	0	36	5	4	23	6	0	0	0	0	0	0	0	0																
412555	13	2	12	2	CONF	6	8		8	14	20	0	0	0	0	false	6	0	0	2	22	8	1	53	14		5	13			25	0	0	0	0			2		Business Manager PBI A/R SC Income	loan discount accretion		Examination Fees & Schooling and Seminars	PBI Buss Mgr Fees & Correspondent Banking Fees	Donations & Misc										
412667	16		33	1	CONF	12			22	17	8	0	0	0	0	false	11	0	0		28	11	79	44	13			21		38	40	0	0	0	0		4		7	EXCHANGE			TRAVEL	CUSTOMER RELATIONS	DUES										
412751	1304				CONF	2621	3045	2515	1215	1347	3780	0	0	0	0	true	1060	0	0				2858		1869		37069			5907	1998	0	0	0	0					Debit card fees	Debit card volume revenue	Paper statement and stop payment fees	Software depreciation	Software maintenance	Professional services					2.q. Charitable contributions 1,262; 2.r. Debit card losses 3,035; 2.s. Travel 1,664; 2.t. Debit card interchange 2,984					
412845	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
412872	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
413141	144			201	CONF				151	122		0	0	0	0	false	260	0	0					114								0	0	0	0			189					Professional Services-Technical Support	Seller Contract Services											
413208	0	0	0	502982	CONF	93763	46410	33365	407971	0	0	-2618	0	0	0	true	0	0	0	0	0	0	0	0	0	26375	18684	0	0	0	0	0	0	0	0	0	0	0	0	Income from Affiliates	Commitment facility line fees	Non Deposit Customer Related service fees	Operating expenses paid to Affiliates			Employee benefit plans and other				Fee income on letters of credit $17,378 and Loan syndication fees $15,339					
413347	0	0	8	0	CONF	0	0	0	5	2	0	0	0	0	0	false	5	52	0	0	0	4	9	48	6	0	10	6	0	13	5	0	0	0	0	0	0	0	0				Depreciation Expense	Equipment Service & Rentals							12/31/17 Post Closing Adjustment entry made 3/9/18				
413543	14	0	5	10	CONF	0	0	0	0	0	0	0	0	0	0	false	8	0	0	4	0	5	2	40	9	0	23	0	0	2	2	0	0	0	0	0	0	0	2																
413646	49	10	27	20	CONF	578	19		48	33		0	0	0	0	true	30	0	0		70	7	21		24		54	48			31	0	0	0	0		7	7		Casey Bookkeeping/Tax Services	Credit Card Income		Dues and Subscriptions	Service Bureau Fees	Ins & Investment Commissions					Internet banking $52, Exams $26, Fees for loan service $45					
413673					CONF							0	0	0	0	false		0	0										15			0	0	0	0																				
413758					CONF							0	0	0	0	false		0	0													0	0	0	0																				
413851	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
414102					CONF							0	0	0	0	false		55	0								104	135				0	0	0	0																CPA adjustment for deferrred tax benefit estimate				
414652	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
414764	0	0	0	0	CONF	0	0	0	136	0	0	0	0	0	0	false	0	0	0	0	0	0	153	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				DUES AND SERVICES												
414858					CONF							0	0	0	0	false		0	0					108			144					0	0	0	0																				
415770	7	2	6	13	CONF	14			47			30	0	0	0	false	5	0	0			1	3	197	7			21	13	1	12	0	0	0	0			5	12	other			other			payment made to parent holding company for ESOP loan									
415855	4	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	51	0	0	0	0	0	3	1	0	3	8	0	5	1	0	0	0	0	0	0	0	0												INCORRECT TAX AMOUNT FOR FEDERAL INCOME TAX DEFERRED FOR YEAR END				
416245	672			0	CONF	3392			1807	0		0	0	207	0	false		0	0		776		906	4806	469		2017			2104	503	0	0	0	0					Remittance Payment Processing Income			FBC Contract Services					Beginning ALLL balance from bank merger							
416272	10	0	23	0	CONF	1	0	0	8	9	5	0	0	0	0	false	1	0	0	1	16	0	25	51	4	0	1	22	7	19	14	0	0	0	0	0	0	8	5	Miscellaneous Income			Supervisory Exam	Dues & Subscriptions	Bank Service Charges										
416339					CONF							0	0	0	0	false		0	0													0	0	0	0																				
416357	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
416656	25	0	11	8	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	3	141	21	20	0	7	10	31	58	26	0	0	0	0	0	0	8	0																
416674					CONF							0	0	0	0	false		0	0					178			152					0	0	0	0																				
416973					CONF							0	0	0	0	false		0	0													0	0	0	0																				
417626	38	15	62	161	CONF	68			23			0	0	0	0	false		0	0					287				40	104			0	0	0	0			100		Visa Debit Income			City B & O Taxes	Computer Supplies & Software	OREO Expense										
417710	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
418100	23	0	73	1	CONF	33	7	0	30	61	16	0	0	0	0	false	22	0	0	0	0	37	12	212	45	0	61	60	0	9	12	0	0	0	0	0	7	0	18	Loans sold - fees	Check Books		Contributions	Software lic/maint	Ser Chg banks										
418249	0	0	126	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	159	0	0	553	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
418436					CONF							0	0	0	0	false		0	0													0	0	0	0																				
418856			11	5	CONF							0	0	0	0	false	2	0	0			7		30								0	0	0	0																				
419255	8	0	5	1	CONF	0	0	0	0	0	0	0	0	0	0	false	18	0	0	0	0	9	13	0	15	0	116	41	0	27	7	0	0	0	0	0	0	0	0																
419406	928				CONF	2188						0	0	0	0	false	299	0	0	231	604			2278			3845		571	956		0	0	0	0					payroll processing income			fraud expense					These were correcting entries that related to the prior quarter							
419460	0	0	0	0	CONF	0	0	0	0	0	0	6500	0	0	0	false	0	0	0	0	135	0	148	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0							Holding company injected excess cash into the bank as additional paid in capital.									
419675	119		69		CONF				110			0	0	0	0	false		0	0					267			173					0	0	0	0					0	0	0	Software Expense	0	0										
419947	1	1	2	0	CONF	0	0	0	4	1	0	0	0	0	0	false	4	0	0	0	0	2	10	7	5	0	0	10	0	9	2	0	0	0	0	0	0	0	3				CORRESPONDENT BANK SERVICE CHARGES	STATE BANK ASSESSMENT											
420578	36		96	10	CONF				49	21		0	0	0	0	false	8	0	0		16			94	8			39		19	15	0	0	0	0			11	10	MO & Other Fees			Meals & Entertainment	Supervisory Exam											
420644	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	109	0	0	136	0	0	107	0	0	0	0	0	0	0	0	0																
420653	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
420877	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
421445					CONF							0	0	0	0	false		0	0													0	0	0	0																				
421539	6	0	47	7	CONF	0	0	0	0	0	0	65	0	0	0	false	6	0	0	0	26	5	53	95	16	0	0	22	0	39	34	0	0	0	0	0	1	7	7							Record Deferred Taxes									
422059	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
422116	4	0	9	25	CONF	0	0	0	32	32	9	0	0	0	0	false	9	0	0	0	13	10	9	40	8	0	29	18	0	28	33	0	0	0	0	0	0	10	0	MM Interchange/Visa Interchange/Visa Fees			Liscense Fees & Software and Education	Meals & Entertainment/ Misc Expense	Correspondent Bank Charges										
422433	430	4	84	141	CONF	218	314	0	208	266	210	0	0	0	0	false	76	0	0	0	0	23	150	366	134	0	6	79	67	274	55	0	0	0	0	0	15	62	20	MERCHANT FEES	ATM AND DEBIT SWITCH FEES		MEALS AND TRAVEL	SOFTWARE DEPRECIATION	TAX ON CAPITAL										
422657	11		6	2	CONF	32	22		14	14		0	0	-3	0	false	5	0	0			5		40	13			20	1	41	6	0	0	0	0					LOAN DOCUMENTATION FEES	FEE RECOVERY		SERVICE CONTRACTS	OCC FEES	EMPLOYEE INCENTIVIES			OFF BALANCE CREDIT EXPOSURE							
423159	33			13	CONF							0	0	0	0	false	33	0	0			20		17	29		132	15			12	0	0	0	0				7									0							
423449					CONF	238			169			0	0	0	0	false		0	0					215						122		0	0	0	0				211	Debit Card Fee Income			Donation Expense												
423636					CONF							0	0	0	0	false		0	0													0	0	0	0																				
423739	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	45	0	22	384	0	0	185	35	4	0	0	0	0	0	0	0	0	0	0																
423841					CONF							0	0	0	0	false		0	0													0	0	0	0																				
424156	14		7		CONF	2						0	0	0	0	false	9	0	0		11	2	2	16	24		22	12		17	6	0	0	0	0		3			Data Processing Fees	Reimbursements														
424240					CONF							0	0	0	0	false		0	0													0	0	0	0																				
424352	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
424437	0	0	0	0	CONF	24	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	13	0	0	5	1	0	6	1	0	0	0	0	0	0	0	0	nsf															
424633					CONF							0	0	0	0	false		0	0													0	0	0	0								INSURANCE	CORRESPONDENT BANK FEES	MISC EXPENSE, TAXES, FREIGHT & INS.										
425050	5	0	0	16	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
425108	115				CONF							0	0	0	0	false		0	0					233				105				0	0	0	0																				
425818					CONF							0	0	0	0	false		0	0					241			225					0	0	0	0																				
425845	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
425911	232	0	0	0	CONF	152	0	0	316	215	0	0	0	0	0	false	0	0	0	0	1099	0	0	0	0	0	511	0	0	229	0	0	0	0	0	0	0	0	0	Loan Administration Fee			Software Expense	Shares Tax											
426057	12		24	4	CONF							0	0	0	0	false	3	0	0	1			1	30	14			21		16	10	0	0	0	0		3		4																
426141	2		12		CONF							0	0	0	0	false	3	0	0			1			1			6			1	0	0	0	0																				
426534	949	105	0	0	CONF	188	127	0	240	137	0	0	0	0	0	false	212	0	0	0	0	237	0	1145	223	0	1618	185	0	375	280	0	0	0	0	0	0	0	0	Loan fee income	Subsidiary fee income		Loan Collection expense	Employee travel & meals expense											
426758					CONF							0	0	0	0	false		0	0													0	0	0	0																				
426945	10		33	3	CONF	21	39	5	25	6	5	0	0	0	0	false	5	0	0	3		4	7		12			3		8	13	0	0	0	0		2			ATM NETWORK FEES	MISC LOAN INCOME	FEES AND COMMISSION	PCS IMAGING EXPENSE	CORRESPONDENT BANK SERVICE CHARGE	BANK RELATED INSURANCE										
427241					CONF							0	0	0	0	false		25	0								169					0	0	0	0								Amortization of Software								Change in treatment of DTA related to AFS portfolio resulting from Corp Tax Rate change				
427353	0	0	0	0	CONF	0	0	0	220	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	186	0	0	0	166	0	0	0	0	0	0	0	0				RECURRING PROCESSING EXPENSE												
427858					CONF							0	0	0	0	false		0	0					108								0	0	0	0																				
427960	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
428060	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	173	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0																
428462	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-13	0	false	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									Adjustment to Reserve for Unfunded Committments							
428471	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
428547					CONF				458			0	0	-4	0	false		0	0					615								0	0	0	0								Loan Expenses					Restructured loans for which impairment is calculated using the present value of future cash flows.							
428855	29	8	18	7	CONF		3		10	30	51	0	0	0	0	false	13	0	0	13			10		16		74	12	9	34	14	0	0	0	0		1			2nd market	filing fees		CORR BK SC	int banking	software										
429021	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
429487	0	0	0	0	CONF	0	0	0	125	0	0	0	0	0	0	false	0	0	0	0	0	0	0	391	0	0	194	0	0	121	0	0	0	0	0	0	0	0	0				Losses on serviced loans												
430036	40	1	62	16	CONF	8	5	0			26	0	0	0	0	false	17	0	0		0	24	31	39	25		145	32		59	31	0	0	0	0		12			check cashing fees	money order and misc fees				Business Manager										
430054	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
430344	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
431172	1590	0	0	638	CONF	328	294	274	835	466	0	0	0	0	0	true	0	0	0	0	611	0	0	2736	0	0	1037	531	670	0	641	0	0	0	0	0	0	0	0	Recoveries on loans charged-off prior to merger	Miscellaneous loan fees	CRA investment management Income	HOA management fees	Lockbox expense						Collateral management Fee of approximately $101 thousand					
431323	17		59		CONF				24			0	0	0	0	false	10	0	0		7		31	104	23		65	52		46	23	0	0	0	0				3				Ohio Financial Institurion Tax												
431350					CONF							0	0	0	0	false		0	0													0	0	0	0																				
431846	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
431958	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
432012	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
432058	1	0	16	28	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	1	0	0	14	34	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0																
432432	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mortgage origination fees															
433158	1	0	0	0	CONF	0	0	0	17	0	0	0	0	0	0	false	2	0	0	0	0	0	0	43	15	0	0	1	4	3	4	0	0	0	0	0	0	0	9				EXAM AND AUDIT FEES												
433505	0	0	0	0	CONF					0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	264	0	213	0	0	0	0	0	0	0	0																		
433550					CONF							0	0	0	0	false		0	0				111	105								0	0	0	0																				
433608	0	0	0	0	CONF	9765	0	0	0	0	0	0	0	0	0	false	274	0	0	0	300	0	0	2287	0	0	713	0	1707	0	233	0	0	0	0	0	0	0	0	Affiliate Service Charges															
433859					CONF							0	0	0	0	false		0	0													0	0	0	0																				
433943					CONF							0	0	0	0	false		0	0													0	0	0	0										Swap Ineffectiveness								0	0	
434203	27	0	0	23	CONF	196	0	0	63	96	0	0	0	0	0	true	0	0	0	0	95	63	0	117	0	0	150	69	152	73	66	0	0	0	0	0	0	0	52	Fees for originating loans for other banks			Trust processing fees	Retail loan origination processing; purchasing bank documentation exp.						ASU 2016-01 "Recognition and Measurement of Financial Assets and Financial Liabilities", which requires investments in equity securities to be measured at fair value with changes in fair value recognized in net income, was adopted as of January 1, 2018. As a result, the unrealized loss on equity securities, net of tax effect, that was included in AOCI on the Call Report Schedule RC, item 26.b as of December 31, 2017 of $131, was reclassed from AOCI into the retained earnings component of equity capital Schedule RC, 26.a and any subsequent changes in fair value have been recognized through net income.					
434539	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
435059					CONF							0	0	0	0	false		0	0													0	0	0	0																				
435077	0	0	0	2289	CONF	21721	40540	28145	7261	11346	991	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	5511	0	950	0	0	0	0	0	0	0	0	0	0	Card Fees	Tax Product Income	Loan Fees	Card Expenses	Tax Product Expense	Loan Expense										
435255	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
435666			8		CONF							0	0	0	0	false	2	0	0			1		23	5		9	15		14	3	0	0	0	0																				
435750	254	0	0	0	CONF	0	0	0	174	208	0	0	0	0	0	false	0	0	0	0	143	31	0	481	93	0	645	120	0	200	0	0	0	0	0	0	0	0	0				Public Relations	Other Professional Fees											
436159	3282				CONF	342	352		1193	1349		0	0	0	0	false		0	0				115	2035			2245			1109	579	0	0	0	0					Late charges on loans	Fees on interest rate swaps		Merger and conversion expense	Mortgage servicing expense											
436542	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
436739	0	0	0	0	CONF	0	0	0	145	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Management Fees												
436953	45		24	52	CONF				33	43	2	0	0	0	0	false	19	0	0	6	42	12	160	184	22		1	77	45	-74	66	0	0	0	0		5	11	19				Software expense	Loan Processing	Other Oper Loss & Charge Offs	Capital Contribution									
437044	2	0	0	0	CONF	0	0	0	20	0	0	0	0	0	0	false	0	0	0	0	0	4	0	20	2	0	0	7	7	0	2	0	0	0	0	0	0	0	0				Vendor Fees Agreement/Contracts												
437914	753			787	CONF	725	2653	6093	2307	2199		0	0	0	0	true		0	0				767	1890			2951		709			0	0	0	0				506	Currency Prep Revenue	TCM Courier Fee Income	Bailment Fees	TCM Courier Expense	Service Bureau Fees						1.Other noninterest income (from Schedule RI, item 5.l.)-continued; Itemize and describe amounts greater than $100,000 that exceed 3 of Schedule RI, item 5.l: ATM Insurance Revenue $590 (dollar amounts in thousands); Recovery on Loan Fraud Loss recorded in December 2017 $1,665 (dollar amounts in thousands).					
438050	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
438434	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
439132	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	191	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0																
439338	252	0	96	29	CONF	130	163	265	218	362	218	0	0	1033	0	false	54	0	0		171	68	87	200	526		1281	149	50	344	194	0	0	0	0		23	96	29	Mortgage Company Service Fees	Post Acquistion Recoveries (on loans c/o'd prior to acquisition)	Affiliate Reimbursement of Intercompany Costs and Charges	Everyday Points Rewards Expense	Conversion Expenses	Credit & Debit Card Servicing & Online Banking Expenses			12/31/17 ALLL of merged institutions							
439356	0	0	0	272	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	117	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
439404	323	0	0	0	CONF	146	59	0	90	0	0	0	0	0	0	false	84	0	0	0	156	52	765	0	101	0	0	206	0	228	71	0	0	0	0	0	0	0	0	Miscelleous Income	Rental Income		Trust Expense												
439730	29	0	16	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	14	0	24	16	0	38	15	14	35	8	0	0	0	0	0	0	22	0																
440110	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
440857					CONF							0	0	0	0	false		0	0													0	0	0	0																				
440978	9		6	2	CONF	4	6			28		0	0	0	0	false	2	0	0		8			20	3			7	16			0	0	0	0					Management fee from parent company	Miscellaneous		Training	Miscellaneous							Prior period adjustment				
441050	0	0	38	70	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
441078					CONF							0	0	0	0	false		0	0													0	0	0	0																				
441135					CONF							0	0	0	0	false		0	0													0	0	0	0								Merger Expenses												
441256	780	0	0	0	CONF	543	50	0	358	477	149	0	0	0	0	false	0	0	0	0	102	0	0	414	0	0	359	114	0	164	0	0	0	0	0	0	0	0	0	Merchant Processing Fees	Income recorded for Accreted Discount Evaluation		Charitable Contributions	Merchant Processing Expense	Expenses related to purchase of Other Asset Transfer										
441359	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	227	0	0	114	102	0	0	0	0	0	0	0	0																
441434	0	0	0	0	CONF	124	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	103	0	0	0	149	0	112	0	142	0	0	0	0	0	0	0	0	SERVICE FEES ON LOANS															
441470					CONF							0	0	0	0	false		0	0									9				0	0	0	0																				
441630	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
442011	94		45		CONF				24	27		0	0	0	0	false	27	0	0		29		13	244			125	24	27	125	28	0	0	0	0								Regulatory Assessments	Insurance		ESOP Market Valuation									
442057	0	0	0	0	CONF	0	0	0	0	0	0	0	0	20	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									Roxbury reserve from merger							
442244					CONF	186						0	0	1032	0	false		0	0													0	0	0	0					INVESTMENT CENTER RENT			Other Insurance Expense	Investment Center Expense	Donations			BANK MERGER							
442655					CONF							0	0	0	0	false		0	0													0	0	0	0																adjustment in consumer nonaccrual accounting eff 4-2016				
442806	68		31	2	CONF							0	0	0	0	false	6	0	0	17		13	22	333	17		140	60	19	4	11	0	0	0	0			-93																	
443148	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
443205	323	0	370	0	CONF	122	282	0	0	0	0	0	0	0	0	false	117	0	0	0	485	0	0	1087	0	0	851	111	0	190	454	0	0	0	0	0	0	0	0	MERCHANT PROCESSING FEE	SWAP FEES														
443353	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
443625	8		14		CONF				32			0	0	0	0	false	3	0	0	1	33	1	3	25	4		5	20		20		0	0	0	0					0			FINANCIAL INSTITUTION TAX												
443634					CONF							0	0	0	0	false		0	0													0	0	0	0																				
444350	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	270	0	0	279	0	0	166	0	0	0	0	0	0	0	0	0																
444471	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
444556	27		4		CONF							0	0	0	0	false	14	0	0		16	3		166	23		45	24			11	0	0	0	0	4																			
444677	6		20		CONF							0	0	0	0	false		0	0									14				0	0	0	0													Based on ALLL Analysis as of 12/31/16, Management agreed on lowering amount, funds not necessary.							
444958	4		8		CONF							0	0	0	0	false	7	0	0			2	22	58	5			5	10			0	0	0	0		1	6																	
445674					CONF							0	0	0	0	false		0	0													0	0	0	0								donations and contributions	Other misc operating exp	Loan Costs										
445777					CONF							0	0	0	0	false		0	0													0	0	0	0																				
445852	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
445955	78	9	50	23	CONF	25			27	50	17	0	0	0	0	false	26	0	0	18	79	16	250	98	33			60	23	12	68	0	0	0	0					Mortgage Underwriting Fees			OCC Assessment	Other Real Estate Expense	Operational Losses										
446130					CONF							0	0	0	0	false		0	0													0	0	0	0								Insurance Expense Misc	Other Non Interest Expense											
446149	18		12	3	CONF							100	0	0	0	true	5	0	0		7	1	2	21	12		27	19	2	29	15	0	0	0	0		1	1	1							Injection of capital				Dividend declared/Undivided Profits debited for a total of $244k related property expenses for new building in 2018.  Three loans placed back on accrual status for a change of $26k to interest charge back.					
446176	14		34	4	CONF					44	42	0	0	0	0	false	3	0	0	1		2	1	112	8		16	28	9	19	10	0	0	0	0									Financial Institution Tax	Other Operatiing Expense										
