"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
145844	411	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	118	715	0	1047	0	0	299	309	0	0	0	0					0	0	0																
145956	0	0	0	174	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
146056	5	0	42	76	CONF	0	0	0	0	0	0	11	0	0	0	false	5	0	0	0	0	5	0	278	27	0	101	57	40	16	0	0	0	0					0	0	0							Fair value for use of Branch facility									
146663					CONF							0	0	0	0	false		0	0		480		1218	1189		200			616	713	0	0	0	0																							
146672					CONF	465847			79940	38823	36564	-100000	0	0	0	false		0	0												0	0	0	0								Net change in fair values of financial instruments accounted for under fair value option	Change in fair value of deriviative loan committments	Miscellaneous operating income	Loan processing and underwriting expense	Service bureau expense	Miscellaneous operating expense	Dividend Payment									
147651	0	0	72	0	CONF	0	0	0	104	0	0	0	0	0	0	false	9	0	0	0	0	0	26	67	39	0	0	0	54	0	0	0	0	0					0	0	0				Other Contract Services												
147679	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	-145	0	0	167	0	0	781	0	0	0	0	0	0	0	0	0	0					0	510	0											$145 was a tax adjustment entry posted to Retained Earnings as GLen Rock Savings Bank's fiscal year end was 6/30/2019.  The entry was posted after the books were closed for the year.	Tax adjustment entry to retained earnings in August, after Glen Rock Savings Bank's fiscal year end				
147857	94	0	84	39	CONF	0	0	0	0	0	0	0	0	0	0	false	15	0	0	11	96	9	4	412	31	0	60	0	0	21	0	0	0	0					0	1	0																
147923	0	0	152	0	CONF	143	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	580	0	0	0	0	0	259	0	0	0	0					0	0	0	MERCHANT CARD PROCESSING															
148171	241	0	145	0	CONF	128	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	558	0	335	0	0	181	0	0	0	0	0					0	0	0	MPF Credit Enhancement Fees															
148238	68	26	162	24	CONF	965	0	0	199	108	89	0	0	0	0	false	22	0	0	2	107	0	94	530	65	0	204	7	0	65	0	0	0	0					7	48	0	Gain on Subsidiary			F & E Tax Expense	IT Support	Software Expense										
148340	109	30	0	0	CONF	0	0	0	0	6	0	0	0	0	0	false	31	0	0	25	28	15	191	250	36	0	56	0	0	52	0	0	0	0					4	11	0					Donations											
148470	306	0	752	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	143	0	24	704	0	0	175	152	0	205	0	0	0	0					0	0	0																
148715	0	0	0	0	CONF	114	0	0	207	0	0	0	0	0	0	false	0	0	0	0	0	0	0	671	0	488	145	0	0	133	0	0	0	0					0	0	0	Secondary Market Mortgage Income			Franchise Taxes												
148809			476		CONF							0	0	0	0	false		0	0		331		189	972							0	0	0	0																							
148920	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0					0	0	0																
149150	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0					0	0	0																
150035	1269				CONF				940			0	0	0	0	true		-103	0		461		603	3475		3093					0	0	0	0				-154							Software subscriptions and licensing fees							Gain on sale of White Bluff Branch reported in line 5.k.	Adoption of ASC Topic 310-20				
150044	440	0	350	83	CONF	0	0	0	0	0	0	0	0	0	0	false	156	0	0	26	436	34	71	2111	95	2045	360	0	1012	253	0	0	0	0					0	15	67																
150156	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
150727	890	0	224	82	CONF	391	27	66	97	409	0	0	0	0	0	false	51	0	0	3	426	0	1112	1846	223	56	277	93	563	706	0	0	0	0					0	1	68	Marketing income	Net change in fair values of financial instruments	Payroll services	Loan appraisal expenses	Ohio Franchise Tax											
151546	44		69	20	CONF							0	0	0	0	false	13	0	0			10	11	369	10		35		2	34	0	0	0	0						43																	
151957	248	0	0	0	CONF	237	0	0	312	0	0	0	0	0	0	false	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0					0	0	840	Income from CD Derivitive			Computer Software												
152057	218	0	40	20	CONF	0	0	0	0	0	0	0	0	0	0	false	60	0	0	38	101	13	457	0	77	0	87	0	214	89	0	0	0	0					0	91	0																
152253	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0					0	0	0												accounting on AFS from Book Value to Amoritized Cost				
152431	0	0	184	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0					0	0	0																
152440	0	0	0	115	CONF	0	0	0	0	0	0	0	0	0	0	false	0	209	0	0	0	0	0	514	103	283	0	0	207	0	0	0	0	0					0	134	0												Change in accounting for OREO Sold Loans				
153054	525				CONF							0	0	0	0	false		0	0					1151		563					0	0	0	0																							
153353	479	0	113	0	CONF	0	0	0	277	217	0	0	0	0	0	false	0	1344	0	0	361	0	0	1202	159	0	124	0	0	119	0	0	0	0					0	0	0				CONTRIBUTIONS	BRANCH PURCHASE EXPENSE							BOOK MSR PER EXAMINER RECOMMENDATION PER ACCOUNTAN				
154154	428	0	241	105	CONF	0	0	0	381	0	0	0	0	0	0	false	192	0	0	0	418	82	150	1028	68	2128	184	130	825	199	0	0	0	0					60	157	93				INTERNET BANKING EXPENSE												
154770	531	0	401	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	353	0	0	1681	0	250	0	0	0	0	0	0	0	0					0	0	0											In January 2019 the Bank adopted ASU 2016-01  Financial Instruments...  This included a cumulative adjustment of Unrealized Gains on Equity securities from AOCI to Retained Earnings of $2.939 MM (see RI-A line 2).  In the 1st qtr of 2019 an additional $1.523 MM of Unrealized Gains on Equity securities was credited to the Income Statement in accordance with ASU 2016-01.					
155759	0	0	0	85	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	154	0	141	0	202	0	125	0	0	0	0					0	0	0																
156457	11	0	98	19	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	0	0	216	14	0	41	3	0	0	0	0	0	0					0	45	0																
156635	11	0	6	7	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	6	0	6	6	165	23	68	41	0	9	30	0	0	0	0					0	6	29																
156970			110		CONF	187						0	0	0	0	false		0	0					573			122				0	0	0	0				0				3148 - Debit Card Fee															
157155	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0					0	0	0																
157379	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0					0	0	0																
157650	138	0	0	0	CONF	0	0	0	119	108	0	0	0	0	0	false	0	0	0	0	0	0	0	306	0	255	144	0	145	0	0	0	0	0					0	0	0				Information Technology	Maintenance Agreements											
157744	135	0	114	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	752	0	522	165	0	280	178	0	0	0	0					0	0	0																
157856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	0	145	0	0	0	0	0	0	0	0					0	0	0																
158376	40	0	80	3	CONF	0	0	0	56	49	23	0	0	0	0	false	44	0	0	9	0	15	41	491	41	169	42	28	100	13	0	0	0	0					0	0	0				Supervisory Examination	Insurance & Bond Premiums	Charitable Contributions										
158741	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	532	0	269	0	0	0	0	0	0	0	0					0	0	0																
159636	2498				CONF							0	0	0	0	false		0	0		810			4324		8301			3090		0	0	0	0				-27																			
159645	11	0	58	33	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	4	53	311	30	0	79	0	0	17	0	0	0	0					0	0	0																
159953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	213	0	121	0	0	0	0	0	0	0	0					0	0	0																
159971	387	0	387	0	CONF	0	0	0	0	0	0	0	0	20	0	false	0	0	0	0	351	0	0	882	166	372	120	0	295	0	0	0	0	0					0	0	156									We booked a loss of $20,000 back on 12/30/2015 for a delinquent loan with an outdated appraisal. The							
160360	278	0	0	293	CONF	0	0	0	344	0	0	-265	0	0	0	false	0	0	0	0	230	0	0	525	0	743	0	0	0	0	0	0	0	0					0	0	0				Contract Services			Dividend To Bancorp									
160454	237	0	60	0	CONF	0	0	0	67	51	0	0	0	0	0	false	12	14	0	14	116	10	90	74	36	0	22	14	0	51	0	0	0	0					18	0	0				Occ - Comptrol;er fees	Dues and Publications							Adoption of ASU 2016-01, Investments in Equitiy Securities				
160650	723	0	395	0	CONF	0	0	0	436	0	0	0	0	0	0	false	0	0	0	0	683	0	0	1274	0	382	0	0	0	0	0	0	0	0					0	0	0				Software Purchase & Maintenance												
160959	341	0	60	515	CONF	962	595	-3742	3129	0	0	-58	0	0	0	false	100	0	0	32	220	27	0	2107	190	1366	330	361	511	263	0	0	0	0					0	22	268	Other Loan Fees	Gain/Loss on Derivatives	Realized Hedge Gain/Loss	Other Loan Fees			Composite Tax Payments for S-Corp Shareholders									
161273	0	0	0	0	CONF	0	0	0	0	1408	0	0	0	0	0	false	0	0	0	0	353	0	157	1202	0	1043	0	718	0	0	0	0	0	0					0	0	0					Strategic initiative related cost											
161602	1994	0	790	240	CONF	1660	922	355	6764	1050	1090	0	0	0	0	false	781	0	0	110	0	211	504	0	899	7133	1259	2267	2242	817	0	0	0	0				389	0	172	0	Swap Fee Income	Inter company Charges	Service Charges on Loans	Technology Expenses	Retail Sales Expense Including Debit Rewards	Resource Recovery Expenses							389			
162337	887	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	684	0	0	0	329	0	1536	984	504	0	0	0	0	0	0	0	0	0					0	0	716																
163343	13	0	72	107	CONF	0	0	0	0	0	0	0	0	0	0	false	43	0	0	0	40	2	186	292	53	0	89	0	92	135	0	0	0	0					0	25	33																
163370	369	0	333	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	294	0	0	849	0	322	0	0	0	0	0	0	0	0					0	0	0																
163549	998	0	345	577	CONF	0	0	0	0	0	0	1300	0	0	0	false	289	0	0	173	952	0	129	1960	327	2534	236	722	807	105	0	0	0	0					0	591	0							INVESTMENT IN BANK									
163857	362	0	170	32	CONF	0	0	0	349	0	0	0	0	0	0	false	44	0	0	20	178	53	148	1365	157	1168	225	0	600	291	0	0	0	0					0	0	0				Mortgage Exp												
164153	58	0	31	-3	CONF	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	33	0	0	482	0	593	51	35	0	19	0	0	0	0					0	24	0																
164331	31	0	78	24	CONF	102	0	0	95	88	76	0	0	0	0	false	97	0	0	46	0	32	115	628	70	656	111	0	434	68	0	0	0	0					17	6	0	Insurance Investment			Fidelity & Bond Premium	Currency & Coin Shipments	Dues, Subs & Tuitions										
164377	138	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	726	0	0	670	0	0	148	0	0	0	0	0	0	0					0	0	0																
164957	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0					0	0	0																
164975	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0					0	0	0																
165039					CONF							193	-5000	0	0	false		0	0		548			1308		1062	396		564	406	0	0	0	0														Stock Option Expense	Capital Transfer to Holding company								
165628	6908				CONF			15051	6856		5819	114595	0	0	0	false		0	0				5696	21824		13108					0	0	0	0				2637						Derivatives capital market fees	Other Professional Services		State Intangible Tax	Infusion of Capital from Parent Holding Company									
165758	73	0	46	16	CONF	0	0	0	169	0	0	0	0	0	0	false	25	0	0	15	39	11	7	240	54	191	52	49	99	14	0	0	0	0					5	21	19				Mortgage Investor Fees												
165806	1402	0	0	0	CONF	320	0	0	5760	0	0	0	0	0	0	false	0	0	0	0	0	0	434	1656	0	2334	1754	0	0	0	0	0	0	0					0	0	0	FAS91 LOAN SERVICING FEES			AFFILIATE SHARED SERVICES-OTHER												
166111	280	0	199	0	CONF	0	0	0	0	0	0	0	0	0	0	false	186	0	0	0	194	0	0	899	101	812	221	0	807	207	0	0	0	0					0	0	113																
166531	0	0	0	0	CONF	270	0	0	0	0	0	0	0	0	0	false	0	0	0	0	202	0	0	740	0	620	0	0	487	257	0	0	0	0					0	0	0	MasterCard Signing Bonus															
166652	145	0	80	279	CONF	164	0	0	0	0	0	0	0	0	0	false	86	0	0	26	0	24	55	1810	101	489	173	24	61	101	0	0	0	0					29	44	66	Letters of Credit															
166849	55	0	90	48	CONF	0	0	0	0	0	0	0	0	0	0	false	12	0	0	3	0	6	3	424	10	149	8	30	15	71	0	0	0	0					9	4	0																
167453	134	0	49	4	CONF	0	0	0	0	45	267	0	0	0	0	false	28	-7	0	18	42	5	25	267	53	255	67	0	132	77	0	0	0	0					0	0	0					BOLI - SERP	Data Processing						CenturyLInk Phone & Internet expense related to 2018				
167565	0	0	0	8962	CONF	331492	166715		30156	16133		0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	14265	0	0	0	0	0	0					0	0	0	Commercial real estate brokerage commissions	Other Non Interest income		Intercompany Allocations	Travel and entertainment											
167752	1	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	2	0	2	2	40	2	0	46	0	0	4	0	0	0	0					1	0	0																
168357	104	0	53	69	CONF	0	0	0	0	0	0	764	0	0	0	false	15	0	0	7	65	11	21	494	22	239	133	107	113	44	0	0	0	0					14	32	21							Capital contribution other than those for which stock has been issued.									
168571	143	0	0	0	CONF	0	0	0	0	0	0	-7792	0	0	0	false	0	0	0	0	0	0	0	402	0	0	104	0	0	128	0	0	0	0					0	0	0							Capital Distribution to Holding Company									
169327	0	0	0	619	CONF	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	181	0	958	1062	0	0	0	0	356	0	0	0	0	0				0	0	0	0							Resulting from private placement stock offering									
169354	0	0	0	0	CONF	0	0	0	141	102	0	0	0	0	0	false	0	0	0	0	122	0	0	279	0	0	0	121	203	221	0	0	0	0					0	0	0				IT support	Audit Expense											
169653					CONF	1784	2453					0	0	0	0	false		0	0					8603		8408				2951	0	0	0	0								CREDIT CARD FEES	DERIVATIVE FEES														
169756	82	0	230	21	CONF	0	0	0	0	0	0	0	0	0	0	false	73	0	0	76	0	23	115	157	174	571	151	291	379	236	0	0	0	0					31	0	0																
170257	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0											Taxes are computed by Condley and Company, Auditors LLP, PO Box 2996, Abilene, TX 79604.					
170275	0	0	301	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	166	0	510	556	0	0	0	0	252	0	0	0	0	0					0	0	0																
170332	154	0	287	0	CONF	0	0	0	0	0	0	3786	0	0	0	false	82	0	0	17	149	31	34	1077	25	482	107	148	0	62	0	0	0	0					0	0	0							Capital Injection									
170640	0	0	40	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
171133			330	937	CONF	601			185			0	0	0	0	false		0	0		107			115			481	136		238	0	0	0	0					295		217	DUE FROM BANKS-EARNING CREDIT			OCC ASSESSMENT												
171656					CONF	61						0	0	0	0	false		0	0				37	496		272		158			0	0	0	0								BOLI															
171759	132	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	217	467	0	0	196	112	0	0	0	0	0	0					0	0	0																
171768	801		962		CONF	737			1013			0	0	0	0	false		0	0					1191		643			537		0	0	0	0								TMLP Handling Fees			Software License  Maintenance												
172158	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	292	0	0	0	0	109	0	0	0	0	0					0	0	0																
172251	26	11	18	15	CONF	0	0	0	0	0	0	0	0	0	0	false	13	0	0	-3	0	6	2	87	25	0	37	0	3	23	0	0	0	0					0	34	17																
172457	234	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	190	0	0	873	0	699	0	278	254	0	0	0	0	0					0	0	0																
172475	408	0	560	0	CONF	113	0	0	0	0	0	0	0	0	0	false	0	0	0	0	211	0	46	915	131	305	0	235	5	221	0	0	0	0					0	0	0	Gain on swap not held for trading															
172859	74	0	16	35	CONF	0	0	0	83	61	49	0	0	0	0	false	29	0	0	8	0	11	198	351	53	0	66	0	36	18	0	0	0	0					0	0	0				Office and Management	Commission	Donations										
173306	287				CONF	572			361			0	0	0	0	false		0	0		199			953		811	249				0	0	0	0								Profit on Trust Company			Vermont Tax												
173342	123	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	231	0	134	173	0	131	0	0	0	0	0					0	0	0																
173548	76	1	48	4	CONF	0	0	0	0	0	0	0	0	0	0	false	22	0	0	16	34	12	23	277	20	236	15	15	10	38	0	0	0	0					9	4	15																
173557	205	0	217	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	453	0	0	0	0	238	164	0	0	0	0					465	136	0																
173575	901	0	0	0	CONF	0	0	0	811	0	0	0	0	0	0	false	0	0	0	0	750	104	550	1667	0	0	0	0	0	0	0	0	0	0					0	0	0				DONATIONS												
173641	0	0	0	0	CONF	61	0	0	282	0	0	0	0	0	0	false	0	0	0	0	0	0	211	443	0	0	0	0	229	0	0	0	0	0					0	0	0	Banclub Charges			Bank franchise tax												
173959	8	0	86	24	CONF	8	0	0	45	0	0	0	0	0	0	false	12	0	0	4	127	6	19	362	46	0	69	0	198	21	0	0	0	0					2	36	0	check cashing fee			OCC Assessment												
174321	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0					0	0	0																
174367	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0					0	0	0																
174572	3886				CONF		4761			1868	5563	0	0	0	0	false		0	0		5846			3001		2745		2032	2115		0	0	0	0									SWAP INCOME			LOAN EXPENSE	COMPUTER / SOFTWARE EXPENSE										
175056	896	0	96	10	CONF	15	6	0	52	600	105	0	0	0	0	false	122	0	0	18	74	22	160	462	175	6	41	21	32	96	0	0	0	0					20	6	81	CUSTOMER SERVICE & MISC OTHER FEES	CDARS FEE INCOME		STATE BANKING DEPARTMENT	OUTSIDE SERVICES OTHER	LOAN & COLLECTION										
175140	0	0	0	0	CONF	0	0	0	240	301	0	176	0	0	0	false	0	0	0	0	308	0	0	0	0	294	0	0	0	219	0	0	0	0					0	0	0				Information Technology	Software Support		ESOP Unallocated shares dividends/FMV Adjustments									
175458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
175609	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	310	0	160	0	257	0	179	0	0	0	0	0					0	179	0																
176101	1080	0	845	0	CONF	0	0	0	2637	0	340	6500	0	0	0	false	0	0	0	129	689	0	0	0	0	423	590	1349	0	442	0	0	0	0					0	0	0				Computer Software Expense		Meals & Entertainment	Capital Downstream									
176325	233	0	0	0	CONF	0	0	0	161	0	0	0	0	0	0	false	0	0	0	0	0	0	117	380	0	252	0	0	284	0	0	0	0	0					0	0	0				Internet banking operations												
176437	0	0	46	26	CONF	72	0	0	36	0	0	0	0	0	0	false	0	0	0	0	43	9	25	123	0	53	96	0	37	0	0	0	0	0					0	0	29	Proceeds from BOLIO			INTERNET BANK EXPENSE			Capital Injection									
176464	927	6	387	143	CONF							180	0	0	0	false	162	0	0	96	622	104	391	1155	221	2964	203	473	25	490	0	0	0	0														Net Liability Holding Company									
176642	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	220	0	257	0	0	218	0	0	0	0	0					0	0	0																
177135	0	0	0	0	CONF	0	0	0	43	0	0	0	0	0	0	false	0	0	0	0	0	1	0	104	0	0	44	0	0	0	0	0	0	0					0	0	0				INSURANCE & BONDS												
177443	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	168	0	0	115	142	0	0	0	0					0	0	0																
177500	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0					0	0	0																
177555	0	0	0	0	CONF	0	0	0	294	0	0	0	0	0	0	false	0	0	0	0	19	1	0	64	0	36	0	0	0	0	0	0	0	0					0	0	0				Management Fees												
177751	0	0	0	0	CONF	226	193	0	2599	576	1335	0	0	0	0	false	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0					165	0	0	Bank Letter of Credit Fees	Distributions from Housing Equity Investments		Corporate Management Fees	Other Outside Service Fees	Promotional & Business Development										
177920	733	0	0	0	CONF	381	260	0	638	0	0	0	0	0	0	false	0	0	0	0	431	0	931	2102	0	0	0	0	0	0	0	0	0	0					0	0	0	Recovery on purchased loans	Misc Fees and Charges		Software												
178150	0	0	0	112	CONF	0	0	0	351	0	0	0	0	0	0	false	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0					0	0	0				Miscellaneous												
178244	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0					0	0	0																
178356	0	0	119	0	CONF	137	0	0	0	106	0	0	0	0	0	false	0	0	0	0	0	0	0	176	0	0	0	0	0	121	0	0	0	0					0	0	0	Long Term Loan Income				Ad Valorem Taxes Paid											
178851	325	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	524	0	705	0	0	329	0	0	0	0	0					0	0	0																
179148	0	0	112	0	CONF	0	0	0	153	0	0	0	0	0	0	false	0	0	0	0	153	0	0	108	0	0	0	136	0	0	0	0	0	0					0	0	0				BOLI Expenses												
179335	80	3	66	3	CONF	0	0	0	0	0	0	0	0	0	0	false	61	0	0	0	0	21	354	423	77	0	89	77	83	30	0	0	0	0					7	169	34																
179700	521		300	22	CONF	302			142			0	0	0	0	false	109	0	0	15	702	34	55	695	139	582	221	119	123	205	0	0	0	0								Pre-Payment Penalty Fees			Software												
180144	21	0	45	3	CONF	0	0	0	112	0	0	0	0	0	0	false	9	0	0	0	0	10	28	384	24	160	105	0	21	44	0	0	0	0					0	10	0				STATE FRANCHISE TAX												
180443	20	82	6	10	CONF	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	0	156	32	52	17	0	23	19	0	0	0	0					0	75	25																
180537	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	102	0	102	426	0	0	0	0	0	0	0	0	0	0					0	0	0																
180845	24	0	95	14	CONF	0	0	0	41	22	0	0	0	0	0	false	16	0	0	7	0	7	9	108	33	13	74	16	11	27	0	0	0	0					0	7	0				INSURANCE PROPERTY LIABILITY BLANKET BOND	CORRESPONDENCE BANK FEES											
181963	0	0	0	0	CONF	0	0	0	705	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0					0	0	0				COMPUTER SOFTWARE & SUPPLY												
182353	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
182951	487	0	0	0	CONF	139	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	280	0	0	488	0	910	0	0	372	0	0	0	0	0					0	0	0	GOLD						Captal Contribution Cameron Financial Corporationi									
183668	0	0	330	0	CONF	188	0	0	0	0	0	1100	0	0	0	false	0	0	0	0	189	0	0	725	0	885	0	578	384	0	0	0	0	0					0	0	0	Annuity Income						Capital Contribution from Parent Company									
183770	326	0	396	0	CONF	0	0	0	229	0	130	0	0	0	0	false	0	0	0	20	259	46	0	1177	0	313	174	0	0	183	0	0	0	0					0	0	0				CHARITABLE DONATIONS		N.O.W. ACCOUNT EXPENSE										
183846	83	0	146	357	CONF	0	0	0	415	0	0	0	0	0	0	false	24	0	0	0	14	23	118	726	65	0	161	0	0	187	0	0	0	0					0	0	0				Bank franchise tax												
183958	259	0	0	0	CONF	0	0	0	175	194	0	0	0	0	0	false	0	0	0	0	0	0	0	550	0	282	0	0	175	0	0	0	0	0					0	0	0				Trust Department Expenses	Contract Labor											
184142			545		CONF							0	0	0	0	false		0	0		319			1739		1553			825		0	0	0	0																							
184656	0	0	0	0	CONF	412	0	0	314	0	0	0	0	0	0	false	0	0	0	0	0	0	289	220	0	0	0	0	211	0	0	0	0	0					0	0	0	Royalty			Security Brokerage Fees												
184759	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
185251	12	0	36	2	CONF	0	0	0	39	19	0	0	0	0	0	false	4	0	0	1	15	3	6	1	10	21	25	0	26	10	0	0	0	0					0	0	3				MISC VENDOR SERVICES	OCC ASSESSMENT											
185448	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0					0	0	0																
185859	175	94	0	0	CONF	0	0	0	334	95	0	0	0	0	0	false	158	0	0	0	0	62	0	691	149	609	140	0	247	213	0	0	0	0					80	0	0				Checkard-Credit Card Expense	Correspondent Bank Fees											
186221	744	0	0	0	CONF	1191	0	0	697	0	568	0	0	0	0	false	0	0	0	0	783	0	0	652	0	1275	902	801	0	0	0	0	0	0					0	0	0	Merchant processing			Employee development expense		Capital stock tax										
186548	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	412	0	134	0	0	0	0	0	0	0	0					0	0	0																
186717	720	0	411	0	CONF	136	0	0	410	869	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	797	0	0	413	0	0	0	0	0					0	0	0	Other Service Charges & Fees			Computer Service	Corporate Shares Tax											
186744	941	0	0	0	CONF	0	0	0	1439	0	0	0	0	0	0	false	0	0	0	0	814	0	0	803	0	1521	0	0	0	0	0	0	0	0					0	0	0				Computer Software												
187648	0	0	0	25	CONF	0	0	0	0	51	0	1600	0	0	0	false	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0					0	43	0					LOAN EXP		Additional capital contibuted by stockholder									
187947	1697				CONF		577					5000	0	0	0	false		0	0		406			2821		1735			689		0	0	0	0									Interest Rate Swap Fees					Cash Infusion from Bank Holding Company									
