"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
563934																																																																																																																																																																																																																																																	
564052																																																																																																																																																																																																																											177968	0																					
564324																																																																																																																																																																																																																											365817	0																					
564463																																																																																																																																																																																																																																																	
564557																																																																											0	0																																																																																																																																																																					
564678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841				0	0	0	0	0	36	0	0	0	0	0	93000	0	0	66645	26355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2813	0	0	0	2813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3698	740	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
564838																																																																																																																																																																																																																											97206	0																					
564856																																																																																																																																																																																																																											20247	0																					
564977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3959				0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	834	0	1451979	0	4224	1435317	12438	0	0	0	0	0	0	0	0	0	0	35693	0	0	272	8554	26867	0	0	0	-8178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12695	0	451	0	0	0	0	0	0	0	0	10994	10994	10000	0	0	0	0	994	0	0	19870	3974	0	0	3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	1128	0	0	0	0	0	0	918251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
565143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	524	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36721				0	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69485	0	0	66678	2807	1925	0	1925	541	0	0	0	0	0	541	84284	0	7836	0	0	76448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4026	805	0	0	0	805	0	0	7375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2844	0	0	0	0	0	0	0	0	0	0	4266	0	0	0	0	0	0	0	142496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
565152																																																																																																																																																																																																																																																	
565170																																																																																																																																																																																																																																																	
565536																																																																																																																																																																																																																																																	
565750																																																																																																																																																																																																																											696877	0																					
565844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29290				0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28290	0	0	27776	514	0	0	0	87	0	0	0	0	0	87	32455	0	451	0	0	32004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-369	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5138	1028	0	0	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	53908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
566056																																																																																																																																																																																																																											175851	0																					
566243																																																																																																																																																																																																																																																	
567240																																																																																																																																																																																																																											185216	0																					
567679																																																																																																																																																																																																																											142506	0																					
567736																																																																																																																																																																																																																											93447	0																					
568126																																																																																																																																																																																																																																																	
568135																																																																																																																																																																																																																											165657	0																					
568359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593	1593	0	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21506				0	0	0	0	0	815	0	0	0	0	0	1355	0	0	1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113692	0	0	108215	5477	0	0	0	271	0	0	0	0	0	271	293320	0	0	0	0	293320	0	0	0	4175	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	271	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25701	5140	0	0	0	5140	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	31	0	0	0	0	0	0	0	407	0	0	124	0	0	0	0	396492	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
568377																																																																																																																																																																																																																																																	
568470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3461	3461	0	0	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297392				0	0	0	0	0	922	0	0	0	0	0	5538	0	0	5538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284293	0	0	278662	5631	15833	0	15833	15060	0	0	0	0	15060	0	660755	0	91455	20395	65460	483445	0	0	0	17413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10384	10384	0	0	10384	7621	15833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	22220	0	0	0	22220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15833	0	0	0	0	0	0	0	0	0	0	23750	0	0	0	0	0	0	0	958068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
568939																																																																																																																																																																																																																											145411	0																					
570558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32175				0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46911	0	0	46911	0	0	0	0	0	0	0	0	0	0	0	82894	0	0	2352	0	80542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11844	2369	0	0	0	2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
570651																																																																																																																																																																																																																																																	
571135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47329				0	0	0	0	0	1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6060	0	0	5970	90	0	0	0	204	0	0	0	0	0	204	38254	0	0	0	0	38254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	55509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
571265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3411	3411	0	0	3411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73510				0	0	0	0	0	3414	0	0	0	0	0	7731	0	0	7731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25249	0	0	25074	175	1236	0	1236	1533	0	0	0	0	1533	0	229076	0	43805	1460	0	183811	0	0	0	0	0	0	0	0	0	0	0	205	205	0	0	80	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	-513	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	265	0	0	0	265	0	0	16825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	1859	0	0	0	0	0	0	0	240630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
571920																																																																																																																																																																																																																											148893	0																					
571957																																																																																																																																																																																																																																																	
572347																																																																																																																																																																																																																																																	
572374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445939				0	0	0	0	0	31296	0	0	0	0	0	23974	0	0	23974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1773981	0	646	851979	921356	49691	0	49691	1505	0	0	0	0	0	1505	2642824	0	0	127756	0	2515068	0	0	0	7580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15362	51196	0	0	0	0	0	0	0	0	0	155042	155042	155042	0	0	0	0	0	0	0	129024	25805	0	0	0	25805	0	0	207954	0	9262	0	0	0	0	9262	0	0	0	0	0	0	0	0	0	0	0	0	51196	0	0	0	0	0	0	0	0	0	0	76794	0	0	0	0	0	0	0	4735103	0	22989	145383	156139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
572459																																																																																																																																																																																																																											303755	0																					
572655																																																																																																																																																																																																																																																	
573036																																																																																																																																																																																																																											314973	0																					
573335																																																																																																																																																																																																																																																	
574079																																																															0	0	0																																																																																																																																																										152885	0																					
574949																																																																																																																																																																																																																											294243	0																					
574976																																																																																																																																																																																																																																																	
575133																																																																																																																																																																																																																																																	
575254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6562	0	0	32783	23610	0	0	32783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726329				0	0	0	0	0	25479	0	0	0	0	0	76507	0	0	76507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372312	0	0	372312	0	4634	0	4634	14993	0	0	0	0	0	14993	1896295	0	211812	33119	0	1651363	0	0	0	34202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5629	0	5629	0	0	13605	19627	6562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232230	46446	0	0	0	46446	0	0	58283	0	8652	0	0	0	8652	0	0	0	0	0	0	0	0	0	0	0	0	0	19627	6562	0	0	0	0	0	5629	0	0	0	29441	16405	0	0	0	0	0	70363	2467126	0	226753	5900	128167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
575348																																																																																																																																																																																																																											70364	0																					
575375																																																																																																																																																																																																																																																	
575647																																																																																																																																																																																																																																																	
575656																																																																																																																																																																																																																											45132	0																					
575759																																																																																																																																																																																																																																																	
575834																																																																																																																																																																																																																											299283	0																					
575955																																																																																																																																																																																																																											112139	0																					
576354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30398				0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23211	0	0	23211	0	0	0	0	3404	0	0	0	0	0	3404	64722	0	5	6797	0	54604	3316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6720	0	0	0	0	0	0	0	0	0	0	10080	0	0	0	0	0	0	0	100809	0	0	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
576541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116409				0	0	0	0	0	992	0	0	0	0	0	1563	0	0	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65825	0	0	58684	7141	11686	0	11686	4477	0	0	0	0	0	4477	170451	0	22154	4974	0	143323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3857	16540	501	0	0	0	0	0	0	0	0	13644	13644	13644	0	0	0	0	0	0	0	23352	4670	0	0	0	4666	4	3839	20510	0	149	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	20383	501	0	0	0	0	0	0	0	0	0	30575	1253	0	0	0	0	0	0	251806	0	8548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
576578																																																																																																																																																																																																																																																	
576608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63555				0	0	0	0	0	1503	0	0	0	0	0	7211	0	0	7211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540751	0	0	483604	6860	1217	0	1217	4873	0	0	0	0	0	4873	437699	0	51488	2523	0	383688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6584	6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18891	3778	0	380	282	3116	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6095	0	0	0	0	0	0	0	0	0	0	9143	0	0	0	0	0	0	0	733956	0	11000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
576644																																																																																																																																																																																																																											272946	0																					
576952																																																																																																																																																																																																																																																	
577128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6006	6006	0	0	6006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851757	1662	0	0	0	0	0	-6	0	21366	0	0	0	0	0	7420	0	0	7420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792722	0	0	690657	102065	34740	0	34740	15832	0	0	0	0	15832	0	2628791	0	483886	31694	0	2113211	0	0	0	187701	0	0	0	0	0	0	0	414	414	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151347	34740	0	0	0	0	0	0	0	0	0	49502	49502	47603	0	0	0	0	1899	0	0	600381	120076	120076	0	0	0	0	0	0	0	41644	0	0	6460	0	35184	0	0	0	0	0	0	0	0	0	0	0	0	34740	0	0	0	0	0	0	0	0	0	0	52110	0	0	0	0	0	0	0	3117824	0	44590	387429	603730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
577137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20617				0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109260	0	0	106343	2917	0	0	0	461	0	0	0	0	461	0	337378	0	19027	0	0	318351	0	0	0	345	0	0	0	0	0	0	0	129925	129925	0	26519	0	0	0	0	0	0	473	473	0	96	0	0	0	0	0	0	126923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	92	82	0	0	10	0	0	1850	0	0	0	0	0	0	0	0	195	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
577230																																																																																																																																																																																																																											23156	0																					
578116																																																																																																																																																																																																																											209852	0																					
578237																																																																																																																																																																																																																											14459	0																					
578255																																																																																																																																																																																																																											1137266	0																					
578554																																																																																																																																																																																																																																																	
578741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50908				0	0	0	0	0	2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38640	0	0	34165	4475	1319	0	1319	0	0	0	0	0	0	0	213340	0	35480	759	0	177101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-752	1319	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	799	0	0	0	0	0	0	0	0	0	1979	1998	0	0	0	0	0	0	223682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
578862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23715				0	0	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2106	0	0	2106	0	0	0	0	0	0	0	0	0	0	0	25113	0	0	0	0	25113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2352	470	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
579140																																																																																																																																																																																																																																																	
579319																																																																																																																																																																																																																											26154	0																					
579364																																																																																																																																																																																																																																																	
579636																																																																																																																																																																																																																																																	
580155																																																																																																																																																																																																																																																	
580548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79028				175	0	0	0	0	1732	0	0	0	0	0	4957	0	0	4957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79814	0	0	79738	76	3931	0	3931	830	0	0	0	0	0	830	242094	0	28579	1292	0	212223	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1999	4761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4761	0	0	0	0	0	0	0	0	0	0	7142	0	0	0	0	0	0	0	330083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
580847																																																																																																																																																																																																																																																	
580874																																																																																																																																																																																																																											150153	0																					
581237																																																																																																																																																																																																																																																	
581358																																																																																																																																																																																																																											116872	0																					
582177																																																																																																																																																																																																																											275850	0																					
582654																																																														34659									1191																												5454				5454											29920					29920																																1191																					4083	817				817																																										45793	0																					
582878																																																																																																																																																																																																																																																	
582953																																																																																																																																																																																																																																																	
582971																																																																																																																																																																																																																											687567	0																					
583071																																																																																																																																																																																																																											84244	0																					
583268																																																																																																																																																																																																																																																	
583352																																																																																																																																																																																																																																																	
583754																																																																																																																																																																																																																																																	
583905																																																																																																																																																																																																																																																	
584377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6780	6780	0	0	6780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431043				0	0	0	0	0	23935	0	0	0	0	0	4200	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120579	0	1288	104539	14752	0	0	0	257	0	0	0	0	0	257	689976	0	103730	12376	0	573870	0	0	0	17105	0	0	0	0	0	0	0	3950	3950	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35127	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84110	16822	0	0	0	16822	0	0	0	0	2103	0	0	0	0	2103	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	878196	0	0	0	44422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
584724																																																																																																																																																																																																																											495319	0																					
584920																																																																																																																																																																																																																											1540826	0																					
585235																																																																																																																																																																																																																																																	
585749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31768				0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187018	0	0	186307	711	0	0	0	806	0	0	0	0	0	806	346073	0	23739	1073	0	321261	0	0	0	6367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-265	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38561	7712	0	0	0	7712	0	0	4985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	0	0	0	0	468287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
586027																																																																																																																																																																																																																																																	
586072																																																																																																																																																																																																																											462339	0																					
586335																																																																																																																																																																																																																											42598	0																					
586960																																																																																																																																																																																																																											58027	0																					
587677																																																																																																																																																																																																																											142894	0																					
587752																																																																																																																																																																																																																											7173	0																					
