"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
592550																																																																																																																																																																																																	2191	0	0	0	23183	123575	0	1171	0	13248	124238	0	0	0	0	13451	0	0	0	1302	0	0	1171	1171	4984	16804	9657	10330	92718	0	598	0.099321	0.132019	0.120526	0.000000	0.000000	0.000000	12280	1171	370	0	0	0	0	0	0	0	0	
592644																																																																																																																																																																																																	42489	0	0	0	126018	370730	0	2731	0	40485	375864	0	0	0	0	42576	0	0	399	0	0	0	2625	2625	37516	125564	45429	21297	161981	754	0	0.106300	0.202837	0.190331	0.000000	0.000000	0.000000	39951	2625	501	0	0	0	0	0	0	0	0	
592859																																																																																																																																																																																																	2348	0	0	0	2967	14625	0	141	0	1372	14492	0	0	0	0	1468	0	0	0	34	0	0	106	106	1704	3647	3359	552	6043	0	0	0.0940	0.1741	0.1615	0.0000	0.0000	0.0000	1362	106	10	0	0	0	0	0	0	0	0	
593007																																																																																																																																																																																																	27334	0	0	0	595335	2307161	0	22989	0	232597	2310015	0	0	0	0	202701	3000	0	1694	175618	0	0	18255	18255	128157	509477	704736	89843	939426	1855	0	0.081181	0.139250	0.126709	0.000000	0.000000	0.000000	184446	18255	9787	24	0	0	0	0	0	0	0	
593052																																																																																																																																																																																																	9880	0	0	0	73537	399415	0	4614	0	57357	386709	326	0	0	0	52623	0	0	0	0	0	0	3932	3932	1353	84607	23671	19902	285726	9952	0	0.1283	0.1677	0.1551	0.0000	0.0000	0.0000	48691	3932	1612	0	0	0	0	0	0	0	0	
593249																																																																																																																																																																																																	18699	0	0	105219	62708	370462	0	1443	0	34858	369074	0	0	0	0	34824	0	0	0	0	-160	0	1443	1443	11817	182972	56247	16714	118516	0	0	0.090511	0.189081	0.181246	0.000000	0.000000	0.000000	33381	1443	1207	0	0	0	0	0	0	0	0	
593333																																																																																																																																																																																																	6059	0	0	0	13969	65430	0	383	0	4888	61379	0	0	0	0	5103	0	0	0	564	0	0	383	383	5473	18012	11376	2151	30698	0	0	0.0769	0.1203	0.1113	0.0000	0.0000	0.0000	4720	383	168	0	0	0	0	0	0	0	0	
593351																																																																																																																																																																																																	733	0	0	1300	0	19063	0	392	0	1897	19043	0	0	0	0	1847	0	0	0	0	0	0	174	174	3465	1025	3515	1320	11226	0	0	0.0889	0.1424	0.1290	0.0000	0.0000	0.0000	1673	174	0	0	0	0	0	0	0	0	0	
593753																																																																																																																																																																																																	33150	0	0	559	736924	1461044	0	6326	0	152556	1448564	0	0	0	0	102587	0	0	0	137974	0	0	6352	6352	344726	448139	24977	37850	590306	0	0	0.068945	0.134733	0.126391	0.000000	0.000000	0.000000	96235	6352	3572	0	0	0	0	0	0	0	0	
593771																																																																																																																																																																																																	3678	0	0	0	0	12055	0	385	0	962	12146	0	0	0	0	929	0	0	0	18	0	0	97	97	1813	1927	2529	542	6171	0	130	0.069241	0.123177	0.110316	0	0	0	832	97	0	0	0	0	0	0	0	0	0	
593865																																																																																																																																																																																																	87879	0	0	0	757357	2458268	0	38422	0	323631	2453990	0	0	0	1347	343266	0	0	6076	214957	0	0	23315	23315	167894	702431	95060	109581	1564279	750	0	0.130393	0.185623	0.173015	0.000000	0.000000	0.000000	319951	23315	3427	0	0	0	0	0	0	0	0	
593940																																																																																																																																																																																																	4045	0	0	0	47152	76764	0	241	0	12157	77373	0	0	0	0	12578	0	0	0	0	0	0	241	241	2077	55589	5874	1533	13736	0	0	0.159448	0.452593	0.443921	0.000000	0.000000	0.000000	12337	241	-180	0	0	0	0	0	0	0	0	
593977																																																																																																																																																																																																	4582	0	0	12301	0	36018	0	59	0	5436	35282	0	0	0	0	5456	0	0	0	275	0	0	59	59	2111	15137	17055	586	1774	0	0	0.1541	0.4051	0.4037	0.0000	0.0000	0.0000	5436	59	0	0	0	0	0	0	0	0	0	
594433																																																																																																																																																																																																	45096	0	0	0	518268	1251966	0	10191	0	138410	1255442	2075	0	0	0	135894	0	0	1280	0	0	0	8959	8959	49021	433119	285103	109226	486450	595	0	0.102468	0.189919	0.177399	0.000000	0.000000	0.000000	126935	8959	-5186	134	0	0	0	0	0	0	0	
594451																																																																																																																																																																																																	3128	0	0	7114	0	18082	0	85	0	1887	17813	0	0	0	0	1936	0	0	0	0	0	0	85	85	902	10199	3368	387	3698	0	36	0.104123	0.260846	0.249394	0	0	0	1851	85	0	0	0	0	0	0	0	0	0	
594853																																																																																																																																																																																																	23538	0	0	0	73244	452672	0	3127	0	40512	451662	0	0	0	0	42069	4539	0	0	0	0	0	3127	3127	34849	78122	67444	22195	273004	4539	0	0.086219	0.130507	0.120807	0.000000	0.000000	0.000000	38942	3127	1570	0	0	0	0	0	0	0	0	
594938																																																																																																																																																																																																	9636	0	0	0	70946	259819	0	2135	0	23154	262151	0	0	0	0	24230	2826	0	0	13009	0	0	2135	2135	1615	79646	29620	7825	150014	212	0	0.0844	0.1267	0.1156	0.0000	0.0000	0.0000	22095	2135	578	0	0	0	0	0	0	0	0	
594947																																																																																																																																																																																																	20485	0	0	0	126446	841189	0	7592	0	87828	825500	43619	0	0	0	83754	0	0	0	87820	0	0	7592	7592	7064	191264	116570	50311	520488	588	0	0.0933	0.1251	0.1137	0.0884	0.1081	0.1122	76162	7592	2704	0	0	0	0	0	0	0	0	
595337																																																																																																																																																																																																	12795	0	0	0	54913	118222	0	999	0	16995	116024	0	0	0	0	17133	0	0	0	0	0	0	730	730	8942	51146	23813	2590	34430	0	0	0.1414	0.2947	0.2821	0.0000	0.0000	0.0000	16403	730	579	0	0	0	0	0	0	0	0	
595430																																																																																																																																																																																																	43259	0	0	0	78002	747945	0	3591	0	110378	737104	0	0	0	0	64287	2948	0	1186	59098	0	6000	3610	9610	38348	110672	37871	38297	508991	111	0	0.080211	0.110204	0.093730	0.000000	0.000000	0.000000	54677	9610	260	229	18934	4093	0	0	0	0	0	
595449																																																																																																																																																																																																	15877	0	0	59160	0	105560	0	342	0	20200	105110	1815	0	0	0	20542	0	0	280	0	0	0	342	342	0	0	0	807	105902	0	0	0.1922	0.1931	0.1898	0.0000	0.0000	0.0000	20200	342	0	0	0	0	0	0	0	0	0	
595869	224632	0	0	1271767	1178091	10518175	0	229900	0	1550284	10664197	79531	0	0	4595	1381572	0	110829	1544	1082817	0	50000	101592	151592	200329	2489095	1423194	490973	6305354	1637	2626	0.1190	0.1727	0.1538	0.0000	0.0000	0.0000	1229980	151592	1847	1737	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4345	19	129855	7997525	10337313	0	0	0	0	0	6914568	0	0	0	52350	52350	0	0	0	52350	0	8446	324168	90	0	0	0	0	0	53377	171255	0	0	0	1243159	18639	9969	3219	125783	601999	17305	429785	0	0	0	0	1637	0	0	158923	1387250	5368395	0	0	0	0	4595	897785	326884	21169	58759	0	100203	772	0	0	0	772	15906	0	0	0	15906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541409	0	0	0	541409	0	0	4345	200329	2489095	1427539	6915791	0	497819	713770	6915791	8127380	0	255000	255000	1232696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104338			1261798	1110705	10175596									0																																		
595944																																																																																																																																																																																																	1146	0	0	0	14564	52641	0	349	0	5333	53476	7	0	0	0	5313	0	0	0	0	0	0	349	349	1153	8079	12664	1295	30720	0	0	0.093301	0.137397	0.128372	0.000000	0.000000	0.000000	4964	349	97	0	0	0	0	0	0	0	0	
595953																																																																																																																																																																																																	868	0	0	0	3414	18936	0	259	0	2248	19173	0	0	0	0	2309	0	0	0	0	0	0	179	179	460	3704	0	0	13593	0	0	0.1111	0.1620	0.1494	0	0	0	2130	179	118	0	0	0	0	0	0	0	0	
596062																																																																																																																																																																																																	49740	0	0	0	45752	414346	0	4383	0	35319	407200	0	0	0	0	35263	0	0	1235	2828	0	0	3444	3444	48503	61973	109645	21162	195108	28531	0	0.078663	0.128422	0.115879	0.000000	0.000000	0.000000	31819	3444	800	0	0	0	0	0	0	0	0	
596156																																																																																																																																																																																																	11525	0	0	0	18533	267712	0	1937	0	22958	258543	0	0	0	0	24577	0	0	0	401	0	0	1937	1937	6981	58729	21092	10605	182365	0	0	0.087568	0.119929	0.110477	0.000000	0.000000	0.000000	22640	1937	318	0	0	0	0	0	0	0	0	
596455																																																																																																																																																																																																	7601	0	0	528	13729	123352	0	1320	0	10770	125999	0	0	0	0	11898	0	0	337	0	0	0	1213	1213	6899	15241	17795	11197	84652	697	0	0.084802	0.122742	0.110229	0.000000	0.000000	0.000000	10685	1213	85	0	0	0	0	0	0	0	0	
596642																																																																																																																																																																																																	1131	0	0	0	3675	75105	0	1236	0	7059	77911	0	0	0	0	7759	0	0	0	0	0	0	716	716	2427	8856	19150	7397	45905	0	14	0.090414	0.136768	0.124147	0.000000	0.000000	0.000000	7043	716	2	0	0	0	0	0	0	0	0	
596848																																																																																																																																																																																																	58708	0	0	100	74248	815302	0	10751	0	89247	814551	0	0	0	0	96135	0	0	1679	46077	0	0	8761	8761	48859	93954	57566	42217	623229	506	0	0.1073	0.1376	0.1250	0.0000	0.0000	0.0000	87374	8761	1594	0	0	0	0	0	0	0	0	
596978																																																																																																																																																																																																	2228	0	0	45	73679	173214	0	1364	0	20448	172777	0	0	0	0	21326	0	0	0	0	0	0	1364	1364	17444	47025	55699	10824	53619	0	0	0.115555	0.179380	0.167907	0	0	0	19962	1364	458	0	0	0	0	0	0	0	0	
597041																																																																																																																																																																																																	5065	0	0	0	6760	77046	0	230	0	9663	77474	0	0	0	0	7277	0	0	0	1263	0	500	230	730	4546	9671	13313	3156	46631	0	0	0.0879	0.1300	0.1169	0.0000	0.0000	0.0000	6547	730	118	0	0	0	0	0	0	0	0	
597256																																																																																																																																																																																																	7416	0	0	0	4224	13581	0	62	0	1915	12480	0	0	0	0	1906	0	0	0	0	0	0	53	53	280	11278	0	96	2003	0	0	0.1485	0.4485	0.4360	0.0000	0.0000	0.0000	1853	53	62	0	0	0	0	0	0	0	0	
597313																																																																																																																																																																																																	26069	0	0	0	49293	238311	0	4672	0	18560	234152	0	0	0	0	20240	0	0	0	15223	0	0	1994	1994	28084	48191	69492	12828	96762	0	0	0.077924	0.129050	0.116337	0.000000	0.000000	0.000000	18246	1994	314	0	0	0	0	0	0	0	0	
597452																																																																																																																																																																																																	26246	0	0	0	5162	111276	0	1427	0	9744	110872	25	0	0	0	10570	0	0	206	0	0	0	933	933	21912	7332	20507	5427	62801	1609	0	0.086953	0.142489	0.129912	0	0	0	9637	933	65	0	0	0	0	0	0	0	0	
597546																																																																																																																																																																																																	22185	0	0	0	27428	199211	0	2680	0	21492	194416	466	0	0	0	23249	0	0	0	0	0	0	1902	1902	688	36671	43522	10815	119871	0	0	0.1098	0.1537	0.1411	0	0	0	21347	1902	145	0	0	0	0	0	0	0	0	
597555																																																																																																																																																																																																	19920	0	0	11611	376847	640302	0	1673	0	62932	725349	0	0	0	0	56263	0	0	0	356	0	0	1673	1673	105184	303165	25501	8784	198567	0	0	0.075926	0.206751	0.200603	0.000000	0.000000	0.000000	54590	1673	1978	0	0	0	0	0	0	0	0	
597658																																																																																																																																																																																																	15051	0	0	0	50998	110523	0	823	0	10897	104225	0	0	0	0	10886	0	0	0	0	0	0	721	721	8297	53255	3308	1628	45297	0	0	0.0975	0.1891	0.1765	0	0	0	10165	721	732	0	0	0	0	0	0	0	0	
597751																																																																																																																																																																																																	71539	0	0	0	98268	472385	0	4199	0	70415	469309	0	0	0	0	62776	0	0	1875	37312	0	0	4037	4037	44870	120593	45522	13051	253923	9514	0	0.1279	0.1945	0.1820	0.0000	0.0000	0.0000	58739	4037	1516	0	0	0	0	0	0	0	0	
598002																																																																																																																																																																																																	56154	0	0	0	58762	304690	80	2840	0	25472	304045	0	0	0	0	26867	0	0	0	0	0	0	1958	2038	63362	40542	109331	6784	93310	0	0	0.0817	0.1725	0.1594	0.0000	0.0000	0.0000	24829	2038	643	0	0	0	0	0	0	0	0	
598048																																																																																																																																																																																																	11411	0	0	1060	50566	282274	0	2853	0	29758	280556	0	0	0	0	30496	0	0	653	2596	0	0	2591	2591	9839	60892	38649	15587	173896	0	0	0.0997	0.1473	0.1348	0.0000	0.0000	0.0000	27905	2591	1082	0	0	0	0	0	0	0	0	
598132																																																																																																																																																																																																	3504	0	0	0	13536	40409	0	368	0	5600	40023	0	0	0	0	5655	0	0	0	0	0	0	312	312	3741	10630	6614	1444	19535	0	0	0.1335	0.2269	0.2143	0.0000	0.0000	0.0000	5343	312	257	0	0	0	0	0	0	0	0	
598534																																																																																																																																																																																																	194628	0	0	10570	171684	2040778	0	29801	0	195703	2005752	0	0	0	0	223798	134672	0	82	55833	0	10000	20665	30665	294301	112663	122880	127795	1537381	98333	0	0.096351	0.136146	0.117491	0.000000	0.000000	0.000000	193133	30665	1281	1809	0	0	0	0	0	0	0	
598543																																																																																																																																																																																																	1349	0	0	2876	11435	75383	0	725	0	7183	77152	0	0	0	0	7780	0	0	0	3794	0	0	725	725	4999	15255	5583	1893	50067	0	0	0.091443	0.134586	0.122044	0.000000	0.000000	0.000000	7055	725	128	0	0	0	0	0	0	0	0	
598646																																																																																																																																																																																																	12682	0	0	0	37767	81112	0	701	0	11335	81470	0	0	0	0	11351	0	0	0	0	0	0	467	467	8730	38931	7764	2755	25702	0	0	0.1336	0.3057	0.2931	0.0000	0.0000	0.0000	10884	467	451	0	0	0	0	0	0	0	0	
598954																																																																																																																																																																																																	83014	0	0	0	50445	615497	0	14144	0	62748	625733	0	0	0	0	63081	0	0	0	6917	0	0	6080	6080	107166	30109	21126	37248	465377	722	5550	0.091910	0.131870	0.119160	0.000000	0.000000	0.000000	57001	6080	197	0	0	0	0	0	0	0	0	
599643																																																																																																																																																																																																	2274	0	0	0	31589	74281	0	1502	0	10378	74291	0	0	0	0	10245	0	0	0	0	0	0	602	602	2072	31045	675	5178	40818	0	0	0.1299	0.2203	0.2074	0.0000	0.0000	0.0000	9643	602	703	0	0	0	0	0	0	0	0	
599755																																																																																																																																																																																																	6487	0	0	0	12222	43968	0	353	0	4550	44672	0	0	0	0	4772	0	0	0	1675	0	0	350	350	1061	19526	657	797	22883	0	0	0.0990	0.1707	0.1582	0	0	0	4422	350	128	0	0	0	0	0	0	0	0	
599764																																																																																																																																																																																																	93066	0	0	0	630949	1949936	0	25246	0	201208	1940702	0	0	0	0	173770	3034	0	0	38151	0	0	15272	15272	105975	660987	183424	106477	978072	759	0	0.083181	0.143440	0.130833	0.000000	0.000000	0.000000	158498	15272	7456	54	0	0	0	0	0	0	0	
600129																																																																																																																																																																																																	13322	0	0	0	140667	283860	0	2529	0	31974	283607	0	0	0	0	30373	0	0	0	2690	0	0	1817	1817	10684	133057	43109	10676	95050	0	0	0.101276	0.210035	0.197470	0.000000	0.000000	0.000000	28556	1817	1774	0	0	0	0	0	0	0	0	
600419																																																																																																																																																																																																	26734	0	0	0	117664	552894	0	6751	0	48994	556963	0	0	0	0	52415	954	0	2257	34412	0	0	5424	5424	43471	112895	101824	36044	300220	215	0	0.0845	0.1254	0.1124	0.0000	0.0000	0.0000	46991	5424	901	0	0	0	0	0	0	0	0	
600651																																																																																																																																																																																																	4908	0	0	0	72586	141613	0	963	0	13863	142587	0	0	0	0	14551	0	0	0	0	0	0	963	963	9570	62267	2816	4215	67489	262	0	0.095296	0.178205	0.166412	0.000000	0.000000	0.000000	13588	963	275	0	0	0	0	0	0	0	0	
601032																																																																																																																																																																																																	1519	0	0	0	12141	24002	0	160	0	3055	23945	0	0	0	0	3096	0	0	0	0	0	0	151	151	607	12812	3900	1287	6702	0	0	0.1230	0.2745	0.2611	0.0000	0.0000	0.0000	2945	151	110	0	0	0	0	0	0	0	0	
601041																																																																																																																																																																																																	7132	0	0	0	8850	59653	0	872	0	7329	60250	0	0	0	0	7805	0	0	0	2059	0	0	545	545	240	15904	10393	643	33919	0	0	0.120498	0.180146	0.167567	0	0	0	7260	545	69	0	0	0	0	0	0	0	0	
601050																																																																																																																																																																																																	881555	0	0	0	7616339	19413461	1	191538	0	1863562	18587301	14087	0	0	33264	1811472	78607	64580	158160	2183629	0	0	157344	157345	1322804	6926274	2480565	686840	8597183	42359	0	0.089611	0.144312	0.131777	0.000000	0.000000	0.000000	1654127	157345	81509	18489	333374	148223	0	0	0	0	0	
601153																																																																																																																																																																																																	2158	0	0	0	6161	77002	0	851	0	7397	76018	0	0	0	0	8064	0	0	0	0	0	0	830	830	1469	9198	4948	2705	62068	0	0	0.0952	0.1215	0.1090	0.0000	0.0000	0.0000	7234	830	163	0	0	0	0	0	0	0	0	
601416																																																																																																																																																																																																	43703	0	0	24091	706958	2276444	0	20632	0	216842	2255134	0	0	0	0	193300	852	0	1466	16041	-6424	0	18889	18889	250155	521043	239024	102136	1243721	14511	0	0.078399	0.128064	0.115550	0.000000	0.000000	0.000000	174411	18889	11486	29	0	0	0	0	0	0	0	
601443																																																																																																																																																																																																	5461	0	0	10489	47755	238136	0	2411	0	26755	239892	0	0	0	0	29118	0	0	92	0	0	0	2295	2295	3064	46364	41407	7040	149780	0	0	0.1118	0.1587	0.1462	0.0000	0.0000	0.0000	26823	2295	-68	0	0	0	0	0	0	0	0	
601658																																																																																																																																																																																																	8911	0	0	0	25935	194015	0	1484	0	17442	195920	525	0	0	0	16401	0	0	0	729	0	0	1484	1484	9645	30764	66632	6976	85899	0	0	0.0771	0.1303	0.1185	0.0000	0.0000	0.0000	14917	1484	115	0	0	0	0	0	0	0	0	
601733																																																																																																																																																																																																	22450	0	0	8568	55066	146153	0	1430	0	22394	145245	0	0	0	0	22612	0	0	0	0	0	0	913	913	16892	50202	33816	3271	45929	0	0	0.1494	0.3118	0.2992	0.0000	0.0000	0.0000	21699	913	695	0	0	0	0	0	0	0	0	
602048																																																																																																																																																																																																	22657	0	0	3651	52393	296403	14	8928	0	23970	298035	563	0	0	0	26433	1750	0	0	12814	0	0	2746	2760	56378	22597	32609	20328	193309	869	0	0.079430	0.123818	0.110890	0.000000	0.000000	0.000000	23673	2760	297	0	0	0	0	0	0	0	0	
602150																																																																																																																																																																																																	12051	0	0	0	52495	103071	0	214	0	16159	101626	0	0	0	0	14870	0	0	0	2780	0	0	214	214	3072	60148	4022	10037	34217	0	0	0.1455	0.2995	0.2952	0.0000	0.0000	0.0000	14656	214	626	0	0	0	0	0	0	0	0	
602356																																																																																																																																																																																																	11941	0	0	0	26551	167820	0	2504	0	17638	169255	0	0	0	0	16963	98339	0	157	39	0	0	1306	1306	20411	39024	24596	19245	84281	33796	1231	0.0933	0.1644	0.1517	0.0000	0.0000	0.0000	15657	1306	498	30	0	0	0	0	0	0	0	
602543																																																																																																																																																																																																	7952	0	0	3563	59006	177124	0	1053	0	20031	176464	0	0	0	0	17026	0	0	0	2060	0	0	1053	1053	4367	33921	57102	4891	78729	0	0	0.0923	0.1471	0.1380	0.0000	0.0000	0.0000	15973	1053	664	0	0	0	0	0	0	0	0	
602842																																																																																																																																																																																																	6116	0	0	668	0	11912	0	8	0	1147	11471	0	0	0	0	1155	0	0	0	0	0	0	8	8	88	6234	462	966	5136	0	0	0.1000	0.1745	0.1733	0.0000	0.0000	0.0000	1147	8	0	0	0	0	0	0	0	0	0	
603232																																																																																																																																																																																																	3252	0	0	53835	0	82400	0	474	0	15703	83083	2	0	0	0	16150	0	0	0	0	0	0	447	447	1157	49770	12239	1012	19708	0	0	0.1890	0.4517	0.4392	0.0000	0.0000	0.0000	15703	447	0	0	0	0	0	0	0	0	0	
603540																																																																																																																																																																																																	4188	0	0	0	8035	70585	0	773	0	8932	70194	0	0	0	0	9424	0	0	0	0	0	0	627	627	873	10435	27621	2026	32294	0	0	0.1253	0.1884	0.1759	0.0000	0.0000	0.0000	8797	627	135	0	0	0	0	0	0	0	0	
603559																																																																																																																																																																																																	2061	0	0	0	9196	32328	0	303	0	3055	32656	0	0	0	0	3113	0	0	30	30	0	0	254	254	3029	8761	4180	1543	16457	0	0	0.0876	0.1535	0.1410	0.0000	0.0000	0.0000	2859	254	186	0	0	0	0	0	0	0	0	
603755																																																																																																																																																																																																	1082	0	0	0	14764	37627	0	258	0	3854	37592	35	0	0	0	3972	0	0	0	0	0	0	258	258	1085	11924	11839	1970	12897	0	0	0.0988	0.1873	0.1751	0.0000	0.0000	0.0000	3714	258	140	0	0	0	0	0	0	0	0	
604024																																																																																																																																																																																																	56208	0	0	0	63389	314014	0	3030	0	26136	312902	0	0	0	0	27204	0	0	0	26595	0	0	2451	2451	54923	66075	50204	12185	143746	1064	0	0.0791	0.1392	0.1266	0.0000	0.0000	0.0000	24753	2451	1383	0	0	0	0	0	0	0	0	
604033																																																																																																																																																																																																	2196	0	0	2638	5685	17580	0	74	0	2154	18584	0	0	0	0	2189	0	0	0	0	0	0	74	74	2066	7441	3971	208	4130	0	0	0.113808	0.287875	0.278143	0.000000	0.000000	0.000000	2115	74	-22	0	0	0	0	0	0	0	0	
604547																																																																																																																																																																																																	3305	0	0	608	32251	99869	0	867	0	14221	98791	0	0	0	0	13349	0	0	0	11955	0	0	867	867	8039	22077	12018	2633	56806	0	0	0.1272	0.1806	0.1689	0.0000	0.0000	0.0000	12482	867	1078	0	0	0	0	0	0	0	0	
604556																																																																																																																																																																																																	9580	0	0	1340	36298	178843	0	3410	0	20461	181380	0	0	0	0	21463	0	0	141	5647	0	0	1469	1469	16133	31814	51662	16069	81894	0	0	0.110241	0.185753	0.173039	0.000000	0.000000	0.000000	19994	1469	453	0	0	0	0	0	0	0	0	
604640																																																																																																																																																																																																	758	0	0	0	17190	46193	0	510	0	4071	45175	0	0	0	0	4219	0	0	0	2362	0	0	351	351	3708	15546	6900	3104	20346	0	0	0.0856	0.1511	0.1385	0.0000	0.0000	0.0000	3868	351	203	0	0	0	0	0	0	0	0	
605610																																																																																																																																																																																																	1705	0	0	0	59794	187361	0	2241	0	18501	187310	0	0	0	1887	19499	0	0	0	3133	0	0	1186	1186	24381	39955	77946	4626	47018	0	0	0.097768	0.207812	0.195172	0.000000	0.000000	0.000000	18313	1186	188	0	0	0	0	0	0	0	0	
605656																																																																																																																																																																																																	9737	0	0	0	19969	239401	0	3448	0	21899	243723	0	0	0	0	24825	0	0	0	4647	0	3200	2344	5544	10963	17404	65732	36032	148250	0	2297	0.0799	0.1336	0.1038	0	0	0	19281	5544	303	0	0	0	0	0	0	0	0	
606046	471105	0	0	0	2548691	13362287	306	197627	0	1373474	13332390	0	0	0	0	1198985	1130174	0	19176	2284506	-27086	0	124986	125292	541722	2238224	2115739	900402	8317103	70519	0	0.082345	0.120794	0.108171	0.000000	0.000000	0.000000	1073693	125292	33375	40772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40772	0	73074	9925840	13038898	0	0	0	0	0	9219403	0	0	0	141776	141776	0	0	0	141776	0	0	289546	3946	0	0	0	0	0	138621	332484	0	0	0	0	0	0	53691	382968	1875294	236334	404	0	0	0	0	70519	0	0	0	1873625	7345778	0	0	0	0	0	1250196	293435	20133	30446	5780	149499	9588	0	0	0	9588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4546	4546	0	0	0	4546	0	0	0	0	0	0	1142253	0	0	0	0	0	0	40772	541722	2238224	2156511	8473013	0	447645	1078256	8473013	9998914	0	0	0	1077639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471105			0	2548691	13362286																																											
606073																																																																																																																																																																																																	11760	0	0	0	5338	88425	0	1879	0	6781	89529	0	0	0	0	7356	0	0	0	2987	0	0	646	646	942	13987	55853	4058	19451	0	0	0.0749	0.1459	0.1330	0.0000	0.0000	0.0000	6710	646	71	0	0	0	0	0	0	0	0	
606653																																																																																																																																																																																																	23153	0	0	0	53077	431754	0	5044	0	51355	430053	0	0	0	0	54000	0	0	1969	24059	0	0	4619	4619	30320	48155	20178	11813	336078	0	0	0.1153	0.1463	0.1338	0.0000	0.0000	0.0000	49381	4619	150	0	0	0	0	0	0	0	0	
607146																																																																																																																																																																																																	6393	0	0	0	62065	163014	0	1966	0	20689	165829	0	0	0	0	21903	0	0	1032	0	0	0	1551	1551	218	23499	44023	4291	96886	0	0	0.122729	0.177067	0.164528	0	0	0	20352	1551	337	0	0	0	0	0	0	0	0	
607333																																																																																																																																																																																																	16407	0	0	0	1630	196770	0	1550	0	22103	218590	0	0	0	0	23368	0	0	375	8962	0	0	1550	1550	11354	8164	76868	15132	101649	4426	0	0.099943	0.159338	0.148769	0.000000	0.000000	0.000000	21818	1550	0	212	0	0	0	0	0	0	0	
