"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
248240														6607		2525	0					237	3845	0	2145						
248352														466		0	91					107	268	0							
248455														735		364	0					141	130	100							
248633														1344		0	0					910	434	0							
248745														1463		95	236					333	799	0							
249416														1289		977	0					80	202	30							
249612														224744		201627	7106	17247	5465			710	14328	973	20642	7786	150487	Pension Liability			
249658														363		6	59					13	261	24							
250430														1785		1419	0					217	149	0							
250476														421		276	0					0	145	0				Deferred Grant Revenue			
250850														580		69	0					232	279	0							
251352														1843		231	0		160			469	1143	0				Self Funded Insurance			
251558														1314		12	808					115	379	0							
251745														2677		2277	0					138	262	0							
251857														161		0	0					128	33	0							
251978														5030		1683	0					472	2875	0							
252041														1017		106	0					401	510	0							
252256														52		0	0					35	17	0							
252452														86		0	0					36	50	0							
252658														716		0	0					174	542	0							
253356														5599	0	3087	0	0	0	0	0	439	1850	223	0	0	3087				
253468														29051	0	23639	0	0	0	0	0	260	4952	200	0	15938	0				
253646														1931		0	0					143	1788	0							
253730														2031		0	0					74	1957	0							
253776														85	0	0	0	0	0	0	0	28	57	0	0	0	0				
254317														10871		147	9462					1218	44	0							
254504														4066		552	0					100	3414	0							
254849														3659		1089	895					154	1391	130							
255350														1849	0	1473	0	0	0	0	0	86	290	0	1473	0	0				
255547														381		288	0					51	42	0							
255556														4318		4084	0					88	146	0							
255574														8775		4554	0					15	4206	0							
255659														23799		13068	5293					359	5079	0	7531						
255873														1001		737	0					118	146	0							
256049														18		0	0					2	16	0							
256058														2285		1830	0					417	38	0							
256076														68		45	0					1	22	0							
256179														1357		1315	0					23	0	19							
256553														27666	0	17912	0	0	0	0	0	4922	4832	0	15261	0	0				
257233														4541		2530	0					197	1814	0							
257345														472		1	0					280	191	0							
257578														9602		7380	1171					43	1008	0							
257653														161		14	0					118	29	0							
257756														519		77	0					57	375	10							
258146														217		0	79					26	112	0							
258306														11163		9975	0					23	1065	100							
258379														2435		2195	6					10	224	0							
258445														2877		1281	0					527	1069	0							
258539														146		46	0					59	41	0							
258771														59065		20171	9342					616	24147	4789		5110					
258874														574		42	230					5	297	0							
259059														115		1	0					63	36	15							
259330														11316		6831	0					461	4024	0		2540	3421				
259442														2547		963	0					420	1164	0							
259956														142		105	0					37	0	0							
260055														46856	0	39783	0	0	0	0	0	47	7026	0	16755	0	16119				
260831														255		73	0					114	68	0							
260868														8379	0	828	2022	350	189	0	0	1029	4402	98	288	0	0	AIP Borrowed Funds			
261146														13311		11552	0	766	3691			220	1539	0		6645		Salaries & Bonuses Payable			
261360														8101		4812	0					353	2936	0							
261940														5403		3404	0					830	1101	68							
262059														2878		1432	0					305	1141	0							
262237														1477		1046	0					240	191	0							
262358														986		182	0					336	468	0							
262741														1769		1	0					284	1484	0							
262844														3023		1002	0					1101	920	0							
262956														1609		1264	0					89	256	0							
263243														2878		1813	0					548	517	0	1686						
263627														4402		4040	0					31	331	0							
264455														3451		2891	0					147	413	0							
264772														19685	0	13227	2805	300	493	489	418	1002	2635	16	0	9966	0	Deferred Rent	Deferred Tenant Improvement Allowance	Consumer Reports	
265340														565		0	0					127	438	0							
265407														18672		9895	0					10	8355	412							
265452														233		130	48					45	10	0							
265676														284		0	0					124	160	0							
266066														1430		855	0					122	453	0							
266244														614		1	0					181	432	0							
266253														817		671	0					105	41	0							
266271	1042017	0	417188	269936	0	0	0	0	312629	26127	0	0	131296									16137									
266655														687		0	166					74	447	0							
266851														920		240	216					105	359	0							
266945														2224		127	0					499	1598	0							
267652														775		620	0					25	130	0							
268006														13893		3999	0					345	9492	57	1404						
268136														2801		2391	0					130	280	0							
268677														20614	0	18817	0	124	0	541	0	147	1375	275	0	0	18152		WTC Loan Payments		
268828														1010		0	252					90	668	0							
268976														842		636	0					0	206	0							
269049														1803		0	0					1044	759	0							
269058														978		777	0					27	174	0	642						
269571														356		355	0					1	0	0							
269759														22		0	0					18	4	0							
270148														1104		862	3					25	214	0							
270353														971		957	0					14	0	0							
270504														3696		2352	0					133	1141	70							
270531														486		5	0					108	373	0							
270652														232		1	0					185	46	0							
271136														351		52	0					11	288	0							
271275														3598		3037	0					0	541	20	2742						
271341														290		26	0					19	245	0							
271529														4919		1218	0					69	3632	0							
272030														325		105	66					71	83	0							
272058														125		0	0					125	0	0							
272151														144		0	114					16	14	0							
272272														12200		4088	0					1723	4562	1827							
272302														15124		14321	0					0	803	0	12828						
273336														12858		5557	0					28	6765	508		4839					
273550														3957		1379	1887					235	278	178							
273653														266		5	0					141	120	0							
273662														11873		2160	5939					1894	1880	0							
273840														484		49	0					44	391	0							
273859														39		0	0					39	0	0							
274025														26		0	14					3	9	0							
274052														107		0	0					66	41	0							
274548														1181		361	0					264	546	10							
274829														3388		1721	0					148	1519	0	1720						
274856														257		19	0					205	33	0							
275255														486	0	254	0	190	21	2	41	209	23	0	0	0	0	CDARS Incoming Rate Bridge Payment	Other Liabilities	Deferred Loan Fee	
275358														7522		3135	423					1420	2544	0							
275479														4293		3948	0					8	337	0							
275657														75		0	38					37	0	0							
276074														875		219	171					73	412	0							
276159														467		0	204					163	100	0							
276551														320	0	0	0	0	0	0	0	27	293	0	0	0	0				
276579														644519	0	295559	0	0	0	0	0	14582	287310	47068	108405	0	0				
276645														880		390	8					158	324	0							
276654														241	0	57	0	0	0	0	0	57	127	0	0	0	0				
276850														4559		0	0					659	3900	0							
276953														312		0	183					113	16	0							
277240														1630		106	0					777	747	0							
277277														501		189	0					312	0	0			8				
277679														53		47	0		47			1	5	0				Deferred loan fees			
277736														697		236	61					128	272	0							
277820														3647		2977	0					178	492	0							
278078														12842		10205	0					285	2352	0							
278153														192		0	0					37	155	0							
278256														1042		699	0					147	196	0							
278555														6813		4151	0					681	1981	0							
278733														405		194	0					116	95	0							
278751														215		0	0					47	168	0							
278818														31274		8084	0		424			1248	21942	0				ATM CASH DISPENSED			
278872														3454		3152	0					2	300	0							
279105														37380		4047	0					0	33333	0	4047						
279842														1940		63	613					763	501	0							
279954														2561		494	0					475	1592	0	280						
280110	2492206	0	1573946	433131	0	507209	0	0	304052	166023	0	0	715361									15054						Low income housing commitments			
280138														2009		64	0					113	1832	0							
280352														705		539	0					26	140	0							
280558														41		0	0					16	25	0							
282048														746		592	0					43	111	0							
282075														4642	0	1912	0	0	0	0	0	51	2679	0	0	1124	0				
282226														1315		1028	0					118	165	4							
282824														1138		407	0					145	586	0							
283157														824		763	0					16	45	0							
283438														7505		3323	0					370	3812	0	744						
283652														847		747	0					14	86	0							
283737														3434		1551	0					1459	75	349							
283867														3039	0	1490	0	0	630	0	0	551	970	28	824	0	0	Good faith deposits and prepaid loan costs			
284154														337		9	0					120	208	0							
284239														410		18	0					287	105	0							
284556														1931		763	0					830	338	0							
284752														466		238	0					48	140	40							
284958														116		0	0					29	87	0							
285151														1600		255	0	17				20	1325	0	160						
285348														1295		98	600					100	497	0							
285544														194	0	0	0	0	0	0	0	12	182	0	0	0	0				
285553														252	0	53	74	0	0	0	0	88	37	0	0	0	0				
285740														5732	1318	2026	0	569				219	3487	0	139						
285759														1270		0	120					74	1076	0							
285777														92		36	30	25	11			4	22	0				int on adv @ fhlb			
285852														2002		808	220					189	785	0							
285928														1495		1052	0					212	231	0							
286251														45		0	0					45	0	0							
286457														1270		691	503					23	53	0							
286840														415		11	0					378	26	0							
287007														1778		0	0					15	1728	35							
287342														242		0	7					184	51	0							
287856														20		15	0					4	1	0							
287922														563		0	0					4	559	0							
287959														487		74	0					89	324	0							
288152														126		0	44					16	66	0							
288358														537		5	0					187	345	0							
288376														755		52	0	46				209	494	0							
288853														136225	0	64544	0	0	0	17377	0	482	66448	4751	0	47161	0		Tax Credit Commit Liab		
289056														1156		18	0					61	1077	0							
289225														89		8	0					62	19	0							
289515														11931		3451	0					289	5830	2361							
289702														16844		9937	0					87	6550	270							
289739														649		3	181					68	397	0							
289757														3627		3301	0					242	84	0							
290052														13568		9526	0					409	3458	175		3272	5033				
290230														2542		1408	0					368	627	139							
290249														7935	2833	7600	0	208				124	211	0	3381						
290838														113		0	0					7	106	0							
290922														133		3	0					103	27	0							
291059														2043		1653	0					359	31	0							
291330														388		329	27					25	7	0							
291376														852		849	0					3	0	0	776						
291611														6519		3674	1529					407	909	0							
291732														433		0	0					106	327	0							
292234														622		485	0					2	135	0							
292467														58	0	0	0	0	0	0	0	23	35	0	0	0	0				
292850														104		0	0					36	68	0							
292908														18443	0	15585	0	0	0	0	0	750	2108	0	6958	0	0				
293053														6421	0	47	1120	0	0	0	0	222	4737	295	0	0	0				
293352														109		11	0					63	35	0							
293437														1606		588	0					403	615	0							
293651														1473		1110	25					168	170	0	1110						
293754														243		0	0					44	199	0							
294023														243		0	0					134	109	0							
294564														13092	0	8907	0	0	7081	0	0	826	2141	1218	0	0	0	Other Payable			
294676														497		66	0					16	415	0							
294751														9509		5545	0					64	3900	0	5545						
294779														10648	0	5916	137	0	0	0	0	357	3972	266	1725	0	2759				
294827														759		4	0					138	617	0							
295011														2544		0	0					920	1169	455							
295057														445		0	0					235	210	0							
295646														43		0	0					18	25	0							
296456														2509		388	0					875	1246	0							
296474														732		1	239					140	352	0							
296559														1026		43	0					776	207	0							
296755														378		0	0					188	190	0							
296858														395		0	0					40	355	0							
297051														614		0	0					57	557	0							
297257														824		478	0					250	96	0							
297547														48		10	0					1	37	0							
297631														594		325	0					61	208	0	229						
297761														2435		2016	0					183	214	22							
298049														426		24	15					201	186	0							
298218														5590		6	0					7	5577	0							
298245														3414		2511	0		1877	144		241	662	0				INTEREST RATE SWAP	INCOME TAXES PAYABLE		
299046														22291		17983	0					180	3922	206		10483	4161				
299868														10609	0	10326	0	0	0	0	0	13	269	1	9936	0	0				
300009														14482		3601	0					126	10755	0							
300063														3921		132	0					2467	1252	70							
300157														178		0	13					19	146	0							
300353														2422		1365	0					93	964	0							
300456														83		29	0					9	45	0							
300933														1738		996	0					120	622	0	602						
300942														1310	0	817	0	0	0	0	0	379	114	0	527	0	0				
300960														4788		2595	0					21	1733	439							
301574														5229		4627	0					12	590	0							
301800														4363		2567	0	480				14	1761	21	410						
302030														987		561	153					51	222	0							
302133														19		0	0					15	4	0							
302553														790		384	61					265	80	0							
302656														14859	0	1508	4178	0	115	511	0	3997	5176	0	314	476	0	Deferred Gain on Other Real Estate Sales	FSA Loss Payable		
303653														193		12	0					72	109	0							
303701														2732		2710	0					17	5	0							
303747														202		0	0					85	112	5							
303952														3511		1484	0		35			212	1815	0	1438			Insurance Reserves			
304155														92		28	0					64	0	0							
304173														5657		595	2792					205	2065	0							
304520														2370		2042	0					24	184	120							
304575														382		263	0					0	119	0							
304762														472		449	0					15	8	0							
304913														3879	0	3014	0	1999	0	0	0	12	845	8	0	0	770				
305059														195		112	0					16	67	0							
305077														880		752	0					17	111	0							
305237														1938		1918	0					18	2	0							
305433														122		79	0					21	22	0							
305442														565		232	0					64	269	0							
305648														588		23	377					41	147	0							
305750														2318		1260	0					27	1031	0							
306056														259		0	32					21	199	7							
306140														244	0	166	16	0	0	0	0	37	25	0	0	0	0				
306159														1096	0	394	0	0	0	0	0	376	326	0	385	0	0				
306337														1959		1102	0		733			258	599	0	365			IN HOUSE ESCROW			
306908														5570		5359	0					52	158	1							
307062														2007		251	782					53	842	79							
307334														288		158	0					130	0	0							
307361														1103		71	228					266	538	0							
307679														8571		6502	0		3984			116	1770	183				Pension Benefits			
307932														1041		972	0					13	56	0							
308256														251		3	0					163	85	0							
308340														1357		90	0					240	1027	0							
308836														297		14	0					73	210	0							
309150														205		109	0					55	41	0							
309655														3633		383	0					534	2716	0							
309851														124		0	4					30	90	0							
310754														489		336	0					65	88	0							
310950														102		1	0					33	68	0							
310978														37213		15285	0					697	21231	0		13230					
311050														5608		3515	0					1035	1058	0							
311144														27		0	0					27	0	0							
311256														413		84	0					179	150	0							
311265														981	0	41	0	0	0	0	0	183	756	1	0	0	0				
311603														5726		35	0					193	5498	0							
311658														384		0	230					28	126	0							
311845														384913		250125	0		195000			3113	119269	12406				Investments traded not yet settled			
311939														1298		726	0					428	144	0							
312244														3943		2316	0					167	1460	0							
312356														421		176	0					245	0	0							
313009														276		4	0					116	156	0							
313157														217		174	0					43	0	0							
313223														1129		984	0					101	44	0							
313577														7517		3288	140					246	3843	0							
314257														2096		0	1211					76	809	0							
314444														424		227	0					108	89	0							
315656														253		72	0					79	102	0							
316840														85937	0	70843	0	0	23699	0	0	3170	11366	558	0	0	0	Low Income Housing Commitments			
316859														160		0	0					56	104	0							
316934														33		0	0					6	27	0							
317258														2316		181	0					136	1999	0							
317342														62909		46361	0					299	12024	4225			13350				
317379														8423		7062	0					416	304	641							
317650														225		16	26					13	170	0							
318639														43	0	0	6	0	0	0	0	12	25	0	0	0	0				
318835														3148		2555	0					149	444	0							
318947														254	0	137	0	1	91	0	0	36	81	0	0	0	0	Escrow Payables			
318974														19727		10425	1880					4	7418	0							
319047														2766		188	0					446	2132	0							
319458														541		463	0					48	30	0	395						
319551														1749		1371	0					121	257	0							
320034														239		20	30					98	91	0							
320052														3202		190	1351					33	1628	0				Unearned Contracts Signing Bonus			
320070														2907		2763	0					46	98	0							
320119														137873		89947	0	35395				15401	32308	217		25294					
321152														59	0	0	0	0	0	0	0	59	0	0	0	0	0				
321255														27	0	0	0	0	0	0	0	6	21	0	0	0	0				
321273														4600		0	0					189	4411	0							
321330														324		0	108					7	194	15							
321947														3269	0	1398	771	0	16	0	0	701	399	0	333	0	1049	Investments Payable			
322056														1346		0	0					266	1080	0							
322449														548		175	7					94	272	0							
322476														30		0	0					1	29	0							
322551														117		16	0					10	91	0							
323204														16019		13057	0					323	2639	0							
323651														902		0	0					227	675	0							
324153														409		38	0					131	240	0							
324229														113		10	0					9	94	0							
324256														51		0	0					13	38	0							
324274														4002		16	0					8	3978	0							
324340														3741		1031	1110		443			370	1230	0				Security Purchase Commitment			
324854														1869		679	935					197	58	0							
324863														3662	200	201	0	0	0	0	0	470	2652	339	0	0	0				
324975														699		76	0					37	586	0							
325141														510	0	0	0	0	0	0	0	61	449	0	0	0	0				
325459														67		0	23					44	0	0							
325534														957		515	0					253	189	0							
326054														1058		35	342					351	330	0							
326344														2415		1810	0					141	464	0							
326858														14818		7792	0					769	5331	926							
326979														2285		1154	0					2	1129	0							
327220														392		71	168					39	114	0							
327305														13931		12375	0					387	1136	33		9160					
327435														6309		5441	0					127	741	0							
327556														1055		0	0					731	324	0							
327855														6304		5080	0					708	516	0							
328058														17	0	0	0	0	0	0	0	8	9	0	0	0	0				
328357														348		0	0					7	341	0							
328656														291		0	0					167	124	0							
328777														24060		16689	0					172	6047	1152	7623	7205					
329149														863		581	80					172	30	0							
329345														2957		1475	0					419	1063	0							
329550														1683		12	454					164	1053	0							
329952														2629		1545	0					239	702	143	1424						
330239														364		0	56					162	124	22							
330248														1034		553	0					84	391	6							
330855														16634		6334	0					1436	8864	0	5991						
330873														447	0	17	0	0	0	0	0	106	324	0	0	0	0				
330949														1821		775	0					195	851	0							
331076														2056		907	0					238	911	0							
331375														420		19	42					348	11	0							
331544														324		180	0					46	98	0							
331713														3427		2027	0					1141	259	0							
332224														4831		3779	0					211	808	33							
332345														89		6	1					12	70	0							
332402														12728		9741	0					394	2593	0							
332671														3209		3064	0					3	142	0							
332756														48		0	0					44	4	0							
333034														1033		344	0					322	367	0							
333203														6613	0	3788	1138	0	2733	0	0	165	1522	0	0	0	0	Affordable Housing Investment Payable			
333650														629		0	183					340	106	0							
333856														879	0	0	0	0	0	0	0	123	756	0	0	0	0				
333940														135	0	0	0	0	0	0	0	51	80	4	0	0	0				
334264														2753		669	0					248	1587	249							
334648														1715		52	1253					173	237	0							
334657														1696	0	1479	0	0	1479	0	0	144	73	0	0	0	0	Long-Term Retirement Per Judgement			
335346														504		67	0					210	227	0							
335355														327		56	0	14				130	141	0							
336147														395		122	44					57	172	0							
336361														303		0	0					88	215	0							
336576														1289		77	0					89	1123	0							
336950														23		0	0					18	5	0							
337247														125		34	3					78	10	0							
337340														270		33	0					71	163	3							
338178														849		623	0					0	199	27							
338646														1832		461	0					139	1232	0							
338851														95	0	64	0	0	0	0	0	31	0	0	0	0	0				
338945														191		4	0					76	111	0							
339072														21508		13537	0	3605				230	6610	1131		6033					
339353														138		63	0					45	30	0							
339456														1037	0	129	0	129	0	0	0	272	636	0	0	0	0				
339607														13506		5776	0					144	7320	266							
339773														33845	0	30380	0	0	0	0	0	26	3439	0	0	24575	0				
339858														1520809		1178316	55433		303492			9395	239491	38174			193581	Payables from Unsettled Trading securities transactions			
339876														43		41	0					2	0	0							
340135														9036	0	6875	155	0	0	0	0	193	1813	0	6751	0	0				
340144														8140		5285	0					520	2321	14							
340256														2273		1352	0					525	396	0							
340443														1498		765	444					8	279	2							
340742														8432	0	5584	0	0	0	0	0	520	2328	0	0	2616	0				
340751														3337		2892	0					414	31	0							
341310														4085		3177	0					1	907	0							
342054														1298		793	0					53	452	0							
342362														9415	0	1801	4267	285	0	0	0	3073	274	0	1514	0	0				
342410														34913	0	29972	0	0	0	0	0	497	3407	1037	14038	0	0				
342634														219888	0	149032	0	0	0	0	0	1382	33053	36421	92617	0	32055				
343051														1593		1517	49					26	1	0							
343248														56	0	0	0	0	0	0	0	28	28	0	0	0	0				
343257														93		5	44					15	29	0							
343770														165		15	0					39	111	0							
343903														4657		2674	0					166	1817	0							
343958														539		9	286					124	120	0							
344647														5458		2566	358	1104	855			697	1837	0	499			Deferred incentive comp			
344816														2515	0	38	1369	0	0	0	0	486	622	0	0	0	0				
344852														596		427	0					35	134	0							
345309														30364	0	2299	0	0	0	0	0	6	28028	31	1778	0	0				
345345														1136		535	0	75	451			492	106	3				atm settlement			
345747														2492	0	657	0	0	0	0	0	416	1419	0	657	0	0				
345756														6110		4011	97	2383				507	1454	41	1628						
345877														3081		2523	0					168	390	0							
346379														887		152	432					60	243	0							
346566														52		20	0					7	25	0							
346771														3370		2878	0					0	454	38							
347022														368		3	0					20	323	22							
347639														1086		7	0					19	1060	0							
347956														8214	0	7726	0	0	0	0	0	421	10	57	0	5958	0				
348159														593		0	150					34	409	0							
348720														5998		3747	0					41	2210	0							
349129														560		10	0					68	482	0							
349343														299		161	0					133	5	0							
350572														1193		894	0					55	244	0							
350657														65		16	0					34	15	0							
350750														377		38	0					123	216	0							
351131														198		86	0	86				5	107	0							
351560														7181		6112	0					56	863	150							
351878														145		14	0					0	131	0							
352370														1815		1424	0					104	287	0							
352651														239		186	0					23	30	0							
352745														359		7	0					105	247	0							
352772														217857		160977	0					3391	42049	11440	45265		63757				
353238														4236		3732	0					92	412	0							
353546														645		547	1					69	28	0							
353555														39266	8079	15745	0					4983	16638	1900		6440					
353724														1987		727	0					138	334	788							
353957														40		0	0					40	0	0							
354057														782		533	0					116	133	0							
354253														362		326	0					31	5	0							
354310														66170		48356	0			5703		4482	10668	2664			37919		Total Payables		
354552														6666		5463	480					153	459	111							
354851														115		7	0					70	38	0							
355120														5091		3895	0					372	824	0							
355559														2739		1012	1160					126	441	0							
355858														24539		11586	0		9148			486	10544	1923				DEFERRED ANNUAL FEES - CREDIT CARD			
356239														1363		798	26					148	391	0							
356659														345		0	9					242	94	0							
356752														142		29	63					9	41	0							
357151														312		0	0					73	239	0							
357526														2373		328	0					29	2016	0							
357553														456		0	11					198	247	0							
357777														849		677	0					5	167	0							
357937														8110		7151	0					756	203	0							
358112														2609		2237	0					84	288	0							
358448														134		0	0					17	117	0							
358756														475		399	9					67	0	0							
359472														185		33	0					1	151	0							
359650														61		0	36					25	0	0							
359744														231		0	0					47	184	0							
360777														63		17	0					13	33	0							
361055														2890		17	33					186	2654	0							
361167														87121		58679	6964		19199			3226	10792	7460				Restoration Plan Liability			
361279														785		141	0					340	304	0							
361354														229		0	0					156	73	0							
361439														2190		513	0	474				318	1359	0	39						
362043														144		0	0					34	110	0							
362155														409		0	0					101	308	0							
362717														3882	1100	1125	252	0	0	0	0	382	2123	0	0	0	0				
362856														161		123	0					5	18	15							
362940														197		159	0					34	4	0							
363442														26		2	0					24	0	0							
363648														383		0	73					139	171	0							
363657														3874		1645	0					642	1587	0		1645					
363778														51		29	0					6	16	0							
364131														1052		765	0					214	73	0							
364270	1162	0	289	0	193	0	0	0	868	0	0	0	0									5									
364430														1323		914	0					248	161	0							
364850														698	0	598	0	0	0	0	0	43	57	0	491	0	0				
365325														263892		126490	0					6185	123475	7742			60887				
365745														1315		32	192					40	1051	0							
365848														214		173	0					41	0	0							
365950														315		0	70					177	68	0							
366078														10843		9551	137					226	929	0							
366238														5348		4513	0		1501			677	158	0				Accumulated postretirement benefit   obgl			
366247														804	0	0	499	0	0	0	0	187	118	0	0	0	0				
366359														83		32	0					5	46	0							
366658														494		0	82					69	343	0							
366854														116		0	0					16	100	0							
367150														190		8	53					37	92	0							
367178														1215		1155	0					4	56	0							
367431														395		92	0					73	230	0							
367543														1637		0	0					207	1430	0							
368054														167		0	0					60	107	0							
368344														979	0	0	13	0	0	0	0	192	774	0	0	0	0				
368522														1678		1019	0					20	639	0							
368933														289		161	0					33	95	0							
368951														427		30	86					163	148	0							
369453														239		89	0					79	71	0							
369659														7870		6842	0					316	712	0							
370020														3442		2113	92					201	1036	0							
370271														170421	0	63953	0	0	24237	22444	0	3325	103143	0	0	0	0	Other Bank Ops - Investments	Intercompany Payables		
370347														160		0	0					100	60	0							
370721														1164		110	0		110			286	668	100				COMPUTER/I.T. EXPENSE			
370833														99		49	0					31	19	0							
370954														155		28	0					50	77	0							
371223														1851		1169	0					32	650	0							
371232														3389		2137	0					9	1243	0							
371362														6299		5147	0					511	641	0							
371559														149		21	0					97	31	0							
371755														23	0	0	0	0	0	0	0	14	9	0	0	0	0				
371849														742		540	0					55	147	0							
371924														7641		2507	2429					850	1855	0							
371942														1224		867	0					106	251	0							
372444														684		412	33					69	144	26							
372538														3737		165	0					1031	2541	0							
372640														1165		1045	0					22	98	0							
372855														295	0	32	0	0	0	0	0	65	198	0	0	0	0				
373115														20403		14933	0					1002	4393	75			8210	0			
373272														66		0	0					6	60	0							
373553														592		516	0					67	9	0							
373601														17237		7073	76		5410			9150	938	0				Accrued Pension Liability			
374130														496		0	0					84	412	0							
374354														104		0	0					81	23	0							
374653														9592		2072	0					2414	5106	0	1944						
374774														196		0	0					82	114	0							
375034														13477		7302	0					1887	4288	0	5111						
375043														4087	0	237	0	0	0	0	0	235	3546	69	168	0	0				
375379														255		204	0					0	51	0							
375502														26012		15636	0					0	10376	0							
375566														4165		2895	0					492	778	0							
375650														38		0	0					4	34	0							
376237														328		88	0					29	211	0							
376273														33974		19884	0					13	13977	100	16639						
376442														3269	0	1713	0	0	0	0	0	464	1092	0	1631	0	0				
376947														646		0	187					122	337	0							
377663														975	0	0	0	0	0	0	0	68	907	0	0	0	0				
377850														61		0	0					56	5	0							
377908														74323		69042	0					735	4401	145	63318						
378044														42		28	0					14	0	0							
378110														326		92	82					42	110	0							
379050														92		40	0					21	31	0							
379153														135		0	0					17	118	0							
379470														246		22	0					0	224	0							
379649														2572	0	2112	13	0	0	0	0	275	172	0	2112	0	0				
379920														349118	0	263365	0	0	0	0	0	9786	61787	14180	0	0	130901				
380346														387		182	80					59	66	0							
380458														5593		2565	0					456	2195	377							
380533														999		3	215					220	561	0							
380654														438		62	0					114	262	0							
380841														67		16	0					11	40	0							
380878														376		180	115					0	81	0							
380944														883		0	0					39	844	0							
381026														281		0	81					114	86	0							
381343														6632		4180	0					547	1905	0			3387				
381839														681		70	0					314	297	0							
381932														688		491	0					35	162	0							
381950														8033		137	0					196	7700	0							
382050														2124		1610	0					47	467	0							
382069														3390		220	1969					317	878	6			218				
382256														176		1	159					16	0	0							
382274														2		0	0					2	0	0							
382443														2923		2636	0					74	213	0							
382537														836		31	132					352	321	0							
382649														4565		0	0					267	4298	0							
382658														488		2	0					197	289	0							
382742														349		36	0					63	250	0							
382854														522		229	0					70	223	0	229						
384018														15585		6853	0					7306	1220	206							
384278														47612		36134	5566	767				148	3421	2343	5932	15047	1246				
384353														15		0	0					9	6	0							
384652														2463		703	0					962	798	0							
384830														1206		813	0					212	181	0							
385350														830		747	0					77	6	0							
385471														6596		3468	0					108	3020	0							
385547														793		379	0					214	200	0							
385686														2382		2309	0					1	72	0							
386432														341		103	0					118	120	0							
386450														497		392	0		12	102		75	30	0	278			MidWest Housing	Accrued Salaries		
386731														580		136	0					309	135	0							
386825														581		0	315					11	255	0							
386852														2678		679	1341					104	544	10		463					
387055														534		194	0					20	320	0							
387671														2137		1582	0					1	554	0							
388155														465		167	255					43	0	0							
388258														264		0	182					37	45	0							
388557														89		0	0					63	26	0							
388744														797		198	251					35	313	0							
388753														92		0	49					43	0	0							
388874														205		205	0					0	0	0							
388940														382		159	0					68	155	0							
389059														520		61	370					40	49	0							
389358														314		0	0					249	65	0							
389376														468		47	0					1	420	0							
389826														27		0	0					1	26	0							
390336														503		2	0					399	102	0							
390372														1975		1695	0					16	264	0							
390840														2165		1078	0					95	992	0							
391418														1498		0	691					32	775	0							
391557														316		185	0					12	119	0							
391575														33703		14584	9310	6234				437	9372	0			3931				
391959														457	0	89	180	24	0	0	0	61	127	0	65	0	0				
391977														17037		9720	0					1	7316	0							
392152														766		0	0					71	695	0							
392255														536		22	1					68	445	0							
392778														6029		5004	0					56	969	0							
393252														157		1	0					151	5	0							
393355														255	0	0	23	0	0	0	0	79	153	0	0	0	0				
393953														2956		2493	0					116	347	0							
394156														1317		1088	0					162	67	0							
394259														5019		4224	69		8	239		357	369	0	1252	2725		Promontory Rate Bridge	Promontory Reciprocal ICS in Process		
395238														828558		463048	0					48359	278731	38420			391566				
395274														381		82	0					45	254	0							
396057														168		2	25					69	72	0							
396244														3481		1207	0	959				271	2003	0							
396253														2010		1173	244					25	517	51							
396356														108		42	3					35	28	0							
396954														641		609	0					32	0	0							
397456														192	0	0	0	0	0	0	0	36	156	0	0	0	0				
397531														17456		14543	0					240	2673	0							
397540														16136	0	11128	0	0	0	0	0	651	4107	250	0	10962	0				
397559														693		367	0					297	29	0							
397755														1756		804	541					178	233	0							
397858														180		0	146					14	20	0							
398051														1594	0	1547	0	1547	0	0	0	21	26	0	0	0	0				
398248														1809		0	1321					91	397	0							
398668	260631	0	56452	181146	0	30367	0	0	23033	0	0	0	18619									0						Deferred Income			
398837														1102		892	0					188	22	0							
399357														127		0	0					90	37	0							
399517														53180		30547	1954					1137	19542	0			18745				
399731														271		16	0					117	138	0							
399973														606		72	230					6	298	0							
400057														275		11	0					110	154	0							
400141														2913		1156	0					476	1281	0							
400365														2791		1567	0					114	1075	35							
400767														787		84	535					1	111	56							
400945														511		139	113					62	197	0							
401072														714		661	0					3	50	0							
401559														1947		1828	0					27	92	0							
401755														593		519	0					71	3	0							
401906														5928		4166	0					7	1340	415							
401951														244		115	0					11	118	0							
402462														637		0	218					59	360	0							
402846														362		129	94					129	10	0							
402873														1140		999	0					41	100	0							
403067														1213		115	0					111	918	69							
403106														26044		19556	0	470				1382	5106	0	1489	16422					
403151														4659		97	0					1482	3080	0							
403179														10718		7500	0					179	2777	262							
403254														525		262	11					1	251	0							
403656														462		0	287					106	69	0							
403870														7831		5418	0					835	1578	0							
403946														4736		1485	0					223	3028	0							
404653														552		3	0					85	464	0							
404943														62		0	0					42	20	0							
406022														793		356	0					85	325	27							
406059														795		0	0					134	661	0							
406666														567		318	0					128	121	0							
406778														571		133	373					9	56	0							
406974														523		52	0					7	455	9							
407168														2662		2051	0					376	235	0							
