"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK075	RCONK076	RCONK077	RCONK078	
601032																																																																																																																							0	0	0							0	0	0	2	0	28	36	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	36	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	36	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601041																																																																																																																							0	0	0							0	0	0	380	0	201	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	13	0	49	0	0	0	0	0	0	0	0	0	0	166	0	1117	122	177	0	0	0	0	0				0	0	0	0	0	0	193	127	0	61	289	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601050																																																																																																																							722	0	568	0	0	0	0	0	0	65	15	0	3022	674	1976	75	0	23	0	0	0	0	0	18590	0	0	0	0	0	0	0	0	1032	1119	234	477	0	6138	0	0	2	10187	8835	0	0	0	0	0	3158	11	9652	2296	426	197	0	0	1562	417	0	0	0	598	441	0	0	557	7	930	1148	0	0	1385	226	443	0	1239	0	0	0	0	0	0	1358	0	677	1174	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601153																																																																																																																							0	0	0							0	569	1	104	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	569	1	0	0	0	0	2	1	0	0	0	0	0	61	0	0	116	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601416																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	1257	0	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	35	9	0	0	0	0	0	0	0	0	0	0	0	1466	253	1442	0	16	0	0	0	4201	0	0	0	0	0	0	0	0	0	69	72	0	0	0	887	47	0	0	0	0	0	0	0	0	0	1251	0	1958	867	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601443																																																																																																																							0	0	0										67	0	0	0	0	0	0	0	473	0	0	0						0	0	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1079	94	267	0	0	0	0	0	0	0				0	9	0	0	0	33	0	29	0	0	0	906	0	0	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601658																																																																																																																							0	0	0										67	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	525	0	441	0	7	0	0	0	33	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
601733																																																																																																																							0	0	0										12	0	0	0	0	0	0	0	0	0	0	0						0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	80	37	0	0	0	0	72	0				0	94	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602048																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	699	0	405	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	2	0	0	0	42	0	0	0	0	0	0	1108	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602356																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602543																																																																																																																							0	0	0							0	0	0	35	0	9	0	0	32	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	161	0	779	29	26	0	0	0	56	0				78	0	0	0	0	0	48	15	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
602842																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	333	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	47	0	0	0	0	0	333	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603232																																																																																																																							0	0	0							0	0	0	228	0	0	70	0	608	0	0	0	0	0	0						0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	634	0				0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603540																																																																																																																							0	0	0							0	291	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	201	3	609	0	0	0	0	0	60	0				0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603559																																																																																																																							0	0	0							28	0	0	0	0	339	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603755																																																																																																																							0	0	0										30	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604024																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	98	0	380	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	114	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604033																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604547																																																																																																																							0	0	0							97	137	0	75	6	49	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	137	0	97	0	0	0	0	0	0	0	0	0	0	75	0	49	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
604640																																																																																																																							0	0	0							0	0	0	0	0	171	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605571																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	641	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605610																																																																																																																							0	0	0							0	0	0	8	0	0	0	0	0	0	0	0	0	0	0						0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	293	0	0	0	0	0	257	0				0	290	0	0	0	0	205	107	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605656																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	162	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
605973																																																																																																																							0	0	0										0	0	0	0	0	0	147	0	0	0	0	0						0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	1239	0	0	0	0	0	81	0				0	15	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606046																																																																																																																							0	0	0	0	0	0	0	0	0	171	98	0	3352	57	13509	1283	0	1546	0	0	234	0	0	0	0	0	0	0	0	0	0	0	3072	0	3817	179	0	304	0	0	0	726	472	161	0	0	0	0	20084	1000	14195	3415	294	25	0	0	16007	0	0	0	0	472	872	0	14	698	6324	2120	653	0	0	10791	13168	123	0	882	0	0	0	0	0	0	1085	1153	8405	1085	1153	426	0	0	7760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606176																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3080	0	6035	366	10	0	0	0	1147	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3879	366	3057	483	7	176	3396	358	2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606653																																																																																																																							0	0	0	0	0	0	0	0	0	325	2288	868	1900	25	37	3251	329	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	868	325	0	0	0	3	0	0	0	0	0	0	0	0	908	0	0	0	0	0	113	0	0	0	0	89	0	0	0	0	0	868	0	0	0	20	0	0	0	0	0	0	0	0	0	0	96	37	0	86	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
607146																																																																																																																							0	0	0										3196	0	0	0	0	0	0	0	2514	0	0	0						0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	2786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
607333																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	71	71				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
608358																																																																																																																							0	0	0							1589	1447	44	50	0	69	406	0	1016	0	0	0	0	0	0						0	0	0	0	0	0	1447	44	1589	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
608451																																																																																																																							0	0	0										6	0	0	69	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
608844																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	762	119	0	72	0	0	0	49	1577	0	0	0	0	0	0	0	0	132	0	0	0	0	529	0	0	0	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609010																																																																																																																							0	0	0										0	0	98	260	0	0	0	0	0	0	0	0						0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	276	815	29	24	0	0	0	98	0				0	408	0	0	430	569	0	0	0	0	12	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609467																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609476																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3382	10	2689	0	37	0	0	0	751	0	0	0	0	0	0	0	0	0	0	35	0	0	0	487	0	0	0	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609609																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	0	0	0	20	0	0	0	0	0	0	0	0	1635	0	0	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609645																																																																																																																							0	0	0							0	0	0	3	0	11	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
609832																																																																																																																							0	0	0							0	10	0	17	81	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	32	19	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610128																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	10	1	0	0	0	0	25	19	0	0	0	0	0	795	98	1529	437	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610164																																																																																																																							183	0	0	0	0	0	0	0	0	178	126	0	512	0	297	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	178	0	0	0	20	13	0	0	0	0	0	142	0	267	61	1	0	0	0	75	0	0	0	0	0	493	0	0	0	0	1260	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610539																																																																																																																							0	0	0							0	0	0	34	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	60	0	0	0	0	0	155	0				0	12	0	0	0	6	20	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610557																																																																																																																							0	0	0										20	0	535	0	0	0	0	0	0	0	0	0						0	0	0	0	0	4	17	0	0	0	0	0	5	0	0	0	0	0	0	0	0	154	0	169	0	0	0	752	217				0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610913																																																																																																																							0	0	0										151	269	20	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	519	0	884	0	14	0	0	0	58	0				0	0	0	0	0	3	25	0	88	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
611031																																																																																																																							0	0	0										156	0	8	134	84	1194	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	1526	0	0	0	0	0	0	0				0	346	0	0	0	464	369	0	0	0	347	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
611246																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
611451																																																																																																																							0	0	0	0	0	0	0	0	0	88	2	0	203	0	0	395	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	2	0	88	3	0	0	51	7	0	0	0	0	0	471	116	184	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	53	0	0	0	75	33	0	0	0	0	0	0	0	0	0	156	0	126	141	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
612159																																																																																																																							0	0	0							0	394	3	34	0	410	144	0	0	0	0	0	0	0	0						0	0	0	0	0	0	394	3	0	0	0	0	0	0	0	0	0	0	0	6	0	132	41	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
612878																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	40	317	0	0	0	0	0	137	0				0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613008																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	431	0	36034	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	2982	95	2	961	3	0	152	0	0	0	0	0	0	0	9771	1713	1510	0	6	0	0	0	37639	0	0	0	0	127	0	0	0	0	104	0	1399	0	0	2225	3569	230	0	3309	0	0	0	0	0	0	104	0	728	78	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613156																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	441	0	160	0	0	0	191	0	0	0	0	0	0	0	0	0	1324	85	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
613307																																																																																																																							6034	0	12733	0	0	29	0	0	0	48	0	0	62747	0	51169	0	0	480	3249	0	6196	0	0	0	0	0	0	0	0	0	0	0	1429	0	6301	136	0	414	0	0	0	0	0	0	0	0	0	0	36146	14679	23133	0	3702	0	0	0	27252	0	0	0	0	470	0	0	0	6171	4343	5082	6346	0	0	15494	28271	3926	0	30576	0	0	0	0	0	0	1467	0	14380	1050	0	11625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	2648	177	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	
613334																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	34	0	46	0	0	0	0	0	132	0				0	0	0	0	0	0	0	0	0	0	133	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
