"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
188177					CONF							0	0	0	0	false		0	0													0	0	0	0																				
188430	15		37	30	CONF	665	213	641	146	480		0	0	0	0	false	41	0	0				9	334	65			47	9		48	0	0	0	0		18	22	43	Residential Mortgage Loan Fees	CDH Income	Gain on Sale GGL Loans	Travel Expense Including Mtg Acct Exec Travel Allowance	Various loan Expenses		Capital Contribution from holding company									
188449	25	0	7	0	CONF	0	0	0	60	10	17	0	0	0	0	false	15	0	0	4	0	4	6	0	30	0	69	13	0	12	30	0	0	0	0	0	0	0	0				SOFTWARE PURCHASED	INTERNET BANKING	OTHER FEES & SC										
188720	2		23		CONF				53			0	0	0	0	false	20	0	0	13	41			156	25			33	8	5	10	0	0	0	0		2	16	13				Franchise tax expense												
188739	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
188917	1	0	8	9	CONF	0	0	0	17	0	0	0	0	0	0	false	7	0	0	2	0	11	0	120	14	0	26	35	10	15	22	0	0	0	0	0	1	0	7				OCC Assessment												
188926	3	0	11	3	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	10	1	2	40	15	0	28	12	32	24	18	0	0	0	0	0	0	2	0																
189044	358		47	73	CONF				255	369	67	0	0	0	0	false	52	0	0	19		15	26	174	71		465	49	120	165	245	0	0	0	0		20	-27					Bank Franchise & Deposit Tax	Outsource Services	Mortgage Fulfillment										
189129	0	0	0	0	CONF	0	0	0	129	0	0	0	0	0	0	false	0	0	0	0	0	0	0	209	0	0	326	0	0	130	0	0	0	0	0	0	0	0	0				Financial Institutions Tax												
189549	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
189745	69	0	51	225	CONF	48	379	0	260	67	189	0	0	0	0	false	21	0	0	7	86	22	118	381	86	0	11	92	180	78	85	0	0	0	0	0	8	24	62	Loan application fees	Loan processing fees		Other loan and collection expense	Freight and delivery expense	Software maintenance										
189820					CONF							0	0	0	0	false		0	0													0	0	0	0								Contribution												
189950	9	0	0	7	CONF	9	0	0	16	13	10	0	0	0	0	false	3	0	0	0	11	1	8	76	7	0	0	16	0	4	0	0	0	0	0	0	0	0	0	Building Rentals			Officer Salary Continuation	Contributions	Insurance & Bonds										
190451	0	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	176	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0																
190563	9	3	26	50	CONF							0	0	0	0	false	9	0	0	3		3	38	73	24		2	8	52	63	37	0	0	0	0																				
190648	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
190947	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
190956	8	0	9	23	CONF	4	0	0	8	4	18	0	0	0	0	false	8	0	0	1	28	0	0	14	18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Debit Card Income			Dues	Donations   Promotions	Misc Inc, Bank Bond, Sav Bonds, Cont Labor, Ck Exp, Travel										
191355	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
191449	1	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	3	0	26	2	0	0	14	0	0	1	0	0	0	0	0	0	0	4																
191935	0	0	0	0	CONF	0	208	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	229	0	0	0	142	0	0	0	0	0	0	0	0		GROSS DEBIT CARD INCOME														
192147	5	0	27	12	CONF	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	33	16	28	29	33	0	153	36	0	0	18	0	0	0	0	0	0	0	0																
192558	0	0	0	0	CONF	0	0	0	116	0	0	0	0	0	0	false	0	0	0	0	0	0	0	334	0	0	420	0	166	160	213	0	0	0	0	0	0	0	0				Accrued Expense												
192651	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
192857	35	0	15	7	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	15	0	13	111	17	0	62	23	1	43	13	0	0	0	0	0	2	0	4																
193162	0	0	9	1	CONF	19	0	0	11	11	0	0	0	0	0	false	5	0	0	2	0	7	10	58	11	0	0	26	0	8	6	0	0	0	0	0	0	5	2	VISA INCOME			OCC EXAMINATION FEES	COMMITTEE FEES											
193247	15	1	3		CONF				27			0	0	0	0	false	10	0	0		8	5		83	20		5	9			36	0	0	0	0				9				IT Expense												
193537					CONF							0	0	0	0	false		0	0													0	0	0	0																				
193649	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
193809	174	0	165	101	CONF	0	0	0	1099	136	0	0	0	0	0	false	0	0	0	0	185	0	0	466	0	0	298	143	183	0	125	0	0	0	0	0	0	0	0				Contributions	Software Licensing											
194440	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
194570					CONF							0	0	0	0	false		0	0													0	0	0	0								OCC Supervisory Expenses	Computer Maint, Conversion Exp											
194936	5	0	8	2	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	13	0	0	3	3	0	28	0	0	0	0	0	0	0	9																
195111	142	0	117	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	295	0	0	171	109	0	133	0	0	0	0	0	0	0	0	0																
195157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
195456					CONF							0	0	0	0	false		0	0													0	0	0	0																				
196743	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
196752	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
196800	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	552	0	0	231	0	0	139	0	0	0	0	0	0	0	0	0																
197142					CONF							0	0	0	0	false		0	0					159								0	0	0	0																				
197254	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
197302	0	0	117	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	129	0	0	290	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0																
197478	0	0	0	3062	CONF	5017	3901	3571	12960	3937	2365	0	0	82	0	false	0	0	0	0	844	0	0	2947	0	0	1217	0	1917	0	1814	0	0	0	0	0	1975	0	0	Credit enhancement fee	Loan fee	Derivative commission	Amortization of tax credit and other investments	Computer expenses	Deposit expenses			Foreign exchange revaluation							
197759	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	185	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0																
198046	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
198073	0	11	13	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	0	0	2	0	0	15	0	0	2	0	0	0	0	0	0	0	0																
198149					CONF							0	0	0	0	false		0	0					177								0	0	0	0																				
198251					CONF							0	0	0	0	false		0	0													0	0	0	0																				
198961	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199137	5	0	4	0	CONF	22	0	0	10	7	10	0	0	0	0	false	4	0	0	0	0	5	7	34	5	0	0	15	0	7	4	0	0	0	0	0	0	0	0	D/C			D/C	Fidelity Ins	IT										
199351					CONF							0	0	0	0	false		0	0													0	0	0	0					other income + insurance agnecy income +officiers life insurance			management fees												
199436	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	111	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199463	30	0	15	5	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	29	0	0	64	10	2	78	22	5	32	42	0	0	0	0	0	0	0	0																
200042					CONF							0	0	0	0	false		0	0					15								0	0	0	0																				
200378	2526		251	3478	CONF	1027	250	523	3331	8505		20858	0	0	0	true	324	0	0	8	581	12	38	2640	550		441	2020	3257		1078	13348	5523	0	0		56	10		Broker Fee Income	Processing Fee	Other Income - Swap Fee	Loan Sub-Servicing Fees	Restructuring Expenses		Capital Contribution							Income from discontinued operations		
200435					CONF							0	0	0	0	false		0	0													0	0	0	0					Secondary Market Income	Other Fee Income	Other Non Interest Loan Income		Employee Education Expense											
200640	0	0	0	0	CONF	465	0	0	131	420	0	0	0	0	0	false	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CREDIT CARD FEE INCOME			PROFESSIONAL EXPENSE	CREDIT CARD FEE EXPENSE											
201254	5	0	8	11	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	11	1	32	93	5	0	0	1	11	22	16	0	0	0	0	0	3	6	6																
201647	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
201834	318	0	0	0	CONF	0	0	0	102	-509	0	0	0	0	0	false	0	0	0	0	287	0	0	208	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0				MEAL AND ENTERTAINMENT	MISC. FEES INCLUDING DEFERRED LOAN COSTS											
202514	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0																
202541	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	4	0	5	7	79	0	0	33	0	0	0	0	0	0	0	0	0	1	0	0																
202907	2068	0	606	0	CONF	0	0	0	1402	432	796	288	0	0	0	false	979	0	0	299	368	0	607	2661	744	0	4248	0	588	1752	1106	0	0	0	0	0	0	0	532				Loan origination & Customer processing	Employee travel	Total Profit & Loss	Minority Interest in Subsidiary									
203043	34	0	0	0	CONF	194	145	0	146	0	0	0	0	0	0	false	0	0	0	0	0	0	147	177	26	0	308	33	33	31	57	0	0	0	0	0	0	0	0	Financial Services	Loan Servicing Fees		Bank card and interchange expense												
203052	9	0	10	0	CONF	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	2	0	0	19	0	40	0	0	0	10	0	0	0	0	0	0	0	0																
203070					CONF							0	0	0	0	false		0	0					140								0	0	0	0									Dues and Subsriptions											
203418	0	0	0	0	CONF	0	0	0	162	988	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0				Trust/Bokerage Expense ( Note: Standard Verbiage	Affiliate Service Fee Exp to holding company											
203575					CONF							0	0	0	0	false		0	0													0	0	0	0								Ohio Financial Institution Tax			Transfer of capital from Conneaut Bancorp MHC to Conneaut Savings Bank									
204004	717	0	0	416	CONF	272	1061	0	0	0	0	1680	0	0	0	false	0	0	0	0	1389	177	125	3066	0	0	1188	439	423	583	478	0	0	0	0	0	0	0	428	Prepayment fees	ETF Licensing/Hedge fund fees					ESOP.SAP option									
204077					CONF							0	0	0	0	false		0	0					128								0	0	0	0																				
204237	0	0	0	33	CONF	165	0	0	222	0	0	150	0	0	0	false	0	0	0	0	0	0	0	214	0	0	0	0	0	0	48	0	0	0	0	0	0	133	40	Other Income			Management Fee			Capital Injection from Parent Holding Company									
204826	12	0	13	5	CONF	40	0	0	41	52	0	0	0	0	0	false	12	0	0	4	0	0	4	83	18	0	18	49	3	35	12	0	0	0	0	0	0	0	9	Loan Fee Income			Equipment Service Contracts	Other Taxes											
205243	44				CONF	34			23	23	24	0	0	0	0	false	18	0	0		24	11	38	58	32		149				42	0	0	0	0				42	FCM, GMFS, CDFI & Other Fee Income			Travel Expense	Visa/MC Expenses	Education & Training										
205346	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
205458	3	28	17	3	CONF	0	0	0	3	6	0	0	0	0	0	false	3	0	0	0	0	2	0	27	3	0	0	18	11	0	1	0	0	0	0	0	0	23	0				State Exam Expense	Debit Card Expense											
205542					CONF							0	0	0	0	false		0	0													0	0	0	0																				
205654	458	0	235	351	CONF	327	0	0	329	0	0	0	0	0	0	false	134	0	0	0	91	64	20	1373	77	0	377	1573	181	0	21	0	0	0	0	0	67	97	158	Mortgage referral fee income			Other losses												
206156	109			5	CONF	63	8		69	17	21	0	0	0	0	false	1	0	0	3	107	11	152	282	20		8	19	17		41	0	0	0	0					Miscellaneous Recoveries	Exchange & Collections		Dues & Subscriptions	Other Insurance	Travel	Capital									
206174	15	1	49	45	CONF	-5	1	0	79	40	0	0	0	0	0	false	7	0	0	0	37	9	4	171	18	0	21	57	3	29	7	0	0	0	0	0	1	0	14	Miscellaneous	Loan Service Fees		Miscellaneous	Bank Service Fees											
206473	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
206772	2	0	6	9	CONF	0	0	0	0	0	0	0	0	-1	0	false	4	0	0	0	0	12	0	41	4	0	0	9	14	0	9	0	0	0	0	0	1	0	7									T/F to RC-G3 Allowance for credit losses on off balance sheet credit exposure							
206950	10	0	10	3	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	10	0	18	44	6	0	0	5	0	0	4	0	0	0	0	0	0	0	0																
207041	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
207050	229	0	0	0	CONF	1544	39	0	1122	451	0	0	0	0	0	false	0	0	0	0	0	10	47	428	136	0	282	0	0	106	0	0	0	0	0	0	0	0	0	FMV Contract Derivatives	Other Income		FMV contract Derivatives	Other Expense											
207452	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0																
207470					CONF				117			0	0	0	0	false		0	0		103											0	0	0	0								loan expenses	Bank owned Life Insurance	Financial Institution Tax										
207555	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
207845	253	0	105	0	CONF	0	0	0	277	0	0	0	0	0	0	false	0	0	0	0	0	0	0	620	150	0	551	0	0	269	0	0	0	0	0	0	0	0	212				TRUST AND OUTSIDE SERVICE FEES												
207872	0	0	0	0	CONF	0	0	0	138	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0				Computer software expense												
207957	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
208057	58	0	0	44	CONF	0	0	0	13	0	0	0	0	0	0	false	18	0	0	1	56	7	0	116	23	0	39	27	0	0	18	0	0	0	0	0	8	12	46				CORRESPONDENT BANK SERVICE CHAREGES												
208244	2398	0	0	0	CONF	597	1834	0	11576	0	0	0	0	0	0	false	0	0	0	0	1759	0	0	6942	0	428	3873	0	1451	0	1060	0	0	0	0	0	0	1099	501	Merchant processing fees	Other non fee based revenue		Allocated Bancorp services												
208347	25	5	8	33	CONF	10	0	0	11	6	20	0	0	0	0	false	5	0	0	2	0	0	11	10	6	0	0	12	0	13	10	0	0	0	0	0	0	0	0	3150 collection; 3198 BOLI; 3170 Miscellaneous			4335 Miscellaneous; 4313 S. C. Corresp; 4315 Dues; 4319 CDARS; 4319 Debt Cancel	4340 Other; 4366 OPO; 4366 Ck Systems; 4362 Reseerve	4375 Travel; 4376 Bank car; 4377 TU; 4378 Flood; 4380 WHEDA; 4385 Variations; 4390 Keyman Life										
208440					CONF							0	0	0	0	false		0	0													0	0	0	0								Meetings & Education	Loan Collection Expense											
208459	0	0	0	0	CONF	0	0	0	67	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				MANAGEMENT FEES												
208570				158	CONF							0	0	0	0	false		0	0					139								0	0	0	0								OCC Assessment	Insurance											
208655					CONF							0	0	0	0	false		0	0													0	0	0	0								Exam Fees					Reclassify Allowance for Off Balance Credit Exposure to the Reserve for Loan Loss Allowance							
208972	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
209148	87	0	63	41	CONF	0	0	0	0	0	0	0	0	0	0	false	31	0	0	15	16	10	17	51	41	0	177	92	0	0	47	0	0	0	0	0	0	8	7																
209362	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
209447	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
209559	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
209830	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
209858	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	189	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0																
210238	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	167	0	0	75	0	0	0	0	0	0	0	0	0																
210256	10	0	5	2	CONF	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	4	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
210434	15799	0	0	0	CONF	12407	10237	11630	102573	80488	31306	-2097	-52	-16	0	false	0	0	0	0	0	0	0	0	0	0	0	0	22527	0	0	0	0	0	0	0	0	0	0	Loan and service related fees	Banking fees	Transfer pricing revenue	Computer and software related expenses	Technical services market data and outsourced processing expenses	Subcustodial and depository fee expenses	Dividend equivalents on stock based compensation	Minority interest	HAMP Incentives							
210452	0	0	5	0	CONF	0	0	0	7	0	0	0	0	0	0	false	0	0	0	0	0	2	2	0	0	0	5	3	0	2	2	0	0	0	0	0	0	0	0				DUES   SUBSCRIPTIONS												
210779					CONF							0	0	0	0	false		0	0					117								0	0	0	0								Ohio Financial Institution Tax	OCC Assessment	Dues & Subscriptions										
211114	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
211271	1864				CONF	340	-1264		1471		287	0	0	0	0	false		0	0					497		822	367				304	0	0	0	0					Underwriting & processing fees on HFS loans	Change in value of derivative commitment to orig/sell loans hfs		Lender paid costs		Software amortization										
211338	0	6	30	37	CONF	0	0	0	0	0	0	0	0	0	0	false	8	0	0	9	0	10	0	79	11	0	49	10	0	32	15	0	0	0	0	0	0	0	0																
211851					CONF							0	0	0	0	false		0	0													0	0	0	0																				
212018	0	0	113	0	CONF	0	0	0	110	0	0	0	0	0	0	false	0	0	0	0	76	0	39	0	0	0	132	0	108	0	0	0	0	0	0	0	0	0	0				Shares Tax												
212335	134	1	23	28	CONF	0	0	0	108	0	0	0	0	0	0	false	27	0	0	9	0	14	16	0	34	0	224	44	0	130	71	0	0	0	0	0	8	50	26				SOFTWARE LICENSE & MAINTENANCE												
212344	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
212465	19282	0	0	0	CONF	15219	14478	13185	42093	47237	-15766	0	0	744	0	false	0	0	0	0	0	0	0	8363	0	0	11148	0	59688	0	0	0	0	0	0	0	0	0	0	Merchant banking fees	Letter of credit fee and import export commission	Unused loan commitment fees	Outside vendor services	Software expense	Provision for off-balance sheet credit losses			FX translation adjustment		NII - Fees from affiliates 229,898;  NIE - Fees to affiliates 16,725					
212522	360	0	93	101	CONF	75	0	0	0	185	0	0	0	0	0	false	135	0	0	0	179	5	178	620	95	0	527	53	101	291	186	0	0	0	0	0	4	54	0	Merchant Credit Card Income			Merchant Credit Card Expense	PA Shares Tax											
212577	374	19	175	52	CONF		21	94	7398	264		0	0	0	0	false	247	0	0		511	115	8	1258	215		963	160	225	606	266	0	0	0	0		33	404	110		Prepayment fees	Management fee income	Merger related expenses	Other tax and license  fees											
213471					CONF							0	0	0	0	false		0	0													0	0	0	0																				
213538	11	0	25	9	CONF	0	0	0	0	0	0	0	0	0	0	false	12	0	0	3	0	5	4	28	15	0	37	33	0	20	18	0	0	0	0	0	0	0	7																
213912	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
213958	0	0	0	0	CONF	40	0	0	0	0	0	0	0	0	0	false	0	0	0	0	12	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	other income															
214106					CONF							500	0	0	0	false		0	0					334			490			282		0	0	0	0				296							Capital Contribution from Parent Holding Company									
214414	175	3	54	50	CONF	73	39	0	196	92	0	0	0	0	0	false	60	0	0	27	77	17	653	311	39	0	44	63	93	305	84	0	0	0	0	0	25	7	172	Misc Customer Service Fees	Internet Service Fee		Ohio Intangible Tax	Loan and Collection Expense											
214722	154	0	0	0	CONF	2819	0	0	1891	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	287	0	171	212	118	0	0	0	0	0	0	0	0	Merchant Card			Merchant Card												
214807	0	0	0	13000	CONF	51000	7000	-5000	117000	-9000	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	Intercompany Revenue Allocation	Guarantee and Syn Fees 4M, Brokered Dep Fees 3M	Net gain (losses) on non-trading derivatives	Intercompany Expense Allocation	Reversal of provision on Off BS exposures											
214843	40		11		CONF	780			48	34		0	0	0	0	false	12	0	0		27	7	65	283	35			21	7	28	4	0	0	0	0			5		Computer Income			NFC Expenses	Software Amortization											
215345					CONF							0	0	0	0	false		0	0								139					0	0	0	0					Credit Card Merchant Fees															
215354	17	37	15		CONF	6				15	7	480	0	0	0	false	9	0	0	2		10	2	33	7		19	2	1		13	0	0	0	0			25	10	Mortgage Fee Income				Prof Fees: IT Support	Prof Fees:  HR Support	Capital Injection from Parent Holding Company									
215653	0	0	0	0	CONF	102	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Clearing Income															
215662	40	41	90	21	CONF	0	0	0	0	0	0	0	0	0	0	false	99	0	0	1	188	9	58	332	29	0	175	183	0	45	121	0	0	0	0	0	0	0	0																
215710	62	0	60	10	CONF	0	0	0	120	0	0	0	0	0	0	false	45	0	0	16	84	10	23	343	35	0	270	49	62	48	21	0	0	0	0	0	0	37	0				Low Income Housing Amort - Mann Edge I												
216164	21		15	9	CONF				40			0	0	0	0	false	6	0	0		29		3	60	11		79	15		60	34	0	0	0	0		1		4				Other Outside Service Fees												
216230	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-50	0	false	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									Reverse Expense per CPA							
216632	45	0	11	69	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	5	67	94	19	0	0	34	15	42	42	0	0	0	0	0	0	0	19																
216922	478	0	0	0	CONF	1260	0	0	2372	374	0	370	0	0	0	false	0	0	0	0	508	0	0	988	520	0	2565	342	749	630	599	0	0	0	0	0	0	461	0	SBA Consulting Fees			Merger Expenses	Dues and Subscriptions		Equity Based Compensation									
217059	0	0	0	0	CONF	124	0	0	162	0	0	0	0	0	0	false	0	0	0	0	0	0	0	347	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	Loan Processing Income			215 Holding Company Expense												
218131	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
218261	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
218850	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
218878	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
219044					CONF							0	0	0	0	false		0	0													0	0	0	0																				
219343	310	4	97	120	CONF	525	0	0	137	138	217	0	0	0	0	false	87	0	0	65	349	56	61	74	54	0	1164	86	138	281	132	0	0	0	0	0	22	116	112	Data Processing Income			Investment Services Broker Dealer Chgs	BOLI Post Retirement Benefit Expense	Mobile/Electronic Banking										
219651	0	0	0	0	CONF	102	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	Loan Servicing Fees															
219679					CONF							0	0	0	0	false		0	0													0	0	0	0					misc income			checking account expense and write-offs	Advalorem Tax	Misc Other Operating Expenses										
220059	168	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	308	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0																
220527	246		76	24	CONF	288	177	160	97	82		0	0	0	0	false	81	0	0		98		28	109	121		916		143	461	275	0	0	0	0		24			Mortgage Broker Misc Fee Income	Appraisal Mgmt Fee	Appraisal Fee Income	Dues & Subscriptions	Item Processing											
220844	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
